date,EURUSD,USDJPY,AUDUSD,NZDUSD,EURCHF,AUDCHF,NZDCHF,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2018.11.26,-69.00000000000794,-18.000000000000682,-44.99999999999504,-24.000000000001798,-53.999999999998494,-58.000000000002494,-48.99999999999905,-89.99999999999008,-52.99999999999727,-103.00000000000864,-156.00000000000057,-21.000000000000796,-42.00000000000159,-34.000000000006025,,-816.0000000000105
2018.11.26,-59.99999999999339,-15.000000000000568,-87.00000000000374,-104.99999999999955,-22.999999999995246,-92.00000000000318,-125.00000000000844,-182.99999999999983,-75.9999999999934,-154.99999999999403,-337.0000000000095,-18.000000000000682,-93.99999999999409,-118.99999999999977,,-1488.9999999999955
2018.11.26,-69.00000000000794,-16.999999999995907,-102.99999999999754,-158.99999999999804,-43.999999999999595,-134.0000000000008,-207.00000000000162,-231.99999999998778,-70.99999999999795,-158.99999999999804,-430.00000000001927,-9.000000000000341,-108.99999999999466,-180.99999999999739,,-1923.9999999999964
2018.11.26,-89.00000000000574,-21.99999999999136,-58.99999999999794,-153.99999999999858,-46.999999999997044,-103.00000000000864,-197.00000000000273,-161.99999999999548,-102.99999999999443,-51.000000000001044,-429.00000000001273,-46.999999999997044,-72.00000000000273,-179.00000000000205,,-1714.0000000000075
2018.11.26,-69.00000000000794,-65.99999999998829,-95.00000000000064,-185.99999999999727,-55.99999999998939,-126.99999999999933,-230.000000000008,-229.99999999999687,-33.999999999991815,-160.00000000000458,-468.00000000000176,-10.99999999999568,-137.99999999999102,-231.99999999999932,,-2101.999999999972
2018.11.26,-52.99999999999194,-82.99999999999841,-90.99999999999665,-184.00000000000637,-46.999999999997044,-114.99999999999844,-229.00000000000142,-259.9999999999936,-16.999999999995907,-96.99999999999153,-438.00000000000506,3.0000000000001137,-138.9999999999958,-236.0000000000042,,-1985.9999999999764
2018.11.26,-102.99999999998644,-178.99999999998784,-117.99999999999588,-175.99999999999838,-72.99999999998974,-194.0000000000053,-250.00000000000577,-360.0000000000048,18.000000000000682,-224.000000000002,-478.0000000000006,40.00000000000625,-240.99999999999966,-296.99999999999704,,-2634.9999999999663
2018.11.26,-130.99999999999224,-335.9999999999985,-90.99999999999665,-163.99999999999747,-78.99999999998464,-181.00000000000892,-269.00000000000813,-343.99999999998875,88.99999999999864,-188.9999999999947,-498.00000000002063,157.0000000000107,-295.0000000000017,-402.000000000001,,-2732.999999999984
2018.11.26,-100.99999999999554,-376.99999999999534,-73.99999999999629,-202.0000000000022,-102.99999999998644,-178.00000000000037,-314.0000000000032,-324.9999999999975,256.0000000000002,-170.99999999998784,-589.0000000000173,264.00000000001,-345.9999999999894,-472.999999999999,,-2732.9999999999604
2018.11.26,-116.00000000000499,-350.9999999999991,-97.9999999999981,-214.99999999999852,-108.99999999998133,-208.00000000000819,-333.0000000000055,-401.00000000000693,234.00000000000887,-228.99999999999034,-639.0000000000118,246.9999999999999,-344.99999999999886,-486.0000000000042,,-3048.9999999999986
2018.11.26,-107.99999999999699,-341.99999999999875,-195.9999999999962,-304.00000000000426,-135.9999999999806,-295.0000000000008,-417.0000000000007,-567.0000000000064,219.99999999999886,-357.99999999999164,-792.0000000000149,234.99999999999943,-464.9999999999892,-585.9999999999985,,-4110.99999999998
2018.11.26,-41.99999999998649,-328.9999999999935,-217.99999999999596,-322.00000000000006,-137.9999999999937,-304.00000000000426,-419.00000000000273,-526.9999999999886,307.00000000001637,-364.00000000000875,-780.000000000003,275.0000000000057,-477.99999999999443,-581.0000000000031,,-3919.999999999953
2018.11.26,-25.999999999992696,-317.99999999999784,-187.9999999999993,-322.00000000000006,-133.99999999998968,-268.0000000000016,-406.00000000000637,-458.9999999999872,313.0000000000166,-299.99999999998914,-770.000000000004,273.00000000001035,-417.0000000000016,-564.0000000000072,,-3585.99999999995
2018.11.26,-21.999999999988695,-330.99999999998886,-224.9999999999974,-353.0000000000033,-123.99999999999079,-260.00000000000466,-403.0000000000089,-509.99999999998823,335.00000000000796,-302.0000000000023,-778.000000000012,301.00000000000193,-469.99999999999886,-612.000000000009,,-3753.9999999999836
2018.11.26,35.00000000000725,-358.99999999999466,-231.0000000000034,-358.9999999999982,-124.99999999999733,-270.99999999999903,-412.00000000000125,-567.0000000000064,402.00000000001523,-314.99999999999864,-791.0000000000084,319.0000000000026,-489.9999999999949,-629.0000000000049,,-3792.999999999982
2018.11.26,32.0000000000098,-341.99999999999875,-249.99999999999466,-372.0000000000057,-133.99999999998968,-265.0000000000041,-403.0000000000089,-513.9999999999923,402.00000000001523,-297.9999999999983,-764.0000000000091,309.0000000000117,-494.99999999999034,-632.000000000005,,-3725.9999999999604
2018.11.26,42.0000000000087,-324.99999999998863,-222.99999999999542,-385.000000000002,-123.99999999999079,-248.00000000000378,-422.00000000000017,-478.0000000000006,383.0000000000098,-276.9999999999939,-822.0000000000116,331.00000000000307,-478.9999999999992,-656.9999999999965,,-3683.9999999999604
2018.11.26,80.00000000001339,-309.99999999998806,-275.000000000003,-424.00000000000216,-154.99999999999403,-275.99999999999847,-440.00000000000705,-600.0000000000006,418.00000000000637,-279.00000000000705,-814.0000000000036,353.9999999999992,-507.99999999999557,-674.9999999999972,,-3903.999999999978
2018.11.26,110.99999999999443,-324.99999999998863,-322.00000000000006,-455.0000000000054,-265.99999999998846,-329.00000000000153,-475.99999999999864,-629.9999999999973,438.99999999999295,-296.9999999999917,-815.0000000000101,358.0000000000041,-567.9999999999978,-728.0000000000086,,-4302.999999999996
2018.11.26,160.00000000000458,-349.9999999999943,-385.99999999999744,-462.0000000000068,-290.9999999999968,-403.0000000000089,-487.99999999999955,-844.0000000000003,581.0000000000173,-434.000000000001,-801.0000000000073,368.9999999999998,-664.999999999992,-742.0000000000044,,-4755.999999999987
2018.11.26,178.00000000001148,-440.9999999999883,-419.9999999999982,-462.0000000000068,-335.9999999999808,-421.0000000000047,-492.999999999999,-845.0000000000068,586.0000000000127,-401.99999999999125,-764.0000000000091,424.0000000000066,-772.9999999999961,-814.9999999999977,,-4983.999999999949
2018.11.26,276.9999999999939,-403.99999999999636,-402.00000000000233,-456.00000000000085,-292.9999999999877,-375.0000000000031,-438.00000000000506,-719.9999999999873,737.9999999999995,-333.0000000000055,-666.000000000011,492.00000000000443,-743.9999999999998,-787.0000000000061,,-4111.000000000007
