date,EURCHF,EURJPY,EURAUD,AUDNZD,empty,sum
2018.04.09,-51.000000000001044,-28.999999999996362,-119.00000000000244,-86.99999999999264,,-285.9999999999925
2018.04.09,-14.000000000002899,-57.999999999992724,56.99999999999594,-114.99999999999844,,-129.99999999999812
2018.04.09,1.0000000000065512,-87.99999999999386,2.999999999997449,-92.99999999998754,,-176.99999999997738
2018.04.09,60.99999999999994,-102.00000000000387,-32.0000000000098,-97.9999999999981,,-171.00000000001182
2018.04.09,28.000000000005798,-195.99999999999795,-92.00000000000318,-141.99999999999767,,-401.999999999993
2018.04.09,26.999999999999247,-149.0000000000009,-126.99999999998823,-150.99999999999002,,-399.9999999999799
2018.04.09,55.000000000005045,-110.99999999999,-180.0000000000024,-173.99999999998528,,-409.9999999999726
2018.04.09,73.99999999999629,-168.00000000000637,-279.00000000000705,-129.00000000000134,,-502.0000000000184
2018.04.09,86.99999999999264,-162.00000000000614,-306.9999999999906,-140.99999999999113,,-522.9999999999952
2018.04.09,96.99999999999153,-177.99999999999727,-299.00000000000483,-80.99999999999774,,-461.0000000000083
2018.04.09,93.00000000000975,-174.0000000000066,-272.00000000000557,-14.999999999987246,,-367.99999999998965
2018.04.09,100.99999999999554,-152.9999999999916,-239.99999999999577,35.00000000000725,,-256.99999999998454
2018.04.09,114.99999999999844,-64.99999999999773,-347.9999999999928,-92.00000000000318,,-389.9999999999952
2018.04.09,123.99999999999079,-27.999999999991587,-373.00000000000114,-131.99999999999878,,-409.0000000000007
2018.04.09,137.9999999999937,19.000000000005457,-365.99999999999966,-76.99999999999375,,-285.99999999999426
2018.04.09,133.99999999998968,20.000000000010232,-313.00000000000773,0.0,,-159.00000000000782
2018.04.09,141.99999999999767,18.000000000000682,-280.9999999999979,29.00000000001235,,-91.9999999999872
2018.04.09,133.00000000000534,14.000000000010004,-253.99999999999866,101.00000000001774,,-5.999999999965581
2018.04.09,141.99999999999767,58.000000000021146,-246.99999999999721,68.00000000000139,,21.000000000022993
2018.04.09,154.0000000000097,118.99999999999977,-377.9999999999894,24.000000000001798,,-80.9999999999782
2018.04.09,59.99999999999339,-91.99999999998454,-241.00000000000233,113.00000000000753,,-159.99999999998593
2018.04.09,66.00000000001049,44.00000000001114,-2.999999999997449,202.00000000001327,,309.00000000003746
2018.04.09,117.99999999999588,180.00000000000682,156.00000000000057,216.00000000001617,,670.0000000000194
2018.04.09,134.99999999999625,183.00000000002115,134.99999999999625,225.00000000000853,,678.0000000000222
2018.04.09,144.0000000000108,182.00000000001637,191.00000000000784,307.99999999999716,,825.0000000000322
2018.04.09,144.0000000000108,132.000000000005,195.9999999999962,300.00000000001137,,772.0000000000234
2018.04.09,144.99999999999514,115.0000000000091,270.99999999999903,278.00000000000045,,809.0000000000036
2018.04.09,126.0000000000039,99.00000000001796,343.00000000000443,324.9999999999975,,893.0000000000238
2018.04.09,180.0000000000024,86.00000000001273,306.9999999999906,279.00000000000705,,852.0000000000127
2018.04.09,157.00000000000713,146.000000000015,401.99999999999125,314.00000000001427,,1019.0000000000277
2018.04.09,160.00000000000458,200.00000000001705,479.0000000000072,285.00000000000193,,1124.000000000031
2018.04.09,234.00000000000088,344.99999999999886,646.9999999999976,280.9999999999979,,1506.9999999999952
2018.04.09,175.99999999999838,370.00000000000455,626.9999999999998,285.00000000000193,,1458.0000000000045
2018.04.09,141.99999999999767,373.9999999999952,546.000000000002,224.000000000002,,1285.999999999997
2018.04.09,184.99999999999073,497.0000000000141,480.99999999999807,175.00000000001404,,1338.0000000000168
2018.04.09,211.00000000000563,442.0000000000073,184.00000000000637,131.00000000001444,,968.0000000000338
2018.04.09,218.99999999999142,427.99999999999727,39.999999999995595,124.00000000001299,,810.9999999999972
2018.04.09,225.99999999999287,522.0000000000198,-42.0000000000087,114.0000000000141,,820.000000000018
2018.04.09,272.00000000000557,552.9999999999973,-120.00000000000898,90.99999999999665,,795.9999999999905
2018.04.09,242.99999999999324,403.00000000002,-72.99999999998974,143.00000000000423,,716.0000000000276
2018.04.09,218.99999999999142,391.9999999999959,-69.9999999999923,120.00000000000898,,661.000000000004
