date,USDCAD,EURCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.10.04,-63.99999999999739,-174.00000000000747,0.0,-127.99999999999478,-171.00000000001003,-286.99999999999284,0.0,-70.99999999999883,0.0,-44.999999999987494,-269.999999999996,,-1209.999999999985
2021.10.04,-49.00000000001015,-113.99999999999189,106.99999999999044,-23.999999999990695,4.999999999988347,-124.99999999999733,69.99999999999318,-151.00000000001222,30.000000000001137,-45.99999999999227,-292.0000000000016,,-589.0000000000231
2021.10.04,-309.0000000000037,-92.00000000000318,127.99999999999478,-12.999999999996348,17.000000000000348,-139.00000000000023,-51.9999999999925,-26.0000000000149,-159.9999999999966,-241.99999999999022,-399.0000000000009,,-1287.0000000000034
2021.10.04,-312.00000000000114,32.0000000000098,235.99999999999176,-31.999999999998696,-22.0000000000109,-137.9999999999937,-109.99999999998522,18.999999999991246,-196.99999999998852,-250.0,-382.000000000005,,-1155.9999999999905
2021.10.04,-239.99999999999577,49.99999999999449,239.0000000000003,-28.999999999990145,-70.99999999999883,-188.9999999999947,-99.99999999999432,129.00000000000134,-157.99999999998704,-233.99999999999466,-356.9999999999993,,-959.9999999999586
2021.10.04,-241.00000000000233,25.00000000000835,193.99999999999417,-32.999999999994145,-140.0000000000068,-211.99999999998997,-87.99999999999386,119.00000000000244,-132.99999999999557,-237.99999999999955,-365.99999999999966,,-1112.9999999999768
2021.10.04,-259.9999999999936,19.999999999997797,175.99999999999838,-30.999999999992145,-139.00000000000023,-218.99999999999142,-94.99999999999886,161.99999999999548,-120.99999999999511,-238.9999999999901,-340.999999999994,,-1086.9999999999636
2021.10.04,-147.00000000000824,28.999999999990145,139.99999999999568,-23.999999999990695,-242.99999999999324,-348.9999999999993,-30.000000000001137,314.99999999999864,-48.99999999999238,-160.99999999998715,-237.99999999999955,,-756.9999999999873
2021.10.04,-103.00000000000864,26.999999999999247,144.99999999999514,20.0000000000089,-178.99999999999582,-344.00000000001097,-42.00000000000159,246.99999999999721,-51.9999999999925,-110.99999999999,-272.99999999999613,,-664.9999999999952
2021.10.04,-103.00000000000864,32.0000000000098,148.99999999999915,62.000000000006494,-65.00000000000395,-310.0000000000103,-84.00000000000318,270.99999999999903,-85.99999999999852,-148.9999999999867,-292.0000000000016,,-574.9999999999984
2021.10.04,-63.99999999999739,11.999999999989797,141.99999999999767,86.0000000000083,-19.999999999997797,-313.00000000000773,-33.999999999991815,234.00000000000088,-70.99999999999795,-70.99999999999795,-284.000000000006,,-383.0
2021.10.04,-140.0000000000068,45.99999999999049,216.99999999998943,86.0000000000083,123.00000000000644,-174.99999999999181,-100.99999999999909,175.99999999999838,-162.9999999999967,-141.9999999999959,-341.99999999999875,,-414.999999999996
2021.10.04,-131.99999999999878,25.999999999992696,220.99999999999343,64.0000000000085,184.00000000000637,-195.9999999999962,-69.99999999999318,141.99999999999767,-167.99999999999216,-134.9999999999909,-331.99999999999363,,-395.9999999999662
2021.10.04,-137.9999999999937,-1.0000000000065512,217.99999999999596,51.000000000001044,218.00000000000708,-86.99999999999264,9.999999999990905,115.99999999998278,-129.99999999999545,-128.99999999999068,-293.99999999999693,,-165.99999999999812
2021.10.04,-208.00000000000819,-9.999999999998899,229.99999999999687,54.00000000000959,265.99999999998846,-66.99999999999484,7.000000000005002,-36.0000000000138,-161.99999999999193,-159.9999999999966,-385.0000000000051,,-471.00000000000944
2021.10.04,-263.99999999999756,39.999999999995595,304.9999999999997,31.000000000003247,282.0000000000045,5.999999999994898,-31.999999999982265,-11.00000000000545,-220.99999999998943,-215.99999999999397,-385.9999999999957,,-465.99999999996646
2021.10.04,-295.0000000000008,70.99999999999883,313.99999999999204,19.00000000000235,255.99999999998957,-28.000000000005798,-60.000000000002274,-36.999999999998145,-254.99999999999545,-260.9999999999957,-427.0000000000067,,-703.000000000022
2021.10.04,-251.00000000000122,53.999999999998494,267.99999999999045,37.00000000000925,238.99999999998923,-35.999999999991594,-75.9999999999934,-6.000000000017103,-210.99999999999852,-237.99999999999955,-405.00000000000114,,-625.0000000000151
2021.10.04,-178.00000000001148,21.999999999988695,187.9999999999993,56.0000000000005,39.999999999995595,-181.00000000000892,-80.99999999998886,99.99999999998899,-169.9999999999875,-191.99999999999307,-364.9999999999949,,-761.0000000000116
2021.10.04,-204.00000000000418,42.999999999993044,224.9999999999974,54.00000000000959,24.000000000001798,-262.00000000000665,-159.9999999999966,99.99999999998899,-166.99999999998738,-180.99999999999739,-379.99999999999545,,-907.9999999999968
2021.10.04,-161.99999999999548,66.99999999999484,181.9999999999933,15.00000000000945,-82.00000000000429,-405.9999999999952,-246.99999999998568,201.99999999999108,-182.99999999999272,-174.99999999999716,-394.00000000000546,,-1182.9999999999873
2021.10.04,-195.9999999999962,66.99999999999484,196.99999999999162,25.00000000000835,-80.00000000001339,-431.0000000000036,-323.0000000000075,109.00000000000354,-269.999999999996,-227.99999999999443,-498.00000000000466,,-1628.0000000000173
2021.10.04,-279.00000000000705,70.99999999999883,210.99999999999451,31.000000000003247,-35.999999999991594,-391.9999999999924,-384.9999999999909,29.999999999996696,-304.9999999999926,-259.9999999999909,-552.0000000000067,,-1865.999999999979
2021.10.04,-246.99999999999721,15.999999999993797,175.99999999999838,86.0000000000083,75.99999999998718,-483.99999999999557,-413.99999999998727,78.00000000000028,-327.99999999998875,-237.99999999999955,-564.0000000000072,,-1842.9999999999877
2021.10.04,-394.00000000000546,8.000000000008,243.99999999999977,10.000000000010001,35.00000000000725,-350.9999999999902,-490.0000000000091,-144.0000000000108,-451.9999999999982,-384.00000000000034,-706.9999999999936,,-2624.9999999999827
2021.10.04,-358.9999999999982,-25.999999999992696,273.9999999999965,-108.99999999999244,-153.00000000000313,-575.9999999999987,-460.00000000000796,-181.00000000000892,-427.99999999999727,-340.999999999994,-695.0000000000074,,-3054.000000000004
