date,GBPUSD,AUDUSD,NZDUSD,CHFJPY,CADCHF,NZDCHF,GBPJPY,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.07.05,104.99999999999955,56.99999999999594,50.99999999998994,8.000000000009777,246.00000000000176,248.99999999999923,45.99999999999227,25.000000000005684,-323.0000000000066,-144.0000000000108,133.00000000000978,159.00000000000603,108.99999999999466,,720.9999999999872
2021.07.05,154.99999999999403,69.9999999999923,110.99999999999443,85.00000000000796,216.0000000000051,234.00000000000088,173.00000000000182,145.00000000001023,-350.00000000000585,-133.00000000000534,193.00000000001205,165.99999999999682,180.99999999999739,,1246.0000000000018
2021.07.05,173.00000000000094,85.99999999999719,107.99999999999699,177.0000000000067,258.0000000000027,300.99999999999574,305.0000000000068,198.99999999998386,-442.00000000000904,-279.99999999999136,267.0000000000101,239.99999999999488,251.99999999999534,,1643.999999999991
2021.07.05,158.99999999999804,25.999999999992696,66.99999999999484,204.9999999999983,263.0000000000021,280.9999999999979,373.9999999999952,211.9999999999891,-415.0000000000098,-296.9999999999917,291.000000000011,236.99999999999477,250.0,,1652.9999999999725
2021.07.05,161.99999999999548,47.9999999999925,87.99999999999919,189.99999999999773,266.999999999995,307.0000000000017,367.999999999995,199.99999999998863,-409.99999999999926,-256.99999999999613,287.00000000000614,257.000000000005,269.999999999996,,1776.9999999999768
2021.07.05,161.99999999999548,7.9999999999968985,50.99999999998994,171.00000000000648,266.999999999995,284.0000000000065,364.0000000000043,174.0000000000066,-409.99999999999926,-302.0000000000023,270.00000000001023,212.0000000000033,227.99999999999443,,1479.0000000000077
2021.07.05,97.9999999999981,-20.0000000000089,43.999999999999595,186.9999999999976,226.99999999999943,285.00000000000193,326.9999999999982,240.99999999998545,-540.9999999999915,-364.9999999999931,234.00000000000887,201.00000000000762,237.99999999999955,,1156.0000000000027
2021.07.05,72.99999999998974,-28.000000000005798,32.999999999994145,133.00000000000978,229.99999999999687,287.0000000000039,270.00000000001023,192.99999999998363,-547.999999999993,-371.99999999999454,195.0000000000074,174.0000000000066,207.9999999999984,,848.0000000000074
2021.07.05,92.99999999998754,11.999999999989797,68.99999999999685,160.0000000000108,226.00000000000398,282.0000000000045,240.0000000000091,193.9999999999884,-520.9999999999936,-326.0000000000041,212.0000000000033,192.00000000000728,219.99999999999886,,1053.0000000000027
2021.07.05,133.99999999998968,11.999999999989797,43.999999999999595,88.00000000000807,243.00000000000432,273.000000000001,216.00000000000819,122.99999999999045,-506.0000000000064,-388.0000000000106,177.0000000000067,156.0000000000059,159.9999999999966,,731.9999999999834
2021.07.05,97.9999999999981,-34.000000000000696,-9.00000000000345,49.99999999999716,241.99999999999778,268.0000000000016,231.99999999999932,96.00000000000364,-526.0000000000042,-425.0000000000087,146.0000000000008,132.99999999999557,128.0000000000001,,398.999999999977
2021.07.05,85.99999999998609,4.999999999999449,13.999999999991797,34.000000000006025,249.99999999999466,295.99999999999625,207.9999999999984,88.99999999999864,-519.0000000000028,-361.0000000000113,143.00000000000068,173.00000000000182,153.0000000000058,,570.9999999999654
2021.07.05,99.99999999998899,27.999999999994696,25.999999999992696,67.00000000000728,231.99999999999886,284.0000000000065,222.0000000000084,118.99999999999977,-540.9999999999915,-381.99999999999346,152.00000000000102,195.99999999999795,159.9999999999966,,663.000000000008
2021.07.05,59.99999999999339,-53.00000000000304,-40.00000000000669,60.000000000002274,227.99999999999488,248.99999999999923,224.00000000001796,116.99999999999022,-557.9999999999918,-479.99999999999153,140.00000000000057,129.0000000000049,114.00000000000432,,190.0000000000146
2021.07.05,62.99999999999084,-32.0000000000098,-30.000000000007798,76.99999999999818,229.00000000000142,256.99999999999613,240.0000000000091,134.9999999999909,-554.9999999999944,-462.9999999999912,154.00000000001057,162.00000000000614,132.99999999999557,,369.9999999999956
2021.07.05,90.99999999999665,-6.0000000000060005,-10.000000000010001,109.00000000000887,232.99999999999432,258.9999999999981,278.99999999999636,180.00000000000682,-560.0000000000049,-465.0000000000043,181.0000000000116,195.0000000000074,158.00000000000125,,643.9999999999962
2021.07.05,80.99999999999774,11.999999999989797,3.999999999992898,118.00000000000921,209.9999999999991,246.99999999999721,225.9999999999991,167.0000000000016,-578.9999999999961,-466.9999999999952,159.00000000000603,191.0000000000025,150.00000000000568,,519.0000000000094
2021.07.05,53.999999999998494,-52.000000000007596,-45.000000000006146,94.99999999999886,222.99999999999542,234.99999999999633,242.00000000001864,141.9999999999959,-554.9999999999944,-502.00000000000244,158.00000000000125,146.0000000000008,118.99999999999977,,259.9999999999948
