date,GBPUSD,AUDUSD,NZDUSD,CHFJPY,CADCHF,NZDCHF,GBPJPY,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.07.05,0.0,-19.00000000000235,0.0,-97.99999999999898,0.0,0.0,-12.000000000000455,0.0,-401.00000000000693,-297.9999999999983,0.0,-19.99999999999602,0.0,,-848.000000000003
2021.07.05,85.00000000000173,51.99999999999649,24.999999999997247,-37.9999999999967,163.99999999999747,148.0000000000037,32.00000000001069,25.000000000005684,-436.9999999999985,-293.0000000000099,123.00000000000466,121.99999999999989,85.00000000000796,,93.0000000000204
2021.07.05,103.99999999999298,69.9999999999923,65.99999999999939,-19.99999999999602,168.99999999999693,156.00000000000057,79.00000000000773,94.99999999999886,-480.99999999999807,-287.9999999999994,123.00000000000466,183.9999999999975,114.99999999999488,,371.9999999999923
2021.07.05,136.99999999998712,20.999999999993246,59.99999999999339,146.0000000000008,244.99999999999523,280.00000000000244,276.00000000001046,173.00000000000182,-449.9999999999948,-304.9999999999997,246.00000000000932,212.0000000000033,231.99999999999932,,1273.000000000002
2021.07.05,139.9999999999846,26.999999999999247,56.99999999999594,177.99999999999727,261.0000000000001,267.00000000000614,344.99999999999886,195.99999999999795,-425.99999999999307,-313.99999999999204,281.0000000000059,237.99999999999955,245.00000000000455,,1495.0000000000052
2021.07.05,133.99999999998968,3.999999999992898,40.99999999999105,162.00000000000614,251.00000000000122,273.000000000001,346.00000000000364,168.99999999998272,-456.9999999999963,-344.99999999999534,255.00000000000966,207.00000000000784,219.0000000000083,,1259.0000000000023
2021.07.05,95.00000000000064,-40.00000000000669,2.999999999997449,125.0,221.00000000000452,263.0000000000021,296.99999999999704,153.99999999999636,-554.00000000001,-411.0000000000058,209.00000000000318,170.0000000000017,186.00000000000705,,717.9999999999875
2021.07.05,21.999999999988695,-52.000000000007596,8.999999999992347,97.99999999999898,207.00000000000162,258.9999999999981,201.99999999999818,151.00000000001046,-577.0000000000052,-459.99999999999375,171.00000000000648,141.9999999999959,185.00000000000227,,356.9999999999866
2021.07.05,41.000000000002146,-81.00000000000884,-10.000000000010001,111.0000000000042,212.99999999999653,248.99999999999923,215.0000000000034,139.00000000001,-550.000000000006,-425.0000000000087,172.00000000001125,108.00000000000409,150.00000000000568,,332.000000000003
2021.07.05,76.99999999999375,-33.000000000005244,28.999999999990145,87.0000000000033,214.99999999999852,256.0000000000007,188.0000000000166,121.00000000000932,-548.9999999999995,-438.00000000000506,163.0000000000109,126.00000000000477,144.99999999999602,,387.00000000001415
