date,EURUSD,USDJPY,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,EURAUD,EURNZD,AUDJPY,NZDCAD,AUDNZD,empty,sum
2015.05.04,-89.99999999999008,-36.000000000001364,-201.99999999999108,-72.99999999998974,-68.00000000000139,-41.000000000002146,-54.00000000000959,-81.00000000000884,-58.99999999998684,-210.99999999998343,-109.99999999999943,-19.999999999997797,-21.999999999988695,,-1066.9999999999502
2015.05.04,-75.99999999998718,-54.000000000002046,-181.00000000000892,-41.99999999998649,-139.99999999999568,-46.00000000000159,-58.000000000002494,-81.00000000000884,-51.000000000001044,-144.99999999999514,-81.99999999999363,38.0000000000047,38.0000000000047,,-879.9999999999737
2015.05.04,-26.999999999999247,-84.99999999999375,-124.99999999999733,-59.99999999999339,-124.99999999999733,-80.00000000000229,-112.000000000001,-42.0000000000087,-41.000000000002146,-185.99999999999727,-72.00000000000273,-0.999999999995449,79.00000000000685,,-876.9999999999837
2015.05.04,-35.999999999991594,-84.00000000000318,26.999999999999247,-55.99999999998939,-39.999999999995595,-14.000000000002899,-62.000000000006494,47.9999999999925,34.000000000000696,-178.99999999999582,-164.00000000000148,4.999999999999449,35.00000000000725,,-485.99999999998727
2015.05.04,-0.9999999999843467,-94.99999999999886,-1.999999999990898,-55.99999999998939,-45.000000000006146,-52.000000000007596,-4.000000000004,25.999999999992696,-41.99999999998649,-9.999999999998899,-16.999999999995907,76.0000000000094,-3.999999999981796,,-225.9999999999423
2015.05.04,38.0000000000047,-97.99999999999898,-39.999999999995595,-57.99999999998029,-50.0000000000056,-40.00000000000669,-25.00000000000835,6.999999999990347,-53.999999999998494,-97.9999999999981,-28.999999999996362,52.000000000007596,49.00000000001015,,-345.99999999997567
2015.05.04,-20.999999999982144,-135.00000000000512,-19.999999999997797,-61.99999999998429,-73.00000000000084,-128.00000000000588,-115.00000000000954,-1.0000000000065512,-229.99999999999687,-268.9999999999859,96.9999999999942,-43.999999999999595,-30.999999999981043,,-1031.9999999999613
2015.05.04,-19.999999999997797,-114.00000000000432,-14.000000000002899,-53.999999999998494,-80.99999999999774,-178.00000000000037,-157.00000000000713,4.999999999999449,-339.0000000000004,-421.0000000000047,162.9999999999967,-80.99999999999774,45.000000000006146,,-1246.0000000000093
2015.05.04,-38.99999999998904,-120.00000000000455,-4.999999999988347,-47.99999999998139,-101.00000000000664,-180.99999999999784,-188.00000000001037,-16.0000000000049,-375.9999999999986,-448.000000000004,84.00000000000318,-75.9999999999983,21.00000000000435,,-1492.9999999999761
2015.05.04,-40.99999999997994,-128.0000000000001,38.0000000000047,-3.999999999981796,-114.99999999999844,-260.00000000000466,-128.00000000000588,-4.000000000004,-561.9999999999958,-401.99999999999125,6.000000000000227,14.000000000002899,-135.9999999999806,,-1721.9999999999347
2015.05.04,-50.99999999997884,-138.00000000000523,12.000000000012001,-49.99999999999449,-143.00000000000423,-214.99999999999852,-84.0000000000063,-3.0000000000085514,-451.99999999998573,-282.0000000000045,168.99999999999693,84.0000000000063,-103.99999999999298,,-1256.9999999999638
2015.05.04,4.000000000004,-206.99999999999363,49.00000000001015,-44.99999999998394,-129.9999999999968,-104.00000000000409,-125.00000000000844,37.99999999999359,-170.99999999998784,-248.00000000000378,135.00000000000512,60.99999999999994,0.0,,-742.9999999999657
