date,USDCHF,EURUSD,EURCHF,CADCHF,EURGBP,EURJPY,EURCAD,empty,sum
2015.04.13,0.0,0.0,-73.99999999999629,-73.00000000000084,0.0,-7.000000000005002,-106.00000000000608,,-260.0000000000082
2015.04.13,18.0000000000069,69.9999999999923,-43.999999999999595,-135.99999999999167,35.999999999991594,19.99999999999602,-87.99999999999919,,-124.00000000000364
2015.04.13,43.999999999999595,-4.999999999988347,-62.99999999999084,-108.99999999999244,9.999999999998899,-104.00000000001342,-94.00000000001629,,-321.00000000000284
2015.04.13,11.00000000000545,-104.99999999999955,-104.99999999999955,-83.9999999999952,-24.000000000001798,-141.00000000000534,-205.00000000001074,,-653.0000000000068
2015.04.13,0.0,-136.99999999998712,-112.000000000001,-52.99999999999194,-43.00000000000415,-170.0000000000017,-194.0000000000053,,-708.9999999999911
2015.04.13,9.00000000000345,-103.99999999999298,-95.00000000000064,-76.99999999999375,-25.00000000000835,-128.0000000000001,-214.00000000000307,,-633.9999999999955
2015.04.13,-71.99999999999429,-156.00000000000057,-82.99999999998863,-95.00000000000064,-35.00000000000725,-124.00000000000944,-204.00000000000418,,-769.000000000005
2015.04.13,-71.99999999999429,-160.00000000000458,-45.99999999999049,-200.00000000000017,-50.0000000000056,-153.0000000000058,-343.00000000000443,,-1024.0000000000055
2015.04.13,-97.9999999999981,-139.00000000000023,-27.999999999983594,-217.99999999999596,-24.000000000001798,-115.0000000000091,-354.0000000000099,,-975.9999999999987
2015.04.13,-83.9999999999952,-102.00000000000209,-45.99999999999049,-219.00000000000253,-20.0000000000089,-139.00000000001,-381.0000000000091,,-991.0000000000184
2015.04.13,-34.000000000000696,-70.99999999999883,-49.99999999999449,-256.99999999999613,-21.00000000000435,-128.0000000000001,-434.000000000001,,-994.9999999999957
2015.04.13,16.0000000000049,17.000000000000348,3.0000000000196536,-293.99999999999426,-29.000000000001247,-86.00000000001273,-443.99999999999994,,-816.9999999999833
2015.04.13,55.000000000005045,45.000000000006146,-3.999999999981796,-302.9999999999977,-47.00000000000814,-82.00000000000784,-483.99999999999557,,-819.9999999999799
2015.04.13,29.999999999996696,17.000000000000348,-17.999999999984695,-310.9999999999946,-51.000000000001044,-149.0000000000009,-489.0000000000061,,-970.9999999999902
2015.04.13,62.000000000006494,52.000000000007596,-10.999999999983245,-310.9999999999946,-50.0000000000056,-159.00000000000603,-507.9999999999973,,-924.9999999999727
2015.04.13,63.99999999999739,72.0000000000054,-23.999999999979593,-303.9999999999932,-67.00000000000594,-184.0000000000117,-460.000000000016,,-903.0000000000036
2015.04.13,117.00000000000044,93.99999999999409,-44.99999999998394,-270.99999999999903,-104.00000000000409,-170.0000000000017,-436.9999999999985,,-815.9999999999927
2015.04.13,119.00000000000244,109.00000000000354,-39.999999999995595,-261.0000000000001,-186.00000000000838,-86.00000000001273,-419.9999999999982,,-765.0000000000091
2015.04.13,-75.00000000000284,-78.00000000000028,-15.999999999993797,-356.9999999999962,-238.0000000000049,-259.00000000000034,-551.0000000000126,,-1574.000000000011
2015.04.13,-41.000000000002146,-41.000000000002146,-43.999999999999595,-348.9999999999993,-201.00000000000674,-245.00000000000455,-550.000000000006,,-1471.0000000000205
2015.04.13,-43.999999999999595,-136.00000000000279,-166.99999999998383,-324.9999999999975,-201.00000000000674,-371.9999999999999,-554.00000000001,,-1799.0000000000005
2015.04.13,112.99999999999643,-52.99999999999194,-206.99999999997942,-229.99999999999687,-95.00000000000064,-332.00000000000784,-541.0000000000136,,-1344.9999999999939
2015.04.13,343.00000000000443,276.00000000000955,-143.99999999998857,-153.99999999999858,-21.00000000000435,-118.00000000000921,-321.0000000000157,,-139.0000000000024
2015.04.13,372.0000000000057,351.0000000000124,-81.9999999999821,-147.99999999999258,49.99999999999449,-99.00000000000375,-252.0000000000078,,192.00000000002632
2015.04.13,382.00000000000455,364.9999999999931,-70.99999999999883,-175.99999999999838,125.99999999999278,-200.00000000000284,-287.000000000015,,138.99999999997533
2015.04.13,465.0000000000043,536.0000000000032,-84.99999999997954,-135.99999999999167,189.99999999999017,0.0,-141.00000000001333,,829.0000000000131
2015.04.13,580.0000000000027,500.9999999999959,-137.9999999999937,14.000000000002899,188.9999999999947,58.9999999999975,-19.999999999997797,,1185.0000000000025
2015.04.13,670.9999999999993,697.9999999999986,-34.99999999998504,19.999999999997797,327.99999999999494,347.999999999999,56.99999999999594,,2087.0000000000005
2015.04.13,592.9999999999991,685.0000000000023,-27.999999999983594,-34.99999999999615,342.9999999999933,359.99999999999943,52.99999999999194,,1971.0000000000066
2015.04.13,409.99999999999926,560.0000000000049,59.000000000009045,-107.99999999999699,295.0000000000008,265.99999999999113,-11.00000000000545,,1471.0000000000025
2015.04.13,297.9999999999983,364.00000000000875,-34.000000000000696,-169.99999999999238,230.99999999999233,125.0,-177.00000000000495,,637.0000000000014
2015.04.13,263.0000000000021,344.99999999999534,43.999999999999595,-164.99999999999292,258.9999999999981,246.9999999999999,-158.99999999999804,,834.0000000000041
2015.04.13,-39.999999999995595,-75.00000000000284,-29.999999999996696,-171.99999999999437,117.99999999999588,92.99999999998931,-258.0000000000027,,-364.00000000000705
2015.04.13,-121.99999999999989,22.0000000000109,99.00000000000463,-187.9999999999993,196.99999999999162,162.9999999999967,-97.00000000001374,,73.99999999999095
2015.04.13,-65.00000000000395,73.00000000001194,120.00000000000898,-285.9999999999974,144.99999999999514,144.99999999999602,-87.99999999999919,,44.00000000001155
2015.04.13,-97.9999999999981,185.99999999999727,260.0000000000158,-298.9999999999937,210.99999999999451,176.9999999999925,-104.00000000001519,,332.9999999999931
2015.04.13,-100.99999999999554,167.00000000000603,190.00000000000128,-322.9999999999955,203.99999999999307,27.999999999991587,-150.00000000000568,,14.999999999995225
2015.04.13,-187.9999999999993,92.00000000000318,263.00000000001324,-390.99999999999693,212.99999999999653,6.000000000000227,-150.00000000000568,,-154.99999999998872
2015.04.13,-224.000000000002,96.00000000000719,311.0000000000168,-432.9999999999945,231.99999999999886,48.99999999999238,-280.0000000000136,,-248.9999999999948
2015.04.13,-275.000000000003,153.00000000000313,376.00000000002075,-458.9999999999983,318.99999999999153,154.99999999998693,-180.0000000000024,,88.99999999999864
