date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,NZDCAD,empty,sum
2019.04.22,-52.000000000007596,-178.99999999999582,0.0,-90.00000000001229,-78.00000000000028,-60.99999999999994,-178.00000000001148,-89.99999999999008,-85.99999999999852,-41.000000000002146,-82.00000000000429,-103.00000000000864,-263.99999999999756,-21.000000000000796,-26.999999999999247,-212.99999999999653,-65.99999999998829,-18.000000000000682,-16.000000000005343,-48.000000000003595,-99.00000000000463,,-1812.0000000000277
2019.04.22,-42.0000000000087,-119.00000000000244,-6.000000000000227,-59.000000000009045,-75.9999999999983,-31.999999999998696,-116.00000000000499,-85.00000000000173,-78.00000000000296,-34.000000000000696,-1.0000000000065512,-57.00000000001637,-174.00000000000747,-16.000000000005343,-59.99999999999339,-245.99999999999068,-156.99999999998494,-55.00000000000682,-40.00000000000625,-50.0000000000056,-53.00000000000304,,-1556.0000000000546
2019.04.22,-70.0000000000145,-119.00000000000244,-33.999999999991815,-89.00000000000574,-53.00000000000304,-46.00000000000159,-187.00000000000384,-113.99999999999189,-81.99999999999363,-87.00000000000374,-16.0000000000049,-143.00000000000068,-297.9999999999983,13.999999999995794,-31.000000000003247,-265.99999999998846,-211.99999999998997,-103.9999999999992,-55.00000000000682,-2.000000000002,-51.99999999999649,,-2046.0000000000064
2019.04.22,-57.00000000001815,-137.00000000000932,-34.99999999999659,-107.00000000001265,-58.000000000002494,0.0,-197.00000000000273,-120.99999999999334,-100.99999999999909,-112.000000000001,-15.00000000000945,-165.99999999999682,-262.00000000000665,57.00000000000216,41.000000000002146,-219.99999999999798,-131.99999999999878,-115.0000000000091,-59.00000000001171,14.000000000002899,-34.99999999999615,,-1817.0000000000546
2019.04.22,-50.0000000000167,-136.00000000000279,-19.99999999999602,-83.00000000001084,-46.00000000000159,21.999999999999797,-202.00000000001327,-136.00000000000279,-60.000000000002274,-95.00000000000064,-13.00000000000745,-158.99999999999181,-289.0000000000059,54.000000000002046,19.999999999997797,-244.9999999999841,-95.999999999985,-91.00000000000819,-40.00000000000625,10.999999999994348,7.0000000000014495,,-1647.0000000000407
2019.04.22,-52.000000000007596,-127.00000000001043,-10.99999999999568,-83.00000000001084,-31.999999999998696,8.000000000008,-189.00000000001694,-133.99999999998968,-66.0000000000025,-90.0000000000012,2.999999999997449,-128.00000000001432,-316.0000000000052,60.99999999999284,22.999999999995246,-296.9999999999917,-156.00000000000057,-91.99999999999875,-22.00000000000557,36.999999999998145,-19.00000000000235,,-1682.0000000000596
2019.04.22,-50.0000000000167,-114.99999999999844,-48.00000000000182,-134.00000000001188,-14.000000000002899,-31.999999999998696,-167.00000000000603,-131.99999999999878,-94.99999999999886,-57.00000000000705,15.999999999993797,-157.0000000000107,-409.99999999999926,54.99999999999261,7.999999999985796,-370.999999999988,-261.0000000000001,-149.0000000000009,-15.000000000000568,53.999999999998494,-105.99999999999498,,-2180.0000000000646
2019.04.22,-48.000000000003595,-104.00000000001519,-81.00000000000307,-173.00000000000094,-43.00000000000415,-39.00000000000014,-160.00000000000458,-129.00000000000134,-126.99999999999534,-67.00000000000594,19.999999999997797,-177.99999999999727,-384.9999999999909,115.99999999999966,76.99999999999375,-358.9999999999982,-265.0000000000041,-198.99999999999807,-88.00000000000807,85.00000000000173,-107.99999999999699,,-2255.000000000035
2019.04.22,-53.00000000001415,-100.0000000000112,-73.99999999999807,-225.00000000000853,-24.000000000001798,-59.99999999999339,-156.00000000000057,-126.99999999998823,-123.99999999999523,-54.00000000000959,15.999999999993797,-168.00000000000637,-445.0000000000065,45.99999999999227,146.99999999998602,-409.99999999999926,-280.9999999999979,-219.0000000000083,-63.00000000000239,119.99999999999788,-187.9999999999993,,-2442.0000000000705
2019.04.22,-62.000000000006494,-117.00000000001154,-67.99999999999784,-259.0000000000092,29.999999999996696,-60.99999999999994,-192.99999999999872,-119.00000000000244,-91.99999999999875,-25.00000000000835,-8.000000000008,-170.99999999999227,-497.99999999999847,39.00000000000148,185.99999999999727,-415.99999999999415,-292.9999999999877,-237.00000000000898,6.000000000000227,212.00000000000108,-219.00000000000253,,-2365.000000000029
2019.04.22,-73.00000000001194,-119.00000000000244,-52.99999999999727,-273.9999999999965,34.99999999999615,-70.99999999999883,-211.00000000000563,-112.000000000001,-90.00000000000341,-15.00000000000945,-43.00000000000415,-182.99999999999272,-516.0000000000053,33.00000000000125,224.99999999998633,-411.99999999999017,-290.9999999999968,-236.0000000000042,19.99999999999602,242.99999999999324,-243.00000000000432,,-2386.000000000051
2019.04.22,-64.0000000000196,-147.00000000000824,-45.99999999999227,-300.99999999999574,41.000000000002146,-70.99999999999883,-225.00000000000853,-99.99999999998899,-75.9999999999934,-8.000000000008,-43.00000000000415,-199.00000000001228,-530.0000000000082,42.999999999992156,299.00000000000483,-373.99999999998545,-283.99999999999534,-256.0000000000002,30.9999999999917,258.9999999999981,-265.0000000000041,,-2316.000000000034
2019.04.22,-70.0000000000145,-158.99999999999804,-52.99999999999727,-302.0000000000023,43.00000000000415,-98.99999999999353,-246.99999999999721,-119.99999999998678,-79.9999999999983,-4.000000000004,-41.000000000002146,-216.00000000000819,-577.9999999999897,54.99999999999261,282.0000000000045,-432.9999999999945,-381.99999999999346,-252.00000000000955,28.999999999996362,276.9999999999939,-299.00000000000483,,-2649.0000000000027
2019.04.22,-84.0000000000174,-147.00000000000824,-28.999999999996362,-296.0000000000074,65.00000000000395,-108.99999999999244,-239.99999999999577,-110.99999999999443,-58.000000000006935,18.999999999991246,-52.000000000007596,-174.0000000000066,-621.0000000000049,-1.0000000000047748,304.9999999999997,-466.9999999999952,-367.99999999999056,-239.00000000000432,67.99999999999784,317.9999999999961,-300.99999999999574,,-2522.0000000000405
2019.04.22,-80.00000000001339,-126.0000000000039,-19.000000000005457,-266.0000000000107,73.99999999999629,-112.99999999999643,-223.00000000001762,-95.00000000000064,-31.999999999996476,7.9999999999968985,-45.000000000006146,-134.9999999999909,-612.9999999999969,-6.000000000000227,300.99999999999574,-468.00000000000176,-357.99999999999164,-210.99999999999852,87.99999999999386,308.9999999999926,-285.00000000000193,,-2295.0000000000573
2019.04.22,-74.0000000000185,-124.00000000001299,-30.000000000001137,-269.00000000000813,82.99999999999974,-98.99999999999353,-219.99999999999798,-99.00000000000463,-43.00000000000637,9.999999999998899,-40.00000000000669,-152.9999999999916,-621.0000000000049,16.999999999995907,316.0000000000052,-461.0000000000003,-334.9999999999964,-218.00000000000352,93.99999999999409,315.9999999999941,-282.99999999999994,,-2233.0000000000587
2019.04.22,-94.00000000001629,-146.00000000000168,-30.000000000001137,-289.0000000000059,85.00000000000173,-105.99999999999498,-251.00000000000122,-124.99999999999733,-48.00000000000182,4.999999999999449,-40.00000000000669,-182.99999999999272,-638.9999999999895,7.999999999995566,285.99999999998624,-478.0000000000006,-353.0000000000033,-222.99999999999898,89.9999999999892,322.9999999999955,-297.9999999999983,,-2506.000000000043
2019.04.22,-71.00000000002105,-154.0000000000097,-37.9999999999967,-266.999999999995,60.00000000000449,-88.99999999999464,-238.0000000000049,-130.99999999999224,-72.99999999999329,-3.0000000000085514,-29.000000000001247,-195.99999999999795,-622.9999999999958,60.99999999999284,205.99999999999508,-485.0000000000021,-356.00000000000074,-225.00000000000853,61.99999999999761,263.99999999999756,-258.9999999999981,,-2584.000000000033
2019.04.22,-63.000000000013046,-160.00000000000458,-25.000000000005684,-249.99999999999466,27.999999999994696,-88.99999999999464,-236.00000000001398,-133.00000000000534,-61.00000000000705,3.999999999992898,-25.00000000000835,-186.00000000000705,-571.9999999999948,40.99999999999682,205.99999999999508,-461.0000000000003,-377.9999999999894,-204.00000000000773,42.00000000000159,234.00000000000088,-251.00000000000122,,-2539.000000000066
2019.04.22,-60.000000000015596,-155.00000000001623,-9.000000000000341,-242.00000000000887,53.00000000000304,-90.0000000000012,-224.000000000002,-131.99999999999878,-49.99999999999716,11.999999999989797,-23.00000000000635,-150.00000000000568,-619.9999999999983,36.99999999999193,184.00000000000637,-496.99999999999187,-388.9999999999949,-186.00000000000705,70.99999999999795,243.99999999999977,-249.99999999999466,,-2476.00000000005
