date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CADCHF,GBPAUD,EURCAD,CADJPY,AUDJPY,AUDNZD,empty,sum
2015.02.09,-92.00000000000318,-68.00000000000139,-106.99999999999044,12.000000000000455,-73.99999999999629,-53.999999999998494,58.99999999999794,-87.99999999999919,-58.99999999999794,66.00000000001049,-73.99999999999629,-96.9999999999942,-88.00000000000807,-127.99999999999478,,-791.9999999999715
2015.02.09,-146.99999999999713,-75.00000000000284,-160.99999999998892,30.000000000001137,-185.99999999999727,-63.99999999999739,69.9999999999923,-205.99999999999508,-49.99999999999449,40.0000000000178,14.000000000002899,-164.99999999999204,-111.0000000000042,-204.00000000000418,,-1214.9999999999595
2015.02.09,-84.0000000000063,-192.99999999999872,-265.99999999998846,-52.00000000000671,-203.99999999998198,-147.99999999999258,51.99999999999649,34.000000000000696,36.0000000000027,-7.0000000000014495,-102.00000000000209,-161.99999999999193,-143.00000000000068,-310.9999999999946,,-1549.9999999999654
2015.02.09,-38.0000000000047,-120.99999999999334,-177.99999999998929,-61.99999999999761,-200.99999999998454,-5.999999999994898,69.9999999999923,39.999999999995595,94.00000000000519,243.99999999999977,-7.0000000000014495,-155.9999999999917,33.00000000000125,-151.9999999999966,,-439.9999999999601
2015.02.09,-118.00000000000699,-204.99999999998852,-265.99999999998846,-171.99999999999704,-259.9999999999936,-69.9999999999923,27.999999999994696,-7.0000000000014495,70.0000000000034,179.00000000001802,-50.0000000000167,-113.99999999999011,42.999999999992156,-167.00000000000603,,-1108.9999999999727
2015.02.09,-141.00000000000225,-129.00000000000134,-185.99999999999727,-105.00000000000398,-167.9999999999904,48.000000000003595,130.99999999999224,-112.000000000001,1.0000000000065512,387.000000000004,-49.00000000001015,-97.99999999999898,128.99999999999068,-165.9999999999995,,-458.0000000000077
2015.02.09,-163.99999999999747,-218.99999999999142,-297.9999999999983,-204.00000000000773,-202.9999999999976,13.00000000000745,2.999999999997449,-69.9999999999923,0.0,419.9999999999982,-148.99999999999915,-43.99999999999693,161.99999999999193,-32.999999999994145,,-785.9999999999798
2015.02.09,-163.00000000000205,-261.9999999999845,-337.99999999999386,-222.99999999999898,-276.9999999999939,-92.99999999999864,-102.00000000000209,-32.999999999994145,41.000000000002146,201.00000000000674,-120.00000000000898,-84.99999999999375,53.999999999987836,-32.999999999994145,,-1432.9999999999682
2015.02.09,-179.00000000000693,-330.9999999999924,-376.9999999999829,-248.00000000000466,-266.999999999995,-101.99999999999099,-104.00000000000409,11.00000000000545,21.999999999999797,270.00000000001467,-175.00000000001404,-58.9999999999975,61.99999999999761,-35.00000000000725,,-1511.9999999999782
2015.02.09,-216.0000000000051,-337.99999999999386,-417.99999999998505,-284.9999999999966,-308.9999999999815,-85.99999999999719,-97.9999999999981,-39.999999999995595,19.00000000000235,326.0000000000041,-181.00000000000892,-61.99999999999761,110.99999999999,-21.00000000000435,,-1597.999999999968
2015.02.09,-211.00000000000563,-287.9999999999994,-415.99999999999415,-250.0,-295.99999999998516,-60.99999999999994,-111.00000000000554,-73.00000000001194,24.000000000001798,324.0000000000132,-192.99999999999872,-78.99999999999352,113.99999999999011,32.0000000000098,,-1483.9999999999793
2015.02.09,-207.99999999999707,-280.9999999999979,-412.9999999999967,-222.99999999999898,-306.9999999999906,-74.99999999999174,-140.0000000000068,-78.00000000000028,30.000000000007798,279.00000000000705,-178.00000000001148,-111.0000000000042,75.9999999999934,55.000000000005045,,-1573.9999999999825
2015.02.09,-168.99999999999693,-299.00000000000483,-377.9999999999894,-158.00000000000125,-289.9999999999903,-57.99999999999139,-131.99999999999878,-19.999999999997797,41.9999999999976,345.0000000000175,-164.00000000000858,-146.99999999999136,42.999999999992156,36.0000000000138,,-1348.9999999999498
