date,USDCHF,GBPUSD,AUDUSD,CHFJPY,AUDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2021.09.13,90.0000000000012,-232.00000000000998,-157.00000000000713,-250.0,-193.99999999999417,-90.99999999999665,62.99999999999084,333.0000000000055,-51.9999999999925,-60.000000000015596,-243.00000000001543,-240.99999999999966,-230.99999999999454,-53.999999999998494,-299.99999999998914,,-1619.0000000000157
2021.09.13,90.99999999999665,-233.00000000001654,-146.00000000000168,-266.9999999999959,-180.99999999999784,-82.99999999999974,85.00000000000173,402.0000000000135,-66.0000000000025,-32.0000000000098,-187.00000000000384,-239.00000000000432,-222.99999999999898,-51.99999999999649,-242.99999999999324,,-1374.000000000009
2021.09.13,97.00000000000264,-180.0000000000024,-104.99999999999955,-269.999999999996,-157.99999999999147,-105.99999999999498,51.000000000001044,367.0000000000062,-72.00000000000273,14.999999999987246,-214.00000000000307,-210.99999999999852,-183.9999999999975,-43.999999999999595,-211.00000000000563,,-1224.9999999999943
2021.09.13,104.00000000000409,-131.00000000001444,-98.0000000000092,-231.00000000000875,-159.9999999999935,-109.99999999999899,42.0000000000087,379.0000000000182,-20.999999999986585,31.000000000003247,-192.00000000001438,-195.99999999999795,-171.99999999999704,-27.999999999994696,-194.99999999998963,,-977.9999999999709
2021.09.13,166.99999999999494,-36.0000000000138,18.999999999991246,-222.0000000000084,-90.0000000000012,-129.00000000000134,17.000000000000348,554.00000000001,13.00000000000523,177.99999999998929,-300.00000000001137,-170.99999999999227,-79.9999999999983,-84.99999999999064,-157.00000000000713,,-322.0000000000333
2021.09.13,158.0000000000026,-11.00000000000545,5.999999999994898,-271.0000000000008,-103.99999999999298,-121.99999999999989,-100.99999999999554,472.00000000000574,-38.99999999998727,119.00000000000244,-265.0000000000041,-275.99999999999625,-137.99999999999102,-131.99999999999878,-194.99999999998963,,-898.999999999956
2021.09.13,165.9999999999995,-43.999999999999595,-18.0000000000069,-298.0000000000018,-148.99999999999915,-102.00000000000209,-177.00000000000495,425.0000000000087,-90.99999999997976,2.999999999997449,-261.0000000000001,-355.000000000004,-192.99999999999784,-214.99999999999852,-245.99999999999068,,-1554.9999999999798
2021.09.13,200.00000000000017,-42.0000000000087,-82.00000000000429,-278.99999999999636,-215.99999999999397,-127.99999999999478,-347.0000000000084,167.00000000000603,-49.99999999998295,-144.0000000000108,-195.00000000001182,-405.00000000000114,-274.9999999999915,-215.99999999999397,-289.9999999999903,,-2301.999999999983
2021.09.13,270.99999999999903,127.99999999999478,-84.0000000000063,-207.9999999999984,-309.99999999999915,-141.00000000000225,-303.9999999999932,41.000000000002146,-42.999999999977945,-216.00000000001617,-124.99999999999733,-349.00000000000375,-295.99999999999227,-154.99999999999403,-293.0000000000099,,-2083.999999999995
2021.09.13,256.0000000000007,35.999999999991594,-145.00000000000622,-197.00000000000273,-353.99999999999875,-137.9999999999937,-282.0000000000045,9.000000000014552,-40.99999999999682,-320.00000000000915,0.9999999999843467,-346.9999999999942,-352.00000000000387,-88.99999999999464,-268.0000000000016,,-2231.000000000015
2021.09.13,265.99999999999955,14.999999999987246,-153.99999999999858,-198.99999999999807,-376.99999999999403,-114.00000000000298,-269.00000000000813,-4.999999999988347,-66.0000000000025,-324.9999999999975,153.00000000000313,-385.0000000000051,-378.0000000000001,-5.999999999994898,-228.00000000000597,,-2072.0000000000064
2021.09.13,327.99999999999494,49.99999999999449,-142.00000000000878,-162.00000000000614,-379.9999999999915,-148.99999999999915,-287.9999999999994,-31.000000000003247,-98.99999999998954,-301.0000000000179,29.999999999996696,-376.99999999999534,-371.9999999999999,-51.99999999999649,-256.99999999999613,,-2202.0000000000177
2021.09.13,334.00000000000097,5.999999999994898,-136.99999999999824,-132.99999999999557,-378.999999999996,-126.0000000000039,-255.99999999998957,25.00000000000835,-115.99999999998545,-236.00000000001398,8.999999999992347,-394.00000000000546,-357.9999999999899,-83.9999999999952,-245.99999999999068,,-2090.9999999999673
2021.09.13,370.9999999999991,-13.000000000018552,-126.99999999999933,-84.00000000000318,-430.9999999999925,-112.99999999999643,-259.0000000000092,117.00000000001154,-84.00000000000318,-199.00000000001583,-58.000000000002494,-400.99999999999625,-328.9999999999935,-145.9999999999906,-295.0000000000008,,-2051.000000000011
2021.09.13,405.9999999999952,-97.00000000001374,-136.99999999999824,-33.00000000000125,-449.9999999999948,-85.99999999999719,-218.00000000000708,145.00000000001734,-105.99999999999454,-262.00000000000665,-63.000000000013046,-415.9999999999968,-352.00000000000387,-139.00000000000023,-293.0000000000099,,-2101.000000000025
2021.09.13,480.0000000000027,-80.00000000001339,-108.00000000000809,60.000000000002274,-471.99999999999466,-39.999999999995595,-113.99999999999189,224.000000000002,-39.99999999999204,-231.0000000000034,-78.00000000000028,-356.9999999999993,-316.0000000000025,-146.99999999999713,-320.00000000000915,,-1539.0000000000002
2021.09.13,598.999999999994,-50.0000000000167,-42.0000000000087,204.9999999999983,-468.9999999999972,-2.999999999997449,-124.99999999999733,351.0000000000124,55.00000000000682,-214.00000000000307,0.0,-326.9999999999982,-250.99999999999056,-128.99999999999022,-252.0000000000078,,-651.9999999999957
2021.09.13,610.9999999999949,-29.00000000001235,-40.00000000000669,231.99999999999932,-476.9999999999941,-17.000000000000348,-73.99999999999629,364.00000000000875,85.00000000000796,-255.00000000000523,-56.000000000011596,-304.00000000000205,-234.99999999999943,-154.99999999999403,-313.99999999999204,,-664.0000000000032
2021.09.13,536.9999999999986,-187.00000000000384,-111.00000000000554,194.00000000000261,-486.999999999993,43.00000000000415,-1.0000000000065512,351.0000000000124,66.0000000000025,-287.000000000015,-8.000000000008,-307.00000000000216,-280.00000000000114,-153.99999999999858,-306.00000000000625,,-937.0000000000199
2021.09.13,495.9999999999964,-173.00000000000094,-197.00000000000273,140.00000000000057,-539.0000000000006,41.9999999999976,-83.00000000001084,165.00000000001512,33.00000000001546,-435.0000000000076,46.999999999997044,-378.0000000000001,-375.0,-148.99999999999915,-377.9999999999894,,-1783.999999999989
2021.09.13,437.999999999994,-228.00000000000597,-261.0000000000001,100.99999999999909,-554.9999999999944,-0.999999999995449,-256.99999999999613,60.99999999999994,-31.999999999982265,-451.0000000000014,10.999999999983245,-438.0000000000024,-418.99999999999693,-189.99999999999017,-401.00000000000693,,-2621.9999999999955
2021.09.13,348.00000000000387,-212.00000000001216,-240.00000000000688,48.99999999999238,-539.0000000000006,-65.99999999999939,-234.00000000000088,123.00000000000644,-24.00000000000091,-428.00000000000614,-192.99999999999872,-415.9999999999968,-399.0000000000009,-217.0000000000005,-383.0,,-2831.0000000000214
2021.09.13,295.0000000000008,-195.00000000001182,-211.00000000000563,28.999999999996362,-447.99999999999284,-151.00000000000114,-276.9999999999939,146.00000000000168,-56.99999999998795,-260.0000000000158,-239.99999999999577,-394.999999999996,-319.9999999999932,-198.99999999999363,-358.9999999999982,,-2641.999999999987
2021.09.13,324.9999999999975,-287.000000000015,-255.00000000000523,51.00000000000193,-483.99999999999557,-166.99999999999494,-307.99999999999716,96.00000000000719,-96.00000000000364,-258.0000000000027,-226.00000000001506,-349.9999999999943,-346.9999999999942,-171.99999999999437,-404.0000000000044,,-2882.0000000000105
2021.09.13,336.00000000000296,-280.9999999999979,-253.0000000000032,54.99999999999261,-483.0000000000001,-99.00000000000463,-160.00000000000458,140.0000000000068,-150.99999999998204,-228.00000000000597,-181.00000000000892,-391.9999999999959,-360.99999999999,-139.00000000000023,-367.99999999999056,,-2564.9999999999814
2021.09.13,339.99999999999585,-266.0000000000107,-275.000000000003,30.000000000001137,-496.99999999999187,-122.99999999999534,-303.0000000000088,90.00000000001229,-205.99999999998886,-217.0000000000005,-170.00000000000347,-460.9999999999985,-396.99999999999136,-220.99999999999343,-358.9999999999982,,-3034.999999999975
2021.09.13,373.00000000000114,-224.000000000002,-229.00000000000142,90.99999999999397,-475.99999999999864,-107.99999999999699,-285.00000000000193,147.00000000000824,-114.00000000000432,-190.00000000000128,-234.00000000000088,-432.00000000000216,-331.99999999999363,-233.99999999998977,-371.99999999999454,,-2618.9999999999836
2021.09.13,400.00000000000034,-189.00000000001694,-213.00000000000762,90.99999999999397,-479.99999999999153,-124.99999999999733,-167.9999999999904,162.00000000001768,-152.9999999999916,-165.9999999999995,-278.00000000000045,-388.00000000000523,-340.999999999994,-179.99999999999127,-377.0000000000051,,-2404.999999999979
2021.09.13,432.9999999999945,-143.00000000000423,-173.00000000000094,100.99999999999909,-485.99999999999756,-149.99999999999457,-126.0000000000039,168.99999999999693,-181.99999999998795,-93.00000000000975,-370.00000000000364,-338.99999999999864,-316.99999999999307,-171.99999999999437,-388.9999999999949,,-2236.9999999999927
2021.09.13,456.9999999999963,-104.99999999999955,-140.0000000000068,126.99999999999534,-459.99999999999375,-134.0000000000008,-93.00000000000975,238.0000000000049,-141.9999999999959,-43.00000000001525,-384.00000000000654,-323.99999999999807,-283.00000000000125,-188.9999999999947,-391.9999999999924,,-1867.0000000000182
2021.09.13,497.000000000003,-126.0000000000039,-124.00000000000189,183.9999999999975,-466.9999999999952,-124.00000000000189,-89.00000000000574,282.0000000000045,-121.99999999998568,-32.0000000000098,-409.99999999999926,-320.99999999999795,-265.99999999999113,-196.99999999999162,-391.000000000008,,-1705.999999999987
2021.09.13,507.0000000000019,-113.00000000000753,-134.0000000000008,206.00000000000307,-500.9999999999959,-129.9999999999968,-106.00000000000608,253.00000000001432,-121.99999999998568,-36.999999999998145,-456.00000000001194,-314.9999999999977,-268.99999999999125,-201.99999999999108,-397.0000000000029,,-1815.9999999999668
2021.09.13,519.9999999999983,-126.0000000000039,-136.99999999999824,215.0000000000034,-498.9999999999939,-149.99999999999457,-139.00000000000023,251.00000000000122,-147.99999999999613,-29.999999999996696,-483.99999999999557,-344.99999999999886,-277.9999999999916,-217.99999999999596,-404.9999999999887,,-1972.9999999999511
2021.09.13,490.00000000000153,-133.00000000000534,-187.9999999999993,176.9999999999925,-529.0000000000017,-139.99999999999568,-208.99999999999253,153.00000000000313,-159.9999999999966,-113.00000000000753,-383.0,-391.9999999999959,-334.99999999999375,-230.99999999999233,-394.9999999999898,,-2387.999999999973
2021.09.13,478.9999999999961,-144.0000000000108,-203.00000000000873,167.99999999999216,-539.999999999996,-134.99999999999625,-286.99999999999284,127.00000000001043,-185.99999999997863,-123.00000000000644,-285.00000000000193,-435.99999999999284,-353.9999999999992,-215.99999999999397,-394.9999999999898,,-2529.999999999969
2021.09.13,466.9999999999952,-191.00000000000784,-236.99999999999832,161.00000000000136,-556.9999999999964,-134.0000000000008,-322.00000000000006,65.00000000000395,-195.99999999999795,-206.00000000001728,-205.99999999999508,-472.999999999999,-387.999999999991,-241.99999999999778,-341.99999999999784,,-2800.9999999999986
2021.09.14,339.99999999999585,-161.00000000001114,-197.99999999999818,152.9999999999916,-535.999999999992,-110.99999999999443,-408.9999999999927,-168.99999999999693,-176.9999999999925,-276.00000000000955,-90.00000000001229,-414.0000000000015,-316.0000000000025,-248.99999999999923,-290.9999999999968,,-2904.0000000000123
2021.09.14,351.99999999999676,-165.00000000001512,-226.99999999999943,141.9999999999959,-493.99999999999443,-126.99999999999933,-384.9999999999909,-24.999999999986144,-187.99999999998818,-241.00000000000233,-75.00000000000284,-448.99999999999807,-361.99999999999477,-220.99999999999343,-276.00000000000955,,-2740.9999999999823
2021.09.14,405.9999999999952,-170.00000000000347,-225.00000000000853,141.9999999999959,-505.99999999999534,-136.00000000000279,-310.0000000000103,2.0000000000131024,-193.9999999999884,-211.00000000000563,-150.00000000000568,-450.9999999999934,-370.9999999999951,-258.9999999999981,-304.9999999999997,,-2738.0000000000023
2021.09.14,451.0000000000014,-173.00000000000094,-221.00000000000452,137.99999999999102,-524.9999999999977,-124.99999999999733,-273.9999999999965,97.9999999999981,-215.0000000000034,-174.00000000000747,-151.00000000001222,-459.0000000000032,-373.9999999999952,-228.99999999999034,-313.00000000000773,,-2546.000000000026
2021.09.14,463.9999999999977,-169.00000000001913,-217.0000000000005,143.99999999999125,-534.9999999999966,-129.9999999999968,-289.0000000000059,123.00000000000644,-213.99999999999864,-141.00000000001333,-212.00000000001216,-460.9999999999985,-375.99999999999056,-211.99999999998997,-341.99999999999784,,-2567.000000000024
2021.09.14,471.99999999999466,-169.00000000001913,-209.9999999999991,176.9999999999925,-530.9999999999926,-127.99999999999478,-283.000000000011,131.00000000001444,-177.99999999999727,-130.0000000000079,-235.00000000000742,-438.0000000000024,-341.99999999999875,-217.0000000000005,-340.00000000000693,,-2421.000000000036
2021.09.14,471.99999999999466,-179.00000000001802,-185.00000000000182,182.00000000000216,-507.9999999999973,-126.99999999999933,-259.0000000000092,212.00000000001216,-163.99999999998727,-87.00000000001484,-224.000000000002,-424.99999999999716,-316.0000000000025,-209.9999999999991,-324.9999999999975,,-2143.0000000000173
2021.09.14,468.9999999999972,-214.00000000000307,-219.00000000000253,164.00000000000148,-529.0000000000017,-109.00000000000354,-283.000000000011,182.99999999999983,-201.99999999999818,-131.99999999999878,-155.00000000001623,-460.9999999999985,-349.9999999999943,-190.99999999999673,-296.9999999999917,,-2326.0000000000177
2021.09.14,495.9999999999964,-226.99999999999943,-245.0000000000063,114.00000000000432,-571.9999999999948,-110.99999999999443,-286.00000000000847,141.99999999999767,-278.99999999999636,-185.99999999999727,-205.99999999999508,-539.999999999992,-432.00000000000216,-197.99999999999818,-293.0000000000099,,-2822.999999999996
2021.09.14,475.99999999999864,-219.99999999999798,-226.00000000000398,99.00000000000375,-558.9999999999984,-102.99999999999754,-279.00000000000705,182.99999999999983,-268.99999999997704,-141.00000000001333,-249.00000000001032,-527.9999999999916,-418.99999999999693,-211.99999999998997,-300.99999999999574,,-2747.9999999999777
2021.09.14,427.99999999999505,-239.00000000001143,-216.0000000000051,49.99999999999716,-507.0000000000019,-122.99999999999534,-218.99999999999142,229.00000000001253,-326.9999999999982,-58.000000000002494,-323.0000000000066,-513.0000000000052,-411.9999999999919,-235.99999999999176,-358.9999999999982,,-2824.999999999995
2021.09.14,407.0000000000018,-274.00000000001864,-250.00000000000577,18.000000000000682,-520.9999999999936,-129.00000000000134,-215.00000000000963,170.00000000000347,-337.99999999999386,-116.00000000000499,-334.00000000001205,-509.00000000000034,-435.99999999999284,-232.99999999999432,-398.00000000000944,,-3158.0000000000314
2021.09.14,422.9999999999956,-265.0000000000041,-221.99999999999997,6.000000000000227,-495.000000000001,-126.99999999999933,-178.00000000001148,252.0000000000078,-346.99999999998,-60.000000000015596,-408.00000000000836,-493.9999999999998,-411.9999999999919,-237.99999999999378,-381.0000000000091,,-2946.0000000000105
2021.09.14,429.0000000000016,-233.00000000001654,-108.00000000000809,45.99999999999227,-410.9999999999947,-136.00000000000279,-177.00000000000495,477.0000000000163,-314.9999999999977,158.99999999999804,-442.00000000000904,-481.9999999999993,-290.9999999999968,-254.99999999999412,-266.0000000000107,,-2005.0000000000266
2021.09.14,421.0000000000047,-262.00000000000665,-63.00000000000195,24.999999999991473,-356.00000000000074,-126.99999999999933,-160.00000000000458,631.0000000000038,-324.99999999998863,281.99999999998226,-358.9999999999982,-471.00000000000364,-234.99999999999943,-206.99999999999054,-157.00000000000713,,-1363.0000000000184
2021.09.14,412.9999999999967,-259.0000000000092,-47.00000000000814,24.999999999991473,-330.9999999999924,-143.00000000000423,-211.00000000000563,684.000000000018,-322.00000000000273,322.00000000000006,-405.0000000000109,-506.0000000000002,-212.0000000000033,-245.99999999999068,-103.00000000000864,,-1341.00000000003
2021.09.14,417.0000000000007,-238.0000000000049,10.999999999994348,21.99999999999136,-290.9999999999968,-148.0000000000037,-191.99999999999218,727.0000000000109,-308.9999999999975,415.99999999999415,-439.99999999999596,-489.9999999999949,-161.00000000000136,-271.9999999999945,-123.00000000000644,,-1070.9999999999968
2021.09.14,407.0000000000018,-236.99999999999832,52.99999999999194,13.999999999995794,-252.99999999999213,-151.9999999999966,-191.99999999999218,883.0000000000116,-305.9999999999832,495.000000000001,-479.0000000000072,-469.99999999999886,-113.99999999999011,-290.9999999999968,-106.00000000000608,,-747.9999999999593
2021.09.14,422.9999999999956,-217.0000000000005,90.99999999999665,22.999999999996135,-230.99999999999233,-168.00000000000148,-225.00000000000853,850.0000000000174,-298.0000000000018,553.0000000000035,-436.9999999999985,-469.99999999999886,-78.00000000000296,-273.9999999999965,-19.999999999997797,,-477.99999999998994
2021.09.14,334.9999999999964,-328.00000000001717,115.99999999999389,-48.00000000000182,-191.99999999999218,-124.99999999999733,-144.0000000000108,1069.0000000000089,-313.99999999999295,619.9999999999983,-486.00000000000864,-457.9999999999984,-33.999999999991815,-272.99999999998994,-2.999999999997449,,-265.000000000001
2021.09.14,312.9999999999966,-475.0000000000032,30.999999999992145,-79.9999999999983,-242.99999999999324,-129.00000000000134,79.00000000000685,1109.0000000000043,-356.9999999999993,522.0000000000002,-446.0000000000131,-417.99999999999216,-120.99999999999511,-173.9999999999964,1.999999999990898,,-387.000000000001
2021.09.14,348.00000000000387,-598.0000000000097,-56.0000000000005,13.999999999995794,-301.9999999999912,-109.99999999999899,69.9999999999923,1018.0000000000077,-376.0000000000048,435.9999999999919,-418.0000000000073,-439.9999999999977,-164.99999999999204,-140.99999999999113,-7.0000000000014495,,-727.0000000000032
2021.09.14,368.9999999999971,-585.0000000000133,-41.000000000002146,25.99999999999625,-343.9999999999999,-29.999999999996696,150.99999999999002,1109.0000000000043,-365.99999999998545,442.9999999999934,-344.99999999999534,-474.9999999999943,-173.00000000000182,-143.9999999999997,2.999999999997449,,-402.0000000000102
2021.09.14,409.99999999999926,-524.9999999999977,-13.00000000000745,30.9999999999917,-300.99999999999574,-36.0000000000027,78.00000000000028,1109.0000000000043,-387.00000000000045,495.000000000001,-273.9999999999965,-506.0000000000002,-158.99999999999181,-147.99999999999258,41.000000000002146,,-184.99999999998636
2021.09.14,414.00000000000324,-565.9999999999999,37.99999999999359,49.99999999999716,-262.999999999991,-43.00000000000415,42.0000000000087,1178.0000000000123,-362.99999999999955,543.999999999989,-287.9999999999994,-501.99999999999534,-104.99999999998977,-181.9999999999933,66.00000000001049,,20.000000000042093
2021.09.14,407.0000000000018,-531.9999999999991,36.999999999998145,51.00000000000193,-263.99999999999756,-19.999999999997797,42.0000000000087,1248.0000000000045,-322.9999999999791,539.999999999985,-343.00000000000443,-493.9999999999998,-97.99999999999898,-194.99999999998963,65.00000000000395,,121.00000000003774
2021.09.14,436.00000000000307,-443.99999999999994,134.0000000000008,18.999999999991246,-187.9999999999993,-14.999999999998348,93.99999999999409,1358.999999999999,-294.9999999999875,627.9999999999841,-344.00000000001097,-492.00000000000443,-18.000000000000682,-233.99999999998977,96.00000000000719,,735.9999999999886
2021.09.14,453.99999999999886,-507.000000000013,113.99999999999189,19.99999999999602,-219.99999999999798,70.99999999999883,82.00000000000429,1399.0000000000168,-288.99999999998727,554.9999999999944,-273.9999999999965,-534.9999999999966,-75.9999999999934,-256.0000000000007,76.99999999999375,,615.0000000000094
2021.09.14,434.000000000001,-456.00000000001194,151.00000000000114,-19.99999999999602,-192.99999999999872,0.999999999995449,24.000000000001798,1356.0000000000016,-318.9999999999884,576.9999999999831,-324.0000000000132,-524.9999999999915,-51.9999999999925,-258.9999999999981,80.99999999999774,,475.99999999999153
2021.09.14,410.9999999999947,-415.0000000000098,141.99999999999767,-48.00000000000182,-171.99999999999437,-37.99999999999359,11.00000000000545,1319.0000000000034,-336.9999999999891,651.9999999999859,-439.99999999999596,-530.9999999999917,-46.999999999997044,-264.999999999993,48.000000000003595,,290.00000000002433
2021.09.14,397.0000000000029,-365.0000000000153,118.99999999999133,-55.999999999997385,-186.99999999999272,-51.99999999999649,-68.00000000000139,1219.9999999999989,-361.99999999999477,577.9999999999897,-476.0000000000098,-524.0000000000009,-70.99999999999795,-287.9999999999994,1.999999999990898,,-133.00000000003257
2021.09.14,88.99999999999464,-845.0000000000068,-164.00000000000858,-207.00000000000784,-300.99999999999574,-34.99999999999615,-148.99999999999915,973.0000000000016,-454.9999999999841,332.9999999999833,-378.999999999996,-695.999999999998,-254.99999999999545,-295.99999999999625,-46.999999999997044,,-2434.000000000002
2021.09.14,76.99999999999375,-907.0000000000133,-209.00000000000364,-197.00000000000273,-307.0000000000017,29.999999999996696,-49.99999999999449,1117.0000000000125,-381.0000000000002,314.99999999999864,-26.999999999999247,-626.9999999999953,-242.999999999995,-156.00000000000057,109.00000000000354,,-1456.0000000000014
2021.09.14,185.99999999999727,-845.0000000000068,-185.00000000000182,-7.000000000005002,-304.9999999999997,-14.999999999998348,-1.999999999990898,1123.0000000000073,-304.00000000000205,322.00000000000006,-385.00000000001313,-587.9999999999939,-194.00000000000261,-157.99999999999147,35.00000000000725,,-1321.999999999994
2021.09.14,212.99999999999653,-574.0000000000078,36.999999999998145,64.99999999999773,-146.99999999999713,-51.000000000001044,211.00000000000563,1317.999999999997,-139.99999999998636,641.0000000000027,-477.0000000000163,-275.99999999999625,55.00000000000682,-194.99999999998963,38.0000000000047,,718.0000000000147
2021.09.14,175.00000000000293,-409.99999999999926,146.99999999999713,137.99999999999102,-43.999999999999595,-154.99999999999403,171.00000000001003,1288.0000000000002,24.00000000000091,769.9999999999818,-632.0000000000103,-121.99999999999989,234.00000000000887,-141.99999999999767,46.999999999997044,,1488.9999999999886
2021.09.14,149.99999999999457,-304.9999999999997,127.99999999999478,140.99999999999113,-2.999999999997449,-188.9999999999947,164.00000000000858,1134.999999999997,76.00000000002183,774.9999999999924,-600.0000000000006,-19.99999999999602,266.00000000000534,-124.99999999999733,49.00000000001015,,1642.0000000000307
2021.09.14,178.99999999999582,-279.00000000000705,124.99999999999733,159.9999999999966,-15.999999999993797,-190.99999999999673,25.00000000000835,1089.0000000000066,82.00000000002206,757.999999999992,-527.9999999999951,-75.9999999999934,267.0000000000101,-176.99999999999383,39.00000000001125,,1457.00000000006
2021.09.14,117.99999999999588,-347.0000000000084,97.9999999999981,51.9999999999925,-17.000000000000348,-173.00000000000094,42.0000000000087,1131.0000000000152,16.000000000019554,764.9999999999934,-510.00000000001046,-138.00000000000523,219.0000000000083,-178.99999999999582,55.99999999998939,,1132.9999999999998
2021.09.14,114.99999999999844,-340.00000000000693,97.9999999999981,66.0000000000025,8.000000000008,-151.9999999999966,45.000000000006146,1149.0,27.000000000015234,764.9999999999934,-625.0000000000089,-114.99999999999488,225.9999999999991,-176.99999999999383,19.999999999997797,,1110.0000000000175
2021.09.14,63.00000000000195,-274.00000000001864,146.99999999999713,103.9999999999992,53.999999999998494,-202.9999999999976,-42.999999999993044,1129.0000000000023,125.0,819.9999999999985,-819.9999999999985,-27.000000000001023,314.9999999999977,-304.9999999999997,-55.99999999998939,,1028.9999999999973
2021.09.14,73.99999999999629,-206.00000000001728,124.99999999999733,100.99999999999909,52.000000000007596,-227.99999999999488,-45.000000000006146,1009.0000000000155,139.00000000001,795.9999999999967,-744.9999999999957,-12.000000000000455,307.00000000000216,-271.9999999999945,-36.999999999998145,,1058.0000000000173
2021.09.14,90.0000000000012,-169.00000000001913,139.99999999999568,91.99999999999875,73.00000000000084,-258.0000000000027,-75.00000000000284,1036.999999999999,133.00000000000978,814.999999999988,-808.0000000000088,-7.000000000005002,316.0000000000025,-287.9999999999994,-42.999999999993044,,1047.9999999999652
2021.09.14,143.00000000000423,-9.000000000014552,251.00000000000122,146.99999999999136,135.00000000000733,-270.99999999999903,-114.99999999999844,1090.9999999999975,219.0000000000225,927.9999999999955,-907.0000000000133,54.000000000002046,427.99999999999727,-328.9999999999904,-69.00000000000794,,1695.9999999999952
2021.09.14,185.00000000000182,72.99999999998974,280.9999999999979,197.00000000000273,118.00000000000699,-285.9999999999974,-93.00000000000975,1019.0000000000143,294.00000000001114,878.000000000001,-824.0000000000025,114.00000000000432,456.00000000000307,-278.00000000000045,-55.000000000005045,,2079.000000000018
