date,USDCHF,GBPUSD,AUDUSD,CHFJPY,AUDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURAUD,EURNZD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2021.09.13,53.999999999998494,-126.0000000000039,-47.00000000000814,-106.00000000000875,-56.99999999999594,-75.00000000000284,215.99999999999397,418.0000000000073,-49.99999999998295,151.9999999999966,-161.00000000001114,-42.00000000000159,-64.99999999999773,36.0000000000027,-5.000000000010552,,141.9999999999755
2021.09.13,51.99999999999649,-111.00000000001664,-55.000000000005045,-129.99999999999545,-74.99999999999174,-149.99999999999457,85.00000000000173,408.00000000000836,-19.99999999998181,148.99999999999915,-253.00000000001432,-33.00000000000125,-72.99999999999329,-3.999999999992898,-73.99999999999629,,-283.9999999999776
2021.09.13,80.99999999999774,-119.00000000000244,-143.00000000000423,-234.00000000000887,-148.99999999999915,-134.99999999999625,177.99999999998929,224.000000000002,-45.99999999999227,-33.00000000001635,-140.0000000000068,-106.99999999999932,-212.99999999999386,35.00000000000725,-200.00000000000017,,-1001.0000000000234
2021.09.13,56.99999999999594,-114.99999999999844,-194.0000000000053,-227.00000000000387,-180.99999999999784,-156.00000000000057,201.00000000000674,99.00000000000463,-38.99999999998727,-97.9999999999981,-85.00000000000173,-73.99999999999807,-241.99999999999022,102.00000000000209,-211.00000000000563,,-1162.9999999999777
2021.09.13,60.99999999999994,-170.00000000000347,-180.0000000000024,-240.99999999999966,-192.99999999999872,-127.99999999999478,231.0000000000034,228.00000000000597,-48.99999999997817,-43.00000000001525,-151.9999999999966,-99.99999999999432,-233.99999999999466,85.00000000000173,-273.9999999999965,,-1158.9999999999636
2021.09.13,75.9999999999983,-156.00000000000057,-170.00000000000347,-254.0000000000049,-193.99999999999417,-131.00000000000333,198.99999999999363,243.00000000001543,-86.99999999998909,-26.0000000000149,-202.9999999999976,-137.00000000000045,-245.9999999999951,43.999999999999595,-287.9999999999994,,-1329.999999999996
2021.09.13,131.00000000000333,-102.00000000000209,-103.00000000000864,-213.00000000000807,-170.99999999999892,-151.00000000000114,235.99999999999176,320.00000000000915,-67.99999999998363,70.99999999999883,-371.00000000001023,-93.00000000000352,-186.9999999999976,-13.999999999991797,-333.9999999999899,,-1048.9999999999923
2021.09.13,139.00000000000023,-117.00000000001154,-124.00000000000189,-236.0000000000042,-196.99999999999162,-115.99999999999389,200.00000000000017,297.9999999999983,-80.99999999998886,-7.0000000000014495,-292.00000000000335,-149.0000000000009,-233.99999999999466,-22.999999999995246,-334.9999999999964,,-1273.9999999999852
2021.09.13,149.99999999999457,-43.00000000001525,-100.00000000000009,-207.9999999999984,-182.99999999999983,-146.00000000000168,136.00000000000279,262.00000000000665,-42.999999999977945,17.000000000000348,-398.00000000000944,-128.0000000000001,-200.00000000000284,-84.99999999999064,-387.000000000004,,-1355.999999999996
2021.09.13,151.9999999999966,-70.99999999999883,-95.00000000000064,-183.9999999999975,-180.99999999999784,-127.99999999999478,215.00000000000963,309.0000000000037,-21.99999999999136,25.999999999992696,-344.00000000001097,-90.99999999999397,-180.99999999999739,-29.999999999996696,-343.99999999998875,,-968.9999999999661
2021.09.13,136.00000000000279,-89.00000000000574,-106.00000000000608,-228.9999999999992,-173.00000000000094,-127.99999999999478,126.0000000000039,304.9999999999997,-55.999999999983174,14.000000000002899,-272.00000000000557,-161.99999999999193,-209.00000000000318,-43.999999999999595,-310.0000000000103,,-1196.9999999999911
2021.09.13,117.00000000000044,-157.00000000000713,-121.00000000000443,-237.99999999999955,-178.99999999999582,-92.00000000000318,143.99999999998857,360.0000000000048,-48.00000000000182,-5.000000000010552,-239.00000000001143,-183.9999999999975,-212.0000000000033,-49.99999999999449,-299.00000000000483,,-1203.0000000000402
2021.09.13,90.99999999999665,-226.99999999999943,-141.00000000000225,-243.99999999999977,-175.99999999999838,-56.99999999999594,103.99999999999298,414.00000000000324,-37.99999999998249,-21.00000000000435,-121.00000000001555,-230.00000000000398,-215.99999999999397,-42.999999999993044,-238.99999999998923,,-1143.9999999999857
2021.09.13,107.99999999999699,-172.0000000000166,-74.00000000000739,-257.000000000005,-126.99999999999933,-78.99999999999574,134.99999999999625,511.000000000017,-54.9999999999784,102.00000000000209,-178.99999999999582,-204.9999999999983,-162.9999999999967,-37.99999999999359,-190.00000000000128,,-682.9999999999758
2021.09.13,104.00000000000409,-131.00000000001444,-99.00000000000463,-225.9999999999991,-151.00000000000114,-97.00000000000264,70.99999999999883,384.00000000000654,-9.999999999990905,28.999999999990145,-97.9999999999981,-185.99999999999284,-171.99999999999704,0.0,-190.00000000000128,,-772.0000000000024
2021.09.13,166.99999999999494,-33.00000000001635,24.999999999997247,-198.99999999999807,-83.9999999999952,-102.00000000000209,106.99999999999044,563.0000000000024,22.00000000001978,190.00000000000128,-175.00000000001404,-147.99999999999613,-72.00000000000273,-20.999999999993246,-137.9999999999937,,101.9999999999946
2021.09.13,200.99999999999562,44.99999999998394,86.99999999999264,-207.00000000000784,-51.000000000001044,-100.00000000000009,26.999999999999247,617.0000000000009,34.99999999999659,241.99999999998667,-224.000000000002,-170.0000000000017,-36.000000000001364,-82.99999999999974,-136.00000000000279,,246.99999999993912
2021.09.13,170.00000000000347,-3.0000000000196536,7.9999999999968985,-260.0000000000051,-101.99999999999099,-102.00000000000209,-95.00000000000064,479.0000000000072,-22.999999999996135,120.99999999999334,-173.00000000000094,-274.0000000000009,-134.9999999999909,-122.99999999999534,-178.99999999999582,,-690.9999999999976
2021.09.13,221.00000000000452,20.999999999982144,4.999999999999449,-260.9999999999957,-142.99999999999312,-63.99999999999739,-177.00000000000495,440.00000000001813,-10.99999999999568,14.999999999987246,-165.9999999999995,-346.9999999999942,-182.99999999999272,-198.99999999999363,-243.99999999999977,,-1092.999999999975
2021.09.13,290.9999999999968,171.99999999999437,-3.0000000000085514,-185.00000000000227,-200.00000000000017,-110.99999999999443,-245.0000000000063,215.00000000000963,40.000000000020464,-87.99999999999919,-90.99999999999665,-298.0000000000018,-203.00000000000296,-147.99999999999258,-268.0000000000016,,-1121.9999999999852
2021.09.13,327.99999999999494,156.99999999998494,-70.99999999999883,-132.000000000005,-290.00000000000136,-132.99999999999423,-253.99999999999866,63.99999999999739,0.0,-181.00000000000892,1.999999999990898,-307.00000000000216,-271.0000000000008,-79.99999999999119,-266.999999999995,,-1435.000000000028
2021.09.13,265.99999999999955,58.99999999998684,-104.99999999999955,-189.00000000000716,-276.9999999999939,-90.99999999999665,-130.99999999999224,106.00000000000608,-4.9999999999954525,-215.00000000000963,156.99999999998494,-289.99999999999204,-293.99999999999693,28.000000000005798,-190.00000000000128,,-1171.0000000000018
