date,EURJPY,empty,sum
2019.09.02,24.00000000000091,,24.00000000000091
2019.09.02,-54.99999999999261,,-54.99999999999261
2019.09.02,173.00000000000182,,173.00000000000182
2019.09.02,171.00000000000648,,171.00000000000648
2019.09.02,155.00000000000114,,155.00000000000114
2019.09.02,173.00000000000182,,173.00000000000182
2019.09.02,227.00000000000387,,227.00000000000387
2019.09.02,111.0000000000042,,111.0000000000042
2019.09.02,198.99999999999807,,198.99999999999807
2019.09.02,234.99999999999943,,234.99999999999943
2019.09.02,237.99999999999955,,237.99999999999955
2019.09.02,219.99999999999886,,219.99999999999886
2019.09.02,268.0000000000007,,268.0000000000007
2019.09.02,194.00000000000261,,194.00000000000261
2019.09.02,213.99999999999864,,213.99999999999864
2019.09.02,207.9999999999984,,207.9999999999984
2019.09.02,240.99999999999966,,240.99999999999966
2019.09.02,213.99999999999864,,213.99999999999864
2019.09.02,221.00000000000364,,221.00000000000364
2019.09.02,129.0000000000049,,129.0000000000049
2019.09.02,260.0000000000051,,260.0000000000051
2019.09.02,221.9999999999942,,221.9999999999942
2019.09.02,201.00000000000762,,201.00000000000762
2019.09.02,135.99999999999568,,135.99999999999568
2019.09.02,177.99999999999727,,177.99999999999727
2019.09.02,28.000000000005798,,28.000000000005798
2019.09.02,170.0000000000017,,170.0000000000017
2019.09.02,201.00000000000762,,201.00000000000762
2019.09.02,198.99999999999807,,198.99999999999807
2019.09.02,180.00000000000682,,180.00000000000682
2019.09.02,198.99999999999807,,198.99999999999807
2019.09.02,171.00000000000648,,171.00000000000648
2019.09.02,138.00000000000523,,138.00000000000523
2019.09.02,149.0000000000009,,149.0000000000009
2019.09.02,91.99999999999875,,91.99999999999875
2019.09.02,82.00000000000784,,82.00000000000784
2019.09.02,70.00000000000739,,70.00000000000739
2019.09.02,-4.0000000000048885,,-4.0000000000048885
2019.09.02,-25.99999999999625,,-25.99999999999625
2019.09.02,-4.9999999999954525,,-4.9999999999954525
2019.09.02,-22.999999999996135,,-22.999999999996135
2019.09.02,-30.000000000001137,,-30.000000000001137
2019.09.02,-9.000000000000341,,-9.000000000000341
2019.09.02,10.99999999999568,,10.99999999999568
2019.09.02,22.00000000000557,,22.00000000000557
2019.09.02,27.000000000001023,,27.000000000001023
2019.09.02,34.000000000006025,,34.000000000006025
2019.09.02,37.9999999999967,,37.9999999999967
2019.09.03,51.00000000000193,,51.00000000000193
