date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,CADJPY,AUDJPY,NZDJPY,NZDCAD,empty,sum
2018.11.26,-78.00000000000028,-13.00000000000523,-23.00000000001745,-44.99999999999504,-24.000000000001798,-102.00000000000209,-53.999999999998494,-58.000000000002494,-81.99999999999363,-107.00000000001265,-89.99999999999008,-43.999999999999595,-15.000000000000568,-42.00000000000159,-34.000000000006025,-58.99999999999794,,-870.0000000000249
2018.11.26,22.999999999995246,-15.000000000000568,-2.0000000000131024,-87.00000000000374,-104.99999999999955,1.0000000000065512,-22.999999999995246,-92.00000000000318,-103.999999999985,41.000000000002146,-182.99999999999983,11.00000000000545,-21.000000000000796,-93.99999999999409,-118.99999999999977,-157.99999999999147,,-926.999999999977
2018.11.26,2.999999999997449,-24.00000000000091,-22.0000000000109,-102.99999999999754,-158.99999999999804,-49.99999999999449,-43.999999999999595,-134.0000000000008,-104.99999999998977,-1.0000000000065512,-231.99999999998778,15.999999999993797,-31.00000000000591,-108.99999999999466,-180.99999999999739,-226.99999999999943,,-1402.9999999999927
2018.11.26,26.999999999999247,-36.000000000001364,12.999999999996348,-58.99999999999794,-153.99999999999858,-21.999999999988695,-46.999999999997044,-103.00000000000864,-149.0000000000009,-16.000000000016,-161.99999999999548,-18.999999999991246,-9.000000000000341,-72.00000000000273,-179.00000000000205,-236.99999999999832,,-1224.0000000000036
2018.11.26,30.999999999981043,-8.000000000009777,4.000000000004,-95.00000000000064,-185.99999999999727,-26.999999999999247,-55.99999999998939,-126.99999999999933,-123.99999999999523,3.999999999981796,-229.99999999999687,-41.000000000002146,-54.000000000002046,-137.99999999999102,-231.99999999999932,-257.9999999999916,,-1537.000000000007
2018.11.26,48.99999999998794,-8.000000000009777,-18.0000000000069,-90.99999999999665,-184.00000000000637,0.0,-46.999999999997044,-114.99999999999844,-132.99999999998136,61.99999999998429,-259.9999999999936,-25.999999999992696,-88.99999999999864,-138.9999999999958,-236.0000000000042,-266.999999999995,,-1502.000000000004
2018.11.26,106.99999999999044,57.999999999992724,-45.000000000006146,-117.99999999999588,-175.99999999999838,-7.999999999985796,-72.99999999998974,-194.0000000000053,-122.99999999999045,135.9999999999806,-360.0000000000048,9.999999999998899,-180.00000000000682,-240.99999999999966,-296.99999999999704,-240.99999999999122,,-1745.0000000000086
2018.11.26,143.99999999998857,169.9999999999875,-40.0000000000178,-90.99999999999665,-163.99999999999747,0.0,-78.99999999998464,-181.00000000000892,13.00000000000523,247.99999999998158,-343.99999999998875,110.00000000001009,-290.00000000000625,-295.0000000000017,-402.000000000001,-202.9999999999976,,-1404.0000000000277
2018.11.26,168.99999999999693,303.99999999998784,-50.0000000000167,-73.99999999999629,-202.0000000000022,-0.9999999999843467,-102.99999999998644,-178.00000000000037,140.00000000001478,266.999999999995,-324.9999999999975,116.00000000000499,-319.0000000000026,-345.9999999999894,-472.999999999999,-249.99999999999466,,-1324.99999999997
2018.11.26,178.99999999999582,295.99999999999227,-38.0000000000047,-97.9999999999981,-214.99999999999852,1.0000000000065512,-108.99999999998133,-208.00000000000819,137.00000000000045,275.9999999999874,-401.00000000000693,106.00000000000608,-310.0000000000023,-344.99999999999886,-486.0000000000042,-284.9999999999908,,-1500.0000000000055
2018.11.26,139.9999999999846,285.99999999998715,-114.0000000000141,-195.9999999999962,-304.00000000000426,-28.999999999990145,-135.9999999999806,-295.0000000000008,118.99999999999977,278.9999999999848,-567.0000000000064,124.00000000001299,-341.0000000000082,-464.9999999999892,-585.9999999999985,-361.9999999999957,,-2447.0000000000146
2018.11.26,78.00000000000028,290.9999999999968,-111.00000000001664,-217.99999999999596,-322.00000000000006,-61.99999999998429,-137.9999999999937,-304.00000000000426,204.00000000000773,203.99999999998198,-526.9999999999886,80.00000000001339,-338.99999999999864,-477.99999999999443,-581.0000000000031,-379.9999999999915,,-2602.999999999971
2018.11.26,41.99999999998649,253.0000000000001,-99.00000000000463,-187.9999999999993,-322.00000000000006,-47.99999999998139,-133.99999999998968,-268.0000000000016,227.00000000000387,186.99999999998164,-458.9999999999872,75.00000000000284,-308.00000000000693,-417.0000000000016,-564.0000000000072,-385.99999999999744,,-2409.000000000002
2018.11.26,48.99999999998794,288.99999999998727,-127.00000000001043,-224.9999999999974,-353.0000000000033,-12.999999999996348,-123.99999999999079,-260.00000000000466,260.0000000000193,222.99999999999542,-509.99999999998823,63.99999999999739,-332.00000000000784,-469.99999999999886,-612.000000000009,-391.9999999999924,,-2533.000000000012
2018.11.26,58.000000000002494,291.9999999999874,-131.99999999999878,-231.0000000000034,-358.9999999999982,8.000000000008,-124.99999999999733,-270.99999999999903,262.00000000000045,237.99999999998266,-567.0000000000064,45.000000000006146,-371.0000000000093,-489.9999999999949,-629.0000000000049,-398.9999999999938,,-2671.0000000000186
2018.11.26,-1.0000000000065512,287.9999999999967,-150.00000000000568,-249.99999999999466,-372.0000000000057,-21.999999999988695,-133.99999999998968,-265.0000000000041,298.0000000000018,175.99999999999838,-513.9999999999923,19.999999999997797,-353.00000000000864,-494.99999999999034,-632.000000000005,-405.9999999999952,,-2811.999999999992
2018.11.26,3.999999999981796,282.99999999998704,-192.99999999999872,-222.99999999999542,-385.000000000002,-26.999999999999247,-123.99999999999079,-248.00000000000378,286.00000000000136,220.99999999998232,-478.0000000000006,56.000000000011596,-382.000000000005,-478.9999999999992,-656.9999999999965,-403.99999999999324,,-2750.00000000002
2018.11.26,7.999999999985796,262.00000000000045,-255.00000000000523,-275.000000000003,-424.00000000000216,7.0000000000014495,-154.99999999999403,-275.99999999999847,274.0000000000009,304.9999999999997,-600.0000000000006,63.99999999999739,-401.00000000001046,-507.99999999999557,-674.9999999999972,-405.9999999999952,,-3055.0000000000164
2018.11.26,-75.00000000000284,259.00000000000034,-290.9999999999968,-322.00000000000006,-455.0000000000054,-90.99999999999665,-265.99999999998846,-329.00000000000153,278.00000000002,184.99999999999073,-629.9999999999973,-96.00000000000719,-426.00000000000193,-567.9999999999978,-728.0000000000086,-437.999999999994,,-3992.9999999999877
