date,EURUSD,USDCAD,AUDUSD,CHFJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,AUDJPY,empty,sum
2020.08.24,-56.99999999999594,-38.0000000000047,-125.99999999999278,-155.00000000000114,-143.00000000000423,-225.99999999999287,-1.0000000000065512,-218.00000000000708,-287.9999999999967,,-1252.0000000000018
2020.08.24,-63.99999999999739,-24.000000000001798,-107.99999999999699,-186.00000000000705,-218.99999999999142,-82.00000000000429,48.99999999998794,-191.00000000000784,-233.0000000000041,,-1058.000000000023
2020.08.24,-89.00000000000574,-49.99999999999449,-165.9999999999995,-260.9999999999957,-218.99999999999142,-43.999999999999595,52.99999999999194,-232.00000000000998,-331.99999999999363,,-1339.9999999999982
2020.08.24,-86.0000000000083,-52.99999999999194,-173.9999999999964,-323.99999999999807,-207.00000000000162,-93.99999999999409,26.999999999999247,-200.00000000000017,-379.99999999999545,,-1490.9999999999868
2020.08.24,-134.99999999999625,-49.00000000001015,-183.99999999999528,-302.0000000000067,-241.00000000000233,-82.99999999998863,95.999999999985,-211.00000000000563,-384.00000000000034,,-1493.0000000000205
2020.08.24,-129.00000000000134,-22.999999999995246,-170.99999999999892,-280.00000000000114,-265.99999999998846,-136.00000000000279,150.99999999999002,-154.0000000000097,-370.00000000000455,,-1378.0000000000118
2020.08.24,-70.99999999999883,11.00000000000545,-125.99999999999278,-263.9999999999958,-243.99999999999977,-224.000000000002,135.9999999999806,-110.00000000001009,-326.9999999999982,,-1219.0000000000114
2020.08.24,-62.000000000006494,0.0,-134.99999999999625,-159.9999999999966,-243.99999999999977,-137.9999999999937,99.99999999998899,-161.99999999999548,-293.99999999999693,,-1094.9999999999961
2020.08.24,-134.99999999999625,-72.0000000000054,-268.99999999999704,-84.99999999999375,-174.00000000000747,-55.000000000005045,107.99999999999699,-337.0000000000095,-353.9999999999992,,-1373.0000000000168
2020.08.24,-130.0000000000079,-70.99999999999883,-244.99999999999523,-121.99999999999989,-158.99999999999804,103.99999999999298,115.99999999998278,-306.00000000000625,-350.9999999999991,,-1164.0000000000296
2020.08.24,-114.99999999999844,-39.00000000001125,-258.0000000000027,-117.00000000000443,-198.00000000000927,164.00000000000858,113.99999999999189,-353.0000000000033,-375.0,,-1177.0000000000289
2020.08.24,-99.00000000000463,-63.99999999999739,-252.99999999999213,-153.0000000000058,-157.99999999999147,113.99999999999189,-12.000000000012001,-350.00000000000585,-375.0,,-1350.0000000000175
2020.08.24,-22.0000000000109,-83.9999999999952,-203.99999999999307,-126.99999999999534,-59.000000000009045,119.00000000000244,-57.00000000001815,-350.00000000000585,-353.9999999999992,,-1138.000000000024
2020.08.24,1.999999999990898,-85.00000000000173,-183.99999999999528,-115.99999999999966,-48.000000000003595,69.00000000000794,-94.00000000001629,-360.9999999999891,-343.9999999999941,,-1161.000000000001
2020.08.24,7.0000000000014495,-62.99999999999084,-175.99999999999838,-168.00000000000637,-53.999999999998494,66.99999999999484,-70.0000000000145,-347.0000000000084,-364.9999999999949,,-1169.0000000000155
2020.08.24,-17.000000000000348,-70.99999999999883,-186.99999999999272,-186.00000000000705,-72.99999999998974,19.00000000001345,-36.0000000000138,-329.00000000000153,-370.00000000000455,,-1249.9999999999952
2020.08.24,-22.999999999995246,-65.00000000000395,-134.99999999999625,-225.9999999999991,-72.0000000000054,-11.00000000000545,-34.000000000000696,-194.99999999998963,-355.99999999999454,,-1116.9999999999905
2020.08.24,-107.00000000001265,-161.00000000001114,-256.99999999999613,-274.0000000000009,-100.99999999999554,17.000000000000348,-29.00000000001235,-347.9999999999928,-424.99999999999716,,-1685.0000000000182
2020.08.24,-121.00000000001555,-192.99999999999872,-295.99999999999625,-262.00000000000045,-140.0000000000068,127.00000000001043,-37.00000000002035,-421.99999999998903,-447.00000000000273,,-1791.0000000000193
2020.08.24,-158.0000000000137,-173.00000000000094,-286.99999999999284,-242.999999999995,-201.99999999999108,22.0000000000109,-59.000000000009045,-397.0000000000029,-448.99999999999807,,-1945.9999999999927
2020.08.24,-212.99999999999653,-239.00000000001143,-300.0000000000003,-242.00000000000443,-235.99999999999176,48.000000000003595,-28.000000000005798,-381.0000000000091,-498.9999999999952,,-2090.000000000011
2020.08.24,-219.99999999999798,-228.00000000000597,-326.9999999999995,-418.00000000000637,-60.99999999999994,241.00000000000233,-16.000000000016,-353.0000000000033,-525.9999999999962,,-1908.0000000000232
2020.08.24,-248.00000000000378,-215.00000000000963,-343.9999999999999,-506.0000000000002,-129.00000000000134,269.9999999999925,95.00000000000064,-377.0000000000051,-522.9999999999961,,-1977.000000000023
2020.08.24,-320.00000000000915,-215.00000000000963,-352.9999999999922,-503.0000000000001,-170.00000000000347,201.00000000000674,139.9999999999846,-339.0000000000004,-534.000000000006,,-2093.0000000000296
2020.08.24,-383.0,-212.00000000001216,-375.9999999999986,-504.0000000000049,-226.99999999999943,185.99999999999727,230.9999999999812,-255.00000000000523,-527.000000000001,,-2067.0000000000427
2020.08.24,-468.00000000000176,-249.99999999999466,-391.9999999999924,-487.99999999999955,-361.9999999999957,62.000000000006494,266.999999999995,-235.99999999999176,-516.0000000000053,,-2382.9999999999795
2020.08.24,-451.0000000000014,-243.99999999999977,-400.9999999999958,-459.0000000000032,-354.9999999999942,38.0000000000047,296.9999999999917,-205.00000000001074,-519.0000000000055,,-2299.0000000000136
2020.08.24,-510.99999999999477,-252.99999999999213,-442.9999999999934,-459.99999999999375,-370.999999999988,195.9999999999962,327.99999999999494,-316.99999999998954,-539.0000000000015,,-2369.999999999962
2020.08.24,-497.99999999999847,-380.00000000000256,-451.0000000000014,-462.0000000000033,-323.0000000000066,242.00000000000887,238.99999999998923,-326.0000000000041,-555.9999999999974,,-2515.000000000016
2020.08.24,-529.0000000000017,-397.0000000000029,-475.0000000000032,-600.9999999999991,-317.9999999999961,185.00000000001293,211.99999999998997,-299.99999999998914,-617.0000000000044,,-2839.9999999999936
2020.08.24,-567.0000000000064,-421.0000000000047,-525.9999999999932,-597.999999999999,-425.0000000000087,130.0000000000079,268.9999999999859,-337.0000000000095,-626.0000000000048,,-3101.0000000000327
2020.08.24,-517.9999999999962,-248.00000000000378,-456.00000000000085,-762.0000000000005,-330.9999999999924,280.9999999999979,384.9999999999909,-242.99999999999324,-618.9999999999998,,-2510.9999999999977
2020.08.24,-519.0000000000028,-205.99999999999508,-465.9999999999998,-674.0000000000066,-333.0000000000055,375.9999999999986,417.0000000000007,-279.00000000000705,-626.0000000000048,,-2310.0000000000227
2020.08.24,-459.0000000000094,-103.99999999999298,-430.9999999999925,-578.000000000003,-452.00000000000796,262.00000000000665,506.9999999999908,-261.0000000000001,-614.0000000000043,,-2130.0000000000127
2020.08.24,-351.99999999999676,143.99999999998857,-325.99999999999295,-496.9999999999999,-394.9999999999898,385.99999999999744,617.9999999999852,-234.00000000000088,-481.9999999999993,,-1138.0000000000082
2020.08.24,-338.0000000000161,246.99999999999721,-269.9999999999925,-492.999999999995,-455.99999999998977,344.99999999999534,678.0000000000008,-147.00000000000824,-439.9999999999977,,-874.0000000000059
2020.08.24,-214.00000000000307,286.99999999999284,-237.99999999999378,-427.99999999999727,-431.99999999998795,391.000000000008,558.9999999999984,-266.0000000000107,-438.99999999999295,,-779.9999999999864
2020.08.24,-107.00000000001265,371.99999999999454,-234.99999999999633,-418.00000000000637,-652.9999999999925,339.0000000000004,600.9999999999849,-319.0000000000026,-456.99999999999363,,-877.0000000000241
2020.08.24,-136.00000000000279,398.9999999999938,-246.99999999999721,-417.0000000000016,-543.0000000000045,411.0000000000058,594.99999999999,-306.9999999999906,-457.9999999999984,,-703.0000000000055
2020.08.24,-93.00000000000975,442.00000000000904,-209.9999999999991,-412.9999999999967,-526.9999999999886,415.99999999999415,641.999999999987,-296.0000000000074,-424.99999999999716,,-464.00000000000847
2020.08.24,-123.00000000000644,428.00000000000614,-239.0000000000003,-462.99999999999386,-540.0000000000072,489.0000000000061,686.9999999999932,-336.00000000000296,-460.9999999999985,,-558.0000000000039
2020.08.24,-89.00000000000574,475.0000000000032,-212.99999999999653,-448.0000000000075,-557.0000000000075,517.0000000000119,659.999999999994,-314.99999999999864,-447.9999999999933,,-418.0000000000001
2020.08.24,-63.000000000013046,553.9999999999878,-195.9999999999962,-448.0000000000075,-602.999999999998,409.99999999999926,741.9999999999982,-272.99999999998994,-454.9999999999983,,-332.0000000000176
2020.08.24,-60.000000000015596,547.999999999993,-159.9999999999935,-418.99999999999693,-577.9999999999897,330.9999999999924,693.9999999999947,-207.00000000000162,-405.00000000000114,,-256.0000000000184
2020.08.24,4.000000000004,492.9999999999879,-108.99999999999244,-412.00000000000614,-458.00000000000284,246.99999999999721,608.9999999999928,-175.99999999999838,-368.9999999999998,,-171.00000000001765
2020.08.24,2.999999999997449,455.0000000000054,-126.99999999999933,-402.000000000001,-500.9999999999959,232.00000000000998,567.9999999999907,-218.00000000000708,-397.99999999999613,,-387.9999999999959
2020.08.24,11.00000000000545,469.99999999999267,-117.99999999999588,-399.0000000000009,-470.9999999999992,280.0000000000136,539.0000000000006,-249.00000000001032,-400.0000000000057,,-336.99999999999966
2020.08.24,48.99999999998794,374.999999999992,-114.00000000000298,-381.0000000000002,-432.9999999999945,276.00000000000955,409.99999999999926,-251.00000000000122,-397.00000000000557,,-466.0000000000158
2020.08.25,5.999999999994898,340.00000000000693,-129.9999999999968,-353.9999999999992,-378.999999999996,270.99999999999903,384.9999999999909,-357.99999999999164,-405.00000000000114,,-623.9999999999931
2020.08.25,21.00000000000435,365.99999999999966,-134.99999999999625,-391.9999999999959,-400.00000000000034,341.99999999999784,456.9999999999963,-279.99999999999136,-390.00000000000057,,-410.9999999999863
2020.08.25,-22.0000000000109,387.99999999998835,-147.99999999999258,-403.99999999999636,-401.99999999999125,337.99999999999386,415.99999999999415,-306.9999999999906,-415.9999999999968,,-557.0000000000022
