date,AUDUSD,NZDUSD,GBPCHF,CADCHF,EURJPY,EURNZD,NZDJPY,empty,sum
2019.05.06,-158.0000000000026,-150.00000000000568,-51.000000000001044,-52.99999999999194,-19.99999999999602,-286.00000000000847,-222.99999999999898,,-941.0000000000047
2019.05.06,-180.99999999999784,-115.00000000000954,92.00000000000318,-30.999999999992145,-1.9999999999953388,-73.00000000001194,-141.9999999999959,,-451.99999999999955
2019.05.06,-273.9999999999965,-187.00000000000384,226.99999999999943,21.00000000000435,76.99999999999818,-43.00000000001525,-268.99999999999125,,-448.0000000000049
2019.05.06,-306.00000000000625,-237.00000000000944,201.99999999999108,17.000000000000348,314.9999999999977,7.0000000000014495,-365.99999999999966,,-368.0000000000248
2019.05.06,-297.9999999999983,-230.000000000008,246.99999999999721,42.0000000000087,430.0000000000068,5.999999999994898,-373.00000000000466,,-176.0000000000033
2019.05.06,-297.9999999999983,-213.00000000000762,154.99999999999403,-19.999999999997797,150.00000000000568,17.000000000000348,-368.9999999999998,,-578.0000000000034
2019.05.06,-80.99999999999774,-37.00000000000925,89.00000000000574,-48.99999999999905,22.999999999996135,334.9999999999964,-90.00000000000341,,189.99999999998886
2019.05.06,-36.0000000000027,-18.0000000000069,1.0000000000065512,-137.9999999999937,-198.99999999999807,385.99999999999744,34.000000000006025,,30.000000000008697
2019.05.06,-109.00000000000354,-69.00000000000794,1.0000000000065512,-129.9999999999968,-209.00000000000318,322.9999999999844,48.00000000000182,,-145.00000000001864
2019.05.06,-168.99999999999693,-102.00000000000209,-14.000000000002899,-95.00000000000064,-39.99999999999204,306.9999999999906,-58.9999999999975,,-172.00000000000148
2019.05.06,-141.00000000000225,-79.00000000000685,1.0000000000065512,-84.99999999999064,31.999999999996476,336.9999999999873,-18.999999999991246,,45.999999999999375
2019.05.06,-97.9999999999981,-64.0000000000085,-119.00000000000244,-92.99999999999864,76.00000000000762,327.99999999999494,-21.99999999999136,,8.000000000003524
2019.05.06,-102.00000000000209,-91.00000000000774,-238.0000000000049,-84.99999999999064,135.99999999999568,296.9999999999917,-66.99999999999307,,-150.00000000001103
2019.05.06,-89.00000000000574,-96.00000000000719,-276.9999999999939,-125.99999999999278,168.99999999999693,306.9999999999906,-114.00000000000432,,-226.0000000000163
2019.05.06,-126.99999999999933,-139.00000000000023,-299.99999999998914,-125.99999999999278,186.9999999999976,228.99999999999034,-128.0000000000001,,-403.9999999999935
2019.05.06,-267.00000000000614,-212.00000000000108,-317.9999999999961,-135.99999999999167,216.00000000000819,7.0000000000014495,-362.99999999999955,,-1072.999999999985
2019.05.06,-239.99999999999577,-207.00000000000162,-279.00000000000705,-90.99999999999665,334.0000000000032,11.999999999989797,-370.00000000000455,,-841.0000000000127
2019.05.06,-219.99999999999798,-196.00000000000728,-299.00000000000483,-89.99999999999008,356.00000000000875,46.999999999997044,-316.0000000000025,,-717.9999999999968
2019.05.06,-246.99999999999721,-221.99999999999997,-248.00000000000378,-159.9999999999935,341.0000000000082,-15.00000000000945,-334.99999999999375,,-885.9999999999894
2019.05.06,-228.00000000000597,-216.0000000000051,-236.99999999999832,-163.99999999999747,269.999999999996,4.000000000004,-295.0000000000017,,-866.0000000000085
2019.05.06,-336.00000000000296,-247.00000000000833,-219.99999999999798,-163.99999999999747,213.99999999999864,-116.00000000000499,-399.9999999999915,,-1269.0000000000045
2019.05.06,-285.9999999999974,-201.00000000000674,-211.00000000000563,-35.999999999991594,269.00000000000546,-6.000000000017103,-334.99999999999375,,-806.0000000000068
2019.05.06,-272.00000000000557,-200.00000000000017,-140.99999999999113,-12.000000000000899,293.99999999999693,8.999999999992347,-296.99999999999704,,-619.0000000000055
2019.05.06,-280.00000000000244,-186.00000000000838,-161.00000000001114,21.00000000000435,237.99999999999955,9.999999999998899,-265.00000000000057,,-623.0000000000198
2019.05.06,-261.0000000000001,-174.00000000000747,-141.99999999999767,30.000000000007798,243.99999999999977,48.99999999998794,-262.00000000000045,,-516.0000000000101
2019.05.06,-251.99999999999667,-173.00000000000094,-161.99999999999548,38.0000000000047,314.00000000000716,86.99999999999264,-268.0000000000007,,-415.9999999999893
2019.05.06,-239.99999999999577,-152.00000000000767,-133.99999999998968,73.00000000000084,362.000000000009,182.99999999999983,-243.99999999999977,,-151.99999999998317
2019.05.06,-258.9999999999981,-135.00000000000733,-55.99999999998939,108.00000000000809,362.99999999999955,211.99999999998997,-257.99999999999557,,-24.99999999999281
2019.05.06,-256.0000000000007,-124.00000000000189,-114.99999999999844,110.00000000001009,484.00000000000887,319.999999999987,-254.0000000000049,,165.00000000000006
2019.05.06,-248.99999999999923,-111.00000000000554,-173.00000000000094,115.00000000000954,510.0000000000051,388.9999999999949,-239.99999999999488,,241.00000000000898
2019.05.06,-258.9999999999981,-108.00000000000809,-147.00000000000824,74.00000000000739,543.9999999999969,390.9999999999858,-280.9999999999917,,213.99999999998397
2019.05.06,-246.00000000000176,-65.99999999999939,-154.0000000000097,97.00000000000264,442.99999999999784,361.9999999999957,-262.999999999991,,172.99999999999432
2019.05.06,-200.99999999999562,-25.00000000000835,-160.00000000000458,81.00000000000884,396.0000000000008,383.99999999998437,-207.9999999999984,,266.9999999999871
2019.05.06,-260.00000000000466,-82.99999999999974,-99.00000000000463,104.00000000000409,408.00000000000125,343.00000000000443,-263.9999999999958,,149.0000000000049
2019.05.06,-258.0000000000027,-71.00000000000995,-103.00000000000864,164.00000000000858,460.00000000000796,357.99999999999164,-259.00000000000034,,290.9999999999866
2019.05.06,-297.9999999999983,-51.000000000001044,-212.99999999999653,154.0000000000097,457.00000000000784,449.9999999999948,-221.9999999999942,,277.0000000000222
2019.05.06,-312.9999999999966,-43.999999999999595,-252.99999999999213,204.00000000000418,528.9999999999964,476.9999999999941,-248.99999999999523,,351.00000000001114
2019.05.06,-297.00000000000284,-32.0000000000098,-262.999999999991,208.00000000000819,537.0000000000061,537.9999999999941,-230.99999999999454,,460.00000000001023
2019.05.06,-292.9999999999988,-36.0000000000027,-295.0000000000008,182.99999999999983,521.0000000000008,587.0000000000042,-170.0000000000017,,497.0000000000008
2019.05.06,-277.000000000005,-19.00000000000235,-319.0000000000026,124.00000000000189,533.0000000000013,646.9999999999976,-140.00000000000057,,548.9999999999901
2019.05.06,-316.0000000000052,-63.00000000000195,-360.9999999999891,100.00000000000009,555.9999999999974,618.9999999999918,-168.99999999999693,,365.99999999999625
2019.05.06,-317.0000000000006,-43.999999999999595,-279.99999999999136,179.00000000000693,576.9999999999982,625.9999999999932,-182.99999999999272,,558.000000000014
2019.05.06,-317.0000000000006,-37.00000000000925,-272.99999999998994,159.00000000000912,608.0000000000041,656.9999999999965,-176.9999999999925,,620.0000000000174
2019.05.06,-331.0000000000035,-60.99999999999994,-255.99999999998957,176.0000000000095,626.0000000000048,556.9999999999853,-271.0000000000008,,440.0000000000058
2019.05.06,-353.0000000000033,-65.00000000000395,-241.00000000000233,245.0000000000063,668.9999999999969,576.9999999999831,-245.00000000000455,,586.9999999999723
2019.05.06,-351.99999999999676,-74.00000000000739,-246.99999999999721,236.00000000000287,629.9999999999955,556.9999999999853,-259.00000000000034,,490.9999999999819
2019.05.06,-321.0000000000046,-42.0000000000087,-245.0000000000063,233.00000000000543,597.999999999999,587.9999999999885,-209.99999999999375,,600.9999999999797
2019.05.06,-309.0000000000037,-65.99999999999939,-235.00000000000742,204.99999999999963,430.0000000000068,458.9999999999872,-194.99999999999318,,288.99999999999005
2019.05.07,-263.0000000000021,-99.00000000000463,-333.0000000000055,73.00000000000084,251.99999999999534,170.00000000000347,-191.0000000000025,,-391.0000000000152
2019.05.07,-226.99999999999943,-3.0000000000085514,-361.9999999999957,120.00000000000898,272.00000000000557,466.9999999999952,-24.00000000000091,,243.00000000000523
2019.05.07,-231.0000000000034,-39.00000000000014,-275.000000000003,145.00000000000622,332.9999999999984,543.999999999989,-96.00000000000364,,380.9999999999834
2019.05.07,-231.99999999999886,-58.000000000002494,-320.00000000000915,142.00000000000878,412.9999999999967,516.9999999999897,-152.9999999999916,,308.99999999999307
2019.05.07,-250.00000000000577,-50.0000000000056,-299.00000000000483,168.00000000000148,474.00000000000375,516.9999999999897,-152.00000000000102,,407.9999999999777
2019.05.07,-265.0000000000041,-47.00000000000814,-278.00000000000045,168.00000000000148,474.00000000000375,558.9999999999984,-185.99999999999284,,424.99999999999807
2019.05.07,-285.00000000000193,-45.000000000006146,-262.999999999991,158.0000000000026,391.00000000000534,578.9999999999961,-186.9999999999976,,348.0000000000074
