date,AUDUSD,empty,sum
2018.10.01,-30.000000000007798,,-30.000000000007798
2018.10.01,-31.000000000003247,,-31.000000000003247
2018.10.01,-26.000000000003798,,-26.000000000003798
2018.10.01,-8.000000000008,,-8.000000000008
2018.10.01,21.999999999999797,,21.999999999999797
2018.10.01,-29.000000000001247,,-29.000000000001247
2018.10.01,-35.00000000000725,,-35.00000000000725
2018.10.01,-38.0000000000047,,-38.0000000000047
2018.10.01,-54.00000000000959,,-54.00000000000959
2018.10.01,-96.00000000000719,,-96.00000000000719
2018.10.01,-28.000000000005798,,-28.000000000005798
2018.10.01,-57.00000000000705,,-57.00000000000705
2018.10.01,-76.0000000000094,,-76.0000000000094
2018.10.01,-78.00000000000028,,-78.00000000000028
2018.10.01,-90.0000000000012,,-90.0000000000012
2018.10.01,-121.00000000000443,,-121.00000000000443
2018.10.01,-159.00000000000912,,-159.00000000000912
2018.10.01,-178.00000000000037,,-178.00000000000037
2018.10.01,-174.00000000000747,,-174.00000000000747
2018.10.01,-178.00000000000037,,-178.00000000000037
2018.10.01,-157.00000000000713,,-157.00000000000713
2018.10.01,-108.00000000000809,,-108.00000000000809
2018.10.01,-95.00000000000064,,-95.00000000000064
2018.10.01,-130.0000000000079,,-130.0000000000079
2018.10.01,-115.00000000000954,,-115.00000000000954
2018.10.01,-46.00000000000159,,-46.00000000000159
2018.10.01,-87.99999999999919,,-87.99999999999919
2018.10.01,-100.00000000000009,,-100.00000000000009
2018.10.01,-67.00000000000594,,-67.00000000000594
2018.10.01,-140.0000000000068,,-140.0000000000068
2018.10.01,-97.00000000000264,,-97.00000000000264
2018.10.01,-70.99999999999883,,-70.99999999999883
2018.10.01,-121.00000000000443,,-121.00000000000443
2018.10.01,-121.00000000000443,,-121.00000000000443
2018.10.01,-113.00000000000753,,-113.00000000000753
2018.10.01,-161.00000000000003,,-161.00000000000003
2018.10.01,-73.00000000000084,,-73.00000000000084
2018.10.01,-62.000000000006494,,-62.000000000006494
2018.10.01,-42.0000000000087,,-42.0000000000087
2018.10.01,-78.00000000000028,,-78.00000000000028
2018.10.01,-65.99999999999939,,-65.99999999999939
2018.10.01,-24.000000000001798,,-24.000000000001798
2018.10.01,-3.0000000000085514,,-3.0000000000085514
2018.10.01,13.999999999991797,,13.999999999991797
2018.10.01,21.999999999999797,,21.999999999999797
2018.10.01,3.999999999992898,,3.999999999992898
2018.10.01,-7.0000000000014495,,-7.0000000000014495
2018.10.01,-34.000000000000696,,-34.000000000000696
2018.10.02,-64.0000000000085,,-64.0000000000085
2018.10.02,-56.0000000000005,,-56.0000000000005
2018.10.02,-40.00000000000669,,-40.00000000000669
2018.10.02,-33.000000000005244,,-33.000000000005244
2018.10.02,-11.00000000000545,,-11.00000000000545
2018.10.02,13.999999999991797,,13.999999999991797
2018.10.02,-4.999999999999449,,-4.999999999999449
2018.10.02,29.000000000001247,,29.000000000001247
2018.10.02,41.9999999999976,,41.9999999999976
2018.10.02,7.9999999999968985,,7.9999999999968985
2018.10.02,-9.00000000000345,,-9.00000000000345
2018.10.02,-14.000000000002899,,-14.000000000002899
2018.10.02,19.999999999997797,,19.999999999997797
2018.10.02,7.9999999999968985,,7.9999999999968985
2018.10.02,21.999999999999797,,21.999999999999797
2018.10.02,13.999999999991797,,13.999999999991797
2018.10.02,-126.0000000000039,,-126.0000000000039
2018.10.02,-296.0000000000074,,-296.0000000000074
2018.10.02,-297.00000000000284,,-297.00000000000284
2018.10.02,-277.000000000005,,-277.000000000005
2018.10.02,-394.00000000000546,,-394.00000000000546
2018.10.02,-392.00000000000347,,-392.00000000000347
2018.10.02,-433.0000000000056,,-433.0000000000056
2018.10.02,-604.0000000000045,,-604.0000000000045
2018.10.02,-625.0000000000089,,-625.0000000000089
2018.10.02,-539.0000000000006,,-539.0000000000006
2018.10.02,-538.0000000000051,,-538.0000000000051
2018.10.02,-578.0000000000007,,-578.0000000000007
2018.10.02,-572.0000000000058,,-572.0000000000058
2018.10.02,-487.0000000000041,,-487.0000000000041
2018.10.02,-501.000000000007,,-501.000000000007
2018.10.02,-492.0000000000035,,-492.0000000000035
2018.10.02,-474.00000000000773,,-474.00000000000773
2018.10.02,-486.00000000000864,,-486.00000000000864
2018.10.02,-420.00000000000927,,-420.00000000000927
2018.10.02,-378.00000000000057,,-378.00000000000057
2018.10.02,-295.0000000000008,,-295.0000000000008
2018.10.02,-297.00000000000284,,-297.00000000000284
2018.10.02,-287.9999999999994,,-287.9999999999994
2018.10.02,-348.00000000000387,,-348.00000000000387
2018.10.02,-372.0000000000057,,-372.0000000000057
2018.10.02,-406.00000000000637,,-406.00000000000637
2018.10.02,-395.0000000000009,,-395.0000000000009
2018.10.02,-385.000000000002,,-385.000000000002
2018.10.02,-408.00000000000836,,-408.00000000000836
2018.10.02,-368.00000000000165,,-368.00000000000165
2018.10.02,-376.00000000000966,,-376.00000000000966
2018.10.02,-398.00000000000944,,-398.00000000000944
2018.10.03,-418.0000000000073,,-418.0000000000073
2018.10.03,-389.000000000006,,-389.000000000006
2018.10.03,-358.0000000000028,,-358.0000000000028
2018.10.03,-374.0000000000077,,-374.0000000000077
2018.10.03,-377.0000000000051,,-377.0000000000051
2018.10.03,-383.0,,-383.0
2018.10.03,-402.00000000000233,,-402.00000000000233
2018.10.03,-468.00000000000176,,-468.00000000000176
2018.10.03,-534.0000000000011,,-534.0000000000011
2018.10.03,-608.0000000000085,,-608.0000000000085
2018.10.03,-426.9999999999996,,-426.9999999999996
2018.10.03,-428.00000000000614,,-428.00000000000614
2018.10.03,-460.00000000000483,,-460.00000000000483
2018.10.03,-495.000000000001,,-495.000000000001
2018.10.03,-508.00000000000847,,-508.00000000000847
2018.10.03,-514.0000000000033,,-514.0000000000033
2018.10.03,-491.0000000000081,,-491.0000000000081
2018.10.03,-453.0000000000034,,-453.0000000000034
2018.10.03,-476.0000000000098,,-476.0000000000098
2018.10.03,-502.00000000000244,,-502.00000000000244
2018.10.03,-573.0000000000013,,-573.0000000000013
2018.10.03,-626.9999999999998,,-626.9999999999998
2018.10.03,-679.0000000000074,,-679.0000000000074
2018.10.03,-665.0000000000044,,-665.0000000000044
2018.10.03,-742.0000000000093,,-742.0000000000093
2018.10.03,-731.9999999999993,,-731.9999999999993
2018.10.03,-761.0000000000006,,-761.0000000000006
2018.10.03,-759.0000000000097,,-759.0000000000097
2018.10.03,-796.0000000000078,,-796.0000000000078
2018.10.03,-778.0000000000009,,-778.0000000000009
2018.10.03,-827.0,,-827.0
2018.10.03,-809.0000000000042,,-809.0000000000042
2018.10.03,-818.0000000000076,,-818.0000000000076
2018.10.03,-808.0000000000088,,-808.0000000000088
2018.10.03,-851.0000000000017,,-851.0000000000017
2018.10.03,-836.0000000000034,,-836.0000000000034
2018.10.03,-870.9999999999995,,-870.9999999999995
2018.10.03,-903.0000000000093,,-903.0000000000093
2018.10.03,-907.0000000000023,,-907.0000000000023
2018.10.03,-1009.0000000000043,,-1009.0000000000043
2018.10.03,-1057.000000000008,,-1057.000000000008
2018.10.03,-1005.0000000000003,,-1005.0000000000003
2018.10.03,-1058.0000000000034,,-1058.0000000000034
2018.10.03,-1065.0000000000048,,-1065.0000000000048
2018.10.03,-1113.0000000000084,,-1113.0000000000084
2018.10.03,-1082.0000000000052,,-1082.0000000000052
2018.10.03,-1131.9999999999998,,-1131.9999999999998
2018.10.03,-1233.0000000000064,,-1233.0000000000064
2018.10.04,-1246.0000000000027,,-1246.0000000000027
2018.10.04,-1208.000000000009,,-1208.000000000009
2018.10.04,-1197.999999999999,,-1197.999999999999
2018.10.04,-1211.0000000000066,,-1211.0000000000066
2018.10.04,-1266.0000000000005,,-1266.0000000000005
2018.10.04,-1316.0000000000061,,-1316.0000000000061
2018.10.04,-1319.0000000000034,,-1319.0000000000034
2018.10.04,-1323.0000000000075,,-1323.0000000000075
2018.10.04,-1319.0000000000034,,-1319.0000000000034
2018.10.04,-1341.9999999999986,,-1341.9999999999986
2018.10.04,-1341.9999999999986,,-1341.9999999999986
2018.10.04,-1326.000000000005,,-1326.000000000005
