date,AUDUSD,empty,sum
2018.10.01,-23.00000000000635,,-23.00000000000635
2018.10.01,-20.0000000000089,,-20.0000000000089
2018.10.01,-9.00000000000345,,-9.00000000000345
2018.10.01,46.999999999997044,,46.999999999997044
2018.10.01,43.999999999999595,,43.999999999999595
2018.10.01,-15.00000000000945,,-15.00000000000945
2018.10.01,-26.000000000003798,,-26.000000000003798
2018.10.01,-26.999999999999247,,-26.999999999999247
2018.10.01,-46.00000000000159,,-46.00000000000159
2018.10.01,-24.000000000001798,,-24.000000000001798
2018.10.01,-12.000000000000899,,-12.000000000000899
2018.10.01,-55.000000000005045,,-55.000000000005045
2018.10.01,-70.0000000000034,,-70.0000000000034
2018.10.01,-65.99999999999939,,-65.99999999999939
2018.10.01,-84.0000000000063,,-84.0000000000063
2018.10.01,-109.99999999999899,,-109.99999999999899
2018.10.01,-142.00000000000878,,-142.00000000000878
2018.10.01,-162.0000000000066,,-162.0000000000066
2018.10.01,-124.00000000000189,,-124.00000000000189
2018.10.01,-131.00000000000333,,-131.00000000000333
2018.10.01,-104.99999999999955,,-104.99999999999955
2018.10.01,-50.0000000000056,,-50.0000000000056
2018.10.01,-94.00000000000519,,-94.00000000000519
2018.10.01,-103.00000000000864,,-103.00000000000864
2018.10.01,-46.00000000000159,,-46.00000000000159
2018.10.01,-31.000000000003247,,-31.000000000003247
2018.10.01,-64.0000000000085,,-64.0000000000085
2018.10.01,-53.00000000000304,,-53.00000000000304
2018.10.01,-55.000000000005045,,-55.000000000005045
2018.10.01,-86.0000000000083,,-86.0000000000083
2018.10.01,-65.99999999999939,,-65.99999999999939
2018.10.01,-26.000000000003798,,-26.000000000003798
2018.10.01,-97.00000000000264,,-97.00000000000264
2018.10.01,-90.0000000000012,,-90.0000000000012
2018.10.01,-111.00000000000554,,-111.00000000000554
2018.10.01,-50.0000000000056,,-50.0000000000056
2018.10.01,-18.0000000000069,,-18.0000000000069
2018.10.01,-34.000000000000696,,-34.000000000000696
2018.10.01,-16.0000000000049,,-16.0000000000049
