date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,AUDCAD,empty,sum
2015.07.20,-28.999999999990145,24.000000000001798,-43.00000000000637,7.999999999985796,-58.99999999999794,28.000000000005798,57.99999999998029,-58.000000000021146,23.00000000000635,-3.0000000000085514,-18.999999999991246,-51.9999999999925,-14.000000000010004,-2.0000000000131024,-143.99999999998857,-15.000000000000568,-49.000000000006594,-40.99999999999105,,-387.00000000003774
2015.07.20,5.000000000010552,16.000000000016,-97.00000000000841,60.99999999999994,-39.999999999995595,19.00000000000235,29.999999999996696,-116.00000000001387,12.000000000000899,-1.0000000000065512,-19.999999999997797,-195.99999999999795,-92.00000000001296,-87.99999999999919,-181.9999999999933,-25.000000000005684,9.000000000000341,3.0000000000085514,,-701.999999999996
2015.07.20,80.99999999999774,-82.00000000000429,-61.99999999999761,7.999999999985796,6.0000000000060005,80.99999999999774,57.99999999998029,-198.0000000000075,29.999999999996696,21.999999999999797,-56.99999999999594,-236.99999999999477,-170.00000000001592,-140.0000000000068,-238.99999999998923,-51.00000000000193,45.99999999999227,17.000000000000348,,-887.0000000000573
2015.07.20,49.00000000001015,-49.99999999999449,-54.000000000002046,32.999999999994145,-0.999999999995449,100.99999999999554,31.999999999987594,-192.00000000000728,14.999999999998348,13.999999999991797,-54.999999999993946,-177.99999999999727,-118.00000000002342,-130.0000000000079,-214.00000000000307,-21.000000000000796,18.999999999991246,20.0000000000089,,-730.000000000048
2015.07.20,69.00000000000794,16.000000000016,-94.99999999999886,89.99999999999008,-62.99999999999084,34.99999999999615,129.00000000000134,-156.0000000000059,26.999999999999247,-4.999999999999449,-2.999999999997449,-271.99999999999136,-84.00000000000318,-108.00000000001918,-252.99999999999213,-19.99999999999602,-22.00000000000557,-8.999999999992347,,-723.9999999999816
2015.07.20,28.000000000005798,38.0000000000047,-106.99999999999932,114.99999999999844,-92.99999999999864,-17.000000000000348,259.9999999999936,-25.000000000005684,99.00000000000463,42.999999999993044,-7.9999999999968985,-234.00000000000887,-67.00000000000728,-103.00000000000864,-285.99999999998624,-10.99999999999568,-50.00000000001137,-34.99999999999615,,-453.00000000001484
2015.07.20,49.99999999999449,33.00000000001635,-76.99999999999818,124.99999999999733,-86.99999999999264,-26.999999999999247,149.9999999999835,-111.00000000001842,28.000000000005798,-15.00000000000945,-1.999999999990898,-211.00000000001273,-40.000000000020464,-120.00000000000898,-279.99999999999136,18.999999999991246,-68.00000000001205,-21.999999999999797,,-655.0000000000655
2015.07.20,66.99999999999484,7.0000000000014495,-70.00000000000739,73.99999999999629,-51.000000000001044,48.000000000003595,153.9999999999875,-116.00000000001387,50.0000000000056,26.999999999999247,-11.999999999989797,-225.9999999999991,-70.0000000000216,-101.00000000001774,-237.99999999998266,-12.000000000000455,-26.00000000001046,-5.999999999994898,,-501.0000000000505
2015.07.20,-31.000000000003247,73.99999999999629,-96.00000000000364,129.00000000000134,-93.99999999999409,116.00000000000499,114.99999999999844,-97.00000000000841,45.000000000006146,2.999999999997449,-11.999999999989797,-147.99999999999613,-8.000000000009777,-70.0000000000145,-231.99999999998778,9.999999999990905,-58.000000000006935,-22.999999999995246,,-377.000000000014
2015.07.20,-112.99999999998533,114.0000000000141,-125.0,126.99999999998823,-251.99999999999667,-24.999999999997247,95.999999999985,-73.0000000000075,75.00000000000284,-121.99999999999989,-21.999999999999797,-90.00000000000341,7.999999999981355,-16.000000000016,-495.000000000001,-16.999999999995907,-231.99999999999932,-227.99999999999488,,-1390.0000000000255
