date,USDCHF,EURUSD,EURCAD,empty,sum
2018.11.05,-45.99999999999049,0.0,-246.00000000001288,,-292.00000000000335
2018.11.05,-44.99999999998394,21.999999999988695,-251.00000000000122,,-273.9999999999965
2018.11.05,-59.99999999999339,46.999999999997044,-283.99999999999534,,-296.9999999999917
2018.11.05,2.999999999997449,112.99999999998533,-286.00000000000847,,-170.0000000000257
2018.11.05,-61.99999999998429,85.00000000000173,-285.00000000000193,,-261.9999999999845
2018.11.05,-72.99999999998974,73.99999999999629,-297.0000000000139,,-296.0000000000074
2018.11.05,-97.9999999999981,41.000000000002146,-269.00000000000813,,-326.0000000000041
2018.11.05,-121.99999999999989,-9.000000000014552,-258.0000000000027,,-389.0000000000171
2018.11.05,-134.99999999999625,1.0000000000065512,-251.00000000000122,,-384.9999999999909
2018.11.05,-167.9999999999904,-21.00000000000435,-235.00000000000742,,-424.00000000000216
2018.11.05,-173.00000000000094,-19.00000000001345,-243.99999999999977,,-436.00000000001415
2018.11.05,-190.99999999998562,-29.00000000001235,-234.00000000000088,,-453.99999999999886
2018.11.05,-194.99999999998963,-26.999999999999247,-215.00000000000963,,-436.9999999999985
2018.11.05,-201.99999999999108,-19.999999999997797,-224.000000000002,,-445.99999999999085
2018.11.05,-200.99999999998454,-17.000000000000348,-297.0000000000139,,-514.9999999999989
2018.11.05,-173.00000000000094,9.999999999998899,-290.00000000001245,,-453.0000000000145
2018.11.05,-168.99999999999693,36.999999999998145,-306.00000000000625,,-438.000000000005
2018.11.05,-173.00000000000094,24.999999999986144,-317.0000000000117,,-465.0000000000265
2018.11.05,-180.99999999998673,8.999999999992347,-357.00000000000733,,-529.0000000000017
2018.11.05,-184.99999999999073,-82.00000000000429,-339.0000000000004,,-605.9999999999955
2018.11.05,-175.99999999999838,-69.00000000000794,-266.999999999995,,-512.0000000000014
2018.11.05,-231.0000000000034,-55.000000000005045,-300.99999999999574,,-587.0000000000042
2018.11.05,-229.99999999999687,-95.00000000000064,-209.9999999999991,,-534.9999999999966
2018.11.05,-273.9999999999965,-112.000000000001,-136.00000000000279,,-522.0000000000002
2018.11.05,-272.00000000000557,-63.000000000013046,-164.00000000000858,,-499.0000000000272
2018.11.05,-241.00000000000233,-89.00000000000574,-144.0000000000108,,-474.0000000000189
2018.11.05,-286.99999999999284,-154.0000000000097,-129.00000000000134,,-570.0000000000039
2018.11.05,-429.99999999999704,-205.99999999999508,-26.999999999999247,,-662.9999999999914
2018.11.05,-392.9999999999989,-192.99999999999872,38.99999999998904,,-547.0000000000085
2018.11.05,-427.99999999998397,-327.00000000001063,52.99999999999194,,-702.0000000000026
2018.11.05,-392.9999999999989,-207.00000000000162,42.999999999993044,,-557.0000000000075
2018.11.05,-322.00000000000006,-148.00000000001478,21.999999999988695,,-448.00000000002615
2018.11.05,-258.0000000000027,-80.00000000001339,51.000000000001044,,-287.000000000015
2018.11.05,-207.00000000000162,28.999999999990145,-31.000000000003247,,-209.00000000001472
2018.11.05,-192.99999999999872,82.00000000000429,-175.99999999999838,,-286.99999999999284
2018.11.05,-268.9999999999859,85.00000000000173,-177.00000000000495,,-360.9999999999891
2018.11.05,-266.999999999995,124.99999999999733,-363.0000000000022,,-504.9999999999999
2018.11.05,-295.99999999998516,68.00000000000139,-351.0000000000124,,-578.9999999999961
2018.11.05,-306.9999999999906,46.999999999997044,-388.9999999999949,,-648.9999999999884
2018.11.05,-241.00000000000233,92.99999999998754,-462.0000000000068,,-610.0000000000216
2018.11.05,-228.99999999999034,89.00000000000574,-529.0000000000017,,-668.9999999999864
2018.11.05,-130.99999999999224,263.99999999999756,-673.0000000000125,,-540.0000000000072
2018.11.05,-140.99999999999113,285.00000000000193,-719.000000000003,,-574.9999999999922
2018.11.05,-164.99999999999292,272.00000000000557,-651.0000000000016,,-543.999999999989
2018.11.05,-184.99999999999073,226.99999999999943,-636.9999999999986,,-594.99999999999
2018.11.05,-182.99999999999983,221.00000000000452,-548.0000000000151,,-510.00000000001046
2018.11.05,-182.99999999999983,207.99999999998596,-519.0000000000028,,-494.0000000000167
2018.11.05,-200.99999999998454,208.99999999999253,-531.0000000000148,,-523.0000000000068
2018.11.06,-198.99999999999363,209.9999999999991,-561.0000000000115,,-550.000000000006
2018.11.06,-198.99999999999363,205.99999999999508,-563.0000000000024,,-556.0000000000009
2018.11.06,-194.0000000000053,205.99999999999508,-553.0000000000035,,-541.0000000000138
2018.11.06,-192.99999999999872,225.99999999999287,-570.0000000000039,,-537.0000000000098
2018.11.06,-192.99999999999872,218.99999999999142,-607.0000000000019,,-581.0000000000092
2018.11.06,-197.00000000000273,226.99999999999943,-621.0000000000049,,-591.0000000000082
2018.11.06,-208.99999999999253,238.0000000000049,-624.0000000000023,,-594.9999999999899
2018.11.06,-228.99999999999034,197.00000000000273,-587.0000000000042,,-618.9999999999918
2018.11.06,-225.99999999999287,198.99999999999363,-555.0000000000166,,-582.0000000000158
2018.11.06,-222.99999999999542,194.0000000000053,-577.0000000000052,,-605.9999999999953
2018.11.06,-218.99999999999142,217.99999999998488,-598.0000000000097,,-599.0000000000161
2018.11.06,-238.0000000000049,192.99999999999872,-563.0000000000024,,-608.0000000000085
2018.11.06,-293.99999999999426,133.99999999998968,-547.0000000000086,,-707.0000000000132
2018.11.06,-290.9999999999968,133.99999999998968,-500.00000000001154,,-657.0000000000186
2018.11.06,-278.00000000000045,140.0000000000068,-517.9999999999962,,-655.9999999999899
2018.11.06,-239.99999999999577,164.99999999999292,-490.999999999997,,-565.9999999999998
2018.11.06,-239.99999999999577,164.99999999999292,-497.0000000000141,,-572.0000000000169
2018.11.06,-194.99999999998963,204.99999999998852,-602.999999999998,,-592.9999999999991
2018.11.06,-175.99999999999838,224.000000000002,-717.9999999999964,,-669.9999999999927
2018.11.06,-198.99999999999363,175.99999999999838,-663.999999999998,,-686.9999999999932
2018.11.06,-166.99999999998383,218.99999999999142,-785.9999999999978,,-733.9999999999902
2018.11.06,-197.99999999998707,251.00000000000122,-727.0000000000109,,-673.9999999999968
2018.11.06,-180.0000000000024,314.99999999999864,-754.0000000000102,,-619.000000000014
2018.11.06,-212.99999999999653,184.00000000000637,-723.0000000000069,,-751.999999999997
