date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.03.23,-453.99999999999886,-385.99999999999744,-402.000000000001,1059.00000000001,607.0000000000019,434.9999999999965,668.0000000000019,17.000000000000348,19.99999999999602,182.99999999999983,390.99999999999693,427.99999999999505,824.0000000000123,288.99999999998374,10.99999999999568,516.0000000000053,1394.0000000000064,274.9999999999915,290.00000000000136,115.99999999999389,-330.9999999999924,,5949.999999999999
2020.03.23,-390.99999999999693,-346.9999999999862,-290.00000000000625,1330.0000000000089,873.0000000000016,583.0000000000002,873.0000000000126,51.000000000001044,49.99999999999716,356.9999999999962,690.9999999999972,654.9999999999944,1125.0,862.0000000000072,84.99999999999375,863.9999999999981,2251.000000000003,479.99999999998977,514.9999999999987,151.9999999999966,-426.9999999999996,,10342.000000000005
2020.03.23,-297.9999999999983,-148.99999999999915,-54.000000000002046,1222.9999999999964,635.0000000000077,512.0000000000014,839.9999999999964,-52.000000000007596,174.99999999999716,368.9999999999971,516.0000000000053,670.9999999999993,1221.0000000000036,539.999999999985,114.99999999999488,1005.9999999999958,1910.9999999999961,585.9999999999985,261.0000000000001,134.99999999999625,-194.99999999998963,,9967.999999999973
2020.03.23,-122.99999999999534,-48.99999999998794,390.99999999999113,1144.999999999996,492.999999999999,507.9999999999973,492.0000000000035,31.000000000003247,442.0000000000073,456.9999999999963,485.99999999999756,300.99999999999574,1115.9999999999854,978.0000000000122,462.0000000000033,1044.0000000000005,1570.0000000000048,848.9999999999895,80.99999999999774,158.99999999999804,58.000000000002494,,10890.999999999998
2020.03.23,-234.99999999999633,-147.99999999999258,302.99999999999727,929.000000000002,492.0000000000035,370.00000000000364,225.99999999999287,2.999999999997449,481.00000000000875,273.000000000001,421.0000000000047,123.99999999999079,854.0000000000134,1128.99999999998,477.00000000000387,687.9999999999998,1383.000000000001,676.0000000000019,231.0000000000034,83.9999999999952,-140.99999999999113,,8620.00000000002
2020.03.23,-251.99999999999667,-157.99999999999147,244.99999999999034,1151.0000000000132,804.0000000000047,729.0000000000018,565.9999999999999,15.999999999993797,432.00000000000216,373.99999999999653,711.000000000006,357.99999999999164,1156.000000000006,1642.00000000001,429.9999999999926,897.9999999999987,2361.9999999999973,754.9999999999955,523.0000000000068,480.0000000000027,-41.99999999998649,,13180.000000000033
2020.03.23,-226.00000000000398,-158.99999999999804,265.00000000000057,1029.0000000000132,980.0000000000031,745.0000000000068,652.0000000000082,31.000000000003247,421.0000000000065,331.999999999999,890.9999999999974,448.9999999999994,1293.0000000000064,2083.9999999999745,445.99999999999795,814.999999999988,3007.000000000004,703.000000000003,841.9999999999983,576.9999999999942,-323.99999999999096,,14853.000000000011
2020.03.23,39.00000000000014,236.00000000001398,406.9999999999965,773.0000000000015,524.0000000000023,404.0000000000044,683.9999999999957,-73.99999999999629,262.00000000000045,380.999999999998,585.9999999999976,566.9999999999953,1126.0000000000048,1032.0000000000107,182.00000000000216,1106.000000000007,2262.0000000000086,670.0000000000017,338.00000000000495,219.99999999999798,-176.99999999998272,,11548.000000000065
2020.03.23,56.99999999999594,219.00000000001364,572.9999999999933,706.0000000000066,441.99999999999795,324.00000000000205,422.00000000001125,-46.999999999997044,415.9999999999968,367.99999999999056,524.9999999999977,369.99999999999255,1010.9999999999957,1194.0000000000061,353.9999999999992,1007.9999999999867,1940.9999999999927,740.9999999999997,277.000000000005,141.00000000000225,-163.9999999999864,,10878.000000000002
2020.03.23,195.00000000000074,351.99999999999676,707.9999999999984,669.0000000000085,458.00000000000284,392.00000000000347,541.9999999999981,-31.000000000003247,370.00000000000455,446.9999999999974,611.000000000006,425.99999999999307,1135.9999999999957,1331.9999999999777,355.000000000004,1158.9999999999989,2231.9999999999895,817.9999999999978,321.0000000000046,248.99999999999923,-95.00000000000064,,12645.999999999975
