date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.03.23,-456.00000000000085,-394.9999999999898,-460.9999999999985,0.0,-15.999999999993797,0.0,-11.999999999989797,-120.99999999999334,-81.99999999999363,-60.00000000000449,-20.999999999993246,-49.000000000006594,-93.99999999999409,-111.0000000000042,-29.00000000001235,0.0,-12.000000000000455,-23.000000000010346,-24.999999999997247,-14.000000000002899,-501.9999999999802,,-2482.999999999966
2020.03.23,-607.0000000000019,-581.9999999999936,-466.99999999999875,951.000000000013,491.0000000000081,383.0,341.99999999999784,-42.999999999993044,-100.99999999999909,152.99999999999204,274.00000000000756,520.9999999999866,-180.00000000002458,-114.00000000000432,333.9999999999899,868.000000000002,173.99999999999238,327.99999999999585,158.0000000000026,43.999999999999595,-451.99999999998573,,2474.9999999999864
2020.03.23,-478.0000000000006,-351.99999999999676,-302.99999999999727,1110.9999999999952,535.0000000000077,448.000000000004,733.0000000000059,-120.00000000000898,33.00000000000125,230.99999999999233,370.9999999999991,986.9999999999948,-119.99999999998678,4.9999999999954525,642.9999999999936,1604.0000000000055,423.9999999999924,552.9999999999973,117.00000000000044,17.000000000000348,-451.0000000000014,,5987.999999999992
2020.03.23,-331.0000000000035,-224.99999999998633,-141.00000000000534,870.0000000000152,241.00000000000233,231.99999999999886,-114.99999999999844,-72.0000000000054,85.00000000000796,218.99999999999142,226.00000000000398,343.9999999999941,65.99999999998829,7.999999999995566,635.9999999999922,886.000000000009,375.0,427.99999999999727,-169.99999999999238,-139.00000000000023,-310.9999999999946,,3112.00000000001
2020.03.23,-246.00000000000176,-170.00000000000347,201.99999999999818,927.9999999999955,216.0000000000051,162.0000000000066,174.00000000000747,-63.99999999999739,367.00000000000443,273.000000000001,175.99999999999838,853.0000000000086,-62.000000000006494,319.9999999999932,631.0000000000038,723.9999999999914,673.0000000000018,467.9999999999964,-300.99999999999574,-334.00000000000097,-261.0000000000001,,4729.000000000006
2020.03.23,-434.9999999999965,-358.9999999999982,0.999999999990564,870.9999999999995,448.9999999999994,346.0000000000019,170.00000000000347,-93.99999999999409,100.99999999999909,156.00000000000057,326.0000000000041,800.0000000000114,673.9999999999746,42.00000000000159,412.9999999999967,1190.0000000000023,524.0000000000009,657.9999999999941,150.00000000000568,12.000000000000899,-186.99999999998164,,5808.0000000000155
2020.03.23,-368.00000000000165,-249.99999999999466,52.99999999999727,953.0000000000039,658.9999999999985,568.9999999999973,370.00000000000364,-51.000000000001044,280.00000000000114,322.9999999999955,565.9999999999999,909.9999999999966,1319.999999999988,281.9999999999965,653.999999999999,1987.9999999999898,667.9999999999922,879.9999999999955,304.00000000000426,185.99999999999727,-410.99999999998363,,9884.999999999973
2020.03.23,-246.99999999999721,-181.9999999999933,203.99999999999352,626.0000000000155,492.0000000000035,363.0000000000022,443.99999999999994,-86.99999999999264,230.00000000000398,182.99999999999983,556.0000000000009,1045.9999999999923,964.0000000000093,173.00000000000182,453.99999999999886,2130.999999999994,536.9999999999919,821.9999999999957,329.999999999997,136.00000000000279,-430.9999999999814,,8744.000000000038
2020.03.23,-2.000000000002,184.00000000000637,403.99999999999636,517.9999999999962,339.0000000000004,241.99999999999778,363.0000000000022,-93.99999999999409,262.00000000000045,306.9999999999906,404.99999999999983,955.9999999999889,755.9999999999789,185.99999999999284,892.9999999999883,1767.9999999999918,607.9999999999899,689.0,177.00000000000495,56.99999999999594,-310.9999999999946,,8706.99999999993
2020.03.23,51.000000000001044,197.00000000000273,542.9999999999922,661.0000000000005,404.99999999999983,314.99999999999864,412.00000000001234,-62.000000000006494,362.99999999999955,362.99999999999113,496.00000000000756,960.000000000008,1053.000000000015,319.0000000000026,968.9999999999976,1832.9999999999957,716.9999999999987,794.9999999999945,200.00000000000017,112.000000000001,-396.9999999999807,,10305.000000000033
