date,GBPUSD,AUDUSD,EURCHF,NZDCHF,EURAUD,EURNZD,empty,sum
2017.04.03,-62.000000000006494,-12.000000000000899,-71.99999999998319,0.0,-117.00000000001154,-130.0000000000079,,-393.00000000001
2017.04.03,-75.00000000000284,15.999999999993797,-70.99999999999883,94.00000000000519,-147.00000000000824,-161.00000000001114,,-344.00000000002206
2017.04.03,-103.00000000000864,41.000000000002146,-112.99999999998533,168.00000000000148,-188.00000000001037,-133.00000000000534,,-328.000000000006
2017.04.03,-134.00000000001188,87.99999999999919,-109.00000000000354,129.9999999999968,-173.00000000000094,-292.00000000000335,,-490.00000000002376
2017.04.03,-96.99999999999153,90.0000000000012,-123.99999999999079,109.99999999999899,-221.00000000000452,-331.999999999999,,-573.9999999999857
2017.04.03,4.000000000004,46.999999999997044,-127.99999999999478,114.99999999999844,-283.000000000011,-319.0000000000026,,-564.000000000009
2017.04.03,-15.00000000000945,46.00000000000159,-125.99999999998168,95.00000000000064,-334.9999999999964,-351.0000000000124,,-685.9999999999977
2017.04.03,14.000000000002899,70.99999999999883,-122.99999999998423,119.99999999999788,-297.9999999999983,-310.0000000000103,,-525.9999999999932
2017.04.03,-15.999999999993797,85.99999999999719,-105.99999999998388,153.00000000000313,-287.9999999999994,-208.00000000000819,,-378.99999999998494
2017.04.03,41.000000000002146,-70.99999999999883,-127.99999999999478,121.00000000000443,-595.0000000000122,-313.00000000000773,,-945.0000000000069
2017.04.03,55.99999999998939,-131.00000000000333,-129.00000000000134,112.000000000001,-728.0000000000175,-335.00000000001864,,-1155.0000000000505
2017.04.03,-7.0000000000014495,-111.00000000000554,-125.99999999998168,146.00000000000168,-701.0000000000183,-270.00000000001467,,-1069.00000000002
2017.04.03,-39.00000000001125,-128.00000000000588,-113.99999999999189,134.99999999999625,-727.0000000000109,-275.000000000003,,-1148.0000000000266
2017.04.03,-18.999999999991246,-128.00000000000588,-92.99999999998754,112.99999999999643,-724.9999999999978,-292.00000000000335,,-1143.9999999999893
2017.04.03,-11.00000000000545,-184.00000000000637,-82.99999999998863,56.0000000000005,-812.0000000000127,-391.000000000008,,-1425.0000000000207
2017.04.03,-8.000000000008,-224.9999999999974,-88.99999999998354,44.99999999999504,-909.0000000000042,-441.0000000000025,,-1627.0000000000007
2017.04.03,-119.00000000000244,-241.00000000000233,-97.9999999999981,9.00000000000345,-953.0000000000039,-514.0000000000144,,-1916.0000000000177
2017.04.03,-103.99999999999298,-228.00000000000597,-85.99999999998609,-66.99999999999484,-911.0000000000174,-669.0000000000085,,-2065.000000000006
2017.04.03,-45.000000000006146,-262.00000000000665,-89.99999999999008,-68.00000000000139,-902.0000000000028,-665.0000000000044,,-2032.0000000000114
2017.04.03,-59.000000000009045,-212.00000000000108,-66.99999999999484,-46.999999999997044,-772.0000000000172,-589.0000000000173,,-1746.0000000000364
2017.04.03,55.99999999998939,-282.0000000000045,-78.99999999998464,-88.99999999999464,-899.0000000000053,-689.0000000000063,,-1982.000000000006
2017.04.03,100.99999999999554,-211.00000000000563,-121.99999999999989,-65.99999999999939,-748.9999999999997,-618.0000000000074,,-1665.0000000000164
2017.04.03,55.000000000005045,-250.00000000000577,-117.99999999999588,-65.00000000000395,-852.0000000000083,-645.0000000000067,,-1875.0000000000155
2017.04.03,140.99999999999113,-326.0000000000041,-92.99999999998754,-63.00000000000195,-999.0000000000166,-605.0000000000111,,-1945.0000000000302
2017.04.03,320.00000000000915,-294.00000000000534,-75.00000000000284,-26.999999999999247,-936.0000000000035,-565.9999999999999,,-1578.0000000000018
2017.04.03,190.00000000000128,-246.99999999999721,-102.99999999998644,27.999999999994696,-777.0000000000055,-403.00000000002,,-1312.0000000000132
2017.04.03,123.99999999999079,-229.99999999999687,-104.99999999999955,95.00000000000064,-656.0000000000122,-329.00000000000153,,-1101.0000000000186
2017.04.03,262.00000000000665,-226.99999999999943,-125.99999999998168,114.00000000000298,-614.0000000000034,-297.0000000000139,,-887.9999999999889
2017.04.03,381.0000000000091,-217.0000000000005,-75.99999999998718,124.99999999999733,-573.0000000000013,-229.00000000001253,,-588.999999999995
2017.04.03,385.99999999999744,-231.99999999999886,-71.99999999998319,127.99999999999478,-606.0000000000176,-236.00000000001398,,-632.0000000000214
2017.04.03,370.00000000000364,-190.00000000000128,-54.99999999998284,75.9999999999983,-615.00000000001,-260.0000000000158,,-674.000000000008
2017.04.03,462.0000000000068,-126.99999999999933,-18.999999999991246,51.000000000001044,-568.000000000013,-270.99999999999903,,-471.9999999999947
2017.04.03,479.99999999999153,-109.99999999999899,-54.99999999998284,60.99999999999994,-478.0000000000006,-326.0000000000041,,-427.99999999999505
2017.04.03,363.0000000000022,-128.00000000000588,-82.99999999998863,41.9999999999976,-529.0000000000017,-357.00000000000733,,-692.0000000000038
2017.04.03,262.00000000000665,-190.00000000000128,-105.99999999998388,-7.9999999999968985,-729.0000000000018,-523.0000000000068,,-1293.999999999984
2017.04.03,279.00000000000705,-261.0000000000001,-88.99999999998354,87.99999999999919,-682.0000000000048,-327.00000000001063,,-991.9999999999927
2017.04.03,578.9999999999961,-267.00000000000614,-78.99999999998464,144.99999999999514,-628.0000000000064,-176.00000000002058,,-426.0000000000265
2017.04.03,564.9999999999933,-256.0000000000007,-72.99999999998974,85.99999999999719,-651.0000000000016,-321.0000000000157,,-650.0000000000173
2017.04.03,524.9999999999977,-265.99999999999955,-66.99999999999484,70.99999999999883,-761.0000000000117,-353.0000000000033,,-851.0000000000128
2017.04.03,577.0000000000052,-262.00000000000665,-66.99999999999484,85.00000000000173,-717.000000000012,-317.0000000000117,,-701.0000000000183
2017.04.03,642.9999999999936,-248.00000000000378,-68.00000000000139,51.99999999999649,-821.000000000005,-396.00000000001853,,-838.0000000000385
2017.04.03,658.9999999999874,-256.0000000000007,-82.99999999998863,50.0000000000056,-829.0000000000131,-392.00000000001455,,-851.000000000024
2017.04.03,609.9999999999994,-258.0000000000027,-86.99999999999264,72.0000000000054,-863.0000000000138,-369.0000000000193,,-895.0000000000236
2017.04.03,642.9999999999936,-246.99999999999721,-59.99999999999339,75.9999999999983,-792.9999999999993,-329.00000000000153,,-709.9999999999995
2017.04.03,661.0000000000005,-257.0000000000072,-58.000000000002494,82.00000000000429,-775.9999999999989,-310.0000000000103,,-658.0000000000141
2017.04.03,608.0000000000085,-212.00000000000108,-71.99999999998319,82.00000000000429,-768.0000000000131,-339.0000000000004,,-700.999999999985
2017.04.03,578.9999999999961,-197.00000000000273,-95.00000000000064,99.00000000000463,-780.000000000003,-301.0000000000179,,-695.0000000000234
2017.04.03,564.000000000009,-201.00000000000674,-75.00000000000284,166.99999999999494,-778.9999999999964,-159.00000000002024,,-483.0000000000222
2017.04.04,557.9999999999918,-219.00000000000253,-64.99999999998174,144.99999999999514,-703.0000000000092,-58.000000000002494,,-342.000000000009
2017.04.04,574.0000000000078,-223.00000000000654,-52.99999999999194,183.99999999999528,-741.9999999999982,-36.0000000000138,,-296.00000000000733
