date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,EURCAD,EURAUD,CADJPY,AUDJPY,NZDCAD,empty,sum
2017.03.27,1.0000000000065512,46.999999999997044,36.999999999998145,17.999999999995797,15.999999999993797,5.999999999994898,26.999999999999247,35.00000000000725,87.99999999999919,231.99999999999932,-42.0000000000087,40.0000000000178,-63.99999999999739,-72.00000000000273,-103.9999999999992,-68.00000000000139,,196.99999999999963
2017.03.27,-28.999999999990145,-9.000000000014552,-14.999999999987246,7.0000000000014495,59.99999999999339,52.99999999999194,-39.00000000000014,13.00000000000745,166.99999999999494,140.99999999999113,14.000000000002899,66.00000000001049,-181.9999999999933,-67.99999999999784,-40.00000000000625,26.999999999999247,,166.00000000000347
2017.03.27,-78.00000000000028,-32.0000000000098,-12.999999999996348,-12.999999999996348,35.999999999991594,53.999999999998494,-4.999999999999449,-45.99999999999049,107.00000000000153,40.99999999999682,-55.000000000005045,106.00000000000608,-248.00000000000378,37.9999999999967,92.99999999998931,7.9999999999968985,,-7.000000000024134
2017.03.27,-241.00000000000233,-160.00000000000458,-211.00000000000563,-26.999999999999247,81.9999999999932,102.00000000000209,-58.000000000002494,-126.99999999999933,92.99999999999864,-74.99999999998863,-19.999999999997797,60.99999999999994,-443.99999999999994,75.9999999999934,289.99999999999204,-75.9999999999983,,-735.000000000019
2017.03.27,-270.99999999999903,-131.00000000001444,-208.99999999999253,-43.999999999999595,83.9999999999952,139.9999999999846,-58.99999999999794,-139.00000000000023,100.00000000000009,-52.99999999999727,-72.0000000000054,26.999999999999247,-449.0000000000105,81.00000000000307,311.9999999999976,-68.99999999999685,,-752.0000000000339
2017.03.27,-231.0000000000034,-133.00000000000534,-244.9999999999841,7.0000000000014495,134.0000000000008,96.99999999999153,-85.00000000000173,-86.99999999999264,151.00000000000114,-110.99999999999,31.999999999987594,-14.999999999987246,-353.0000000000033,64.99999999999773,263.9999999999958,-29.999999999996696,,-539.9999999999884
2017.03.27,-204.00000000000418,-81.00000000001995,-131.99999999999878,-38.0000000000047,185.99999999999727,105.99999999998388,-43.999999999999595,-110.99999999999443,222.99999999999542,-253.99999999999068,-73.00000000001194,41.000000000002146,-367.99999999999056,200.00000000000284,378.0000000000001,122.99999999999534,,-48.000000000037744
2017.03.27,-272.99999999998994,-138.0000000000159,-150.99999999999002,-90.0000000000012,173.9999999999964,105.99999999998388,-10.999999999994348,-205.99999999999508,171.99999999999437,-338.99999999999864,-145.00000000001734,99.00000000000463,-539.0000000000006,287.9999999999967,542.0000000000016,95.00000000000064,,-416.0000000000246
2017.03.27,-221.99999999998886,-96.00000000000719,-147.99999999999258,-119.99999999999788,139.00000000000023,96.99999999999153,-31.999999999998696,-208.99999999999253,161.00000000000003,-360.00000000001364,-79.00000000000685,43.00000000001525,-541.9999999999981,272.99999999999613,549.9999999999972,48.99999999999905,,-495.99999999999676
2017.03.27,-215.00000000000963,-77.00000000001594,-160.99999999998892,-155.00000000000514,124.99999999999733,110.99999999999443,-51.000000000001044,-232.99999999999432,158.99999999999804,-301.00000000001614,-55.000000000005045,4.000000000004,-578.9999999999961,221.9999999999942,546.999999999997,21.999999999999797,,-637.0000000000473
2017.03.27,-286.99999999999284,-138.0000000000159,-207.00000000000162,-68.00000000000139,149.99999999999457,122.99999999998423,-42.999999999993044,-180.99999999999784,148.99999999999915,-265.0000000000148,-93.00000000000975,35.00000000000725,-499.000000000005,221.00000000000364,480.99999999999454,21.999999999999797,,-600.0000000000491
2017.03.27,-312.00000000000114,-128.000000000017,-219.99999999999798,-44.99999999999504,182.99999999999983,146.00000000000168,-47.9999999999925,-158.99999999999804,180.99999999999784,-228.00000000000864,-113.00000000000753,11.00000000000545,-442.9999999999934,206.00000000000307,447.9999999999933,63.00000000000195,,-458.0000000000081
2017.03.27,-347.0000000000084,-157.00000000000713,-244.9999999999841,-56.99999999999594,158.99999999999804,180.99999999998673,-63.00000000000195,-168.99999999999693,156.00000000000057,-240.0000000000091,-124.00000000001299,22.0000000000109,-503.000000000009,221.00000000000364,489.9999999999949,4.999999999999449,,-671.0000000000312
2017.03.27,-370.00000000000364,-141.00000000001333,-275.9999999999874,-22.999999999995246,168.00000000000148,191.99999999999218,-74.99999999999174,-143.9999999999997,158.99999999999804,-211.00000000001273,-119.00000000000244,-31.999999999987594,-418.0000000000073,200.9999999999934,453.9999999999935,-4.000000000004,,-639.0000000000261
2017.03.27,-374.0000000000077,-148.00000000001478,-255.99999999998957,-43.00000000000415,93.99999999999409,197.00000000000273,-61.999999999995396,-161.99999999999548,87.99999999999919,-198.0000000000075,-148.00000000001478,-0.9999999999843467,-465.0000000000043,207.9999999999984,470.9999999999894,-85.00000000000173,,-884.0000000000357
2017.03.27,-367.99999999999056,-118.00000000001809,-278.00000000000045,-0.999999999995449,156.99999999999602,183.99999999998417,-69.9999999999923,-124.99999999999733,146.99999999999713,-127.00000000000955,-113.00000000000753,-62.99999999999084,-343.00000000000443,147.00000000000557,375.0,-16.0000000000049,,-612.0000000000284
2017.03.27,-424.00000000000216,-139.00000000000023,-273.9999999999965,19.00000000000235,192.99999999999872,234.00000000000088,-69.9999999999923,-107.99999999999699,178.99999999999582,-127.00000000000955,-189.00000000001694,-34.000000000000696,-344.99999999999534,182.99999999999272,390.99999999999113,29.000000000001247,,-482.0000000000276
2017.03.27,-391.000000000008,-177.00000000000495,-239.99999999999577,31.000000000003247,226.99999999999943,192.99999999999872,-41.000000000002146,-106.99999999999044,207.99999999999707,-302.99999999999727,-188.00000000001037,55.000000000005045,-368.9999999999971,292.0000000000016,464.9999999999892,100.99999999999554,,-244.00000000001617
2017.03.27,-523.9999999999911,-246.00000000001288,-272.99999999998994,-22.999999999995246,229.99999999999687,219.99999999999798,2.000000000002,-219.99999999999798,151.00000000000114,-271.000000000015,-327.00000000001063,108.00000000001918,-557.0000000000075,340.999999999994,594.9999999999989,82.00000000000429,,-712.0000000000059
2017.03.27,-543.0000000000045,-314.00000000001427,-89.99999999999008,-92.00000000000318,163.99999999999747,-29.00000000001235,263.99999999999756,-447.99999999999284,-58.000000000002494,-215.0000000000034,-578.9999999999961,394.00000000000546,-781.9999999999939,430.0000000000068,646.9999999999914,122.99999999999534,,-1128.000000000019
2017.03.27,-842.9999999999937,-405.0000000000109,-218.99999999999142,-27.999999999994696,224.000000000002,170.99999999998784,248.00000000000378,-445.99999999999085,-57.00000000000705,122.99999999999045,-818.0000000000076,382.0000000000157,-773.0000000000015,346.9999999999942,572.9999999999933,110.99999999999443,,-1410.0000000000164
2017.03.27,-737.0000000000099,-331.999999999999,-275.9999999999874,-14.999999999998348,209.9999999999991,225.99999999999287,121.00000000000443,-337.99999999999386,19.00000000000235,-24.00000000000091,-602.999999999998,216.00000000001617,-655.9999999999899,328.00000000000296,577.9999999999887,49.99999999999449,,-1232.9999999999764
2017.03.27,-767.9999999999909,-353.0000000000033,-224.000000000002,16.0000000000049,207.99999999999707,225.99999999999287,170.99999999999892,-325.99999999999295,-4.000000000004,106.99999999999932,-712.0000000000015,304.00000000001535,-628.9999999999907,302.0000000000067,484.99999999999943,85.99999999999719,,-1110.9999999999732
2017.03.27,-798.9999999999942,-276.00000000000955,-218.99999999999142,-5.999999999994898,212.99999999999653,313.99999999999204,136.99999999999824,-311.99999999999005,36.0000000000027,211.9999999999891,-762.0000000000182,207.00000000000162,-571.0000000000103,263.9999999999958,465.999999999994,95.99999999999609,,-1000.0000000000421
2017.03.27,-712.0000000000015,-234.00000000000088,-201.99999999999108,-2.999999999997449,207.99999999999707,290.9999999999968,108.00000000000809,-269.9999999999925,66.99999999999484,223.99999999998954,-666.000000000011,169.00000000001913,-506.0000000000064,210.99999999999852,399.0000000000009,105.99999999999498,,-810.0000000000009
2017.03.27,-987.0000000000045,-356.00000000000074,-310.9999999999946,31.000000000003247,269.9999999999925,397.99999999998727,146.00000000000168,-331.999999999999,39.00000000000014,393.0000000000007,-895.0000000000014,212.00000000001216,-601.000000000007,221.9999999999942,441.0000000000025,109.00000000000354,,-1221.0000000000089
2017.03.27,-974.9999999999925,-341.00000000001353,-65.99999999998829,26.999999999999247,224.9999999999974,408.9999999999927,268.0000000000016,-324.9999999999975,4.999999999999449,490.0000000000091,-1188.0000000000114,463.0000000000134,-590.0000000000016,308.9999999999975,378.9999999999907,221.99999999999997,,-688.0000000000032
