timeframe,profit,0,timeframe1,drawup,1,timeframe2,drawdown
2021.10.15 23:30,11154.000000000002,,2021.10.15 10:00,12053.000000000022,,2021.10.11 02:30,-1175.0000000000277
2021.10.15 23:00,10849.00000000003,,2021.10.15 09:30,11991.00000000002,,2021.10.11 02:00,-877.9999999999881
2021.10.15 22:30,10467.999999999976,,2021.10.15 08:30,11652.0,,2021.10.11 01:30,-607.9999999999827
2021.10.15 22:00,10413.00000000001,,2021.10.14 17:30,11618.999999999993,,2021.10.11 00:30,-451.9999999999813
2021.10.15 21:30,10189.999999999998,,2021.10.15 08:00,11598.000000000055,,2021.10.11 03:00,-338.99999999999017
2021.10.15 21:00,10748.000000000004,,2021.10.15 04:00,11484.000000000013,,2021.10.11 00:00,-222.00000000001728
2021.10.15 20:30,10565.999999999987,,2021.10.15 09:00,11356.000000000011,,2021.10.11 01:00,-62.99999999997132
2021.10.15 20:00,10432.999999999985,,2021.10.15 15:00,11328.99999999998,,2021.10.11 03:30,423.00000000004695
2021.10.15 19:30,10421.000000000024,,2021.10.15 10:30,11204.000000000022,,2021.10.11 07:00,1205.0000000000073
2021.10.15 19:00,10642.000000000025,,2021.10.15 12:00,11198.00000000001,,2021.10.11 08:00,1217.999999999996
2021.10.15 18:30,10650.000000000015,,2021.10.15 00:00,11195.999999999985,,2021.10.11 04:00,1339.9999999999936
2021.10.15 18:00,11041.000000000018,,2021.10.15 02:00,11190.000000000025,,2021.10.11 06:30,1363.9999999999804
2021.10.15 17:30,10780.000000000004,,2021.10.15 07:30,11176.999999999998,,2021.10.11 07:30,1385.000000000046
2021.10.15 17:00,9711.000000000004,,2021.10.15 13:00,11168.000000000035,,2021.10.11 04:30,1545.99999999999
2021.10.15 16:30,11009.00000000003,,2021.10.15 02:30,11163.000000000007,,2021.10.11 05:30,1796.9999999999893
2021.10.15 16:00,10379.000000000025,,2021.10.15 03:30,11156.000000000007,,2021.10.11 06:00,1919.9999999999934
2021.10.15 15:30,10509.000000000016,,2021.10.15 23:30,11154.000000000002,,2021.10.11 09:30,1935.0000000000055
2021.10.15 15:00,11328.99999999998,,2021.10.15 12:30,11140.999999999995,,2021.10.11 09:00,1960.9999999999868
2021.10.15 14:30,11076.000000000018,,2021.10.15 05:30,11124.00000000004,,2021.10.11 05:00,2053.000000000025
2021.10.15 14:00,10955.000000000004,,2021.10.15 11:30,11098.000000000004,,2021.10.11 08:30,2452.9999999999736
2021.10.15 13:30,10784.000000000024,,2021.10.15 14:30,11076.000000000018,,2021.10.11 10:00,2489.000000000023
2021.10.15 13:00,11168.000000000035,,2021.10.14 18:30,11073.000000000004,,2021.10.11 11:00,2924.9999999999977
2021.10.15 12:30,11140.999999999995,,2021.10.15 05:00,11046.000000000016,,2021.10.11 13:30,3105.0000000000077
2021.10.15 12:00,11198.00000000001,,2021.10.15 18:00,11041.000000000018,,2021.10.11 10:30,3282.0000000000136
2021.10.15 11:30,11098.000000000004,,2021.10.15 01:00,11022.00000000001,,2021.10.11 14:30,3465.000000000033
2021.10.15 11:00,10403.999999999987,,2021.10.15 16:30,11009.00000000003,,2021.10.11 13:00,3563.000000000026
2021.10.15 10:30,11204.000000000022,,2021.10.15 04:30,10992.000000000004,,2021.10.12 06:00,3697.000000000018
2021.10.15 10:00,12053.000000000022,,2021.10.14 18:00,10980.999999999976,,2021.10.11 15:00,3698.000000000026
2021.10.15 09:30,11991.00000000002,,2021.10.15 14:00,10955.000000000004,,2021.10.12 09:30,3719.000000000005
2021.10.15 09:00,11356.000000000011,,2021.10.15 01:30,10917.00000000002,,2021.10.11 11:30,3736.0000000000387
2021.10.15 08:30,11652.0,,2021.10.14 23:30,10912.000000000002,,2021.10.12 06:30,3780.0000000000023
2021.10.15 08:00,11598.000000000055,,2021.10.14 23:00,10879.000000000036,,2021.10.11 15:30,3959.0000000000337
2021.10.15 07:30,11176.999999999998,,2021.10.15 23:00,10849.00000000003,,2021.10.11 14:00,4070.9999999999977
2021.10.15 07:00,10775.000000000011,,2021.10.14 16:30,10811.00000000001,,2021.10.12 05:30,4164.999999999993
2021.10.15 06:30,10457.000000000044,,2021.10.15 13:30,10784.000000000024,,2021.10.12 04:00,4177.999999999995
2021.10.15 06:00,10492.000000000005,,2021.10.15 17:30,10780.000000000004,,2021.10.11 16:00,4264.000000000012
2021.10.15 05:30,11124.00000000004,,2021.10.15 07:00,10775.000000000011,,2021.10.12 03:30,4303.000000000005
2021.10.15 05:00,11046.000000000016,,2021.10.15 21:00,10748.000000000004,,2021.10.11 12:00,4315.00000000002
2021.10.15 04:30,10992.000000000004,,2021.10.14 19:30,10719.000000000022,,2021.10.12 04:30,4327.000000000008
2021.10.15 04:00,11484.000000000013,,2021.10.14 20:30,10675.999999999987,,2021.10.11 12:30,4370.00000000002
2021.10.15 03:30,11156.000000000007,,2021.10.15 00:30,10653.000000000031,,2021.10.12 09:00,4484.999999999999
2021.10.15 03:00,10641.99999999999,,2021.10.15 18:30,10650.000000000015,,2021.10.12 07:00,4644.999999999978
2021.10.15 02:30,11163.000000000007,,2021.10.15 19:00,10642.000000000025,,2021.10.12 05:00,4706.000000000022
2021.10.15 02:00,11190.000000000025,,2021.10.15 03:00,10641.99999999999,,2021.10.13 15:30,4756.999999999994
2021.10.15 01:30,10917.00000000002,,2021.10.14 17:00,10600.999999999998,,2021.10.11 16:30,4760.000000000036
2021.10.15 01:00,11022.00000000001,,2021.10.14 22:30,10580.000000000036,,2021.10.12 10:00,4948.000000000023
2021.10.15 00:30,10653.000000000031,,2021.10.15 20:30,10565.999999999987,,2021.10.12 03:00,5026.000000000002
2021.10.15 00:00,11195.999999999985,,2021.10.14 21:30,10557.00000000001,,2021.10.11 22:30,5046.000000000018
2021.10.14 23:30,10912.000000000002,,2021.10.14 21:00,10517.00000000003,,2021.10.11 23:00,5078.000000000012
2021.10.14 23:00,10879.000000000036,,2021.10.15 15:30,10509.000000000016,,2021.10.11 22:00,5081.000000000004
2021.10.14 22:30,10580.000000000036,,2021.10.15 06:00,10492.000000000005,,2021.10.12 07:30,5117.999999999988
2021.10.14 22:00,10256.00000000001,,2021.10.15 22:30,10467.999999999976,,2021.10.11 21:00,5129.000000000034
2021.10.14 21:30,10557.00000000001,,2021.10.15 06:30,10457.000000000044,,2021.10.14 01:30,5166.999999999991
2021.10.14 21:00,10517.00000000003,,2021.10.15 20:00,10432.999999999985,,2021.10.14 02:00,5176.999999999982
2021.10.14 20:30,10675.999999999987,,2021.10.15 19:30,10421.000000000024,,2021.10.13 04:00,5182.000000000029
2021.10.14 20:00,10388.000000000035,,2021.10.15 22:00,10413.00000000001,,2021.10.14 01:00,5236.000000000043
2021.10.14 19:30,10719.000000000022,,2021.10.15 11:00,10403.999999999987,,2021.10.13 22:00,5243.000000000003
2021.10.14 19:00,10395.000000000035,,2021.10.14 19:00,10395.000000000035,,2021.10.13 05:30,5332.000000000015
2021.10.14 18:30,11073.000000000004,,2021.10.14 20:00,10388.000000000035,,2021.10.11 20:00,5360.000000000026
2021.10.14 18:00,10980.999999999976,,2021.10.15 16:00,10379.000000000025,,2021.10.13 06:30,5367.000000000022
2021.10.14 17:30,11618.999999999993,,2021.10.14 22:00,10256.00000000001,,2021.10.11 21:30,5368.000000000026
2021.10.14 17:00,10600.999999999998,,2021.10.15 21:30,10189.999999999998,,2021.10.13 05:00,5373.999999999988
2021.10.14 16:30,10811.00000000001,,2021.10.14 16:00,9822.000000000004,,2021.10.12 02:00,5389.000000000011
2021.10.14 16:00,9822.000000000004,,2021.10.15 17:00,9711.000000000004,,2021.10.14 00:30,5389.000000000016
2021.10.14 15:30,8771.000000000024,,2021.10.12 13:30,9202.000000000033,,2021.10.12 01:30,5393.000000000024
2021.10.14 15:00,8873.000000000058,,2021.10.12 18:30,9181.999999999962,,2021.10.13 22:30,5399.0
2021.10.14 14:30,8162.00000000001,,2021.10.12 19:30,9161.000000000042,,2021.10.13 23:00,5414.000000000015
2021.10.14 14:00,7452.000000000011,,2021.10.12 14:00,9107.00000000001,,2021.10.13 08:30,5419.000000000014
2021.10.14 13:30,7849.999999999992,,2021.10.12 15:00,9031.00000000001,,2021.10.11 23:30,5429.000000000014
2021.10.14 13:00,7681.000000000006,,2021.10.12 19:00,8926.999999999996,,2021.10.12 02:30,5434.0000000000155
2021.10.14 12:30,7543.000000000026,,2021.10.12 14:30,8920.000000000051,,2021.10.11 20:30,5439.000000000036
2021.10.14 12:00,7612.999999999998,,2021.10.14 15:00,8873.000000000058,,2021.10.11 17:00,5442.00000000002
2021.10.14 11:30,7411.999999999985,,2021.10.14 15:30,8771.000000000024,,2021.10.13 08:00,5468.0
2021.10.14 11:00,7445.000000000048,,2021.10.12 20:30,8763.0,,2021.10.12 00:30,5468.000000000014
2021.10.14 10:30,6602.999999999994,,2021.10.12 21:00,8706.000000000011,,2021.10.13 21:30,5488.999999999965
2021.10.14 10:00,6966.999999999985,,2021.10.12 16:00,8680.999999999998,,2021.10.13 23:30,5530.0000000000055
2021.10.14 09:30,6696.00000000002,,2021.10.12 21:30,8649.0,,2021.10.13 16:00,5569.0000000000455
2021.10.14 09:00,6461.000000000014,,2021.10.12 18:00,8466.000000000025,,2021.10.13 07:00,5569.999999999997
2021.10.14 08:30,6749.000000000004,,2021.10.13 00:00,8431.000000000011,,2021.10.12 00:00,5570.000000000018
2021.10.14 08:00,6488.99999999997,,2021.10.12 20:00,8399.000000000004,,2021.10.13 04:30,5573.0000000000655
2021.10.14 07:30,6751.000000000058,,2021.10.12 16:30,8386.000000000007,,2021.10.14 05:00,5593.0000000000255
2021.10.14 07:00,6383.000000000021,,2021.10.12 22:00,8338.000000000027,,2021.10.13 07:30,5617.000000000034
2021.10.14 06:30,6520.000000000031,,2021.10.13 00:30,8302.99999999998,,2021.10.13 20:30,5632.000000000019
2021.10.14 06:00,6435.000000000015,,2021.10.12 22:30,8262.000000000005,,2021.10.14 04:30,5639.0000000000255
2021.10.14 05:30,5656.000000000052,,2021.10.12 15:30,8226.000000000027,,2021.10.12 08:30,5652.000000000007
2021.10.14 05:00,5593.0000000000255,,2021.10.14 14:30,8162.00000000001,,2021.10.14 05:30,5656.000000000052
2021.10.14 04:30,5639.0000000000255,,2021.10.12 23:00,8085.999999999997,,2021.10.14 00:00,5709.000000000006
2021.10.14 04:00,5753.000000000016,,2021.10.12 23:30,7965.000000000005,,2021.10.14 02:30,5711.999999999992
2021.10.14 03:30,6320.000000000043,,2021.10.14 13:30,7849.999999999992,,2021.10.14 04:00,5753.000000000016
2021.10.14 03:00,6379.000000000006,,2021.10.13 01:00,7836.000000000012,,2021.10.13 06:00,5758.000000000006
2021.10.14 02:30,5711.999999999992,,2021.10.12 17:00,7686.999999999998,,2021.10.12 01:00,5759.999999999991
2021.10.14 02:00,5176.999999999982,,2021.10.14 13:00,7681.000000000006,,2021.10.13 13:00,5773.999999999993
2021.10.14 01:30,5166.999999999991,,2021.10.14 12:00,7612.999999999998,,2021.10.13 21:00,5852.000000000044
