date,GBPUSD,AUDUSD,NZDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.02.18,-36.0000000000138,-53.00000000000304,-65.99999999999939,-50.0000000000167,-46.00000000000159,-95.00000000000064,-114.99999999999844,-15.999999999993797,-60.99999999999994,-79.99999999999119,-81.99999999999363,-49.99999999999449,-79.00000000000685,-85.99999999998609,-69.99999999999318,-83.99999999998897,-96.9999999999942,-92.99999999999864,0.0,-35.999999999991594,,-1294.9999999999661
2019.02.18,-1.0000000000065512,-68.00000000000139,-65.99999999999939,-26.999999999999247,-52.000000000007596,-56.99999999999594,-102.00000000000209,41.9999999999976,-75.00000000000284,-107.99999999999699,-72.99999999999329,-56.000000000011596,-123.00000000000644,-29.999999999996696,-93.00000000000352,-112.99999999999955,-111.99999999999477,-99.00000000000463,81.00000000000884,-48.000000000003595,,-1180.0000000000198
2019.02.18,0.0,-97.00000000000264,-87.99999999999919,7.999999999985796,-86.0000000000083,-85.99999999999719,-97.9999999999981,53.00000000000304,-163.00000000000205,-151.00000000001222,-96.9999999999942,-102.00000000000209,-141.99999999999767,-58.99999999998684,-137.00000000000045,-144.99999999999602,-145.99999999998658,-109.99999999999899,60.00000000000449,-65.99999999998829,,-1651.9999999999773
2019.02.18,-24.000000000001798,-146.99999999999713,-109.99999999999899,-1.0000000000065512,-110.00000000001009,-134.99999999999625,-124.00000000000189,67.00000000000594,-198.99999999999363,-249.00000000001032,-209.00000000000318,-136.00000000000279,-222.00000000001108,-89.99999999999008,-218.00000000000352,-233.99999999999466,-220.99999999998943,-121.99999999999989,74.00000000000739,-102.99999999998644,,-2512.9999999999845
2019.02.18,-23.00000000001745,-146.00000000000168,-190.99999999999673,12.999999999996348,-103.00000000000864,-113.99999999999189,-176.99999999999383,82.99999999999974,-232.00000000000998,-239.00000000001143,-189.99999999999773,-110.00000000001009,-151.9999999999966,-226.99999999999943,-206.99999999999363,-224.99999999999432,-277.9999999999916,-114.00000000000298,109.00000000000354,-55.99999999998939,,-2579.000000000008
2019.02.18,-62.000000000006494,-173.9999999999964,-278.9999999999959,75.99999999998718,-100.00000000000009,-107.99999999999699,-241.99999999999778,112.99999999999643,-266.999999999995,-295.0000000000008,-254.99999999999545,-76.0000000000094,-131.00000000001444,-346.9999999999862,-231.99999999999932,-259.00000000000034,-384.00000000000034,-118.00000000000699,153.00000000000313,-7.999999999985796,,-2995.0000000000014
2019.02.18,-83.00000000001084,-210.99999999999451,-308.9999999999926,58.99999999998684,-115.00000000000954,-134.0000000000008,-261.99999999999557,106.00000000000608,-279.00000000000705,-320.9999999999935,-298.9999999999924,-92.00000000000318,-171.00000000001003,-358.9999999999982,-283.00000000000125,-302.99999999999727,-418.99999999999693,-121.99999999999989,245.0000000000063,79.00000000000685,,-3272.9999999999973
2019.02.18,-87.99999999999919,-193.99999999999417,-337.99999999999386,81.9999999999821,-92.00000000000318,-103.99999999999298,-273.000000000001,145.00000000000622,-259.0000000000092,-262.999999999991,-319.9999999999932,-46.0000000000127,-100.99999999999554,-397.99999999998727,-272.00000000000557,-277.000000000001,-443.9999999999884,-111.00000000000554,282.99999999999994,147.00000000000824,,-2922.9999999999773
2019.02.18,-168.99999999999693,-261.0000000000001,-397.99999999999835,51.000000000001044,-84.0000000000063,-148.99999999999915,-314.0000000000032,150.00000000000568,-235.00000000000742,-363.0000000000022,-444.0000000000026,-26.999999999999247,-134.00000000001188,-455.99999999998977,-296.99999999999704,-366.9999999999902,-527.9999999999916,-179.00000000000693,341.0000000000024,171.00000000001003,,-3691.999999999984
2019.02.18,-175.00000000001404,-253.99999999999866,-390.99999999999693,62.99999999999084,-59.000000000009045,-122.99999999999534,-295.0000000000008,168.99999999999693,-168.99999999999693,-303.9999999999932,-454.9999999999983,69.9999999999923,-65.00000000000395,-367.99999999999056,-269.00000000000546,-334.99999999999375,-503.0000000000001,-169.00000000000804,343.00000000000443,137.00000000000932,,-3152.000000000011
2019.02.18,-146.00000000000168,-219.00000000000253,-363.0000000000022,73.99999999999629,-68.00000000000139,-100.00000000000009,-268.0000000000016,185.00000000000182,-208.00000000000819,-249.99999999999466,-423.9999999999924,63.99999999999739,-17.000000000000348,-336.9999999999873,-272.00000000000557,-303.99999999998784,-472.999999999999,-125.00000000000844,317.0000000000006,167.00000000000603,,-2766.9999999999914
2019.02.18,-151.00000000001222,-226.99999999999943,-342.9999999999933,63.99999999999739,-78.00000000000028,-118.99999999999133,-260.00000000000466,180.0000000000024,-191.00000000000784,-273.9999999999965,-408.00000000000125,55.99999999998939,-52.000000000007596,-283.99999999999534,-259.00000000000034,-297.9999999999876,-435.99999999999284,-140.0000000000068,291.0000000000079,110.99999999999443,,-2818.0000000000064
2019.02.18,-135.00000000001845,-217.0000000000005,-337.99999999999386,47.99999999998139,-80.00000000000229,-119.99999999999788,-270.99999999999903,175.99999999999838,-178.00000000001148,-265.0000000000041,-361.0000000000042,65.00000000000395,-58.000000000002494,-299.99999999998914,-233.0000000000041,-283.00000000000125,-420.99999999999227,-143.9999999999997,306.00000000000625,110.99999999999443,,-2698.000000000036
2019.02.18,-121.00000000001555,-200.00000000000017,-329.00000000000153,20.999999999982144,-84.0000000000063,-120.99999999999334,-265.99999999999955,143.00000000000423,-158.0000000000137,-235.00000000000742,-359.99999999999943,24.000000000001798,-46.999999999997044,-290.9999999999968,-245.00000000000455,-274.0000000000009,-423.9999999999924,-136.99999999999824,282.0000000000045,119.00000000000244,,-2703.000000000032
