date,EURUSD,USDCAD,AUDUSD,NZDUSD,AUDCHF,GBPCAD,GBPAUD,EURJPY,AUDJPY,NZDCAD,empty,sum
2015.11.16,-66.00000000001049,-87.99999999999919,-17.000000000000348,-45.000000000006146,-11.00000000000545,-141.99999999999767,-234.00000000002308,0.0,-7.000000000005002,-74.00000000000739,,-684.0000000000547
2015.11.16,-34.000000000000696,-150.00000000000568,-58.000000000002494,-178.00000000000037,-92.00000000000318,-233.99999999997868,-385.99999999999744,110.99999999999,30.9999999999917,-24.000000000001798,,-1014.0000000000088
2015.11.16,-500.9999999999959,-256.99999999999613,-176.99999999999383,-162.0000000000066,-116.00000000000499,-343.99999999998875,-836.0000000000146,-602.0000000000039,-215.0000000000034,-136.99999999999824,,-3347.0000000000064
2015.11.16,-424.00000000000216,-263.00000000001324,-200.00000000000017,-219.00000000000253,-75.9999999999983,-315.99999999998295,-843.0000000000159,-420.0000000000159,-188.0000000000024,17.000000000000348,,-2932.000000000033
2015.11.16,-367.0000000000062,-252.99999999999213,-173.9999999999964,-130.0000000000079,-107.00000000000153,-301.0000000000179,-749.999999999984,-380.0000000000239,-159.00000000000603,-14.000000000002899,,-2635.0000000000387
2015.11.16,-266.999999999995,-371.99999999999454,-186.99999999999272,-242.00000000000887,-112.000000000001,-342.9999999999822,-648.9999999999885,-105.00000000001819,-61.00000000000705,-33.000000000005244,,-2370.9999999999936
2015.11.16,-192.00000000001438,-297.9999999999983,-173.9999999999964,-176.0000000000095,-85.00000000000173,-269.9999999999925,-631.0000000000038,93.99999999999409,-29.000000000010573,-34.000000000000696,,-1795.0000000000334
2015.11.16,-255.00000000000523,-218.99999999999142,-134.99999999999625,-178.00000000000037,-65.99999999999939,-202.9999999999976,-540.9999999999915,1.999999999981128,21.99999999999136,4.999999999999449,,-1568.0000000000098
2015.11.16,-258.0000000000027,-218.99999999999142,-134.99999999999625,-179.00000000000693,-65.00000000000395,-225.00000000000853,-548.9999999999995,-16.000000000019554,9.999999999990905,25.999999999992696,,-1610.0000000000452
2015.11.16,-214.00000000000307,-214.00000000000307,-64.99999999999284,-130.0000000000079,-7.9999999999968985,-194.99999999998963,-370.999999999988,14.999999999986358,62.99999999998818,22.999999999995246,,-1096.0000000000116
2015.11.16,-208.00000000000819,-197.00000000000273,-51.000000000001044,-137.00000000000932,31.000000000003247,-118.99999999998023,-295.99999999998516,1.999999999981128,87.99999999999386,26.999999999999247,,-860.0000000000092
