date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2015.02.09,-9.00000000000345,-99.99999999998899,-5.000000000010552,-103.99999999999298,-69.9999999999923,-28.000000000005798,-29.000000000001247,-180.99999999999784,-2.000000000002,-89.00000000002706,-118.99999999998023,-200.00000000000017,-4.9999999999954525,-175.99999999999838,-177.99999999998929,-365.99999999999966,-2.0000000000095497,-1.9999999999953388,-135.00000000000512,-159.00000000000912,0.0,,-1959.0000000000045
2015.02.09,40.00000000000669,-82.99999999998863,81.9999999999821,-228.99999999999034,-98.99999999999353,69.9999999999923,-58.000000000002494,-236.99999999999832,22.999999999995246,36.99999999997772,-143.99999999998857,-78.00000000000028,117.00000000001864,-76.0000000000094,-100.99999999999554,-452.99999999999227,91.99999999999875,85.00000000000796,-152.00000000000102,-317.0000000000006,59.99999999999339,,-1420.9999999999882
2015.02.09,73.00000000000084,-236.99999999999832,140.99999999999113,-257.99999999998045,-147.99999999999258,-43.999999999999595,-68.00000000000139,-203.99999999999307,58.000000000002494,55.999999999983174,-276.9999999999939,-117.00000000001154,182.99999999999272,-110.00000000001009,-157.99999999999147,-527.9999999999951,150.99999999999625,91.00000000000819,-121.99999999999989,-268.0000000000016,204.00000000000418,,-1581.9999999999902
2015.02.09,2.000000000002,-193.99999999998306,159.99999999998238,-217.99999999998488,-146.00000000000168,-56.99999999999594,-111.00000000000554,-149.99999999999457,53.999999999998494,-123.00000000001887,-156.99999999998494,-268.0000000000016,56.000000000011596,-100.99999999999554,-290.9999999999968,-548.9999999999995,93.00000000000352,-61.99999999999761,-194.00000000000261,-286.00000000000847,150.00000000000568,,-2391.999999999968
2015.02.09,38.0000000000047,-209.9999999999991,167.9999999999904,-264.9999999999819,-113.99999999999189,-58.000000000002494,-104.99999999999955,-134.99999999999625,54.999999999993946,-103.00000000000864,-147.99999999999258,-256.00000000001177,58.9999999999975,-68.00000000000139,-263.99999999999756,-478.999999999985,66.99999999999307,-74.99999999998863,-169.00000000001114,-246.00000000000176,100.99999999999554,,-2206.9999999999945
2015.02.09,96.00000000000719,-208.99999999999253,141.99999999999767,-258.99999999998704,-79.99999999999119,-11.999999999989797,-72.0000000000054,-251.99999999999667,48.99999999999905,-118.99999999999977,-111.99999999997878,-545.0000000000177,19.000000000005457,-117.00000000001154,-470.9999999999992,-625.9999999999932,52.99999999999727,-246.9999999999999,-297.00000000001125,-343.00000000000443,82.00000000000429,,-3319.999999999968
2015.02.09,133.00000000000534,-229.99999999999687,180.99999999998673,-259.9999999999936,-30.999999999992145,59.99999999999339,-29.000000000001247,-224.9999999999974,63.00000000000195,-98.00000000001319,-115.99999999998278,-547.0000000000086,64.99999999999773,-175.00000000001404,-519.9999999999872,-600.9999999999849,39.99999999999204,-214.9999999999892,-252.00000000000955,-289.0000000000059,11.00000000000545,,-3034.9999999999936
2015.02.09,101.00000000000664,-273.9999999999965,259.9999999999936,-293.99999999999426,-157.99999999999147,-7.0000000000014495,-72.0000000000054,-129.9999999999968,78.99999999999574,-117.00000000001864,-85.99999999998609,-431.0000000000036,79.00000000000773,-161.00000000001114,-438.9999999999894,-478.999999999985,27.000000000001023,-182.99999999999272,-180.00000000000682,-158.0000000000026,11.00000000000545,,-2611.999999999972
2015.02.09,153.00000000000313,-332.9999999999833,322.00000000000006,-310.9999999999946,-115.99999999999389,-31.999999999987594,-60.99999999999994,-56.99999999999594,81.9999999999932,-62.00000000001182,-45.99999999999049,-388.0000000000106,141.9999999999959,-178.00000000001148,-420.9999999999825,-383.99999999998437,55.999999999997385,-113.99999999999011,-74.00000000001228,-104.00000000000409,-97.9999999999981,,-2023.9999999999613
2015.02.09,175.99999999999838,-347.9999999999928,368.9999999999971,-337.99999999999386,-124.99999999999733,-11.00000000000545,-34.000000000000696,-78.00000000000028,87.99999999999919,-82.00000000002206,-26.999999999999247,-367.0000000000062,143.00000000000068,-236.00000000001398,-441.0000000000025,-432.9999999999945,40.99999999999682,-131.00000000000023,-102.00000000000387,-104.00000000000409,-25.999999999992696,,-2066.0000000000377
2015.02.09,180.99999999999784,-336.9999999999873,393.99999999998323,-310.9999999999946,-87.99999999999919,15.00000000000945,-36.0000000000027,-80.99999999999774,105.99999999999498,-91.00000000000819,-41.99999999998649,-402.9999999999978,159.00000000002024,-215.00000000000963,-478.0000000000006,-452.99999999999227,36.99999999999193,-162.9999999999967,-131.00000000000023,-102.00000000000209,-69.00000000000794,,-2107.999999999986
2015.02.09,185.00000000000182,-297.9999999999983,380.00000000000256,-335.9999999999808,-95.00000000000064,66.99999999999484,-40.00000000000669,-48.99999999999905,132.99999999999423,-63.0000000000166,-97.9999999999981,-375.0000000000142,209.00000000000318,-219.99999999999798,-492.9999999999879,-373.00000000000114,79.9999999999983,-129.99999999999545,-52.00000000000671,-72.0000000000054,-93.00000000000975,,-1733.0000000000239
2015.02.09,161.00000000000003,-317.9999999999961,363.0000000000022,-310.9999999999946,-82.99999999999974,-19.999999999997797,-48.000000000003595,-31.999999999998696,95.99999999999609,-62.00000000001182,-50.99999999997884,-383.0,203.00000000000296,-209.00000000001472,-475.99999999998755,-331.999999999999,69.99999999999318,-128.99999999999068,-22.00000000000557,-55.000000000005045,-83.9999999999952,,-1721.9999999999843
2015.02.09,158.99999999999804,-329.00000000000153,360.9999999999891,-308.9999999999815,-86.99999999999264,-35.999999999991594,-67.00000000000594,-66.99999999999484,95.00000000000064,-18.000000000000682,-44.99999999998394,-490.999999999997,193.00000000001205,-194.0000000000053,-536.9999999999875,-390.0000000000015,93.99999999999409,-193.9999999999884,-128.0000000000001,-89.00000000000574,-97.9999999999981,,-2176.9999999999427
2015.02.09,178.00000000000037,-309.99999999998806,374.999999999992,-280.9999999999979,-34.99999999999615,5.999999999994898,-30.000000000007798,-75.9999999999983,105.99999999999498,-4.000000000019099,8.000000000008,-575.9999999999987,216.00000000000819,-222.99999999999542,-587.9999999999885,-412.9999999999967,100.99999999999909,-173.99999999999238,-129.0000000000049,-76.0000000000094,-100.99999999999554,,-2025.9999999999911
2015.02.09,168.00000000000148,-364.9999999999931,374.999999999992,-288.99999999998374,-96.99999999999153,-14.000000000002899,-33.000000000005244,-13.999999999991797,102.00000000000209,35.99999999997294,39.00000000001125,-445.0000000000065,215.0000000000034,-260.0000000000158,-473.99999999999665,-332.9999999999833,90.99999999999397,-94.99999999999886,9.999999999990905,-28.000000000005798,-129.00000000000134,,-1540.0000000000082
2015.02.09,107.99999999999699,-380.9999999999869,324.9999999999975,-286.99999999999284,-95.00000000000064,-160.99999999998892,-86.0000000000083,-29.999999999996696,63.99999999999739,31.999999999982265,53.00000000001415,-554.00000000001,158.00000000001546,-246.00000000001288,-485.0000000000021,-393.99999999998323,88.99999999999864,-164.99999999999204,-147.00000000000557,-87.99999999999919,-117.99999999999588,,-2407.9999999999727
2015.02.09,-7.0000000000014495,-312.00000000000114,261.0000000000001,-267.99999999997937,-73.99999999999629,-225.00000000000853,-158.99999999999804,11.00000000000545,51.000000000001044,21.99999999999136,-16.999999999978144,-506.0000000000064,138.00000000000523,-207.00000000000162,-464.9999999999821,-322.9999999999844,90.00000000000341,-149.99999999999147,-51.00000000000193,-38.0000000000047,-99.00000000000463,,-2327.9999999999336
2015.02.09,-59.99999999999339,-319.999999999987,226.99999999999943,-268.9999999999859,-78.99999999999574,-350.00000000000585,-217.0000000000005,108.00000000000809,51.99999999999649,-24.00000000000091,-38.99999999998904,-472.00000000000574,98.00000000001319,-286.00000000000847,-480.99999999999807,-317.9999999999961,111.0000000000042,-95.99999999998943,-79.00000000000773,-20.0000000000089,-171.00000000001003,,-2684.9999999999613
2015.02.09,-207.00000000000162,-397.0000000000029,381.99999999999346,-311.99999999997897,-127.99999999999478,-615.9999999999943,-345.0000000000064,164.00000000000858,121.99999999999989,109.99999999998522,-28.999999999990145,-402.9999999999978,361.99999999999477,-380.00000000000256,-546.000000000002,-290.9999999999968,162.9999999999967,-9.000000000000341,117.999999999995,47.9999999999925,-181.00000000000892,,-2375.000000000011
2015.02.09,-21.999999999999797,-390.9999999999858,461.0000000000003,-350.9999999999902,-297.9999999999983,-350.00000000000585,-199.00000000000472,21.00000000000435,126.99999999999933,-287.00000000000614,-157.99999999999147,-294.0000000000165,290.00000000002046,-495.000000000001,-492.0000000000035,-339.99999999998477,-4.0000000000048885,23.000000000010346,166.99999999998738,95.99999999999609,-160.00000000000458,,-2655.9999999999795
