date,USDCHF,EURUSD,USDJPY,AUDUSD,GBPCHF,EURCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,NZDJPY,AUDCAD,NZDCAD,empty,sum
2017.11.13,-12.000000000000899,-45.99999999999049,-25.99999999999625,-59.99999999999339,-36.999999999998145,0.0,-2.999999999997449,-46.999999999997044,0.0,-13.999999999981583,-243.99999999999977,-113.99999999999189,-123.00000000000466,-107.99999999999699,-216.0000000000051,,-1049.9999999999536
2017.11.13,-7.9999999999968985,-49.00000000001015,34.99999999999659,-68.99999999999685,49.00000000001015,153.00000000000313,-26.999999999999247,103.00000000000864,34.000000000000696,120.00000000000455,-303.9999999999932,-4.999999999988347,-156.0000000000059,-141.00000000000225,-215.00000000000963,,-479.99999999997874
2017.11.13,77.00000000000485,-69.9999999999923,90.00000000000341,-24.000000000001798,12.000000000012001,251.99999999998556,-131.99999999999878,-29.00000000001235,-39.00000000001125,153.99999999999636,-343.99999999998875,72.0000000000054,-218.00000000000352,-114.99999999999844,-250.00000000000577,,-564.0000000000055
2017.11.13,92.99999999999864,-72.99999999998974,137.00000000000045,-19.999999999997797,-316.99999999998954,307.99999999999716,-373.99999999999653,-451.0000000000014,-474.0000000000189,257.000000000005,-325.99999999998187,158.0000000000137,-242.999999999995,-106.00000000000608,-248.99999999999923,,-1679.9999999999613
2017.11.13,100.99999999999554,-45.000000000006146,129.0000000000049,-19.999999999997797,-342.9999999999822,244.9999999999841,-378.999999999996,-581.0000000000093,-562.0000000000181,93.00000000001774,-326.9999999999884,32.0000000000098,-263.00000000000523,-121.00000000000443,-269.00000000000813,,-2310.0000000000036
2017.11.13,127.99999999999478,60.99999999999994,105.99999999999454,-30.999999999992145,-269.9999999999925,224.99999999998633,-268.0000000000016,-425.99999999999307,-525.0000000000199,62.00000000001182,-183.99999999998417,-18.999999999991246,-239.99999999999488,-141.99999999999767,-273.000000000001,,-1795.999999999981
2017.11.13,121.00000000000443,59.000000000009045,108.99999999999466,-10.999999999994348,-358.9999999999982,219.99999999999798,-314.99999999999864,-544.0000000000111,-569.0000000000194,93.99999999999409,-212.99999999999653,14.000000000002899,-209.99999999999375,-104.00000000000409,-250.00000000000577,,-1958.0000000000189
2017.11.13,119.99999999999788,59.000000000009045,126.00000000000477,-29.000000000001247,-319.999999999987,230.9999999999812,-295.0000000000008,-492.0000000000035,-556.0000000000009,105.00000000001819,-177.99999999998929,-24.000000000001798,-180.00000000000682,-129.00000000000134,-213.00000000000762,,-1774.999999999989
2017.11.13,121.99999999999989,43.999999999999595,137.00000000000045,-58.000000000002494,-352.9999999999811,242.99999999999324,-331.0000000000035,-537.0000000000097,-647.0000000000198,134.9999999999909,-192.99999999999872,-41.000000000002146,-219.99999999999886,-156.00000000000057,-230.000000000008,,-2085.000000000041
2017.11.13,112.000000000001,26.999999999999247,171.99999999999704,-63.00000000000195,-310.9999999999946,243.99999999999977,-314.99999999999864,-489.0000000000061,-634.0000000000013,161.00000000000136,-204.99999999998852,-55.000000000005045,-239.00000000000432,-162.0000000000066,-248.99999999999923,,-2006.000000000008
2017.11.13,116.00000000000499,24.000000000001798,159.00000000000603,-95.00000000000064,-302.9999999999866,252.99999999999213,-306.00000000000625,-500.00000000001154,-677.0000000000165,164.0000000000157,-188.9999999999947,-83.9999999999952,-225.9999999999991,-185.99999999999727,-221.99999999999997,,-2071.999999999987
2017.11.13,92.00000000000318,8.000000000008,158.00000000000125,-136.99999999999824,-324.9999999999975,251.00000000000122,-316.0000000000052,-502.00000000000244,-777.0000000000055,194.99999999999318,-207.99999999998596,-151.9999999999966,-201.99999999999818,-233.00000000000543,-208.00000000000819,,-2355.9999999999964
2017.11.13,104.00000000000409,19.999999999997797,156.99999999999648,-132.99999999999423,-324.9999999999975,246.99999999999721,-317.0000000000006,-520.0000000000093,-790.0000000000018,182.00000000001637,-188.9999999999947,-160.00000000000458,-192.00000000000728,-229.00000000000142,-202.0000000000022,,-2347.000000000002
2017.11.13,107.00000000000153,39.999999999995595,144.00000000000546,-122.99999999999534,-310.9999999999946,241.00000000000233,-297.00000000000284,-510.00000000001046,-750.0000000000063,162.00000000000614,-173.99999999998528,-165.9999999999995,-243.99999999999977,-226.00000000000398,-246.00000000000176,,-2352.9999999999886
2017.11.13,134.99999999999625,28.000000000005798,158.00000000000125,-141.00000000000225,-245.99999999999068,275.9999999999874,-283.99999999999534,-483.0000000000112,-731.000000000015,182.99999999999272,-152.99999999998093,-192.99999999999872,-304.00000000000205,-214.00000000000307,-287.0000000000039,,-2256.0000000000196
2017.11.13,75.00000000000284,-25.999999999992696,4.9999999999954525,-164.99999999999292,-234.00000000000088,258.99999999998704,-265.99999999999955,-463.0000000000134,-699.0000000000052,62.00000000001182,-147.99999999999258,-187.00000000000384,-295.0000000000017,-224.000000000002,-316.0000000000052,,-2622.0000000000123
2017.11.13,58.000000000002494,-9.999999999998899,-103.9999999999992,-141.99999999999767,-376.9999999999829,217.99999999998488,-324.9999999999975,-601.9999999999915,-806.0000000000178,-93.99999999999409,-139.00000000000023,-170.00000000000347,-188.0000000000024,-196.00000000000728,-285.00000000000193,,-3162.0000000000077
2017.11.13,77.00000000000485,32.999999999994145,-144.00000000000546,-139.00000000000023,-418.9999999999916,178.99999999999582,-339.99999999999585,-649.999999999995,-887.9999999999999,-169.9999999999875,-110.99999999999443,-228.00000000000597,-173.00000000000182,-223.00000000000654,-324.00000000000205,,-3519.999999999992
