date,USDCHF,GBPUSD,USDJPY,AUDUSD,CHFJPY,CADCHF,AUDCHF,GBPAUD,EURJPY,EURAUD,CADJPY,AUDJPY,AUDNZD,empty,sum
2021.08.30,-68.99999999999685,-90.99999999999665,-36.000000000001364,-36.0000000000027,-164.99999999999204,0.0,-114.99999999999844,-97.9999999999981,-62.99999999998818,-76.0000000000094,-76.00000000000762,-46.999999999997044,-48.000000000003595,,-919.999999999992
2021.08.30,-17.999999999995797,-5.000000000010552,-8.000000000009777,-87.99999999999919,-185.99999999999284,6.0000000000060005,-109.99999999999899,-208.00000000000819,-68.9999999999884,-158.0000000000137,-85.00000000000796,-88.99999999999864,-78.00000000000028,,-1096.0000000000182
2021.08.30,-7.9999999999968985,-123.99999999999079,-82.00000000000784,-128.00000000000588,-170.0000000000017,53.00000000000304,-131.99999999999878,-233.00000000001654,-87.99999999999386,-126.0000000000039,-153.0000000000058,-107.99999999998988,-82.00000000000429,,-1381.0000000000134
2021.08.30,29.000000000001247,-134.99999999999625,-33.00000000000125,-114.00000000000298,-176.00000000000193,114.99999999999844,-102.99999999999754,-12.000000000012001,-102.99999999998022,-86.0000000000083,-154.00000000001057,-101.99999999998965,-76.0000000000094,,-950.0000000000105
2021.08.30,36.999999999998145,-134.00000000001188,-14.000000000010004,-84.0000000000063,-165.99999999999682,117.00000000000044,-112.000000000001,96.99999999999153,-96.00000000000364,-12.999999999996348,-155.00000000000114,-91.99999999999875,-83.9999999999952,,-699.000000000031
2021.08.30,41.000000000002146,-147.99999999999258,-1.0000000000047748,-126.99999999999933,-193.9999999999884,153.00000000000313,-146.00000000000168,-11.00000000000545,-120.9999999999809,-79.00000000000685,-190.00000000001194,-150.99999999999625,-69.9999999999923,,-1043.9999999999752
2021.08.30,19.999999999997797,-144.99999999999514,-91.00000000000819,-135.00000000000733,-174.99999999999716,109.99999999999899,-148.99999999999915,-22.0000000000109,-115.99999999998545,-86.99999999999264,-174.0000000000066,-149.99999999999147,-96.00000000000719,,-1210.0000000000045
2021.08.30,-27.999999999994696,-141.99999999999767,-138.00000000000523,-113.00000000000753,-135.99999999999568,58.000000000002494,-117.00000000000044,31.000000000003247,-39.99999999999204,-31.000000000003247,-79.00000000000773,-76.99999999999818,-109.00000000000354,,-921.0000000000002
2021.08.30,-36.0000000000027,-181.00000000000892,-146.0000000000008,-150.00000000000568,-165.99999999999682,33.000000000005244,-104.99999999999955,-6.000000000017103,-81.99999999999363,-9.999999999998899,-65.00000000001194,-79.9999999999983,-127.99999999999478,,-1122.0000000000239
2021.08.30,-39.00000000000014,-198.99999999999363,-137.00000000000045,-151.00000000000114,-173.99999999999238,0.0,-107.00000000000153,11.999999999989797,-75.9999999999934,-17.000000000000348,-74.00000000001228,-88.99999999999864,-93.99999999999409,,-1144.9999999999982
2021.08.30,-75.00000000000284,-187.00000000000384,-120.00000000000455,-87.00000000000374,-227.99999999999443,28.000000000005798,-26.999999999999247,169.99999999998127,-131.00000000000023,143.99999999998857,-70.00000000000739,-36.000000000001364,-93.99999999999409,,-713.000000000036
2021.08.30,-51.99999999999649,-218.00000000000708,-79.00000000000773,-91.00000000000774,-221.9999999999942,16.0000000000049,-35.999999999991594,190.99999999998562,-129.99999999999545,120.99999999999334,-67.00000000000728,-49.99999999999716,-131.99999999999878,,-749.0000000000196
2021.08.30,-31.000000000003247,-235.00000000000742,-90.00000000000341,-38.0000000000047,-204.9999999999983,4.999999999999449,-5.999999999994898,358.9999999999982,-102.99999999998022,217.0000000000005,-17.000000000010118,22.00000000000557,-107.99999999999699,,-229.99999999999557
2021.08.30,-36.999999999998145,-239.00000000001143,-103.9999999999992,-41.9999999999976,-173.00000000000182,29.999999999996696,-17.000000000000348,327.99999999999494,-90.00000000000341,209.9999999999991,-9.000000000000341,23.000000000010346,-99.99999999998899,,-220.00000000000017
2021.08.30,-15.999999999993797,-198.00000000000927,-97.99999999999898,-35.00000000000725,-138.9999999999958,34.000000000000696,-24.999999999997247,313.99999999999204,-78.99999999997931,221.00000000000452,-13.00000000000523,30.000000000001137,-68.00000000000139,,-71.99999999998994
