names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
GBPUSD,15,"['CADCHF', 'EURCAD', 'CADJPY']",80.0,0.96,B
EURUSD,10,"['EURNZD', 'AUDNZD']",80.0,-0.98,S
USDJPY,20,"['GBPUSD', 'NZDUSD']",80.0,-0.7160998445998444,S
USDCAD,10,"['NZDJPY', 'EURJPY', 'CHFJPY', 'AUDCHF']",100.0,-0.92,S
NZDUSD,10,"['NZDCAD', 'NZDJPY', 'CHFJPY', 'EURJPY']",100.0,-0.22,S
GBPCHF,10,"['AUDNZD', 'CADJPY']",100.0,1.0,B
EURCHF,10,"['EURNZD', 'NZDCHF']",80.0,-1.0,S
CHFJPY,20,"['EURCAD', 'AUDNZD', 'NZDCAD', 'GBPUSD']",80.0,-0.6283636363636363,S
NZDCHF,10,"['CHFJPY', 'EURJPY', 'NZDJPY']",80.0,0.46221428571428574,B
EURGBP,10,"['AUDNZD', 'CADJPY']",100.0,-0.96,S
GBPJPY,10,"['CADJPY', 'EURCAD']",80.0,0.99,B
GBPCAD,10,"['CADJPY', 'EURAUD']",80.0,-0.5,S
GBPAUD,15,"['CADCHF', 'EURCAD', 'CADJPY']",100.0,0.97,B
EURCAD,30,"['EURNZD', 'NZDCHF']",80.0,-0.5830748140748142,S
EURAUD,15,['EURCAD'],80.0,0.5408333333333334,B
EURNZD,20,['NZDCHF'],80.0,-0.5823522866022867,S
CADJPY,10,['EURUSD'],80.0,0.29269047619047617,B
AUDCAD,10,"['NZDCHF', 'USDCAD']",80.0,-1.0,S
NZDCAD,10,"['EURCAD', 'EURUSD']",100.0,0.99,B
AUDNZD,10,"['USDCAD', 'CADCHF', 'NZDCHF', 'EURNZD']",80.0,-0.94,S
