date,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.03.06,56.99999999999594,-60.99999999999994,-150.99999999999625,-80.99999999999774,-115.00000000000954,-76.0000000000094,-85.00000000000173,-237.99999999999955,117.00000000000044,-82.99999999999974,169.9999999999875,-43.999999999999595,28.000000000005798,-163.00000000000205,97.9999999999981,38.0000000000047,134.00000000000034,-23.00000000001745,143.9999999999997,-4.000000000004,,-338.00000000004445
2017.03.06,90.99999999999665,-60.99999999999994,-210.99999999999852,-87.99999999999919,-91.00000000000774,-34.000000000000696,-97.9999999999981,-314.9999999999977,100.99999999999554,-51.99999999999649,264.99999999998636,-73.99999999999629,133.99999999998968,-150.99999999999002,143.99999999998857,-21.999999999988695,177.0000000000067,-1.0000000000065512,170.00000000000347,-31.999999999987594,,-148.00000000000045
2017.03.06,164.99999999999292,-157.00000000000713,-102.99999999999443,-147.99999999999258,-135.00000000000733,5.999999999994898,-156.00000000000057,-256.0000000000002,124.00000000000189,-96.99999999999153,226.99999999997544,-253.00000000001432,65.99999999998829,-358.9999999999982,129.99999999998568,-72.0000000000054,76.00000000000762,-153.00000000000313,280.00000000000244,-92.99999999998754,,-908.000000000053
2017.03.06,207.00000000000162,-171.00000000001003,63.00000000000239,-134.99999999999625,-182.99999999999983,22.999999999995246,-146.99999999998602,-106.00000000000875,154.99999999999403,-77.99999999998919,61.9999999999834,-292.00000000000335,102.00000000000209,-361.0000000000113,134.99999999999625,11.00000000000545,-45.99999999999227,-154.0000000000097,329.999999999997,-28.999999999990145,,-614.0000000000192
2017.03.06,59.000000000009045,-49.99999999999449,54.000000000002046,-282.0000000000045,-78.00000000000028,-20.000000000020002,-113.99999999999189,-21.000000000000796,104.99999999999955,-80.99999999999774,-92.00000000001296,-269.00000000000813,190.00000000000128,-350.9999999999902,225.99999999999287,-4.999999999988347,-126.99999999999534,-42.0000000000087,292.9999999999988,65.00000000000395,,-540.000000000006
2017.03.06,143.99999999998857,-86.0000000000083,130.00000000000966,-228.99999999999034,-70.99999999999883,30.999999999981043,-119.00000000000244,21.99999999999136,80.99999999999774,-53.999999999998494,-82.99999999999841,-327.00000000001063,336.00000000000296,-346.0000000000019,295.99999999998516,-121.99999999999989,-149.99999999999147,-26.999999999999247,250.00000000000577,-1.0000000000065512,,-325.00000000004405
2017.03.06,99.00000000000463,-56.000000000011596,90.00000000000341,-190.99999999998562,-43.00000000000415,-13.000000000018552,-92.99999999998754,-16.999999999995907,58.000000000002494,-64.99999999999284,-88.99999999999864,-216.00000000001617,297.9999999999983,-265.0000000000041,275.9999999999874,-131.99999999999878,-99.00000000000375,15.999999999993797,192.00000000000327,-18.999999999991246,,-269.0000000000156
2017.03.06,86.0000000000083,-35.00000000000725,36.000000000001364,-225.99999999999287,41.9999999999976,-26.0000000000149,-75.99999999998718,-70.00000000000739,-28.000000000005798,-55.99999999998939,-38.000000000010914,-239.00000000001143,363.0000000000022,-276.9999999999939,319.999999999987,-289.9999999999903,-78.99999999999352,40.99999999997994,104.00000000000409,-99.99999999998899,,-548.0000000000132
2017.03.06,78.00000000000028,-69.9999999999923,91.99999999999875,-241.99999999998667,58.99999999999794,-64.0000000000196,-78.00000000000028,-48.00000000000182,-63.00000000000195,-85.99999999999719,-112.00000000002319,-255.00000000000523,346.0000000000019,-337.99999999999386,354.9999999999942,-367.0000000000062,-126.99999999999534,23.999999999979593,87.99999999999919,-126.99999999998823,,-935.00000000004
2017.03.06,76.0000000000094,-35.999999999991594,56.000000000011596,-241.99999999998667,17.000000000000348,-24.000000000001798,-85.00000000000173,-37.9999999999967,4.999999999999449,-61.999999999995396,-75.00000000001705,-248.00000000000378,397.0000000000029,-293.0000000000099,363.0000000000022,-226.99999999999943,-103.9999999999992,60.99999999999994,139.99999999999568,-22.999999999995246,,-341.99999999997686
2017.03.06,42.999999999993044,-42.0000000000087,103.9999999999992,-243.99999999999977,29.000000000001247,-52.000000000007596,-95.00000000000064,12.999999999991019,-2.999999999997449,-86.99999999999264,-169.00000000001114,-205.00000000001074,289.9999999999903,-296.0000000000074,309.99999999998806,-255.00000000000523,-140.00000000000057,18.999999999991246,134.0000000000008,-82.00000000000429,,-728.0000000000912
2017.03.06,52.99999999999194,-17.000000000000348,41.00000000001103,-273.9999999999965,68.00000000000139,-46.0000000000127,-66.99999999999484,-54.000000000002046,-47.00000000000814,-60.99999999999994,-79.00000000000773,-260.0000000000158,344.99999999999534,-302.0000000000023,319.0000000000026,-320.00000000000915,-111.0000000000042,17.000000000000348,99.00000000000463,-124.99999999999733,,-821.0000000000437
2017.03.06,60.99999999999994,5.999999999994898,53.00000000001148,-278.00000000000045,106.99999999999044,-11.00000000000545,-65.00000000000395,-19.99999999999602,-70.99999999999883,-37.99999999999359,-84.00000000000318,-273.0000000000121,361.9999999999957,-272.00000000000557,293.99999999999426,-364.9999999999931,-121.99999999999989,20.999999999982144,48.000000000003595,-175.99999999999838,,-823.0000000000381
