date,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.03.06,0.0,-68.00000000000139,-202.99999999998875,-163.9999999999864,-121.00000000000443,-117.00000000001154,-134.99999999999625,-316.0000000000025,0.0,-84.99999999999064,-164.00000000000858,-141.99999999999767,-201.99999999999108,-72.0000000000054,-97.9999999999981,-1.0000000000047748,-97.00000000001374,0.0,-153.00000000000313,,-2138.0000000000045
2017.03.06,55.99999999998939,-129.00000000000134,-253.0000000000001,-109.00000000000354,-124.00000000000189,-98.0000000000203,-139.00000000000023,-382.000000000005,58.99999999999794,-110.99999999999443,-120.00000000000898,-11.999999999989797,-248.00000000000378,5.999999999994898,-65.99999999998829,125.0,-77.00000000001594,133.00000000000534,-90.99999999999665,,-1580.0000000000425
2017.03.06,86.0000000000083,-174.99999999999181,-228.9999999999992,-161.99999999999548,-148.0000000000037,-47.00000000001925,-178.99999999999582,-341.99999999999875,58.000000000002494,-117.99999999999588,-255.00000000000523,45.000000000006146,-378.999999999996,110.99999999999443,-185.99999999999727,76.00000000000762,-165.9999999999995,158.0000000000026,-130.0000000000079,,-1981.999999999984
2017.03.06,137.00000000000932,-178.00000000001148,-102.99999999999443,-161.99999999999548,-187.00000000000384,-14.000000000002899,-167.00000000000603,-257.99999999999557,114.99999999999844,-102.99999999999754,-297.0000000000139,28.000000000005798,-371.99999999999454,86.99999999999264,-75.00000000000284,-57.999999999992724,-164.00000000000858,272.00000000000557,-100.99999999999554,,-1600.0000000000036
2017.03.06,49.99999999999449,-173.00000000000094,-9.999999999990905,-293.99999999999426,-194.0000000000053,-58.000000000002494,-157.99999999999147,-131.00000000000023,90.0000000000012,-115.99999999999389,-306.00000000000625,42.0000000000087,-364.00000000000875,92.00000000000318,-95.00000000000064,-158.99999999999181,-157.00000000000713,268.99999999999704,-38.99999999998904,,-1710.9999999999784
2017.03.06,28.000000000005798,-92.00000000000318,9.000000000000341,-297.9999999999983,-125.00000000000844,-24.000000000001798,-136.00000000000279,-52.99999999999727,35.999999999991594,-92.99999999999864,-331.0000000000146,153.00000000000313,-398.9999999999938,156.00000000000057,-211.00000000000563,-167.0000000000016,-127.00000000001043,187.00000000000384,-68.00000000000139,,-1555.0000000000325
2017.03.06,56.99999999999594,-96.00000000000719,70.99999999999795,-273.9999999999965,-91.00000000000774,-45.000000000006146,-123.00000000000644,-21.000000000000796,36.999999999998145,-90.99999999999665,-326.0000000000041,139.00000000000023,-377.9999999999894,170.99999999998784,-215.00000000000963,-168.99999999999693,-74.0000000000185,185.99999999999727,-89.99999999999008,,-1332.0000000000525
2017.03.06,28.000000000005798,-72.0000000000054,14.000000000010004,-259.9999999999936,-77.00000000000485,-73.00000000001194,-99.00000000000463,-91.00000000000819,-46.00000000000159,-87.99999999999919,-283.99999999999534,188.00000000001037,-324.9999999999975,214.99999999998744,-322.00000000000006,-117.999999999995,-45.000000000006146,92.00000000000318,-126.0000000000039,,-1489.0000000000102
2017.03.06,59.000000000009045,-89.99999999999008,34.000000000006025,-270.99999999999903,-8.000000000008,-82.00000000000429,-93.99999999999409,-76.00000000000762,-94.00000000000519,-96.99999999999153,-316.0000000000052,258.0000000000027,-381.99999999999346,283.99999999999534,-428.00000000000614,-155.00000000000114,-16.000000000016,67.00000000000594,-174.00000000000747,,-1581.00000000001
2017.03.06,39.999999999995595,-72.99999999998974,19.000000000005457,-275.9999999999874,7.0000000000014495,-72.0000000000054,-89.00000000000574,-76.99999999999818,-95.00000000000064,-87.99999999999919,-272.00000000000557,282.0000000000045,-344.99999999999534,286.99999999999284,-436.9999999999985,-129.99999999999545,-4.000000000004,31.999999999998696,-209.9999999999991,,-1500.9999999999861
