date,USDCHF,EURUSD,AUDUSD,NZDUSD,GBPCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.02.11,-526.0000000000042,-40.0000000000178,-16.0000000000049,-31.999999999998696,690.0000000000128,385.000000000002,-397.99999999999835,-248.99999999999523,65.99999999998829,-51.99999999998539,51.00000000000193,-34.99999999998504,-56.99999999999594,-125.00000000001954,84.00000000000318,83.99999999998897,108.00000000000409,-24.999999999997247,51.99999999999649,0.0,,-35.00000000000462
2019.02.11,80.00000000000229,-16.000000000016,-32.0000000000098,-117.99999999999588,-97.9999999999981,-26.999999999999247,-79.00000000000685,-215.99999999997976,23.999999999979593,-17.000000000000348,61.00000000000705,-31.999999999987594,-26.999999999999247,-311.0000000000168,90.00000000000341,87.99999999999386,184.0000000000117,-36.0000000000027,139.99999999999568,95.00000000000064,,-247.00000000001813
2019.02.11,46.00000000000159,0.9999999999843467,-50.0000000000056,-139.99999999999568,-31.000000000003247,17.000000000000348,-126.0000000000039,-313.99999999999295,173.99999999998528,-46.999999999997044,137.00000000000045,92.00000000000318,-19.999999999997797,-290.00000000001245,88.99999999999864,149.99999999999147,256.0000000000002,-123.00000000000644,231.99999999999886,107.99999999999699,,160.99999999994634
2019.02.11,67.00000000000594,37.99999999998249,-140.0000000000068,-190.99999999999673,-28.999999999990145,92.00000000000318,-163.00000000000205,-281.99999999998226,216.99999999997831,147.00000000000824,121.99999999999989,145.00000000001734,-171.00000000001003,-358.00000000001387,49.000000000006594,211.9999999999891,280.00000000000114,-245.0000000000063,303.9999999999932,54.99999999998284,,148.99999999996004
2019.02.11,13.00000000000745,44.99999999998394,-134.0000000000008,-228.00000000000597,41.000000000002146,124.00000000000189,-236.00000000000287,-300.9999999999877,197.99999999998707,131.00000000001444,141.00000000000534,133.00000000000534,-148.99999999999915,-447.0000000000196,70.99999999999795,215.99999999999397,331.00000000000307,-226.99999999999943,340.9999999999913,116.99999999998934,,179.99999999996768
2019.02.11,-5.999999999994898,34.99999999998504,-115.00000000000954,-236.00000000000287,36.0000000000138,117.99999999999588,-256.0000000000007,-271.99999999999136,215.99999999999397,114.99999999999844,132.000000000005,168.0000000000126,-117.99999999999588,-476.0000000000098,45.000000000001705,194.99999999999318,338.0000000000081,-231.0000000000034,379.9999999999915,157.99999999999147,,225.99999999998215
2019.02.11,45.000000000006146,56.99999999999594,-157.00000000000713,-295.99999999999625,2.0000000000131024,124.99999999999733,-282.0000000000045,-276.9999999999868,330.9999999999924,182.99999999999983,136.0000000000099,267.0000000000172,-180.0000000000024,-591.0000000000082,-6.000000000000227,226.99999999998965,393.0000000000007,-329.00000000000153,500.9999999999959,187.99999999998818,,336.99999999999926
2019.02.11,53.00000000000304,72.99999999998974,-125.00000000000844,-278.9999999999959,-21.999999999988695,85.99999999999719,-261.0000000000001,-254.99999999999545,334.9999999999964,117.00000000001154,142.00000000001012,304.9999999999997,-85.00000000000173,-528.0000000000174,-21.99999999999136,186.9999999999976,368.0000000000092,-297.9999999999983,489.99999999999045,210.99999999998343,,491.999999999991
2019.02.11,52.000000000007596,47.99999999998139,-114.00000000000298,-229.00000000000142,-48.99999999998794,75.00000000000284,-209.9999999999991,-244.99999999997613,361.9999999999957,124.00000000001299,134.00000000000034,327.00000000001063,-96.00000000000719,-446.0000000000131,-39.00000000000148,185.00000000000227,325.00000000000284,-317.0000000000006,456.9999999999963,153.00000000000313,,497.0000000000262
2019.02.11,28.000000000005798,43.999999999999595,-123.00000000000644,-190.99999999999673,-14.999999999987246,102.00000000000209,-189.00000000000583,-346.99999999998,315.99999999998295,150.00000000000568,219.0000000000083,280.0000000000136,-121.99999999999989,-350.00000000000585,43.00000000000637,253.0000000000001,336.00000000001273,-304.00000000000426,379.9999999999915,76.99999999999375,,587.0000000000362
