,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,EURUSD,10,['CHFJPY'],80.0,0.5984429365079551,B
1,1,USDJPY,10,['EURNZD'],80.0,-0.29268619047618855,S
2,2,AUDUSD,15,"['CHFJPY', 'USDCHF', 'NZDCHF', 'EURAUD', 'CADJPY']",100.0,0.23774404761904752,B
3,3,NZDUSD,15,"['EURGBP', 'CHFJPY']",80.0,0.3104703823953781,B
4,4,GBPCHF,30,['NZDCHF'],80.0,-0.37819709790654954,S
5,5,EURCHF,10,['CADCHF'],100.0,0.8128200000000072,B
6,6,CHFJPY,30,"['GBPJPY', 'EURCAD']",80.0,0.25400004790144687,B
7,7,CADCHF,10,"['EURUSD', 'USDJPY', 'NZDCAD', 'NZDUSD', 'GBPUSD']",80.0,-0.885467023809525,S
8,8,AUDCHF,10,['NZDCHF'],100.0,-0.33340876984126805,S
9,9,NZDCHF,20,"['GBPCAD', 'EURNZD', 'NZDCAD', 'NZDUSD', 'AUDNZD', 'GBPUSD']",80.0,0.999,B
10,10,EURGBP,10,"['NZDCHF', 'GBPCHF']",100.0,0.37639750000000044,B
11,11,GBPJPY,30,['NZDCAD'],80.0,-0.2851046723785214,S
12,12,GBPCAD,15,"['NZDCAD', 'NZDUSD', 'GBPUSD', 'GBPCHF', 'EURUSD', 'USDCAD']",80.0,0.63305,B
13,13,EURNZD,20,"['CHFJPY', 'USDCHF', 'GBPUSD']",100.0,-0.6643854675879723,S
14,14,CADJPY,10,"['NZDCAD', 'AUDNZD', 'AUDCAD', 'NZDCHF']",100.0,-0.5940711507936701,S
15,15,NZDJPY,50,['USDCHF'],80.0,0.8190536437131088,B
16,16,AUDCAD,10,"['CHFJPY', 'EURJPY', 'USDCHF']",100.0,0.4451,B
17,17,NZDCAD,10,['EURNZD'],80.0,0.9575800000000004,B
18,18,AUDNZD,15,"['NZDUSD', 'GBPUSD', 'EURUSD', 'AUDNZD']",80.0,-1.0,S
