date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,NZDCHF,EURGBP,GBPAUD,EURJPY,EURNZD,AUDNZD,empty,sum
2016.05.23,-42.999999999993044,-77.00000000001239,-1.999999999990898,86.0000000000083,85.99999999999719,-225.99999999999287,159.00000000000912,-153.00000000000313,-7.0000000000014495,-221.9999999999942,-211.99999999998997,231.0000000000034,,-379.99999999996
2016.05.23,0.0,-28.000000000005798,-17.000000000000348,98.0000000000092,78.00000000000028,-229.99999999999687,141.00000000000225,-180.99999999999784,2.9999999999752447,-186.9999999999976,-231.99999999998778,235.99999999999176,,-319.00000000000756
2016.05.23,28.000000000005798,-67.00000000000728,35.00000000000725,90.0000000000012,92.99999999999864,-244.9999999999841,187.00000000000384,-190.00000000000128,-12.999999999996348,-197.00000000000273,-174.00000000000747,221.00000000000452,,-231.99999999997797
2016.05.23,4.000000000004,-99.00000000000375,28.000000000005798,80.00000000000229,95.99999999999609,-259.9999999999936,194.0000000000053,-197.99999999999818,-77.00000000001594,-248.00000000000466,-182.99999999999983,198.00000000000927,,-464.99999999999324
2016.05.23,23.00000000001745,-58.000000000006935,90.99999999999665,70.0000000000034,38.0000000000047,-278.9999999999848,134.0000000000008,-219.00000000000253,-79.99999999999119,-230.00000000000398,-367.99999999999056,279.99999999999136,,-597.9999999999657
2016.05.23,90.00000000001229,75.9999999999934,110.00000000001009,53.00000000000304,31.999999999998696,-326.0000000000041,141.00000000000225,-268.0000000000016,-37.00000000002035,-93.00000000000352,-401.00000000000693,269.00000000000813,,-354.0000000000086
2016.05.23,8.000000000008,243.99999999999977,-5.999999999994898,131.00000000000333,100.00000000000009,-323.99999999999096,151.00000000000114,-289.0000000000059,64.99999999998174,-13.999999999995794,-384.00000000000654,268.0000000000016,,-49.99999999999835
2016.05.23,-40.99999999997994,292.99999999999216,-66.99999999999484,189.00000000000583,141.00000000000225,-286.99999999999284,201.00000000000674,-224.000000000002,158.99999999997584,103.9999999999992,-197.00000000000273,286.00000000000847,,557.0000000000182
2016.05.23,-47.99999999998139,411.9999999999919,-65.99999999998829,150.00000000000568,111.00000000000554,-248.00000000000378,116.00000000000499,-260.00000000000466,42.99999999997084,176.00000000000193,-356.00000000000074,280.9999999999979,,310.99999999999994
2016.05.23,-56.99999999999594,371.9999999999999,-43.999999999999595,160.00000000000458,180.99999999999784,-302.9999999999866,216.0000000000051,-258.0000000000027,53.999999999998494,126.00000000000477,-190.00000000000128,191.00000000000784,,448.0000000000324
2016.05.23,-85.99999999998609,344.99999999999886,-48.000000000003595,168.00000000000148,178.00000000000037,-295.99999999998516,202.0000000000022,-250.00000000000577,35.99999999996939,84.99999999999375,-214.99999999998744,201.99999999999108,,320.9999999999891
2016.05.23,-104.99999999999955,302.99999999999727,-31.000000000003247,186.00000000000838,241.00000000000233,-282.9999999999888,268.0000000000016,-226.00000000000398,63.99999999997519,60.000000000002274,-31.999999999987594,133.99999999998968,,578.9999999999935
2016.05.23,-184.99999999999073,330.99999999998886,-99.00000000000463,317.0000000000006,343.9999999999999,-272.00000000000557,336.00000000000296,-212.00000000000108,319.0000000000026,42.00000000000159,157.99999999999147,161.99999999999548,,1240.9999999999814
2016.05.23,-242.99999999999324,263.9999999999958,-114.99999999999844,328.0000000000061,380.00000000000256,-253.99999999999866,348.00000000000387,-199.00000000000472,262.999999999991,-60.000000000002274,195.00000000001182,124.99999999999733,,1032.0000000000111
2016.05.23,-253.99999999999866,287.9999999999967,-137.9999999999937,364.00000000000875,351.0000000000013,-275.000000000003,333.0000000000055,-190.00000000000128,348.9999999999771,-28.000000000005798,144.0000000000108,218.00000000000708,,1162.0000000000048
2016.05.23,-209.9999999999991,222.99999999999898,-114.99999999999844,337.0000000000095,339.99999999999585,-268.9999999999859,348.00000000000387,-182.99999999999983,340.00000000000693,-46.999999999997044,178.00000000001148,192.99999999999872,,1135.000000000045
2016.05.23,-204.99999999998852,246.9999999999999,-63.99999999999739,319.0000000000026,334.00000000000097,-248.00000000000378,339.0000000000004,-175.00000000000293,297.9999999999983,-4.9999999999954525,195.9999999999962,177.00000000000495,,1213.0000000000152
