date,USDCHF,USDJPY,USDCAD,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.01.25,117.99999999999588,-66.0000000000025,-28.000000000005798,-225.99999999999287,73.99999999999629,-63.00000000000239,97.00000000000264,70.99999999999883,36.999999999998145,-133.00000000000978,-148.000000000037,-111.99999999999477,29.00000000001235,-255.00000000000523,-90.00000000000341,-24.999999999997247,-26.000000000003798,-119.00000000000244,,-865.000000000053
2016.01.25,167.9999999999904,-96.9999999999942,-5.000000000010552,-272.99999999998994,100.99999999999554,-59.00000000001171,97.9999999999981,-29.000000000001247,48.99999999999905,-162.00000000000614,-267.0000000000172,-135.99999999999568,65.00000000000395,-575.9999999999987,-96.00000000000364,-46.999999999997044,-212.00000000000108,-301.0000000000179,,-1779.0000000000582
2016.01.25,140.0000000000068,-49.000000000006594,-42.0000000000087,-158.99999999999804,72.99999999998974,-54.000000000002046,119.00000000000244,-34.000000000000696,85.99999999999719,-8.000000000009777,-41.000000000002146,-86.00000000001273,7.0000000000014495,-592.9999999999991,-94.99999999999886,-17.999999999995797,-207.00000000000162,-377.0000000000051,,-1338.0000000000437
2016.01.25,143.00000000000423,78.00000000000296,18.999999999991246,-79.99999999999119,119.00000000000244,65.99999999998829,43.00000000000415,-118.00000000000699,158.99999999999804,269.00000000000546,-141.00000000003553,6.000000000000227,137.00000000000932,-849.9999999999952,27.999999999991587,-87.99999999999919,-282.0000000000045,-387.000000000004,,-879.0000000000387
2016.01.25,95.00000000000064,72.00000000000273,-52.000000000007596,-153.00000000000313,11.999999999989797,1.9999999999953388,34.99999999999615,-35.00000000000725,50.0000000000056,80.99999999998886,-275.00000000002524,54.000000000002046,-18.999999999991246,-479.99999999999153,-30.000000000001137,-100.00000000000009,-172.00000000000549,-243.99999999999977,,-1159.0000000000514
2016.01.25,62.000000000006494,52.00000000000671,38.99999999998904,-86.99999999999264,19.999999999997797,-54.000000000002046,-94.00000000000519,-150.00000000000568,92.00000000000318,82.99999999999841,-551.0000000000126,-15.00000000001478,140.0000000000068,-785.9999999999978,12.000000000000455,-184.99999999999073,-243.00000000000432,-235.00000000000742,,-1900.0000000000243
2016.01.25,21.999999999988695,76.99999999999818,217.0000000000005,-161.99999999999548,45.99999999999049,-75.00000000000284,-146.99999999999713,-107.00000000000153,70.0000000000034,-44.00000000001114,-811.0000000000284,-69.99999999999318,431.0000000000036,-724.9999999999978,135.00000000000512,-93.99999999999409,-33.000000000005244,-95.00000000000064,,-1365.0000000000377
2016.01.25,-34.000000000000696,-66.99999999999307,99.99999999998899,-144.99999999999514,0.0,-277.000000000001,-155.00000000000514,-40.00000000000669,46.999999999997044,-310.0000000000023,-804.000000000027,-240.0000000000091,323.0000000000066,-478.0000000000006,-34.99999999999659,-130.99999999999224,36.999999999998145,21.999999999988695,,-2187.00000000005
2016.01.25,-29.00000000001235,-135.99999999999568,-85.00000000000173,-293.99999999999426,-1.0000000000065512,-346.00000000000364,4.999999999999449,84.99999999999064,-32.999999999994145,-579.0000000000077,-560.0000000000272,-306.0000000000116,110.00000000001009,-160.00000000000458,-195.99999999999795,-46.999999999997044,86.99999999999264,-1.0000000000065512,,-2486.000000000068
2016.01.25,-51.000000000001044,-120.00000000000455,5.999999999994898,-283.000000000011,45.99999999999049,-346.00000000000364,-62.000000000006494,63.99999999999739,6.0000000000060005,-578.000000000003,-734.0000000000124,-368.9999999999998,306.00000000000625,-282.0000000000045,-126.00000000000477,-52.99999999999194,137.9999999999937,59.99999999999339,,-2378.0000000000605
