date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2017.04.17,-29.00000000001235,0.0,-70.0000000000145,-67.00000000000594,-96.00000000000719,-1.0000000000065512,-28.000000000005798,-182.99999999999272,-58.000000000002494,-156.00000000000057,-260.00000000000466,-71.99999999999429,-68.9999999999884,-83.00000000001084,-136.0000000000099,-90.00000000001229,-129.00000000000134,-59.99999999999339,-53.00000000001148,-76.99999999999818,-109.99999999999943,-170.99999999998784,-175.00000000000293,,-2173.000000000063
2017.04.17,-19.999999999997797,-43.999999999999595,-87.00000000001484,-41.000000000002146,-44.0000000000107,-11.00000000000545,4.000000000004,-378.9999999999907,-90.0000000000012,-173.00000000000094,-327.99999999999494,-53.999999999998494,-141.9999999999959,-150.00000000000568,-218.00000000000352,-66.99999999999484,-116.99999999998934,-66.00000000001049,-67.00000000000728,-75.9999999999934,-138.00000000000523,-58.000000000002494,-219.00000000000253,,-2585.000000000023
2017.04.17,-56.99999999999594,-56.000000000011596,-104.00000000001519,-31.000000000003247,115.99999999999389,256.00000000001177,1.999999999990898,-223.99999999998954,-124.99999999999733,-204.99999999999963,-407.0000000000018,-97.00000000000264,-103.999999999985,-137.00000000000932,-177.0000000000067,-29.00000000001235,-116.99999999998934,7.0000000000014495,-106.99999999999932,-49.99999999999716,-224.00000000000375,-63.99999999999739,-276.00000000000955,,-2210.000000000029
2017.04.17,-38.0000000000047,-77.00000000001594,-98.0000000000203,54.999999999993946,194.99999999998963,300.99999999999574,2.999999999997449,-295.99999999999227,-133.00000000000534,-212.00000000000108,-436.9999999999985,-76.99999999999375,78.00000000000296,-109.00000000000354,-273.00000000001035,-17.000000000000348,-119.00000000000244,194.99999999998963,-12.000000000000455,-46.999999999997044,-196.00000000001216,31.000000000003247,-303.0000000000088,,-1586.0000000000948
2017.04.17,-15.00000000000945,-63.000000000013046,-119.00000000000244,34.000000000000696,182.99999999999983,364.00000000000875,7.0000000000014495,-382.99999999999557,-146.00000000000168,-202.9999999999976,-456.00000000000085,-44.99999999999504,109.00000000000887,-155.00000000001623,-386.0000000000099,-36.0000000000138,-92.99999999998754,175.99999999999838,47.99999999998761,-144.99999999999602,-137.00000000000045,6.000000000017103,-329.00000000000153,,-1784.0000000000186
2017.04.17,-5.999999999994898,-36.999999999998145,-50.0000000000167,48.000000000003595,237.99999999999378,324.9999999999975,12.999999999996348,-575.0000000000028,-143.00000000000423,-195.00000000000074,-456.00000000000085,-65.99999999999939,284.00000000002024,-103.00000000000864,-583.0000000000126,8.000000000008,-75.00000000000284,232.00000000000998,122.99999999999045,-296.99999999999704,-88.00000000000807,7.0000000000014495,-346.0000000000019,,-1742.0000000000277
2017.04.17,28.000000000005798,-19.00000000001345,-35.00000000000725,41.000000000002146,244.99999999999523,361.9999999999957,-9.999999999998899,-536.0000000000014,-165.9999999999995,-212.99999999999653,-531.0000000000036,-56.0000000000005,255.00000000002387,-134.00000000001188,-539.0000000000015,-9.999999999998899,-82.00000000000429,195.9999999999962,96.9999999999942,-286.9999999999919,-189.00000000000716,-26.999999999999247,-428.00000000000614,,-2038.000000000029
2017.04.17,79.99999999999119,49.99999999999449,48.99999999998794,132.99999999999423,366.9999999999951,324.0000000000132,0.0,-494.99999999999034,-136.00000000000279,-237.99999999999378,-575.0000000000033,-74.99999999999174,278.00000000002,-59.000000000009045,-484.00000000000887,-35.00000000000725,-144.99999999999514,401.99999999999125,115.99999999999966,-191.99999999999307,-209.00000000000318,66.00000000001049,-491.0000000000081,,-1269.000000000009
2017.04.17,79.00000000000685,68.99999999998573,26.999999999999247,95.00000000000064,363.99999999999767,314.00000000001427,-11.00000000000545,-506.9999999999908,-119.99999999999788,-227.99999999999488,-533.0000000000057,-82.99999999999974,295.0000000000159,-97.00000000001374,-503.0000000000001,-42.0000000000087,-109.99999999998789,358.9999999999982,149.99999999999147,-268.99999999999125,-170.0000000000017,21.00000000000435,-464.00000000000887,,-1363.9999999999927
2017.04.17,62.000000000006494,55.99999999998939,7.999999999985796,59.99999999999339,338.9999999999893,287.9999999999994,-18.0000000000069,-582.9999999999984,-112.000000000001,-161.99999999999548,-507.9999999999973,-114.99999999999844,478.00000000000864,-73.00000000001194,-583.0000000000126,-63.99999999999739,22.0000000000109,306.9999999999906,248.99999999999523,-364.9999999999949,-66.0000000000025,-12.999999999996348,-435.0000000000076,,-1228.0000000000518
