date,USDCHF,GBPUSD,EURUSD,AUDUSD,GBPCHF,EURCHF,CADCHF,NZDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDCAD,NZDCAD,empty,sum
2015.03.02,-62.000000000006494,-92.00000000000318,-49.00000000001015,15.999999999993797,-133.99999999998968,-26.999999999999247,-24.000000000001798,29.000000000001247,-36.999999999998145,31.00000000000591,22.00000000001978,-78.00000000000028,126.99999999998823,60.99999999999994,-75.00000000000284,-2.000000000002,-20.0000000000089,,-314.0000000000138
2015.03.02,-53.999999999998494,-103.00000000000864,-5.000000000010552,34.000000000000696,-133.99999999998968,32.999999999994145,-11.00000000000545,-2.000000000002,-4.999999999999449,-75.9999999999934,29.000000000024784,-43.999999999999595,72.99999999998974,95.00000000000064,-43.99999999999693,-40.00000000000669,-10.000000000010001,,-264.00000000001097
2015.03.02,-112.000000000001,58.99999999998684,120.99999999999334,-123.00000000000644,-59.99999999999339,91.99999999998099,-39.00000000000014,-56.0000000000005,-12.999999999996348,-30.000000000001137,74.00000000001228,48.000000000003595,207.00000000000162,148.99999999999915,-7.000000000005002,106.99999999999044,69.9999999999923,,486.9999999999566
2015.03.02,-118.00000000000699,106.99999999999044,204.00000000000418,-184.00000000000637,-19.999999999997797,158.99999999999804,0.999999999995449,-31.999999999998696,18.0000000000069,-50.99999999998772,114.00000000000432,110.99999999999443,218.00000000000708,-42.0000000000087,10.000000000005116,162.99999999999093,-6.0000000000060005,,651.9999999999845
2015.03.02,-207.00000000000162,61.99999999998429,147.99999999999258,-106.00000000000608,-184.99999999999073,17.999999999984695,-75.9999999999983,63.00000000000195,4.000000000004,-212.99999999999386,-31.999999999982265,51.99999999998539,141.99999999999767,46.999999999997044,72.00000000000273,71.99999999999429,6.999999999990347,,-132.000000000038
2015.03.02,-202.9999999999976,68.00000000000139,141.99999999999767,-216.0000000000051,-182.99999999999983,7.999999999985796,-72.0000000000054,-2.999999999997449,-7.0000000000014495,-128.99999999999068,13.00000000000523,19.999999999997797,360.0000000000048,173.99999999998528,19.000000000005457,191.99999999999218,61.999999999995396,,244.99999999997354
2015.03.02,-207.00000000000162,102.00000000000209,134.99999999999625,-153.00000000000313,-163.00000000000205,0.0,-134.0000000000008,56.99999999999594,-25.999999999992696,-28.999999999996362,50.00000000001137,95.00000000000064,249.99999999999466,68.00000000000139,46.999999999997044,170.99999999999892,48.99999999999905,,312.0000000000006
2015.03.02,-200.00000000000017,60.99999999999994,82.00000000000429,-133.00000000000534,-185.99999999999727,-39.00000000001125,-126.99999999999933,44.99999999999504,-41.9999999999976,-50.00000000001137,5.000000000023874,29.999999999996696,275.9999999999874,157.99999999999147,31.999999999996476,145.9999999999906,56.99999999999594,,114.99999999995947
2015.03.02,-231.99999999999886,112.000000000001,39.999999999995595,-203.00000000000873,-188.9999999999947,-107.99999999999699,-177.00000000000495,-36.0000000000027,-93.99999999999409,-92.99999999998931,-115.99999999998545,24.000000000001798,466.9999999999952,422.9999999999956,114.00000000000432,267.99999999999045,223.99999999999088,,423.999999999999
2015.03.02,-258.9999999999981,214.00000000000307,96.00000000000719,-328.0000000000061,-127.99999999999478,-87.99999999999919,-155.00000000000514,-97.9999999999981,-104.99999999999955,30.000000000001137,-51.9999999999925,24.999999999986144,624.9999999999867,512.0000000000014,67.99999999999784,378.999999999996,280.9999999999979,,1016.9999999999839
2015.03.02,-209.9999999999991,204.00000000000418,62.99999999999084,-323.0000000000066,-59.000000000009045,-66.00000000001049,-134.0000000000008,-102.99999999999754,-119.99999999999788,40.99999999999682,-72.99999999997908,14.999999999987246,652.9999999999925,488.9999999999839,78.00000000000296,389.99999999999034,258.9999999999981,,1103.9999999999466
2015.03.02,-185.00000000000182,188.9999999999947,49.99999999999449,-404.99999999999983,-35.999999999991594,-60.99999999999994,-121.99999999999989,-168.00000000000148,-122.99999999999534,15.999999999991132,-98.99999999998954,12.999999999996348,824.9999999999868,610.9999999999837,93.00000000000352,503.99999999999335,335.99999999999187,,1437.9999999999566
2015.03.02,-174.00000000000747,175.99999999999838,41.000000000002146,-362.00000000000676,-38.0000000000047,-57.00000000001815,-124.99999999999733,-148.99999999999915,-120.99999999999334,-13.00000000000523,-113.9999999999759,31.999999999987594,756.0000000000011,563.9999999999867,117.00000000000443,461.0000000000003,306.9999999999906,,1300.9999999999634
2015.03.02,-196.00000000000728,143.00000000000423,21.00000000000435,-354.0000000000099,-96.99999999999153,-95.00000000000064,-141.00000000000225,-140.0000000000068,-119.99999999999788,-68.00000000001205,-150.99999999998204,-4.000000000004,770.000000000004,602.999999999998,118.99999999999977,447.99999999999284,316.99999999998954,,1054.9999999999782
