date,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.03.06,-93.99999999999409,-38.99999999998904,-2.0000000000095497,0.0,-121.00000000000443,-78.99999999998464,-70.99999999999883,0.0,-156.00000000000057,-19.00000000000235,-230.99999999999454,-89.00000000000574,-124.99999999999733,-37.9999999999967,0.0,-116.99999999998934,-93.00000000000975,-183.00000000000693,-234.99999999999943,-51.000000000001044,-211.00000000000563,-4.000000000004,,-1957.999999999994
2017.03.06,-121.99999999999989,14.000000000002899,150.99999999999625,75.99999999998718,-124.00000000000189,-25.999999999992696,35.00000000000725,182.00000000000216,-170.99999999999892,16.999999999989246,-310.0000000000023,29.999999999996696,-167.9999999999904,141.00000000000534,96.00000000000719,-202.9999999999976,-110.00000000001009,-198.0000000000075,-275.0000000000057,1.0000000000065512,-224.000000000002,2.999999999997449,,-1185.0000000000107
2017.03.06,-197.00000000000273,60.99999999999994,84.99999999999375,82.00000000000429,-148.0000000000037,-72.99999999998974,83.9999999999952,237.99999999999955,-152.99999999999204,40.99999999999105,-396.99999999999136,82.00000000000429,-215.00000000000963,204.9999999999983,154.0000000000097,-246.99999999999721,-25.999999999992696,-189.00000000000716,-284.9999999999966,-17.999999999984695,-292.9999999999988,-12.999999999996348,,-1221.9999999999666
2017.03.06,-214.00000000000307,119.00000000000244,-84.00000000000318,133.00000000000534,-187.00000000000384,-56.99999999999594,136.99999999998712,91.00000000000819,-178.00000000000037,58.99999999999794,-227.99999999998022,212.99999999999653,-117.99999999999588,42.00000000000159,312.00000000000114,-156.99999999998494,-56.99999999999594,-76.00000000000762,-200.00000000000284,116.00000000000499,-339.99999999999585,21.999999999988695,,-651.9999999999756
2017.03.06,-207.00000000000162,32.999999999994145,-138.00000000000523,129.00000000000134,-194.0000000000053,-36.999999999998145,99.00000000000463,-45.99999999999227,-170.99999999999892,45.99999999999049,-87.99999999999386,190.00000000000128,-286.99999999999284,-146.99999999999136,253.99999999999866,-293.99999999999426,-72.0000000000054,21.000000000000796,-150.99999999999625,30.0000000000189,-345.0000000000064,-65.00000000000395,,-1439.9999999999757
2017.03.06,-147.99999999999258,9.999999999998899,-157.0000000000107,201.99999999999108,-125.00000000000844,-34.99999999998504,104.99999999999955,-37.9999999999967,-146.00000000000168,46.999999999997044,7.000000000005002,215.00000000000963,-443.99999999999994,-128.0000000000001,290.9999999999968,-400.00000000000034,-39.999999999995595,78.00000000000296,-67.00000000000728,-59.99999999999339,-343.9999999999999,-90.99999999999665,,-1267.9999999999873
2017.03.06,-165.9999999999995,34.000000000000696,-164.00000000000148,148.99999999999915,-91.00000000000774,-32.999999999994145,85.99999999998609,-45.000000000001705,-95.99999999999609,35.999999999991594,73.0000000000075,168.99999999999693,-337.0000000000095,-149.0000000000009,248.00000000000378,-315.99999999998295,60.99999999999994,94.99999999999886,24.999999999991473,-18.999999999991246,-256.99999999999613,-5.000000000010552,,-702.000000000016
2017.03.06,-121.99999999999989,19.999999999997797,-108.00000000000409,161.99999999999548,-77.00000000000485,-2.999999999997449,68.00000000000139,7.999999999995566,-80.00000000000229,46.999999999997044,36.000000000001364,158.0000000000137,-371.99999999999454,-108.99999999999466,243.99999999999977,-330.9999999999924,68.00000000000139,45.99999999999227,-27.000000000001023,-42.999999999993044,-246.00000000000176,1.0000000000065512,,-659.9999999999836
2017.03.06,-119.00000000000244,34.000000000000696,-109.00000000000887,205.99999999999508,-8.000000000008,17.000000000000348,72.0000000000054,34.99999999999659,4.000000000004,50.99999999998994,30.000000000001137,194.0000000000053,-391.9999999999924,-96.9999999999942,269.00000000000813,-398.9999999999938,245.0000000000063,73.99999999999807,78.99999999999352,-57.99999999998029,-153.99999999999858,58.000000000002494,,32.00000000002847
2017.03.06,-85.00000000000173,22.0000000000109,-97.00000000000841,231.99999999998778,7.0000000000014495,10.000000000021103,72.0000000000054,27.000000000001023,-12.999999999996348,49.99999999999449,31.00000000000591,217.0000000000005,-407.0000000000018,-94.99999999999886,282.0000000000045,-370.00000000000364,209.9999999999991,76.99999999999818,78.00000000000296,-61.99999999998429,-153.99999999999858,15.999999999993797,,48.00000000003339
