date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURNZD,AUDCAD,AUDNZD,empty,sum
2018.09.17,-98.0000000000092,-19.999999999997797,-1.999999999990898,-9.999999999998899,-2.000000000002,-51.9999999999925,-50.0000000000056,-47.9999999999925,-152.00000000001523,-114.0000000000141,-25.999999999992696,-119.99999999998678,-131.99999999999878,-51.000000000001044,-41.000000000002146,,-918.0000000000001
2018.09.17,-112.000000000001,26.999999999999247,22.999999999995246,-85.00000000000173,2.999999999997449,-143.99999999999125,-24.000000000001798,-57.99999999999139,-171.0000000000207,-229.99999999999687,42.0000000000087,-159.99999999998238,-163.9999999999864,-1.999999999990898,-96.00000000000719,,-1150.9999999999711
2018.09.17,-59.000000000009045,13.000000000018552,-4.999999999988347,-73.99999999999629,-17.000000000000348,-149.0000000000009,-14.000000000002899,-45.99999999999049,-159.00000000002024,-180.0000000000024,75.00000000000284,-129.99999999998568,-164.99999999999292,7.0000000000014495,-93.00000000000975,,-995.9999999999765
2018.09.17,-16.0000000000049,36.999999999998145,-0.9999999999843467,-72.0000000000054,-32.999999999994145,-67.99999999999784,20.999999999993246,-41.9999999999976,-97.00000000000841,-202.00000000001327,129.00000000000134,-106.99999999999044,-255.99999999998957,-8.999999999992347,-94.00000000001629,,-810.0000000000018
2018.09.17,-33.000000000005244,33.00000000001635,-15.999999999993797,-80.99999999999774,-63.00000000000195,-125.0,7.0000000000014495,-78.00000000000028,-141.00000000001955,-194.0000000000053,189.00000000001694,-95.00000000000064,-336.00000000000296,-35.999999999991594,-139.00000000000023,,-1107.9999999999845
2018.09.17,-43.00000000000415,19.00000000001345,-7.0000000000014495,-85.00000000000173,-109.99999999999899,-111.0000000000042,-4.999999999999449,-112.99999999999643,-96.00000000000364,-184.00000000000637,269.00000000000813,-114.99999999999844,-394.00000000000546,-96.99999999999153,-128.000000000017,,-1200.0000000000073
2018.09.17,-43.999999999999595,18.0000000000069,-9.999999999998899,-116.00000000000499,-114.00000000000298,-120.99999999999511,-20.0000000000089,-120.99999999999334,-141.9999999999959,-235.00000000000742,220.00000000002018,-191.99999999999218,-421.99999999998903,-97.9999999999981,-123.00000000000644,,-1519.9999999999657
2018.09.17,-25.00000000000835,60.000000000015596,39.999999999995595,-66.00000000001049,-44.99999999999504,-198.99999999999807,18.999999999991246,-53.999999999998494,-284.00000000002024,-205.00000000001074,149.00000000002134,-140.99999999999113,-228.99999999999034,-34.000000000000696,-62.000000000006494,,-1076.0000000000061
2018.09.17,-48.99999999999905,36.0000000000138,49.99999999999449,-55.000000000005045,-27.999999999994696,-218.9999999999941,10.999999999994348,-48.99999999999905,-296.99999999999704,-185.00000000001293,99.00000000000463,-158.99999999999804,-224.000000000002,-3.999999999992898,-79.00000000000685,,-1151.9999999999945
2018.09.17,-48.000000000003595,43.999999999999595,53.00000000001415,-38.99999999998904,-17.999999999995797,-176.00000000000193,27.999999999994696,-41.9999999999976,-206.99999999999363,-174.00000000000747,98.0000000000203,-167.9999999999904,-231.0000000000034,-17.000000000000348,-76.0000000000094,,-972.999999999964
2018.09.17,-59.000000000009045,39.00000000001125,19.00000000001345,-63.99999999999739,-51.000000000001044,-115.99999999999966,7.0000000000014495,-63.99999999999739,-144.00000000000546,-222.00000000001108,145.00000000001734,-145.99999999997948,-259.9999999999936,-47.9999999999925,-70.99999999999883,,-1034.999999999942
2018.09.17,-40.00000000000669,87.00000000001484,70.99999999999883,-22.999999999995246,-7.9999999999968985,-120.00000000000455,30.999999999992145,-27.999999999994696,-210.00000000000796,-195.9999999999962,142.0000000000199,-132.99999999998312,-151.9999999999966,-17.999999999995797,-22.0000000000109,,-618.9999999999629
2018.09.17,-43.999999999999595,96.00000000000719,76.0000000000094,2.999999999997449,-4.000000000004,-112.99999999999955,56.99999999999594,-22.999999999995246,-205.0000000000125,-185.99999999999727,174.00000000000747,-139.00000000000023,-255.99999999998957,-26.999999999999247,-66.00000000001049,,-656.9999999999901
2018.09.17,-30.000000000007798,100.0000000000112,110.99999999999443,9.999999999998899,21.999999999999797,-87.0000000000033,56.0000000000005,7.0000000000014495,-155.00000000000114,-158.99999999999804,110.00000000001009,-156.99999999998494,-228.00000000000597,8.000000000008,-78.00000000000028,,-469.99999999997704
2018.09.17,-28.000000000005798,94.00000000001629,90.00000000001229,8.999999999992347,23.00000000000635,-84.00000000000318,66.99999999999484,9.999999999998899,-183.9999999999975,-165.00000000001512,121.99999999999989,-141.99999999999767,-177.00000000000495,11.00000000000545,-42.0000000000087,,-396.00000000000654
2018.09.17,-13.00000000000745,109.00000000000354,80.00000000001339,26.999999999999247,21.999999999999797,-63.99999999999295,84.99999999999064,25.00000000000835,-179.00000000000205,-163.00000000000205,108.00000000001918,-131.99999999999878,-157.99999999999147,-0.999999999995449,-50.0000000000167,,-303.9999999999727
