date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURNZD,AUDCAD,AUDNZD,empty,sum
2018.09.17,-98.0000000000092,68.00000000000139,70.0000000000145,11.999999999989797,16.0000000000049,-51.9999999999925,-23.00000000000635,-47.9999999999925,-144.00000000000546,-66.99999999999484,99.00000000000463,-90.99999999999665,-78.00000000000028,6.0000000000060005,-26.999999999999247,,-356.9999999999758
2018.09.17,3.999999999992898,42.0000000000087,22.999999999995246,-34.000000000000696,4.000000000004,0.0,51.99999999999649,-2.999999999997449,-117.999999999995,-123.00000000000644,88.0000000000214,-79.99999999999119,-65.00000000000395,21.00000000000435,-26.0000000000149,,-214.9999999999865
2018.09.17,-4.999999999999449,45.000000000006146,14.000000000002899,-55.99999999998939,6.0000000000060005,-33.00000000000125,35.999999999991594,0.0,-46.999999999997044,-153.00000000000313,138.0000000000159,-87.99999999999919,-124.99999999999733,39.00000000000014,-73.00000000001194,,-301.999999999976
2018.09.17,-12.000000000000899,80.99999999999774,19.00000000001345,-49.99999999999449,-32.999999999994145,-55.999999999997385,34.000000000000696,-39.00000000000014,-97.00000000000841,-195.9999999999962,280.0000000000136,-91.99999999998099,-231.0000000000034,-8.999999999992347,-79.00000000000685,,-479.99999999994975
2018.09.17,-25.00000000000835,43.999999999999595,-4.000000000004,-78.00000000000028,-59.99999999999339,-100.99999999999909,9.999999999998899,-73.99999999999629,-96.00000000000364,-184.00000000000637,308.0000000000194,-89.99999999999008,-330.9999999999924,-26.999999999999247,-121.99999999999989,,-829.9999999999751
2018.09.17,-15.00000000000945,26.999999999999247,0.0,-69.9999999999923,-107.00000000000153,-52.99999999999727,18.999999999991246,-112.000000000001,-28.999999999996362,-154.0000000000097,402.0000000000135,-85.99999999998609,-346.0000000000019,-93.99999999999409,-55.000000000005045,,-672.9999999999907
2018.09.17,-18.0000000000069,73.00000000001194,45.000000000006146,-63.99999999999739,-20.999999999993246,-97.99999999999898,19.999999999997797,-34.000000000000696,-129.99999999999545,-205.00000000001074,249.00000000001032,-136.99999999998712,-191.99999999999218,14.000000000002899,-43.999999999999595,,-541.9999999999532
2018.09.17,-9.00000000000345,91.00000000001884,60.99999999999994,-25.999999999992696,19.00000000000235,-186.9999999999976,48.99999999999905,15.00000000000945,-280.00000000000114,-181.00000000000892,173.00000000000094,-113.99999999999189,-140.99999999999113,39.00000000000014,-58.000000000002494,,-548.9999999999585
2018.09.17,-36.0000000000027,69.00000000000794,100.0000000000112,-19.999999999997797,28.000000000005798,-152.9999999999916,32.999999999994145,3.0000000000085514,-167.0000000000016,-141.99999999999767,120.00000000000898,-158.99999999999804,-198.99999999999363,43.999999999999595,-70.99999999999883,,-549.9999999999457
2018.09.17,-34.000000000000696,76.0000000000094,53.00000000001415,-15.00000000000945,-12.999999999996348,-105.00000000000398,36.999999999998145,-36.999999999998145,-115.0000000000091,-143.00000000000423,238.0000000000049,-89.99999999999008,-208.99999999999253,-12.000000000000899,-53.999999999998494,,-422.9999999999774
