date,GBPUSD,USDCAD,GBPCHF,CHFJPY,EURGBP,GBPJPY,GBPCAD,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.06.21,0.0,-159.99999999998238,-63.99999999999739,-63.00000000000239,-253.99999999999866,0.0,0.0,0.0,-246.00000000001288,-53.00000000001148,-49.99999999999716,-10.000000000005116,,-900.0000000000074
2021.06.21,8.999999999992347,-75.99999999998718,-87.99999999999919,25.99999999999625,-280.9999999999979,-25.999999999982037,375.0000000000142,144.00000000000546,-378.00000000001165,153.99999999999636,97.00000000000841,108.99999999999466,,65.00000000002973
2021.06.21,21.999999999988695,-86.99999999999264,-52.99999999999194,43.99999999999693,-282.99999999999994,-0.9999999999763531,317.0000000000117,176.00000000001614,-377.0000000000051,205.99999999998886,156.0000000000059,203.99999999999352,,324.00000000003575
2021.06.21,123.99999999999079,83.00000000001084,139.00000000000023,117.999999999995,-262.999999999991,108.00000000000409,329.00000000000153,212.0000000000175,-405.9999999999952,329.9999999999983,152.00000000000102,212.99999999999386,,1139.0000000000268
2021.06.21,210.99999999998343,93.00000000000975,213.00000000001873,122.99999999999045,-234.00000000000088,189.00000000002137,422.00000000001125,252.00000000000955,-297.0000000000139,332.9999999999984,274.0000000000009,283.00000000000125,,1862.0000000000305
2021.06.21,212.99999999999653,80.00000000001339,233.00000000001654,128.99999999999068,-232.99999999999432,221.00000000000364,466.00000000001086,257.000000000005,-283.99999999999534,339.9999999999892,320.0000000000074,301.9999999999925,,2044.0000000000357
2021.06.21,194.99999999998963,43.999999999999595,202.00000000001327,112.99999999999955,-226.99999999999943,192.00000000000728,404.0000000000044,228.00000000000864,-295.0000000000008,312.9999999999882,315.00000000001194,299.99999999999716,,1784.0000000000196
2021.06.21,242.99999999999324,156.00000000000057,197.00000000000273,163.99999999998727,-222.99999999999542,214.00000000002706,368.00000000001273,246.00000000000932,-178.99999999999582,382.99999999999557,361.0000000000042,350.9999999999991,,2281.0000000000405
2021.06.21,253.99999999999866,97.9999999999981,228.00000000000597,114.99999999999488,-180.99999999999784,230.0000000000182,422.00000000001125,158.00000000001546,-137.9999999999937,314.9999999999977,260.0000000000051,305.9999999999974,,2067.000000000051
2021.06.21,176.99999999998272,51.000000000001044,197.00000000000273,46.999999999997044,-191.99999999999218,68.00000000001205,439.0000000000116,69.00000000001683,-75.00000000000284,250.99999999999056,290.00000000000625,298.9999999999924,,1621.0000000000182
