date,GBPUSD,USDCAD,GBPCHF,CHFJPY,EURGBP,GBPJPY,GBPCAD,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.06.21,193.99999999998306,-61.99999999998429,62.000000000006494,94.99999999999886,-136.99999999999824,225.00000000002274,612.0000000000125,170.00000000001592,-60.99999999999994,206.99999999999363,146.0000000000008,189.99999999999773,,1641.000000000049
2021.06.21,32.999999999994145,-53.999999999998494,-48.99999999998794,138.9999999999958,-271.9999999999945,17.00000000002433,419.0000000000138,254.0000000000191,-327.99999999999494,226.99999999998965,169.00000000001114,222.99999999999898,,778.000000000071
2021.06.21,137.9999999999937,117.00000000001154,155.00000000001623,125.99999999999056,-246.99999999999721,123.00000000001887,358.00000000001387,217.00000000001296,-356.00000000000074,341.99999999999875,190.00000000001194,224.99999999999432,,1388.0000000000648
2021.06.21,210.99999999998343,130.0000000000079,209.00000000001472,140.99999999999113,-234.00000000000088,192.00000000000728,435.0000000000076,257.000000000005,-249.99999999999466,351.99999999998965,316.0000000000025,304.9999999999926,,2064.0000000000064
2021.06.21,275.9999999999874,147.00000000000824,251.00000000000122,174.99999999999716,-215.99999999999397,280.00000000000114,483.0000000000112,302.99999999999727,-222.99999999999542,378.0000000000001,353.00000000000864,342.9999999999893,,2550.000000000012
2021.06.21,222.99999999999542,87.00000000001484,243.99999999999977,142.99999999998647,-221.99999999999997,233.0000000000041,493.99999999999443,276.00000000001046,-217.0000000000005,344.99999999999886,341.0000000000082,330.99999999998886,,2278.000000000001
2021.06.21,266.999999999995,174.00000000000747,223.00000000001762,194.99999999999318,-208.99999999999253,277.00000000001523,431.0000000000036,293.00000000000637,-147.00000000000824,401.9999999999868,386.0000000000099,373.9999999999952,,2666.00000000003
2021.06.21,336.9999999999873,221.00000000000452,274.00000000001864,242.999999999995,-168.99999999999693,392.00000000002433,452.99999999999227,326.0000000000218,-12.000000000012001,459.99999999999375,426.00000000000193,452.99999999998875,,3404.000000000019
2021.06.21,282.9999999999888,162.00000000001768,228.00000000000597,171.99999999999704,-176.99999999999383,252.00000000000955,469.0000000000083,223.0000000000132,46.999999999997044,368.9999999999998,371.0000000000093,411.00000000000136,,2810.000000000054
2021.06.21,179.99999999998016,53.999999999998494,209.00000000001472,53.999999999987836,-181.9999999999933,77.0000000000266,490.999999999997,78.00000000000296,-29.999999999996696,256.0000000000002,290.00000000000625,301.00000000000193,,1778.0000000000264
2021.06.21,218.99999999999142,197.00000000000273,162.00000000001768,58.9999999999975,-215.99999999999397,19.000000000005457,339.0000000000004,76.99999999999818,329.99999999998585,301.9999999999925,398.00000000001035,463.99999999999864,,2350.000000000007
2021.06.21,200.00000000000017,126.0000000000039,176.00000000002058,1.9999999999953388,-200.99999999999562,-26.999999999986812,412.9999999999967,19.000000000005457,363.9999999999866,237.99999999999955,319.0000000000026,441.0000000000025,,2070.000000000031
2021.06.21,58.99999999998684,-36.999999999998145,74.0000000000185,-225.00000000000853,-240.99999999999122,-439.9999999999977,465.0000000000043,-274.0000000000009,174.00000000000747,-31.00000000000591,14.000000000010004,185.00000000000227,,-276.99999999997294
2021.06.21,0.9999999999843467,-100.99999999999554,71.00000000002105,-319.0000000000026,-254.99999999999412,-560.9999999999786,476.9999999999941,-354.99999999998977,195.9999999999962,-106.99999999999932,-67.99999999999784,144.99999999999602,,-875.9999999999661
2021.06.21,0.9999999999843467,-136.99999999998712,60.99999999999994,-325.00000000000284,-278.00000000000045,-585.9999999999843,534.0000000000123,-346.00000000000364,82.00000000000429,-149.0000000000009,-121.99999999999989,99.99999999999432,,-1164.9999999999839
2021.06.21,63.99999999999739,-93.99999999999409,128.000000000017,-328.00000000000296,-287.9999999999994,-501.9999999999811,548.9999999999995,-258.99999999998613,31.999999999987594,-109.00000000000887,-47.99999999998761,131.00000000000023,,-723.9999999999584
2021.06.21,63.99999999999739,-180.0000000000024,123.00000000000644,-280.00000000000114,-267.99999999999045,-452.99999999997453,665.0000000000044,-243.99999999999977,-62.000000000006494,-141.00000000000534,-106.99999999999932,96.9999999999942,,-785.999999999977
2021.06.21,153.9999999999875,-130.99999999999224,133.00000000000534,-180.00000000000682,-252.99999999999213,-309.99999999997385,710.999999999995,-144.9999999999818,45.99999999999049,-80.0000000000125,23.000000000010346,203.99999999999352,,172.0000000000228
2021.06.21,187.99999999998818,48.000000000003595,121.99999999999989,-33.00000000000125,-282.99999999999994,-137.9999999999768,509.00000000000387,49.000000000006594,170.00000000000347,122.99999999999045,171.00000000000648,371.9999999999999,,1298.0000000000243
2021.06.21,253.99999999999866,-7.0000000000014495,162.00000000001768,-84.00000000000318,-235.99999999999176,-151.9999999999868,663.999999999998,-27.999999999991587,-9.999999999998899,35.99999999998715,58.000000000006935,240.99999999999966,,898.0000000000344
2021.06.21,112.000000000001,-209.9999999999991,247.00000000001944,-190.00000000001194,-227.99999999999488,-187.99999999998818,771.0000000000106,-76.99999999999818,-104.99999999999955,-41.00000000001103,17.000000000010118,171.99999999999704,,280.00000000003536
2021.06.21,390.9999999999858,-43.999999999999595,274.00000000001864,81.99999999999363,-198.99999999999363,184.00000000002592,886.000000000009,197.00000000000273,-36.999999999998145,115.99999999999966,177.0000000000067,364.9999999999949,,2392.0000000000455
2021.06.21,401.99999999999125,-24.000000000001798,289.0000000000059,46.999999999997044,-225.99999999999287,162.00000000000614,870.9999999999995,213.99999999999864,-249.99999999999466,110.99999999999,105.00000000000398,278.99999999999636,,1979.9999999999995
2021.06.21,470.9999999999992,39.00000000001125,251.00000000000122,55.999999999997385,-234.99999999999633,132.000000000005,869.999999999993,207.00000000002206,-164.00000000000858,93.99999999999409,108.00000000000409,313.0000000000024,,2142.0000000000246
2021.06.21,748.9999999999997,267.0000000000172,551.0000000000126,219.99999999999886,-66.99999999999484,696.0000000000264,900.0000000000119,430.0000000000068,109.99999999998789,403.99999999999636,402.000000000001,572.0000000000027,,5234.000000000066
2021.06.21,768.9999999999975,337.0000000000095,562.0000000000181,214.9999999999892,-81.9999999999932,706.0000000000173,825.0000000000091,465.0000000000034,24.999999999986144,451.9999999999982,402.000000000001,552.9999999999973,,5229.000000000034
2021.06.21,730.9999999999927,299.00000000000483,552.0000000000191,204.9999999999983,-83.9999999999952,685.0000000000023,828.0000000000065,449.0000000000123,-124.00000000001299,435.99999999999284,357.00000000001353,471.9999999999942,,4806.000000000028
2021.06.21,834.9999999999858,368.00000000001273,600.0000000000006,251.99999999999534,-19.999999999997797,799.0000000000066,863.9999999999981,455.0000000000125,-12.999999999996348,481.9999999999993,434.0000000000117,530.9999999999917,,5587.000000000021
2021.06.21,881.9999999999828,375.0000000000142,663.0000000000135,212.99999999999386,15.00000000000945,823.0000000000075,917.0000000000123,415.00000000002046,133.00000000000534,472.999999999999,441.0000000000025,572.0000000000027,,5922.000000000065
2021.06.21,827.9999999999843,408.00000000000836,565.0000000000155,250.0,-23.999999999990695,751.0000000000048,798.0000000000098,417.0000000000016,69.9999999999923,491.9999999999902,449.0000000000123,545.0000000000017,,5549.000000000031
2021.06.21,781.9999999999939,402.9999999999978,585.0000000000133,240.99999999999966,4.000000000004,767.0000000000243,750.0000000000063,385.0000000000193,59.99999999999339,524.9999999999915,427.0000000000067,518.0000000000007,,5447.00000000005
2021.06.21,800.0000000000007,501.0000000000181,559.0000000000206,268.99999999999125,-26.999999999999247,768.0000000000007,639.9999999999961,431.0000000000116,-58.000000000002494,581.9999999999936,380.00000000000966,497.99999999999045,,5343.000000000031
2021.06.21,996.9999999999812,619.9999999999983,662.000000000007,407.99999999998704,31.000000000003247,1072.0000000000027,723.0000000000069,608.0000000000041,68.00000000000139,714.9999999999892,516.0000000000053,655.0000000000011,,7074.999999999988
2021.06.21,1040.999999999981,703.0000000000092,624.0000000000023,506.9999999999908,-5.999999999994898,1150.0000000000057,659.999999999994,730.9999999999945,-15.00000000000945,792.9999999999922,577.0000000000124,691.0000000000025,,7455.99999999998
2021.06.21,1207.9999999999868,728.0000000000175,605.0000000000111,620.9999999999951,51.000000000001044,1276.0000000000105,832.9999999999949,748.0000000000189,-9.999999999998899,776.9999999999868,600.0000000000085,698.9999999999981,,8136.00000000003
2021.06.21,1098.9999999999834,770.000000000004,499.000000000005,650.9999999999962,26.999999999999247,1188.0000000000166,635.0000000000077,704.0000000000077,69.9999999999923,827.9999999999887,604.0000000000134,706.9999999999936,,7782.000000000009
2021.06.21,1217.0000000000014,841.0000000000028,590.0000000000016,659.9999999999966,102.00000000000209,1309.000000000026,687.9999999999998,703.000000000003,136.00000000000279,871.9999999999999,618.9999999999998,744.9999999999903,,8482.000000000025
2021.06.21,1191.9999999999932,886.000000000009,586.0000000000198,680.9999999999974,100.00000000000009,1325.000000000017,594.0000000000057,712.0000000000175,174.99999999999181,928.9999999999878,640.0000000000006,766.9999999999959,,8587.000000000036
2021.06.21,1271.0,930.0000000000086,655.0000000000056,642.9999999999865,128.00000000000588,1362.9999999999995,625.0000000000089,706.0000000000173,249.99999999999466,935.9999999999928,663.0000000000109,795.9999999999923,,8966.000000000022
