date,GBPUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.10.31,-49.00000000001015,-31.000000000003247,-8.000000000008,-34.000000000000696,-47.00000000001925,-27.000000000001023,-7.0000000000014495,-41.000000000002146,-17.999999999995797,-29.000000000001247,-128.0000000000001,-89.00000000000574,-128.0000000000001,-24.000000000001798,-85.00000000000173,-27.000000000001023,-46.999999999997044,-18.999999999991246,0.0,-73.00000000000084,-48.000000000003595,,-959.0000000000462
2016.10.31,-76.99999999999375,-49.99999999999449,34.99999999999615,-27.999999999994696,-24.000000000001798,-24.00000000000091,-3.999999999992898,-51.000000000001044,-31.999999999998696,-104.99999999999955,-198.99999999999807,-175.00000000001404,-94.0000000000083,35.00000000000725,-86.99999999999264,-18.000000000000682,-67.99999999999784,-27.999999999991587,42.0000000000087,-48.99999999999905,-63.99999999999739,,-1064.9999999999654
2016.10.31,-100.0000000000112,-46.999999999997044,6.999999999990347,-27.999999999994696,-1.0000000000065512,0.999999999990564,9.00000000000345,-31.999999999998696,-36.0000000000027,-114.99999999999844,-198.99999999999807,-136.00000000000279,-42.00000000000159,89.00000000000574,-45.000000000006146,-24.00000000000091,-70.00000000000739,-27.000000000001023,25.999999999992696,-41.9999999999976,-60.000000000015596,,-872.0000000000578
2016.10.31,-275.000000000003,7.0000000000014495,-18.0000000000069,-79.99999999999119,-9.999999999998899,-18.000000000000682,14.000000000002899,4.000000000004,-56.0000000000005,-204.99999999999963,-328.9999999999935,-283.000000000011,-70.00000000000739,97.9999999999981,8.000000000008,-1.0000000000047748,-34.000000000006025,-67.99999999999784,32.999999999994145,-48.99999999999905,-53.00000000001415,,-1385.000000000026
2016.10.31,-188.00000000001037,-60.99999999999994,-16.0000000000049,-39.999999999995595,7.0000000000014495,-135.00000000000512,26.999999999999247,-51.99999999999649,-36.999999999998145,-175.99999999999838,-378.0000000000001,-214.00000000000307,-175.00000000001137,121.99999999999989,-69.9999999999923,-25.99999999999625,-76.00000000000762,-15.999999999991132,26.999999999999247,-274.9999999999919,-53.999999999998494,,-1806.0000000000011
2016.10.31,-51.000000000001044,-140.0000000000068,63.99999999999739,102.00000000000209,7.999999999985796,-261.0000000000099,-14.999999999998348,-70.99999999999883,75.9999999999983,-144.99999999999514,-493.9999999999998,-187.00000000000384,-326.9999999999982,72.0000000000054,-120.99999999999334,64.00000000000716,43.99999999999693,-42.999999999992156,25.00000000000835,-240.99999999999122,72.99999999998974,,-1567.9999999999975
2016.10.31,-39.00000000001125,-121.99999999999989,41.9999999999976,78.00000000000028,37.99999999998249,-79.00000000000773,-5.999999999994898,-4.000000000004,29.999999999996696,-144.99999999999514,-316.99999999999307,-148.00000000001478,-88.99999999999864,90.00000000001229,55.99999999998939,3.0000000000001137,18.999999999991246,4.0000000000048885,-4.999999999988347,-212.99999999999653,90.99999999999665,,-716.0000000000327
2016.10.31,-127.00000000001043,-59.000000000009045,-60.00000000000449,32.0000000000098,27.999999999983594,-113.00000000001376,24.999999999997247,19.999999999997797,9.999999999998899,-181.9999999999933,-393.99999999999125,-192.00000000001438,-118.99999999999977,146.00000000000168,104.99999999999955,75.00000000000284,87.0000000000033,-47.99999999998761,-59.000000000009045,-147.99999999999258,119.00000000000244,,-854.0000000000286
2016.10.31,-43.999999999999595,-85.00000000000173,-28.000000000005798,84.0000000000063,51.000000000001044,-140.00000000000057,29.000000000001247,51.000000000001044,41.000000000002146,-166.99999999999494,-337.99999999999386,-135.00000000001845,-134.00000000000034,188.00000000001037,188.9999999999947,84.00000000000318,120.99999999999511,-45.99999999999227,-73.99999999999629,-184.99999999999073,171.99999999999437,,-365.99999999998516
2016.10.31,0.0,-104.99999999999955,-64.0000000000085,97.00000000000264,75.99999999998718,-167.0000000000016,23.00000000000635,94.00000000000519,43.999999999999595,-159.9999999999935,-388.9999999999958,-84.0000000000174,-133.00000000000978,216.00000000001617,307.99999999999716,134.00000000000034,207.9999999999984,-50.99999999998772,-110.99999999999443,-184.99999999999073,256.99999999999613,,8.000000000010175
