date,GBPUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.10.31,-15.00000000000945,-19.999999999997797,34.99999999999615,-9.999999999998899,-19.999999999997797,17.99999999998647,7.9999999999968985,4.000000000004,-16.0000000000049,-26.999999999999247,-106.99999999999932,-63.000000000013046,-96.00000000000719,-61.00000000000705,41.000000000002146,-1.0000000000065512,13.999999999995794,6.000000000000227,-1.9999999999953388,48.000000000003595,-9.999999999998899,-29.999999999996696,,-304.0000000000469
2016.10.31,-42.999999999993044,-41.000000000002146,83.9999999999952,14.000000000002899,19.999999999997797,57.999999999992724,12.000000000000899,-31.000000000003247,-2.999999999997449,-87.99999999999919,-112.99999999999955,-135.00000000001845,-251.00000000000122,27.999999999991587,96.00000000000719,-35.999999999991594,-15.000000000000568,-61.00000000000705,38.000000000010914,92.00000000000318,-25.999999999992696,-49.00000000001015,,-450.000000000014
2016.10.31,-79.00000000000685,29.999999999996696,20.999999999993246,-15.999999999993797,24.999999999986144,0.999999999990564,34.000000000000696,16.0000000000049,-12.999999999996348,-97.00000000000264,-184.99999999998806,-84.0000000000174,-173.00000000000094,-29.000000000010573,145.00000000001734,56.99999999999594,48.00000000000182,30.000000000001137,-12.999999999991019,56.000000000011596,-32.999999999994145,0.9999999999843467,,-258.0000000000173
2016.10.31,-187.00000000000384,42.999999999993044,15.999999999993797,-36.999999999998145,8.999999999992347,74.99999999998863,35.00000000000725,12.999999999996348,-29.000000000001247,-153.00000000000313,-202.99999999998875,-213.00000000001873,-299.00000000000483,33.00000000000125,131.00000000001444,35.00000000000725,-1.0000000000047748,-24.00000000000091,20.000000000010232,62.99999999999084,-12.999999999996348,-39.00000000001125,,-725.0000000000366
2016.10.31,-43.999999999999595,-48.000000000003595,102.99999999999754,151.00000000000114,28.999999999990145,-133.00000000000978,30.000000000007798,-26.999999999999247,124.00000000000189,-119.99999999999788,-378.0000000000001,-131.99999999999878,-299.00000000000483,-172.00000000001125,147.00000000000824,-18.0000000000069,144.00000000000546,84.00000000000318,31.00000000000591,112.000000000001,-203.99999999999307,132.99999999998312,,-487.0000000000195
2016.10.31,11.00000000000545,-65.00000000000395,65.99999999999939,153.00000000000313,43.999999999999595,-69.00000000000261,31.000000000003247,16.0000000000049,109.99999999999899,-102.99999999999754,-250.99999999999056,-79.00000000000685,-147.99999999999258,-78.00000000000296,165.9999999999995,92.00000000000318,96.00000000000364,82.99999999999841,68.00000000001205,46.999999999997044,-190.99999999999673,187.99999999998818,,187.00000000002288
2016.10.31,-25.00000000000835,-41.000000000002146,64.99999999999284,109.00000000000354,53.999999999998494,-71.00000000001216,43.00000000000415,21.999999999999797,63.00000000000195,-137.9999999999937,-296.99999999999704,-99.00000000000463,-191.99999999999218,-73.0000000000075,206.00000000001728,110.00000000001009,111.0000000000042,88.99999999999864,15.000000000000568,62.000000000006494,-141.99999999999767,123.99999999999079,,-4.999999999986528
2016.10.31,-42.0000000000087,-29.999999999996696,-4.999999999999449,92.00000000000318,51.000000000001044,-87.0000000000033,48.000000000003595,85.00000000000173,48.000000000003595,-151.00000000000114,-330.99999999998886,-107.00000000001265,-73.99999999999629,-88.00000000000807,218.00000000000708,239.99999999999577,126.00000000000477,167.99999999999216,-9.999999999990905,-18.999999999991246,-124.99999999999733,193.99999999998306,,201.00000000000128
2016.10.31,55.99999999998939,-28.000000000005798,-24.000000000001798,129.00000000000134,78.00000000000028,-116.00000000001387,85.00000000000173,141.99999999999767,55.000000000005045,-134.99999999999625,-321.9999999999885,27.999999999983594,100.0000000000112,-102.00000000000387,314.00000000001427,368.9999999999971,188.0000000000024,250.99999999999056,-27.000000000001023,-48.000000000003595,-183.99999999999528,279.99999999999136,,1088.9999999999761
2016.10.31,42.0000000000087,-39.999999999995595,-60.99999999999994,99.00000000000463,103.99999999999298,-132.000000000005,53.999999999998494,155.00000000000514,48.000000000003595,-142.99999999999312,-317.99999999999784,-8.000000000008,156.00000000000057,-88.00000000000807,293.0000000000099,429.99999999999704,170.0000000000017,277.000000000001,-45.99999999999227,-103.00000000000864,-139.99999999999568,285.99999999998624,,1035.000000000006
