date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPJPY,GBPCAD,CADJPY,NZDCAD,AUDNZD,empty,sum
2015.01.26,172.99999999998983,-34.000000000000696,-74.99999999998064,-35.999999999991594,-112.000000000001,-200.00000000000017,-43.999999999999595,-131.00000000000023,-112.000000000001,-163.0000000000109,69.00000000000794,198.0000000000075,-212.99999999999653,-51.000000000001044,,-730.9999999999781
2015.01.26,102.99999999999754,-53.00000000001415,-66.99999999999484,29.999999999996696,63.00000000000195,-78.00000000000028,31.999999999998696,-78.00000000000296,-92.00000000000318,-111.99999999999477,161.99999999999548,133.00000000000978,-236.00000000000287,-358.9999999999982,,-552.0000000000111
2015.01.26,25.999999999992696,-147.00000000000824,-240.9999999999801,45.000000000006146,-70.99999999999883,121.99999999999989,282.99999999999994,-151.00000000001046,-156.99999999999602,341.0000000000082,36.0000000000138,-49.99999999999716,-256.99999999999613,-221.00000000000452,,-441.9999999999709
2015.01.26,121.99999999999989,-165.00000000001512,-79.99999999999119,175.99999999999838,-60.00000000000449,-8.999999999992347,53.00000000000304,-296.99999999999704,-46.999999999997044,337.99999999999386,229.99999999999687,-140.00000000000057,-146.00000000000168,-220.00000000002018,,-245.0000000000276
2015.01.26,-135.00000000000733,48.000000000003595,292.00000000000335,75.00000000000284,127.99999999999478,187.00000000000384,-21.999999999999797,449.99999999998863,95.99999999999609,-347.0000000000084,327.99999999999494,169.00000000001114,-31.000000000003247,-257.0000000000183,,980.9999999999621
2015.01.26,-233.00000000000543,-15.00000000000945,175.99999999999838,123.00000000000644,60.99999999999994,391.9999999999924,180.99999999999784,492.999999999995,51.000000000001044,-135.99999999999568,320.00000000000915,62.00000000001182,-107.00000000000153,-302.0000000000023,,1065.9999999999975
2015.01.26,-267.00000000000614,-56.99999999999594,209.9999999999991,66.99999999999484,165.00000000000404,500.9999999999959,210.99999999999451,676.9999999999925,97.00000000000264,-185.00000000000227,184.00000000000637,158.00000000000125,16.0000000000049,-251.00000000000122,,1525.9999999999907
2015.01.26,-302.0000000000023,-87.99999999999919,191.00000000000784,25.00000000000835,114.00000000000298,541.9999999999981,263.99999999999756,705.9999999999889,97.00000000000264,-223.0000000000132,87.00000000001484,230.00000000000398,-87.99999999999919,-257.0000000000183,,1297.9999999999932
2015.01.26,-191.00000000000784,-76.0000000000094,172.0000000000166,5.999999999994898,107.00000000000153,381.99999999999346,168.00000000000148,532.999999999987,80.99999999999774,-189.99999999999773,76.0000000000094,219.0000000000083,-82.99999999999974,-243.00000000001543,,960.9999999999802
2015.01.26,135.99999999999167,-148.00000000001478,39.00000000001125,83.00000000001084,-60.99999999999994,-38.0000000000047,-112.000000000001,-20.000000000010232,27.999999999994696,26.999999999986812,96.00000000000719,88.00000000000807,-75.9999999999983,-74.0000000000185,,-32.000000000036906
2015.01.26,34.000000000000696,-124.00000000001299,211.00000000000563,106.00000000000608,-29.000000000001247,96.00000000000719,-109.99999999999899,156.0000000000059,132.99999999999423,-51.9999999999925,156.00000000000057,102.00000000000387,21.999999999999797,-14.000000000002899,,687.0000000000152
2015.01.26,-71.00000000000995,-127.00000000001043,258.0000000000027,134.99999999999625,-12.000000000000899,245.0000000000063,-43.999999999999595,207.9999999999984,163.99999999999747,68.9999999999884,195.9999999999962,19.000000000005457,16.0000000000049,-68.00000000000139,,987.9999999999739
2015.01.26,-8.000000000008,-107.99999999999699,260.0000000000158,131.99999999999878,-19.00000000000235,134.99999999999625,-117.99999999999588,120.00000000000455,156.99999999999602,54.000000000002046,217.0000000000005,16.000000000005343,-85.00000000000173,-175.99999999999838,,577.0000000000159
2015.01.26,-82.00000000000429,-107.00000000001265,228.00000000000597,136.00000000000279,-38.0000000000047,238.0000000000049,-26.000000000003798,253.99999999999068,132.99999999999423,-19.000000000005457,225.00000000000853,51.00000000000193,-93.99999999999409,-160.00000000000458,,738.9999999999794
2015.01.26,-132.0000000000099,-46.999999999997044,301.0000000000179,102.00000000000209,21.999999999999797,282.0000000000045,12.999999999996348,384.9999999999909,159.9999999999935,-110.00000000001364,241.00000000000233,91.99999999999875,-54.999999999993946,-168.0000000000126,,1085.999999999979
2015.01.26,-54.00000000000959,-6.000000000017103,351.0000000000124,58.000000000002494,131.00000000000333,120.00000000000898,-151.9999999999966,284.9999999999966,168.00000000000148,-217.00000000001296,241.00000000000233,157.0000000000107,-80.99999999999774,-306.00000000000625,,694.9999999999981
2015.01.26,-19.00000000000235,24.000000000001798,441.0000000000025,86.0000000000083,39.00000000000014,51.000000000001044,-273.000000000001,453.9999999999793,212.00000000000108,-532.0000000000107,310.0000000000103,291.000000000011,-122.99999999999534,-253.99999999999866,,707.0000000000074
2015.01.26,31.999999999998696,124.99999999999733,668.0000000000019,53.00000000001415,185.99999999999727,-120.00000000000898,-524.9999999999977,465.0000000000034,314.99999999999864,-760.9999999999957,371.00000000001023,371.9999999999999,84.0000000000063,-188.00000000001037,,1077.000000000015
2015.01.26,39.00000000000014,34.99999999998504,480.99999999999807,87.00000000001484,60.99999999999994,-53.999999999998494,-370.00000000000364,617.999999999995,234.00000000000088,-848.0000000000132,327.00000000001063,447.00000000000273,-58.000000000002494,-218.00000000000708,,780.9999999999825
2015.01.26,-292.00000000000335,314.99999999999864,884.0000000000181,-14.000000000002899,180.99999999999784,188.00000000001037,-341.99999999999784,1233.000000000004,361.0000000000002,-1350.999999999999,496.00000000000756,621.0000000000093,90.99999999999665,-121.00000000001555,,2250.0000000000246
2015.01.26,387.99999999999943,130.99999999999224,809.9999999999997,119.00000000000244,212.99999999999653,-676.9999999999943,-1056.0000000000014,231.99999999999932,409.99999999999926,-1197.0000000000027,497.0000000000141,551.0000000000019,31.999999999998696,-356.00000000000074,,97.00000000000466
2015.01.26,692.9999999999992,55.99999999998939,870.9999999999995,226.00000000001506,180.0000000000024,-1039.9999999999966,-1429.0000000000025,-171.99999999999704,458.00000000000284,-1200.9999999999934,554.00000000001,484.99999999999943,131.00000000000333,-275.000000000003,,-462.9999999999716
