,name,direction
0,GBPUSD,B
1,EURUSD,B
2,GBPCHF,B
3,CHFJPY,B
4,AUDCHF,B
5,EURGBP,S
6,GBPAUD,B
7,EURJPY,S
8,EURNZD,B
9,CADJPY,B
10,AUDJPY,B
11,AUDNZD,B
