date,EURCHF,AUDCAD,NZDCAD,empty,sum
2020.03.16,-104.00000000001519,-414.9999999999987,-523.0000000000068,,-1042.0000000000207
2020.03.16,-133.00000000000534,-434.9999999999965,-458.9999999999983,,-1027.0
2020.03.16,-147.00000000000824,-211.00000000000563,-175.99999999999838,,-534.0000000000123
2020.03.16,-161.00000000001114,-614.0000000000034,-524.9999999999977,,-1300.0000000000123
2020.03.16,102.00000000000209,-451.9999999999969,-321.0000000000046,,-670.9999999999993
2020.03.16,-121.00000000001555,-648.0000000000041,-400.00000000000034,,-1169.00000000002
2020.03.16,-164.00000000000858,-1165.000000000005,-458.00000000000284,,-1787.0000000000164
2020.03.16,-121.99999999999989,-1001.0000000000074,-477.0000000000052,,-1600.0000000000125
2020.03.16,-148.99999999999915,-765.0000000000045,-346.0000000000019,,-1260.0000000000055
2020.03.16,-205.99999999999508,-656.000000000001,-346.0000000000019,,-1207.999999999998
2020.03.16,-109.00000000000354,-544.0,-239.0000000000003,,-892.0000000000039
2020.03.16,-80.00000000001339,-365.99999999999966,-124.99999999999733,,-571.0000000000105
2020.03.16,-161.00000000001114,-289.0000000000059,-155.00000000000514,,-605.0000000000222
2020.03.16,-66.00000000001049,-180.0000000000024,-30.000000000007798,,-276.0000000000207
2020.03.16,-127.99999999999478,-311.00000000000574,-165.9999999999995,,-605.0
2020.03.16,-175.00000000001404,-197.99999999999818,-102.99999999999754,,-476.0000000000098
2020.03.16,-202.00000000001327,-323.0000000000066,-148.0000000000037,,-673.0000000000236
2020.03.16,-195.00000000001182,-656.000000000001,-308.00000000000824,,-1159.0000000000211
2020.03.16,-236.00000000001398,-465.9999999999998,-341.99999999999784,,-1044.0000000000116
2020.03.16,-201.00000000000674,-424.9999999999976,-492.0000000000035,,-1118.0000000000077
2020.03.16,-171.99999999999437,-117.00000000000044,-23.00000000000635,,-312.0000000000012
2020.03.16,-201.00000000000674,-41.000000000002146,-31.999999999998696,,-274.00000000000756
2020.03.16,-209.9999999999991,-139.00000000000023,21.999999999999797,,-326.99999999999955
2020.03.16,-219.99999999999798,-60.00000000000449,-7.0000000000014495,,-287.000000000004
2020.03.16,-217.0000000000005,83.9999999999952,107.99999999999699,,-25.000000000008328
2020.03.16,-232.00000000000998,175.00000000000293,165.9999999999995,,108.99999999999244
2020.03.16,-249.00000000001032,19.00000000000235,190.99999999999673,,-39.00000000001123
2020.03.16,-246.00000000001288,86.99999999999264,300.0000000000003,,140.99999999998005
2020.03.16,-235.00000000000742,-131.99999999999878,112.99999999999643,,-254.00000000000978
2020.03.16,-255.00000000000523,-536.9999999999986,27.999999999994696,,-764.0000000000092
2020.03.16,-276.9999999999939,-514.0000000000033,-73.00000000000084,,-863.9999999999981
2020.03.16,-272.00000000000557,-339.0000000000004,434.000000000001,,-177.0000000000049
2020.03.16,-263.00000000001324,-311.00000000000574,503.99999999999335,,-70.00000000002564
2020.03.16,-314.99999999999864,-385.99999999999744,492.999999999999,,-207.99999999999716
2020.03.16,-246.99999999999721,97.00000000000264,1052.9999999999927,,902.9999999999982
2020.03.16,-256.99999999999613,-72.0000000000054,1568.0000000000027,,1239.0000000000011
2020.03.16,-188.9999999999947,90.0000000000012,1358.999999999999,,1260.0000000000055
2020.03.16,-86.0000000000083,163.00000000000205,1327.999999999996,,1404.9999999999895
2020.03.16,-154.0000000000097,-26.000000000003798,1049.9999999999955,,869.9999999999819
2020.03.16,-29.00000000001235,-36.999999999998145,942.9999999999939,,876.9999999999834
2020.03.16,180.0000000000024,-17.000000000000348,829.0000000000019,,992.000000000004
2020.03.16,79.99999999999119,-136.00000000000279,685.9999999999977,,629.9999999999861
2020.03.16,65.99999999998829,-133.00000000000534,793.9999999999947,,726.9999999999776
2020.03.16,24.000000000001798,-75.00000000000284,707.000000000002,,656.000000000001
2020.03.16,38.0000000000047,-180.99999999999784,652.9999999999925,,509.9999999999993
2020.03.16,130.99999999999224,-41.9999999999976,717.9999999999964,,806.999999999991
2020.03.16,-32.0000000000098,-346.0000000000019,465.9999999999998,,87.99999999998812
2020.03.16,-82.00000000000429,-311.00000000000574,524.9999999999977,,131.99999999998772
2020.03.17,24.999999999986144,-75.9999999999983,740.9999999999917,,689.9999999999795
2020.03.17,76.99999999999375,-90.99999999999665,734.0000000000014,,719.9999999999984
2020.03.17,80.99999999999774,-211.00000000000563,649.999999999995,,519.999999999987
2020.03.17,56.99999999999594,-256.0000000000007,730.9999999999927,,531.999999999988
2020.03.17,141.99999999999767,-202.0000000000022,688.9999999999952,,628.9999999999907
2020.03.17,207.00000000000162,-221.00000000000452,759.999999999994,,745.9999999999911
2020.03.17,295.99999999998516,-192.99999999999872,1057.9999999999923,,1160.9999999999786
2020.03.17,296.9999999999917,-223.00000000000654,861.0000000000007,,934.9999999999859
2020.03.17,295.99999999998516,-324.00000000000205,646.0000000000022,,617.9999999999852
2020.03.17,286.99999999999284,-202.9999999999976,759.999999999994,,843.9999999999892
2020.03.17,265.0000000000041,-236.99999999999832,749.9999999999951,,778.0000000000009
2020.03.17,300.99999999999574,-118.00000000000699,781.9999999999939,,964.9999999999826
2020.03.17,282.9999999999888,-143.9999999999997,798.9999999999942,,937.9999999999833
2020.03.17,258.0000000000027,-219.00000000000253,630.9999999999927,,669.9999999999928
2020.03.17,234.00000000000088,-273.000000000001,648.9999999999995,,609.9999999999994
2020.03.17,214.99999999998744,-497.99999999999847,517.0000000000008,,233.99999999998977
2020.03.17,214.00000000000307,-541.0000000000026,442.9999999999934,,115.99999999999386
2020.03.17,182.99999999999983,-736.0000000000033,419.00000000000273,,-134.00000000000068
2020.03.17,133.99999999998968,-679.0000000000074,518.9999999999917,,-26.000000000026034
2020.03.17,214.99999999998744,-611.000000000006,570.9999999999993,,174.99999999998073
2020.03.17,90.99999999999665,-523.0000000000068,753.9999999999991,,321.9999999999889
2020.03.17,116.99999999998934,-546.9999999999975,617.0000000000009,,186.99999999999272
2020.03.17,-56.000000000011596,-656.000000000001,463.0000000000023,,-249.00000000001035
2020.03.17,-19.999999999997797,-797.9999999999987,246.00000000000176,,-571.9999999999948
2020.03.17,-90.99999999999665,-946.0000000000024,87.99999999999919,,-948.9999999999999
2020.03.17,-137.00000000000932,-1212.9999999999975,-91.00000000000774,,-1441.0000000000146
2020.03.17,-177.00000000000495,-770.9999999999994,275.99999999999847,,-672.0000000000059
2020.03.17,-209.00000000001472,-875.999999999999,147.99999999999258,,-937.000000000021
2020.03.17,-239.00000000001143,-1073.9999999999973,56.0000000000005,,-1257.0000000000082
2020.03.17,-104.00000000001519,-917.9999999999966,341.0000000000024,,-681.0000000000094
2020.03.17,-60.99999999999994,-845.0000000000068,354.9999999999942,,-551.0000000000126
2020.03.17,-139.00000000000023,-983.0000000000006,426.9999999999996,,-695.0000000000014
2020.03.17,-197.00000000000273,-1063.9999999999982,320.9999999999935,,-940.0000000000074
2020.03.17,-212.00000000001216,-1026.0000000000048,481.9999999999935,,-756.0000000000233
2020.03.17,-80.00000000001339,-853.9999999999992,468.00000000000176,,-466.00000000001086
2020.03.17,139.00000000000023,-946.9999999999978,346.9999999999973,,-461.0000000000003
2020.03.17,70.99999999999883,-783.0000000000003,535.999999999992,,-176.00000000000944
2020.03.17,26.999999999999247,-851.0000000000017,346.9999999999973,,-477.0000000000052
2020.03.17,-53.00000000001415,-648.0000000000041,541.0000000000026,,-160.00000000001558
2020.03.17,41.000000000002146,-531.0000000000036,671.9999999999948,,181.9999999999933
2020.03.17,97.9999999999981,-526.0000000000042,687.9999999999998,,259.99999999999363
2020.03.17,34.000000000000696,-504.00000000000443,631.9999999999992,,161.99999999999545
2020.03.17,26.999999999999247,-538.0000000000051,578.0000000000007,,66.99999999999483
2020.03.17,-62.000000000006494,-440.00000000000705,647.9999999999931,,145.99999999997954
2020.03.17,-26.999999999999247,-512.0000000000014,525.9999999999932,,-13.00000000000739
2020.03.17,-26.0000000000149,-605.0,451.9999999999969,,-179.00000000001802
2020.03.17,-55.000000000005045,-292.00000000000335,539.999999999996,,192.9999999999876
2020.03.17,43.999999999999595,-361.0000000000002,675.9999999999989,,358.99999999999824
2020.03.18,75.99999999998718,-219.00000000000253,829.9999999999974,,686.999999999982
2020.03.18,2.999999999997449,-556.0000000000009,629.0000000000018,,75.99999999999841
2020.03.18,2.999999999997449,-570.0000000000039,692.9999999999992,,125.99999999999284
2020.03.18,14.000000000002899,-456.00000000000085,757.999999999992,,315.9999999999941
2020.03.18,-9.999999999998899,-428.00000000000614,774.9999999999924,,336.9999999999873
2020.03.18,-34.000000000000696,-450.00000000000597,697.9999999999986,,213.99999999999199
2020.03.18,-36.999999999998145,-373.00000000000114,700.0000000000006,,290.0000000000013
2020.03.18,-87.99999999999919,-451.9999999999969,678.9999999999962,,139.00000000000023
2020.03.18,-104.00000000001519,-480.0000000000027,593.9999999999945,,9.999999999976694
2020.03.18,-22.0000000000109,-470.9999999999992,598.999999999994,,105.99999999998386
2020.03.18,-21.00000000000435,-431.99999999999903,631.9999999999992,,178.9999999999958
2020.03.18,-12.000000000012001,-404.99999999999983,610.9999999999949,,193.99999999998306
2020.03.18,-9.000000000014552,-456.00000000000085,563.9999999999978,,98.99999999998244
2020.03.18,0.0,-423.0000000000067,568.0000000000018,,144.9999999999951
2020.03.18,-21.00000000000435,-301.0000000000068,690.9999999999972,,368.999999999986
2020.03.18,-43.00000000001525,-394.00000000000546,605.9999999999955,,168.99999999997476
2020.03.18,-89.00000000000574,-496.00000000000756,608.9999999999928,,23.999999999979536
2020.03.18,-171.99999999999437,-541.9999999999981,570.9999999999993,,-142.99999999999318
