date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.11.13,-12.000000000000899,-1.0000000000065512,-45.99999999999049,-25.99999999999625,-59.99999999999339,0.0,0.0,-26.999999999999247,-78.00000000000028,-58.000000000002494,0.0,-46.999999999997044,0.0,-13.999999999981583,-243.99999999999977,-113.99999999999189,0.0,0.0,-76.99999999999818,-123.00000000000466,-107.99999999999699,0.0,-60.99999999999994,,-1095.9999999999598
2017.11.13,-7.9999999999968985,14.999999999987246,-49.00000000001015,34.99999999999659,-68.99999999999685,52.000000000007596,81.00000000000307,3.999999999992898,-84.99999999999064,-70.99999999999883,127.9999999999859,103.00000000000864,34.000000000000696,120.00000000000455,-303.9999999999932,-4.999999999988347,120.99999999999334,106.00000000000875,-115.99999999999966,-156.0000000000059,-141.00000000000225,139.00000000000023,-28.000000000005798,,-93.999999999999
2017.11.13,77.00000000000485,-103.00000000000864,-69.9999999999923,90.00000000000341,-24.000000000001798,32.0000000000098,103.9999999999992,61.999999999995396,4.000000000004,-24.000000000001798,103.999999999985,-29.00000000001235,-39.00000000001125,153.99999999999636,-343.99999999998875,72.0000000000054,204.00000000000418,127.00000000000955,-132.99999999999557,-218.00000000000352,-114.99999999999844,143.9999999999997,-21.00000000000435,,53.99999999999804
2017.11.13,92.99999999999864,-470.9999999999992,-72.99999999998974,137.00000000000045,-19.999999999997797,77.00000000000485,176.00000000000193,102.99999999999754,15.00000000000945,129.00000000000134,-308.9999999999975,-451.0000000000014,-474.0000000000189,257.000000000005,-325.99999999998187,158.0000000000137,238.99999999998923,179.00000000000205,-150.99999999999625,-242.999999999995,-106.00000000000608,184.00000000000637,-19.00000000001345,,-895.9999999999668
2017.11.13,100.99999999999554,-582.0000000000158,-45.000000000006146,129.0000000000049,-19.999999999997797,17.000000000000348,99.00000000000375,90.99999999999665,16.0000000000049,233.00000000000543,-425.00000000001137,-581.0000000000093,-562.0000000000181,93.00000000001774,-326.9999999999884,32.0000000000098,95.00000000000064,139.00000000001,-167.0000000000016,-263.00000000000523,-121.00000000000443,154.0000000000097,-38.0000000000047,,-1932.0000000000032
2017.11.13,127.99999999999478,-469.0000000000083,60.99999999999994,105.99999999999454,-30.999999999992145,29.000000000001247,99.00000000000375,114.99999999999844,48.000000000003595,206.00000000000617,-341.0000000000082,-425.99999999999307,-525.0000000000199,62.00000000001182,-183.99999999998417,-18.999999999991246,7.0000000000014495,127.00000000000955,-128.0000000000001,-239.99999999999488,-141.99999999999767,162.0000000000066,-31.000000000003247,,-1385.9999999999611
2017.11.13,121.00000000000443,-551.0000000000126,59.000000000009045,108.99999999999466,-10.999999999994348,52.000000000007596,128.0000000000001,102.99999999999754,16.0000000000049,256.0000000000007,-413.0000000000109,-544.0000000000111,-569.0000000000194,93.99999999999409,-212.99999999999653,14.000000000002899,79.99999999999119,129.0000000000049,-109.00000000000887,-209.99999999999375,-104.00000000000409,194.0000000000053,1.999999999990898,,-1367.0000000000439
2017.11.13,119.99999999999788,-487.99999999999955,59.000000000009045,126.00000000000477,-29.000000000001247,37.00000000000925,135.99999999999568,114.99999999999844,38.0000000000047,260.00000000000466,-374.00000000002365,-492.0000000000035,-556.0000000000009,105.00000000001819,-177.99999999998929,-24.000000000001798,165.9999999999995,161.00000000000136,-138.9999999999958,-180.00000000000682,-129.00000000000134,158.0000000000026,28.999999999990145,,-1078.9999999999877
2017.11.13,121.99999999999989,-522.0000000000002,43.999999999999595,137.00000000000045,-58.000000000002494,75.00000000000284,153.0000000000058,120.99999999999334,67.00000000000594,278.00000000000045,-365.0000000000091,-537.0000000000097,-647.0000000000198,134.9999999999909,-192.99999999999872,-41.000000000002146,164.99999999999292,172.00000000001125,-192.99999999999784,-219.99999999999886,-156.00000000000057,193.00000000000983,48.000000000003595,,-1222.0000000000225
2017.11.13,112.000000000001,-468.00000000000176,26.999999999999247,171.99999999999704,-63.00000000000195,60.00000000000449,165.99999999999682,122.99999999999534,87.99999999999919,260.00000000000466,-296.99999999999704,-489.0000000000061,-634.0000000000013,161.00000000000136,-204.99999999998852,-55.000000000005045,121.99999999999989,195.0000000000074,-198.99999999999807,-239.00000000000432,-162.0000000000066,173.00000000000094,68.00000000000139,,-1084.000000000002
