date,GBPUSD,USDJPY,USDCAD,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,NZDJPY,AUDCAD,empty,sum
2016.02.22,-11.999999999989797,-28.000000000005798,-82.00000000000429,-19.999999999997797,-133.99999999998968,-5.000000000009663,-22.999999999995246,-7.000000000005002,-93.99999999999409,-92.00000000000318,-54.000000000002046,-195.9999999999962,-80.0000000000125,-99.00000000000463,,-926.0000000000099
2016.02.22,327.00000000001063,-2.0000000000095497,45.99999999999049,536.0000000000032,-163.00000000000205,-72.00000000000273,51.99999999999649,413.99999999998727,506.0000000000064,764.0000000000091,33.00000000000125,-165.9999999999995,-142.00000000001012,23.999999999990695,,2156.999999999972
2016.02.22,195.9999999999962,-150.00000000000568,65.00000000000395,553.9999999999878,-202.9999999999976,-163.0000000000109,-11.00000000000545,199.99999999998863,435.9999999999919,784.0000000000069,-49.99999999999716,-282.0000000000045,-288.0000000000109,1.999999999990898,,1089.999999999934
2016.02.22,-32.999999999994145,-125.0,90.99999999999665,289.9999999999903,-218.99999999999142,-154.00000000001057,-170.00000000000347,-135.99999999999568,168.99999999999693,405.0000000000109,-33.999999999991815,-295.0000000000008,-316.0000000000025,-19.00000000000235,,-545.9999999999981
2016.02.22,9.000000000014552,-66.0000000000025,15.999999999993797,326.0000000000041,-229.99999999999687,-94.0000000000083,-151.00000000000114,-22.00000000001978,211.99999999998997,317.0000000000117,43.00000000000637,-299.00000000000483,-283.00000000000125,-112.000000000001,,-334.0000000000151
2016.02.22,255.00000000000523,61.99999999999761,48.000000000003595,556.9999999999853,-200.99999999998454,42.999999999992156,10.999999999994348,441.0000000000025,414.00000000000324,370.00000000000364,135.99999999999568,-246.99999999999721,-117.00000000000443,-182.00000000000438,,1589.999999999993
2016.02.22,185.99999999999727,283.00000000000125,-93.00000000000975,652.9999999999925,-198.99999999999363,185.99999999999284,49.99999999999449,769.9999999999818,116.99999999998934,190.00000000000128,296.0000000000065,-53.999999999998494,63.99999999999295,-161.00000000000003,,2287.999999999948
2016.02.22,106.00000000000608,259.9999999999909,-178.00000000001148,495.99999999998533,-210.99999999998343,217.9999999999893,-34.000000000000696,586.9999999999891,-36.999999999998145,-119.99999999998678,331.00000000000307,52.000000000007596,174.99999999999716,-187.9999999999993,,1456.9999999999884
2016.02.22,103.00000000000864,183.9999999999975,-174.00000000000747,421.99999999998903,-224.000000000002,140.00000000000057,-87.00000000000374,463.99999999999864,-48.000000000003595,-80.99999999999774,293.99999999999693,-4.000000000004,150.99999999999625,-159.00000000000912,,980.99999999996
2016.02.22,114.99999999999844,209.00000000000318,-116.00000000000499,539.0000000000006,-263.99999999999756,129.99999999999545,-44.99999999999504,548.0000000000018,9.999999999998899,-34.99999999998504,293.99999999999693,-24.000000000001798,160.99999999998715,-167.00000000000603,,1354.9999999999923
2016.02.22,144.0000000000108,328.9999999999935,-212.99999999999653,573.0000000000013,-248.99999999998812,190.9999999999883,-28.000000000005798,694.9999999999932,-79.00000000000685,-76.99999999999375,373.00000000000466,85.00000000000173,300.9999999999877,-176.0000000000095,,1868.9999999999804
2016.02.22,207.00000000000162,305.9999999999974,-260.0000000000158,617.0000000000009,-202.9999999999976,220.99999999998943,26.999999999999247,739.0000000000043,-80.00000000001339,21.00000000000435,341.0000000000082,219.99999999999798,293.99999999999693,-90.0000000000012,,2359.9999999999723
2016.02.22,214.00000000000307,259.00000000000034,-262.00000000000665,621.0000000000049,-185.99999999999727,168.99999999999693,29.000000000001247,667.999999999978,-78.00000000000028,-8.999999999992347,281.9999999999965,201.00000000000674,218.9999999999941,-120.00000000000898,,2006.9999999999764
2016.02.22,156.00000000000057,269.999999999996,-278.00000000000045,584.9999999999911,-200.99999999998454,158.00000000000125,7.9999999999968985,633.9999999999861,-140.0000000000068,-38.99999999998904,290.9999999999968,282.0000000000045,272.99999999999613,-100.00000000000009,,1898.9999999999886
2016.02.22,146.00000000000168,271.99999999999136,-314.00000000001427,580.999999999987,-190.00000000000128,175.99999999998772,5.999999999994898,655.0000000000011,-161.99999999999548,-201.99999999999108,287.00000000000614,290.9999999999968,311.9999999999976,-168.00000000000148,,1689.999999999961
