names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCAD,10,['NZDUSD'],100.0,-0.9840000000000001,B
AUDUSD,20,"['NZDJPY', 'GBPJPY', 'AUDCAD', 'CADJPY', 'EURCAD', 'CHFJPY', 'EURJPY', 'GBPAUD', 'GBPCAD', 'GBPUSD', 'AUDJPY']",100.0,0.68,S
NZDUSD,10,['AUDCHF'],80.0,-0.988,B
EURCHF,10,['EURNZD'],80.0,0.93,S
CHFJPY,10,"['CADCHF', 'AUDCHF']",80.0,-0.9507142857142857,B
CADCHF,20,"['EURNZD', 'EURCAD', 'CADJPY', 'USDJPY', 'AUDCAD', 'CHFJPY']",80.0,-0.58,B
AUDCHF,10,['NZDUSD'],80.0,1.0,S
NZDCHF,10,['EURNZD'],80.0,0.96,S
GBPCAD,30,"['NZDJPY', 'AUDNZD', 'CADJPY', 'EURJPY', 'AUDCAD', 'GBPAUD', 'GBPJPY']",100.0,-0.96,B
GBPAUD,15,"['NZDJPY', 'AUDNZD']",80.0,-0.991,B
EURJPY,15,"['CADCHF', 'AUDCHF']",80.0,-1.0,B
EURCAD,10,['EURNZD'],100.0,-0.982,B
EURAUD,30,"['NZDCHF', 'EURCAD', 'CADCHF', 'GBPCHF', 'EURJPY']",100.0,-0.92,B
EURNZD,10,"['GBPAUD', 'GBPCAD']",80.0,0.33480952380952367,S
CADJPY,20,"['EURNZD', 'AUDCHF', 'AUDCAD']",100.0,-0.6213333333333333,B
AUDJPY,50,"['AUDCAD', 'GBPCAD', 'USDCHF']",80.0,0.6603065333359452,S
AUDCAD,10,['NZDCHF'],80.0,0.9840000000000001,S
NZDCAD,15,"['AUDNZD', 'USDCHF']",100.0,-0.6930129870129872,B
