date,GBPUSD,AUDUSD,NZDUSD,GBPCHF,AUDCHF,NZDCHF,GBPJPY,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.12.10,89.00000000000574,-95.00000000000064,-43.00000000000415,-178.00000000001148,-80.99999999999774,61.999999999995396,128.99999999999068,4.999999999988347,15.00000000000945,100.0000000000112,256.99999999999613,67.00000000000728,67.99999999999784,63.99999999999739,-118.00000000000699,251.00000000000122,,591.9999999999797
2018.12.10,90.00000000001229,-34.99999999999615,-124.00000000000189,-144.0000000000108,-6.0000000000060005,156.99999999999602,138.99999999998158,157.00000000000713,-44.99999999998394,-115.99999999998278,524.9999999999977,60.000000000002274,158.00000000000125,-23.00000000000635,-240.00000000000688,292.9999999999877,,845.9999999999911
2018.12.10,186.0000000000195,-65.99999999999939,-134.0000000000008,-181.00000000000892,-4.000000000004,190.99999999999673,19.99999999998181,205.99999999999508,-55.99999999998939,-138.99999999997803,668.9999999999862,-7.999999999995566,287.9999999999967,-21.00000000000435,-279.00000000000705,369.99999999998147,,1041.99999999997
2018.12.10,152.0000000000188,31.999999999998696,-239.0000000000003,-184.00000000000637,75.00000000000284,276.9999999999939,61.9999999999834,401.99999999999125,-79.99999999999119,-290.9999999999968,858.9999999999875,-9.999999999990905,362.000000000009,-97.00000000000264,-365.0000000000042,390.9999999999858,,1345.9999999999789
2018.12.10,177.00000000000495,-37.99999999999359,-192.99999999999872,-216.00000000001617,4.000000000004,226.00000000000398,73.0000000000075,258.0000000000027,-5.999999999994898,-161.99999999999548,781.9999999999939,43.99999999999693,323.0000000000075,-69.00000000000794,-365.0000000000042,419.9999999999982,,1258.0000000000086
2018.12.10,245.0000000000063,-165.9999999999995,-40.00000000000669,-263.00000000001324,-112.000000000001,87.00000000000374,93.99999999999409,48.000000000003595,-49.99999999999449,12.000000000012001,511.99999999997914,42.00000000000159,179.00000000000205,68.00000000000139,-192.99999999999872,375.9999999999986,,838.9999999999889
2018.12.10,364.00000000000875,-326.9999999999995,163.99999999999747,-198.00000000000927,-167.00000000000603,-17.000000000000348,121.99999999998568,-175.99999999999838,-197.00000000000273,20.000000000020002,385.99999999999744,73.99999999999807,6.000000000000227,166.99999999999494,-33.000000000005244,298.9999999999826,,486.99999999996373
2018.12.10,449.0000000000105,-356.9999999999962,209.9999999999991,-212.00000000001216,-158.99999999999804,-24.999999999997247,114.00000000000432,-130.99999999999224,-252.99999999999213,40.0000000000178,322.9999999999844,8.000000000009777,11.00000000000989,214.00000000000307,34.99999999999615,272.99999999998994,,540.000000000037
2018.12.10,466.00000000001086,-304.9999999999997,217.99999999999596,-208.00000000000819,-95.00000000000064,-21.999999999999797,137.00000000000045,14.999999999987246,-235.99999999999176,-45.99999999999049,272.99999999998994,1.0000000000047748,2.0000000000095497,154.99999999999403,56.0000000000005,184.99999999999073,,595.9999999999934
2018.12.10,469.0000000000083,-346.0000000000019,197.99999999999818,-199.00000000001583,-129.9999999999968,4.999999999999449,163.99999999998727,-82.00000000000429,-197.99999999998707,37.00000000002035,328.9999999999793,43.99999999999693,11.00000000000989,178.00000000000037,-2.000000000002,275.9999999999874,,753.9999999999795
2018.12.10,467.0000000000174,-347.9999999999928,221.99999999999997,-209.00000000001472,-138.00000000000477,-26.000000000003798,195.99999999999795,-86.0000000000083,-198.99999999999363,66.00000000001049,238.99999999998923,48.00000000000182,-33.999999999991815,198.99999999999363,49.99999999999449,236.99999999999832,,683.9999999999934
2018.12.10,455.0000000000054,-363.0000000000022,270.0000000000036,-228.00000000000597,-168.99999999999693,-89.00000000000574,205.99999999998886,-144.0000000000108,-151.9999999999966,132.00000000002098,100.99999999999554,73.99999999999807,-100.99999999999909,205.99999999999508,100.00000000000009,190.00000000000128,,487.9999999999915
2018.12.10,396.00000000001853,-298.9999999999937,180.0000000000024,-196.0000000000184,-121.00000000000443,-12.999999999996348,228.999999999985,-63.99999999999739,-173.99999999998528,52.000000000007596,246.99999999999721,76.99999999999818,-43.99999999999693,173.00000000000094,27.999999999994696,235.99999999999176,,707.0000000000039
2018.12.10,408.00000000000836,-359.99999999999363,224.9999999999974,-260.0000000000158,-209.9999999999991,-87.99999999999919,264.99999999998636,-198.00000000000927,-130.99999999999224,168.0000000000126,154.99999999999403,123.00000000000466,-109.99999999999943,217.0000000000005,56.99999999999594,252.99999999999213,,513.9999999999834
2018.12.10,450.00000000001705,-339.0000000000004,256.0000000000007,-236.00000000001398,-156.00000000000057,-85.00000000000173,318.9999999999884,-97.9999999999981,-212.99999999999653,71.00000000002105,139.00000000000023,115.99999999999966,-150.99999999999625,208.99999999999253,114.99999999999844,180.99999999998673,,577.9999999999972
2018.12.10,482.00000000000466,-353.99999999999875,270.99999999999903,-233.00000000001654,-148.0000000000037,-78.00000000000028,372.99999999999045,-80.99999999999774,-217.99999999998488,51.000000000001044,151.9999999999966,149.0000000000009,-176.9999999999925,202.0000000000022,109.99999999999899,173.99999999998528,,674.9999999999848
2018.12.10,442.00000000000904,-387.99999999999943,322.00000000000006,-217.0000000000005,-199.00000000000472,-146.00000000000168,275.0000000000057,-222.00000000001108,-209.9999999999991,106.00000000000608,50.99999999997884,134.00000000000034,-204.9999999999983,227.99999999999488,161.00000000000003,146.99999999998602,,278.99999999996624
2018.12.10,275.000000000003,-283.99999999999534,258.9999999999981,-151.00000000001222,-148.99999999999915,-133.00000000000534,151.9999999999868,-201.00000000000674,-195.9999999999962,-5.999999999994898,79.99999999999119,115.0000000000091,-167.99999999999216,151.9999999999966,134.99999999999625,89.99999999999008,,-30.000000000030894
2018.12.10,280.0000000000136,-291.99999999999227,202.0000000000022,-131.00000000001444,-143.9999999999997,-65.00000000000395,281.99999999998226,-212.00000000001216,-248.00000000000378,-22.999999999995246,256.99999999999613,180.00000000000682,-173.99999999999238,175.00000000000293,70.99999999999883,188.9999999999947,,346.9999999999836
2018.12.10,196.0000000000184,-339.99999999999585,192.00000000000327,-81.00000000001995,-209.9999999999991,-72.0000000000054,264.99999999998636,-439.0000000000116,-214.99999999998744,148.00000000001478,210.99999999998343,206.00000000000307,-201.99999999999818,259.9999999999936,78.00000000000028,273.9999999999965,,270.99999999998204
2018.12.10,206.00000000001728,-322.00000000000006,173.00000000000094,-95.00000000000064,-195.00000000000074,-56.99999999999594,260.9999999999957,-390.0000000000015,-226.99999999999943,184.00000000000637,179.99999999998016,153.0000000000058,-173.00000000000182,287.9999999999994,100.00000000000009,278.00000000000045,,364.000000000006
2018.12.10,137.00000000000932,-297.9999999999983,166.99999999999494,-186.0000000000195,-265.0000000000041,-143.00000000000423,281.99999999998226,-434.000000000001,-134.99999999999625,244.00000000002197,81.9999999999821,210.00000000000796,-224.99999999999432,261.99999999999557,100.00000000000009,251.00000000000122,,48.999999999977774
2018.12.10,180.0000000000024,-337.99999999999386,200.00000000000017,-178.00000000001148,-273.9999999999965,-143.00000000000423,331.99999999999363,-459.99999999999375,-154.99999999999403,268.0000000000016,63.99999999999739,228.00000000000864,-256.9999999999908,287.9999999999994,117.00000000000044,258.99999999998704,,131.00000000000597
2018.12.10,216.00000000001617,-357.99999999999164,210.99999999999451,-217.0000000000005,-292.9999999999988,-151.9999999999966,394.00000000000546,-458.00000000000284,-139.9999999999846,386.00000000001967,-40.0000000000178,207.00000000000784,-280.9999999999917,353.99999999999875,168.00000000000148,273.9999999999965,,271.0000000000558
2018.12.10,128.000000000017,-370.9999999999991,234.99999999999633,-107.00000000001265,-292.9999999999988,-165.00000000000404,264.99999999998636,-615.00000000001,-141.99999999999767,420.00000000002035,-110.00000000001009,186.00000000000705,-295.0000000000017,375.9999999999986,207.00000000000162,252.99999999999213,,-28.00000000001458
2018.12.10,87.00000000001484,-324.9999999999975,212.00000000000108,-121.99999999999989,-280.00000000000244,-178.00000000000037,241.99999999999022,-561.0000000000115,24.000000000001798,408.00000000000836,-148.00000000001478,246.00000000000932,-280.9999999999917,263.99999999999756,127.99999999999478,220.99999999998232,,-63.00000000001796
2018.12.10,8.000000000008,-387.99999999999943,295.0000000000008,89.99999999999008,-268.0000000000016,-184.00000000000637,55.999999999983174,-817.000000000001,-92.00000000000318,349.0000000000215,-141.00000000001333,225.00000000000853,-322.00000000000273,304.9999999999997,195.9999999999962,185.99999999999727,,-502.0000000000223
