,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,['USDCHF'],100.0,-0.5993099603174796,S
1,1,GBPUSD,15,"['AUDNZD', 'NZDJPY']",100.0,0.5394820851370842,B
2,2,EURUSD,10,['USDCHF'],80.0,0.99849,B
3,3,AUDUSD,10,['GBPAUD'],100.0,-0.955740000000003,S
4,4,GBPCHF,10,['AUDNZD'],100.0,0.6630045238095302,B
5,5,AUDCHF,20,"['USDCHF', 'EURGBP', 'GBPUSD']",100.0,-0.3538328391053343,S
6,6,NZDCHF,10,['GBPAUD'],80.0,-0.960269999999999,S
7,7,EURGBP,10,"['AUDNZD', 'GBPUSD']",100.0,0.7961,B
8,8,GBPJPY,15,"['EURGBP', 'CADCHF', 'EURAUD', 'EURCAD', 'GBPCHF']",100.0,0.07780432539682536,B
9,9,GBPCAD,10,"['USDCHF', 'EURAUD']",100.0,0.9998,B
10,10,GBPAUD,10,['AUDCAD'],80.0,0.9924599999999993,B
11,11,EURJPY,10,"['EURGBP', 'USDCAD', 'GBPJPY']",80.0,-0.8966,S
12,12,EURCAD,10,['USDCAD'],80.0,-0.9601999999999995,S
13,13,EURAUD,10,['USDCHF'],80.0,0.5976288888889072,B
14,14,CADJPY,10,"['USDCHF', 'EURGBP']",80.0,-0.9454,S
15,15,AUDJPY,10,['EURGBP'],100.0,-0.60006170634923,S
16,16,NZDJPY,10,"['EURGBP', 'AUDCAD']",80.0,-0.9998,S
17,17,AUDCAD,15,"['AUDCAD', 'GBPAUD']",80.0,-0.4255818151293103,S
18,18,NZDCAD,10,['NZDJPY'],80.0,-0.9576200000000006,S
19,19,AUDNZD,15,"['EURUSD', 'USDJPY', 'USDCAD']",100.0,0.99972,B
