date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,CADCHF,NZDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,NZDCAD,empty,sum
2015.03.02,-75.9999999999983,-102.00000000000209,-53.999999999998494,-63.99999999999739,-42.0000000000087,-144.0000000000108,-39.00000000001125,-39.00000000000014,-70.0000000000034,-41.9999999999976,-109.00000000000887,-41.99999999997317,-80.00000000001339,-35.00000000000725,-73.00000000001194,-84.99999999999375,-68.00000000001205,-32.0000000000098,-50.0000000000056,,-1246.0000000000641
2015.03.02,-85.00000000000173,-117.00000000001154,-58.000000000002494,-99.00000000000463,-4.999999999999449,-160.00000000000458,-46.0000000000127,-39.00000000000014,-4.000000000004,-51.99999999999649,-99.99999999999432,-26.999999999986812,-95.00000000000064,46.999999999997044,-79.00000000000685,-73.99999999999807,-48.00000000000182,-52.000000000007596,-132.0000000000099,,-1225.0000000000464
2015.03.02,-136.99999999999824,-130.0000000000079,-15.999999999993797,-156.00000000000057,-179.00000000000693,-217.0000000000005,-26.999999999999247,-67.00000000000594,-112.000000000001,-19.00000000000235,-153.99999999999636,-9.999999999990905,-50.0000000000167,65.00000000000395,28.999999999990145,-49.99999999999716,-182.00000000000216,-48.99999999999905,-52.000000000007596,,-1513.000000000032
2015.03.02,-153.00000000000313,5.999999999994898,83.9999999999952,-180.0000000000024,-211.00000000000563,-107.99999999999699,59.99999999999339,-63.00000000000195,-78.00000000000028,-19.999999999997797,-90.00000000000341,47.000000000025466,25.999999999992696,139.00000000000023,-58.000000000002494,-39.00000000000148,-185.00000000000227,67.9999999999903,-27.00000000001035,,-782.0000000000359
2015.03.02,-224.9999999999974,-14.000000000002899,93.00000000000975,-218.00000000000708,-224.000000000002,-214.00000000000307,4.999999999988347,-92.00000000000318,-48.000000000003595,-20.999999999993246,-287.00000000000614,-76.99999999999818,10.999999999983245,39.999999999995595,-131.00000000001444,7.999999999995566,-132.000000000005,9.999999999998899,-97.00000000000264,,-1613.0000000000675
2015.03.02,-223.00000000000654,10.999999999983245,109.99999999998789,-212.99999999999653,-241.00000000000233,-231.0000000000034,-22.0000000000109,-97.9999999999981,-23.00000000000635,-27.999999999994696,-253.99999999999068,-54.9999999999784,-15.00000000000945,141.99999999999767,19.999999999997797,4.9999999999954525,-170.0000000000017,73.99999999999629,-16.0000000000049,,-1227.000000000046
2015.03.02,-213.00000000000762,8.999999999992347,56.99999999999594,-180.0000000000024,-242.00000000000887,-228.00000000000597,-52.000000000007596,-156.00000000000057,-14.000000000002899,-39.00000000000014,-217.9999999999893,-82.99999999999841,-34.000000000000696,221.99999999998886,54.99999999998284,4.0000000000048885,-204.00000000000773,129.9999999999968,9.999999999998899,,-1176.0000000000716
2015.03.02,-219.99999999999798,58.000000000002494,63.99999999999739,-144.99999999999514,-232.00000000000998,-195.9999999999962,-65.00000000000395,-153.00000000000313,-85.99999999999719,-56.99999999999594,-112.99999999999955,-35.99999999997294,19.999999999997797,158.99999999999804,66.99999999999484,16.000000000005343,-194.00000000000261,95.99999999999609,39.00000000000014,,-977.9999999999824
2015.03.02,-243.00000000000432,52.99999999999194,21.00000000000435,-133.00000000000534,-264.0000000000087,-221.00000000000452,-126.0000000000039,-177.00000000000495,-111.00000000000554,-97.9999999999981,-112.99999999999955,-123.99999999999523,-35.00000000000725,241.99999999998667,144.99999999999514,22.999999999996135,-214.00000000001285,131.99999999999878,54.999999999993946,,-1188.0000000000832
2015.03.02,-282.0000000000045,109.00000000000354,29.999999999996696,-144.99999999999514,-357.00000000000733,-238.0000000000049,-173.00000000000094,-218.00000000000708,-119.00000000000244,-109.99999999999899,-106.99999999999932,-123.99999999999523,1.999999999990898,380.9999999999869,337.99999999999386,49.99999999999716,-310.0000000000023,248.99999999999923,196.99999999999162,,-827.0000000000587
