date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,empty,sum
2021.08.09,-102.99999999999754,0.0,-17.000000000000348,-106.00000000000875,-2.999999999997449,0.0,-75.00000000000284,-266.9999999999959,-96.00000000000719,-14.999999999998348,-7.9999999999968985,0.0,-73.00000000001194,-385.99999999999744,0.0,0.0,-232.99999999999432,-121.00000000000932,-22.999999999996135,0.0,-39.999999999995595,,-1566.00000000001
2021.08.09,-131.00000000000333,6.000000000017103,15.999999999993797,-64.99999999999773,36.0000000000027,133.99999999998968,-7.0000000000014495,-202.99999999998875,-98.0000000000092,36.999999999998145,-20.999999999993246,10.000000000019327,-73.00000000001194,-248.00000000000378,24.00000000000091,21.999999999988695,-120.99999999999334,-100.99999999999909,56.000000000011596,15.000000000000568,-26.000000000003798,,-737.999999999983
2021.08.09,-212.00000000000108,-24.000000000001798,-22.0000000000109,-84.00000000000318,-35.00000000000725,173.00000000000094,7.999999999985796,-159.9999999999966,-139.00000000000023,80.00000000000229,104.99999999999955,28.00000000002001,-41.000000000002146,-388.9999999999949,20.000000000010232,43.999999999999595,-307.99999999999716,-118.00000000000921,29.000000000010573,40.99999999999682,-36.0000000000027,,-1040.0000000000014
2021.08.09,-268.0000000000016,-81.9999999999821,-63.000000000013046,-91.99999999999875,-148.99999999999915,212.99999999999653,75.99999999998718,-160.99999999998715,-130.0000000000079,36.0000000000027,101.00000000000664,47.000000000025466,182.99999999999983,-626.9999999999998,12.000000000000455,262.999999999991,-540.0000000000072,-31.00000000000591,-91.99999999999875,-31.00000000000591,73.99999999999629,,-1261.000000000001
2021.08.09,-266.999999999995,-112.99999999998533,-144.99999999999514,-97.99999999999898,-190.00000000000128,241.99999999998667,61.99999999998429,-116.99999999999022,-113.00000000000753,-2.000000000002,6.0000000000060005,19.000000000005457,211.99999999998997,-655.0000000000056,-58.9999999999975,236.99999999999832,-713.9999999999924,6.000000000000227,-137.00000000000045,-146.0000000000008,-17.000000000000348,,-1989.0000000000018
2021.08.09,-241.99999999999778,-96.99999999999153,-114.99999999999844,-93.00000000000352,-184.00000000000637,242.99999999999324,45.99999999999049,-128.99999999999068,-111.00000000000554,-6.0000000000060005,55.000000000005045,42.00000000000159,208.00000000000819,-651.0000000000016,-37.00000000000614,228.00000000000597,-550.000000000006,12.000000000000455,-125.0,-63.99999999999295,48.000000000003595,,-1521.999999999998
2021.08.09,-256.0000000000007,-143.99999999998857,-143.00000000000423,-120.00000000000455,-212.99999999999653,200.00000000000017,42.999999999993044,-147.99999999999613,-99.00000000000463,-26.000000000003798,33.000000000005244,12.000000000000455,231.0000000000034,-703.0000000000092,-51.9999999999925,232.99999999999432,-595.9999999999966,6.999999999990791,-147.99999999999613,-75.9999999999934,41.000000000002146,,-1923.9999999999975
2021.08.09,-237.99999999999378,-121.99999999999989,-111.00000000001664,-94.0000000000083,-173.9999999999964,198.99999999999363,51.99999999998539,-137.99999999999102,-91.00000000000774,-17.000000000000348,82.00000000000429,12.000000000000455,217.0000000000005,-625.0000000000089,-39.00000000001569,272.00000000000557,-466.9999999999952,27.999999999991587,-117.999999999995,-18.000000000000682,107.99999999999699,,-1282.0000000000512
2021.08.09,-207.00000000000162,-81.9999999999821,-60.99999999999994,-66.0000000000025,-126.0000000000039,173.00000000000094,56.99999999999594,-128.99999999999068,-84.0000000000063,24.999999999997247,125.00000000000844,-19.99999999998181,204.99999999998852,-507.000000000013,-30.000000000001137,290.9999999999968,-381.99999999999346,19.99999999999602,-76.99999999999818,36.000000000001364,185.00000000000182,,-653.9999999999876
2021.08.09,-197.99999999999818,-131.99999999999878,-42.0000000000087,-58.000000000006935,-58.000000000002494,107.99999999999699,40.99999999997994,-155.9999999999917,-78.00000000000028,65.99999999999939,192.99999999999872,-81.99999999999363,99.00000000000463,-363.0000000000022,-14.000000000010004,280.9999999999979,-205.00000000001074,13.999999999995794,-15.000000000000568,120.00000000000455,272.00000000000557,,-207.0000000000407
2021.08.09,-173.9999999999964,-119.00000000000244,-36.0000000000138,-43.00000000000637,-21.999999999999797,117.99999999999588,28.999999999990145,-189.99999999999773,-98.0000000000092,88.99999999999464,202.0000000000022,-59.99999999997385,92.00000000000318,-197.00000000000273,-7.000000000005002,217.99999999998488,-160.99999999998892,-28.000000000005798,14.000000000010004,135.00000000000512,283.99999999999534,,45.99999999997925
2021.08.09,-132.99999999999423,-51.99999999998539,2.999999999997449,-25.000000000005684,39.00000000000014,119.00000000000244,34.99999999998504,-184.99999999998806,-80.00000000000229,112.000000000001,238.0000000000049,-24.00000000000091,119.00000000000244,-158.99999999999804,21.99999999999136,248.99999999998812,-56.99999999999594,-13.00000000000523,68.00000000001205,200.9999999999934,322.00000000000006,,799.0000000000027
