date,GBPUSD,GBPAUD,EURAUD,empty,sum
2016.09.26,9.999999999998899,-104.00000000001519,-95.00000000000064,,-189.00000000001694
2016.09.26,-4.000000000004,-138.0000000000159,-90.00000000001229,,-232.00000000003217
2016.09.26,-22.999999999995246,-245.0000000000063,-235.00000000000742,,-503.000000000009
2016.09.26,-45.000000000006146,-232.00000000000998,-221.00000000000452,,-498.0000000000207
2016.09.26,-147.99999999999258,-490.999999999997,-385.99999999999744,,-1024.999999999987
2016.09.26,-126.0000000000039,-374.0000000000077,-286.00000000000847,,-786.00000000002
2016.09.26,-133.99999999998968,-148.00000000001478,-120.99999999999334,,-402.9999999999978
2016.09.26,-167.00000000000603,-222.99999999999542,-42.999999999993044,,-432.99999999999454
2016.09.26,-208.99999999999253,-313.00000000000773,-131.99999999999878,,-653.999999999999
2016.09.26,-160.99999999998892,-546.000000000002,-337.99999999999386,,-1044.9999999999848
2016.09.26,-201.00000000000674,-478.0000000000006,-262.00000000000665,,-941.0000000000141
2016.09.26,-151.9999999999966,-492.0000000000035,-279.99999999999136,,-923.9999999999915
2016.09.26,-123.00000000000644,-435.0000000000076,-246.99999999999721,,-805.0000000000114
2016.09.26,-143.99999999998857,-293.0000000000099,-90.99999999999665,,-527.9999999999951
2016.09.26,-143.99999999998857,-344.00000000001097,-96.00000000000719,,-584.0000000000067
2016.09.26,-182.99999999999983,-425.0000000000087,-141.99999999999767,,-750.0000000000061
2016.09.26,-109.00000000000354,-209.9999999999991,-5.999999999994898,,-324.9999999999975
2016.09.26,-126.0000000000039,-148.00000000001478,49.99999999999449,,-224.00000000002416
2016.09.26,15.00000000000945,26.999999999999247,21.00000000000435,,63.000000000013046
2016.09.26,175.99999999999838,102.00000000000209,-48.000000000003595,,229.99999999999687
2016.09.26,340.9999999999913,143.00000000000423,-322.00000000000006,,161.9999999999955
2016.09.26,340.9999999999913,95.00000000000064,-324.0000000000132,,111.99999999997874
2016.09.26,418.9999999999916,190.99999999998562,-436.9999999999985,,172.99999999997874
2016.09.26,310.0000000000103,100.99999999999554,-415.99999999999415,,-4.999999999988347
2016.09.26,347.9999999999928,326.0000000000041,-239.00000000001143,,434.9999999999854
2016.09.26,310.9999999999946,298.9999999999826,-222.00000000001108,,387.9999999999662
2016.09.26,222.99999999999542,307.99999999999716,-217.0000000000005,,313.9999999999921
2016.09.26,391.000000000008,441.99999999998687,-266.999999999995,,565.9999999999999
2016.09.26,351.99999999999676,546.9999999999864,-194.0000000000053,,704.999999999978
2016.09.26,307.99999999999716,601.9999999999915,-259.0000000000092,,650.9999999999794
2016.09.26,333.0000000000055,719.9999999999873,-173.00000000000094,,879.9999999999918
2016.09.26,207.00000000000162,663.999999999998,-113.00000000000753,,757.999999999992
2016.09.26,107.00000000001265,601.9999999999915,15.999999999993797,,724.9999999999978
2016.09.26,177.00000000000495,507.9999999999973,8.000000000008,,693.0000000000102
2016.09.26,120.99999999999334,577.9999999999897,75.00000000000284,,773.9999999999858
2016.09.26,-109.00000000000354,234.00000000000088,-195.00000000001182,,-70.00000000001448
2016.09.26,-112.000000000001,317.9999999999961,-161.99999999999548,,43.9999999999996
2016.09.26,-119.00000000000244,231.99999999998778,-185.00000000001293,,-72.0000000000276
2016.09.26,-1.999999999990898,353.0000000000033,-39.00000000001125,,312.00000000000114
2016.09.26,-126.99999999998823,170.00000000000347,-24.000000000001798,,19.000000000013436
2016.09.26,-28.999999999990145,330.9999999999924,-14.000000000002899,,287.9999999999993
2016.09.26,-15.999999999993797,261.0000000000001,-168.99999999999693,,76.00000000000938
2016.09.26,-51.000000000001044,285.00000000000193,-82.00000000000429,,151.9999999999966
2016.09.26,-18.0000000000069,283.99999999999534,-90.00000000001229,,175.99999999997618
2016.09.26,-42.999999999993044,187.00000000000384,-134.99999999999625,,9.000000000014552
2016.09.26,-70.99999999999883,195.9999999999962,-79.00000000000685,,45.99999999999051
2016.09.26,-86.0000000000083,195.9999999999962,-49.99999999999449,,59.9999999999934
2016.09.26,-89.99999999999008,167.9999999999904,-55.000000000005045,,22.999999999995268
2016.09.27,-95.00000000000064,140.99999999999113,-86.0000000000083,,-40.000000000017806
2016.09.27,-95.00000000000064,171.99999999999437,-49.99999999999449,,26.99999999999924
2016.09.27,-86.0000000000083,180.0000000000024,-46.999999999997044,,46.999999999997044
2016.09.27,-66.99999999999484,154.99999999999403,-90.99999999999665,,-2.9999999999974563
2016.09.27,-70.99999999999883,204.99999999998852,-5.000000000010552,,128.99999999997914
2016.09.27,-31.000000000003247,129.99999999998568,-131.99999999999878,,-33.00000000001634
2016.09.27,75.00000000000284,-56.000000000011596,-340.00000000000693,,-321.0000000000157
2016.09.27,112.000000000001,190.99999999998562,-171.99999999999437,,130.9999999999922
2016.09.27,-29.999999999996696,180.99999999998673,12.999999999996348,,163.99999999998636
2016.09.27,-191.00000000000784,173.00000000000094,107.99999999999699,,89.99999999999008
2016.09.27,-147.00000000000824,360.9999999999891,248.00000000000378,,461.99999999998465
2016.09.27,-144.99999999999514,627.9999999999841,506.9999999999908,,989.9999999999798
2016.09.27,-157.00000000000713,751.9999999999972,612.9999999999969,,1207.9999999999868
2016.09.27,-180.0000000000024,695.0000000000011,615.9999999999943,,1130.9999999999932
2016.09.27,-124.99999999999733,719.000000000003,585.9999999999976,,1180.0000000000032
2016.09.27,-59.99999999999339,783.0000000000003,543.999999999989,,1266.999999999996
2016.09.27,-65.00000000000395,774.9999999999924,567.0000000000064,,1276.9999999999948
2016.09.27,-139.00000000000023,750.9999999999906,591.0000000000082,,1202.9999999999986
2016.09.27,-367.0000000000062,665.9999999999889,792.9999999999993,,1091.999999999982
2016.09.27,-157.99999999999147,1003.9999999999827,853.9999999999992,,1699.9999999999905
2016.09.27,-253.99999999999866,1088.9999999999845,917.9999999999966,,1752.9999999999825
2016.09.27,-62.000000000006494,1187.0000000000048,848.9999999999886,,1973.9999999999868
2016.09.27,-31.999999999987594,1265.9999999999893,923.9999999999915,,2157.999999999993
2016.09.27,-28.000000000005798,997.0000000000034,743.0000000000048,,1712.0000000000023
2016.09.27,127.99999999999478,1055.9999999999902,553.0000000000035,,1736.9999999999886
2016.09.27,192.99999999999872,1153.000000000004,560.9999999999893,,1906.999999999992
2016.09.27,106.00000000000608,1092.9999999999884,614.9999999999877,,1813.9999999999823
2016.09.27,86.99999999999264,1154.999999999995,634.0000000000013,,1875.999999999989
2016.09.27,28.000000000005798,743.0000000000048,461.0000000000003,,1232.000000000011
2016.09.27,-245.99999999999068,451.99999999998573,713.9999999999924,,919.9999999999875
2016.09.27,-188.9999999999947,348.9999999999993,768.9999999999975,,929.000000000002
2016.09.27,-92.99999999998754,543.0000000000045,872.0000000000061,,1322.0000000000232
2016.09.27,9.999999999998899,629.9999999999973,777.9999999999898,,1417.999999999986
2016.09.27,-208.00000000000819,625.9999999999932,995.9999999999969,,1413.9999999999818
2016.09.27,-306.00000000000625,526.9999999999886,1109.0000000000043,,1329.9999999999868
2016.09.27,-224.000000000002,455.99999999998977,1052.0000000000084,,1283.9999999999961
2016.09.27,-261.0000000000001,363.9999999999866,1008.9999999999932,,1111.9999999999795
2016.09.27,-384.9999999999909,246.99999999999721,931.9999999999995,,794.0000000000059
2016.09.27,-526.9999999999886,143.00000000000423,919.9999999999875,,536.0000000000031
2016.09.27,-560.0000000000049,124.99999999999733,872.0000000000061,,436.9999999999986
2016.09.27,-557.0000000000075,243.99999999999977,902.9999999999872,,589.9999999999794
2016.09.27,-529.0000000000017,183.99999999998417,870.9999999999995,,525.999999999982
