date,EURUSD,USDCAD,EURCHF,GBPJPY,EURJPY,NZDCAD,AUDNZD,empty,sum
2019.09.23,-1.0000000000065512,-12.999999999996348,-62.99999999999084,-4.9999999999954525,-39.00000000000148,0.0,-103.00000000000864,,-223.99999999999932
2019.09.23,11.00000000000545,-32.0000000000098,-53.999999999998494,14.999999999986358,-13.00000000000523,26.000000000003798,-69.00000000000794,,-116.00000000002586
2019.09.23,36.0000000000138,-86.99999999999264,-83.9999999999952,8.000000000009777,-28.999999999996362,26.000000000003798,-80.99999999999774,,-210.99999999995453
2019.09.23,34.000000000000696,-95.00000000000064,-14.000000000002899,42.00000000000159,-13.999999999995794,70.0000000000034,-21.00000000000435,,2.0000000000020037
2019.09.23,56.000000000011596,-110.99999999999443,-14.999999999987246,-79.00000000000773,-70.00000000000739,88.00000000001029,0.9999999999843467,,-129.99999999999056
2019.09.23,49.00000000001015,-85.00000000000173,-7.0000000000014495,-25.000000000005684,-45.000000000001705,89.00000000000574,-46.999999999997044,,-70.99999999999173
2019.09.23,39.00000000001125,-83.00000000001084,0.0,-72.00000000000273,-55.00000000000682,75.00000000000284,-79.00000000000685,,-175.00000000001316
2019.09.23,43.00000000001525,-124.99999999999733,22.0000000000109,-2.999999999985903,-15.000000000000568,108.00000000000809,-92.00000000000318,,-61.99999999995275
2019.09.23,38.0000000000047,-129.00000000000134,26.999999999999247,97.00000000000841,-7.999999999995566,151.00000000000114,-89.00000000000574,,87.00000000001086
2019.09.23,89.00000000000574,-158.99999999999804,33.00000000001635,139.99999999998636,48.99999999999238,178.00000000000037,-83.00000000001084,,246.99999999999233
2019.09.23,103.00000000000864,-136.00000000000279,24.000000000001798,112.99999999999955,34.99999999999659,161.00000000000003,-66.00000000001049,,233.99999999999332
2019.09.23,107.00000000001265,-147.00000000000824,31.000000000003247,175.99999999998772,52.99999999999727,195.00000000000074,-52.000000000007596,,362.9999999999858
2019.09.23,107.00000000001265,-147.99999999999258,-17.999999999984695,182.99999999999272,52.99999999999727,236.00000000000287,-59.000000000009045,,354.00000000001916
2019.09.23,99.00000000000463,-134.00000000001188,14.000000000002899,205.99999999998886,63.99999999999295,221.00000000000452,-39.00000000001125,,430.9999999999707
2019.09.23,80.99999999999774,-141.99999999999767,19.999999999997797,224.99999999999432,63.99999999999295,224.000000000002,-46.999999999997044,,424.9999999999901
