date,GBPUSD,USDJPY,USDCAD,GBPCHF,CHFJPY,AUDCHF,EURGBP,GBPJPY,EURJPY,EURCAD,EURAUD,NZDCAD,AUDNZD,empty,sum
2020.09.07,20.999999999982144,14.000000000010004,129.99999999998568,-87.99999999999919,63.99999999999295,2.000000000002,27.999999999994696,-62.99999999998818,-16.000000000005343,190.99999999998562,17.000000000000348,-109.99999999999899,19.00000000001345,,208.99999999997513
2020.09.07,-42.0000000000087,10.000000000005116,112.000000000001,-45.000000000006146,25.99999999999625,14.999999999998348,29.999999999996696,9.000000000014552,-34.99999999999659,68.00000000000139,-59.000000000009045,-119.99999999999788,22.999999999995246,,-8.00000000000977
2020.09.07,-128.000000000017,24.00000000000091,265.99999999998846,59.99999999999339,46.999999999997044,48.99999999999905,-72.0000000000054,135.00000000001933,-69.00000000000261,290.9999999999968,-187.00000000000384,-131.99999999999878,-21.999999999988695,,261.9999999999787
2020.09.07,-58.000000000002494,-18.000000000000682,248.00000000000378,3.999999999981796,104.99999999998977,36.0000000000027,-22.999999999995246,4.000000000019099,-19.99999999999602,278.9999999999848,-123.00000000000644,-168.99999999999693,-18.999999999991246,,245.9999999999929
2020.09.07,-113.00000000000753,-16.999999999995907,231.0000000000034,34.000000000000696,86.99999999998909,-12.000000000000899,-51.99999999999649,63.0000000000166,-34.99999999999659,231.0000000000034,-36.999999999998145,-185.00000000000182,-31.999999999987594,,163.00000000002825
2020.09.07,-111.00000000001664,-60.99999999999284,258.99999999998704,12.999999999996348,128.99999999999068,18.0000000000069,-12.000000000000899,-3.9999999999906777,-31.00000000000591,200.99999999998454,-48.000000000003595,-174.99999999999181,-25.999999999992696,,151.9999999999704
2020.09.07,-95.00000000000064,-21.000000000000796,276.9999999999939,-6.000000000017103,79.9999999999983,-12.000000000000899,-4.000000000004,40.000000000020464,-78.00000000000296,221.00000000000452,2.999999999997449,-164.99999999999292,-79.00000000000685,,160.99999999998846
2020.09.07,-36.0000000000138,-103.9999999999992,231.0000000000034,-40.0000000000178,189.99999999999773,-29.999999999996696,22.999999999995246,-133.99999999998613,37.00000000000614,197.99999999998707,52.99999999999194,-146.99999999999713,-123.00000000000644,,117.99999999996432
2020.09.07,-82.00000000000429,-46.999999999997044,231.0000000000034,-20.000000000020002,107.99999999998988,-41.9999999999976,-7.0000000000014495,-8.99999999998613,-24.00000000000091,197.00000000000273,53.999999999998494,-139.00000000000023,-119.99999999998678,,100.00000000000014
2020.09.07,-64.0000000000196,-15.999999999991132,234.00000000000088,-67.00000000001705,46.999999999997044,-56.0000000000005,2.000000000002,14.000000000010004,-63.99999999999295,204.99999999998852,38.99999999998904,-126.99999999999933,-136.99999999998712,,9.999999999979849
2020.09.07,-132.00000000002098,-9.999999999990905,272.99999999998994,-56.000000000011596,-19.000000000005457,-71.99999999999429,-24.000000000001798,96.00000000000364,-99.99999999999432,212.99999999999653,48.000000000003595,-124.00000000000189,-154.99999999999403,,-62.00000000002156
2020.09.07,-163.00000000000205,-18.000000000000682,285.00000000000193,-26.0000000000149,-6.000000000000227,-73.00000000000084,-56.0000000000005,116.00000000001387,-75.9999999999934,251.99999999998556,25.999999999992696,-158.99999999999804,-119.00000000000244,,-17.000000000019014
2020.09.07,-182.0000000000155,-36.000000000001364,313.99999999999204,-2.0000000000131024,24.00000000000091,-58.99999999999794,-60.00000000000449,110.00000000001364,-61.99999999999761,270.99999999999903,12.999999999996348,-163.00000000000205,-130.99999999999224,,36.99999999997769
