date,USDCHF,USDJPY,NZDUSD,EURCHF,CHFJPY,NZDCHF,GBPAUD,EURCAD,EURNZD,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2017.10.09,59.99999999999339,109.99999999999943,-214.99999999999852,249.00000000001032,-118.99999999999977,-328.0000000000061,1273.9999999999973,-392.00000000001455,-263.99999999999756,-314.9999999999977,-4.999999999999449,-364.9999999999931,-465.0000000000043,,-775.0000000000106
2017.10.09,126.99999999999933,136.99999999998624,-172.99999999998983,304.9999999999997,-81.99999999999363,-343.00000000000443,1198.9999999999945,-439.0000000000116,-192.00000000001438,-305.0000000000068,-14.999999999998348,-353.0000000000033,-436.9999999999985,,-571.0000000000412
2017.10.09,158.99999999999804,118.99999999999977,-176.99999999999383,287.9999999999994,-6.000000000000227,-361.0000000000002,1177.9999999999902,-304.00000000001535,-259.0000000000092,-275.0000000000057,-7.9999999999968985,-317.9999999999961,-392.00000000001455,,-356.00000000004457
2017.10.09,166.99999999999494,89.9999999999892,-106.99999999999044,251.00000000000122,12.000000000000455,-316.0000000000052,1126.999999999989,-256.00000000001177,-185.99999999999727,-212.0000000000033,24.000000000001798,-236.99999999999832,-334.9999999999964,,21.999999999974023
2017.10.09,168.99999999999693,117.999999999995,-74.99999999999174,191.00000000000784,-7.999999999995566,-265.99999999999955,1008.9999999999932,-352.000000000019,-167.00000000000603,-156.99999999999648,-8.999999999992347,-263.99999999999756,-337.99999999999386,,-148.9999999999991
2017.10.09,127.99999999999478,104.99999999998977,-86.99999999999264,202.9999999999976,-51.9999999999925,-263.0000000000021,702.0000000000026,-329.00000000000153,-103.00000000000864,-167.0000000000016,-107.00000000000153,-239.0000000000003,-290.00000000001245,,-499.00000000002854
2017.10.09,93.99999999999409,67.99999999999784,-127.99999999999478,233.00000000001654,-37.00000000000614,-270.0000000000036,678.9999999999852,-373.00000000000114,-126.0000000000039,-186.9999999999976,-107.99999999999699,-275.99999999999847,-245.0000000000063,,-676.0000000000152
2017.10.09,102.99999999999754,68.9999999999884,-139.99999999999568,267.0000000000172,-19.000000000005457,-270.0000000000036,543.0000000000045,-368.00000000001273,-120.00000000000898,-189.99999999999773,-129.9999999999968,-263.99999999999756,-214.00000000000307,,-733.0000000000139
2017.10.09,139.00000000000023,85.99999999999852,-113.99999999999189,326.0000000000041,-40.99999999999682,-270.0000000000036,672.9999999999902,-428.00000000000614,-46.0000000000127,-212.0000000000033,-100.99999999999554,-256.99999999999613,-209.9999999999991,,-455.00000000001205
2017.10.09,127.99999999999478,101.99999999998965,-122.99999999999534,407.0000000000018,-34.99999999999659,-269.00000000000813,743.9999999999891,-438.00000000000506,62.99999999999084,-206.00000000000307,-64.99999999999284,-226.99999999999943,-202.00000000001327,,-121.0000000000476
2017.10.09,112.99999999999643,75.9999999999934,-131.99999999999878,385.00000000001313,-36.000000000001364,-258.0000000000027,851.9999999999861,-380.00000000000256,38.99999999998904,-194.99999999999318,-41.000000000002146,-187.00000000000384,-181.00000000000892,,54.99999999996484
2017.10.09,146.00000000000168,98.99999999998954,-107.99999999999699,400.00000000000034,4.9999999999954525,-296.0000000000074,944.9999999999958,-358.00000000001387,68.99999999998573,-180.00000000000682,-37.99999999999359,-180.0000000000024,-195.00000000001182,,308.99999999993554
2017.10.09,153.00000000000313,98.99999999998954,-102.99999999999754,404.0000000000044,7.000000000005002,-267.00000000000614,977.0000000000057,-346.0000000000019,61.99999999998429,-167.0000000000016,-3.999999999992898,-180.0000000000024,-219.00000000001364,,415.999999999976
2017.10.09,129.9999999999968,92.99999999998931,-111.99999999998988,387.000000000004,-28.999999999996362,-264.0000000000087,1042.9999999999939,-453.99999999999886,65.00000000000395,-177.0000000000067,-21.999999999999797,-197.99999999999818,-236.00000000001398,,225.99999999997556
2017.10.09,82.99999999999974,4.9999999999954525,-113.99999999999189,358.00000000001387,-15.000000000000568,-245.0000000000063,939.9999999999853,-445.0000000000065,106.99999999999044,-162.9999999999967,-25.999999999992696,-207.00000000000162,-241.00000000000233,,36.9999999999863
2017.10.09,46.999999999997044,-47.000000000011255,-107.99999999999699,290.00000000001245,3.0000000000001137,-202.0000000000022,940.9999999999918,-435.0000000000076,106.99999999999044,-102.00000000000387,-13.999999999991797,-202.9999999999976,-232.00000000000998,,44.99999999997058
2017.10.09,73.99999999999629,11.999999999986244,-62.99999999999084,299.00000000000483,-10.99999999999568,-184.00000000000637,967.9999999999911,-422.00000000001125,119.99999999998678,-85.99999999999852,12.000000000000899,-170.99999999999892,-224.000000000002,,323.99999999996277
2017.10.09,115.99999999999389,81.99999999999363,-41.9999999999976,289.0000000000059,-16.999999999995907,-191.00000000000784,984.9999999999915,-375.0000000000142,29.999999999996696,-100.99999999999909,16.0000000000049,-161.99999999999548,-295.0000000000008,,334.99999999997567
2017.10.10,134.99999999999625,66.99999999999307,-29.999999999996696,-65.00000000000395,13.00000000000523,-182.00000000000438,975.9999999999991,-336.00000000000296,-34.000000000000696,-93.00000000000352,23.00000000000635,-151.00000000000114,-307.00000000001285,,15.999999999973852
2017.10.10,134.0000000000008,68.9999999999884,-24.999999999997247,297.9999999999983,28.999999999996362,-189.00000000000583,1009.9999999999998,-369.0000000000193,48.99999999998794,-67.99999999999784,14.000000000002899,-156.00000000000057,-239.99999999999577,,555.9999999999577
2017.10.10,131.99999999999878,90.99999999999397,-20.999999999993246,284.00000000001756,-22.999999999996135,-191.00000000000784,920.9999999999941,-389.0000000000171,129.99999999998568,-81.99999999999363,-13.999999999991797,-161.99999999999548,-209.9999999999991,,465.9999999999959
2017.10.10,156.99999999999602,86.99999999998909,-11.999999999989797,331.0000000000146,16.999999999995907,-185.00000000000182,914.9999999999991,-418.0000000000073,148.99999999999915,-69.00000000000261,-25.999999999992696,-161.99999999999548,-215.00000000000963,,568.9999999999945
2017.10.10,158.0000000000026,96.9999999999942,-16.999999999989246,323.0000000000066,7.999999999995566,-181.00000000000892,890.9999999999974,-419.0000000000138,153.9999999999875,-75.00000000000284,-59.99999999999339,-170.99999999999892,-212.00000000001216,,495.9999999999644
2017.10.10,149.99999999999457,98.99999999998954,-39.999999999995595,310.0000000000103,0.0,-202.0000000000022,872.9999999999905,-403.00000000002,86.99999999999264,-102.99999999999443,-60.99999999999994,-195.00000000000074,-175.00000000001404,,339.9999999999507
2017.10.10,115.99999999999389,90.99999999999397,-123.99999999999079,322.00000000000006,-108.00000000000409,-259.0000000000092,831.9999999999883,-419.9999999999982,-9.000000000014552,-206.00000000000307,-109.99999999999899,-248.99999999999923,-218.00000000000708,,-342.00000000004894
2017.10.10,119.99999999999788,170.99999999999227,-99.99999999998899,317.0000000000117,-134.00000000000034,-243.99999999999977,720.9999999999939,-388.0000000000106,31.000000000003247,-251.99999999999534,-142.99999999999312,-207.00000000000162,-126.0000000000039,,-233.9999999999947
2017.10.10,9.999999999998899,148.9999999999867,-226.99999999999943,348.00000000001495,-224.99999999999432,-293.0000000000099,594.99999999999,-466.00000000001086,1.999999999990898,-352.99999999999443,-208.99999999999253,-258.9999999999981,-113.00000000000753,,-1041.0000000000257
2017.10.10,-77.00000000000485,50.99999999998772,-264.999999999993,404.0000000000044,-240.99999999999966,-275.000000000003,602.999999999998,-508.00000000001955,95.00000000000064,-329.9999999999983,-221.99999999999997,-229.00000000000142,-103.00000000000864,,-1097.0000000000377
2017.10.10,-56.0000000000005,57.999999999992724,-228.99999999999034,426.9999999999996,-198.99999999999807,-243.99999999999977,652.9999999999925,-510.00000000001046,151.9999999999966,-283.00000000000125,-153.99999999999858,-193.99999999999417,-80.99999999999774,,-660.0000000000094
2017.10.10,2.000000000002,80.99999999998886,-167.9999999999904,436.9999999999985,-195.99999999999795,-215.00000000000963,638.0000000000052,-501.0000000000181,263.99999999999756,-257.99999999999557,-142.99999999999312,-165.00000000000404,-43.999999999999595,,-268.00000000001626
2017.10.10,-9.00000000000345,94.99999999999886,-165.9999999999995,423.0000000000178,-185.99999999999284,-208.00000000000819,554.9999999999944,-467.0000000000174,242.99999999999324,-245.9999999999951,-186.99999999999272,-136.99999999999824,-7.0000000000014495,,-297.00000000000455
2017.10.10,4.999999999999449,81.99999999999363,-155.99999999998948,428.00000000000614,-168.99999999999693,-215.00000000000963,564.9999999999933,-433.0000000000167,238.99999999998923,-242.00000000000443,-171.99999999999437,-137.9999999999937,24.000000000001798,,-182.00000000002174
2017.10.10,24.000000000001798,69.99999999999318,-117.99999999999588,429.99999999999704,-135.99999999999568,-187.00000000000384,626.9999999999998,-426.9999999999996,292.9999999999877,-186.00000000000705,-137.9999999999937,-85.99999999999719,41.000000000002146,,206.99999999998875
2017.10.10,-2.999999999997449,24.999999999991473,-173.9999999999964,421.0000000000047,-144.00000000000546,-221.00000000000452,655.0000000000056,-417.0000000000007,224.000000000002,-206.99999999999363,-173.00000000000094,-141.99999999999767,28.000000000005798,,-127.99999999998718
2017.10.10,9.999999999998899,59.99999999998806,-128.99999999999022,443.0000000000156,-143.00000000000068,-196.00000000000728,624.0000000000023,-418.0000000000073,339.0000000000004,-183.00000000000693,-165.9999999999995,-65.99999999999939,87.99999999999919,,262.9999999999932
2017.10.10,15.999999999993797,67.99999999999784,-97.9999999999981,446.9999999999974,-126.00000000000477,-170.00000000000347,634.9999999999856,-419.0000000000138,383.0,-158.00000000000125,-181.9999999999933,-46.999999999997044,140.99999999999113,,489.99999999995384
2017.10.10,-43.00000000000415,34.99999999999659,-112.99999999999643,458.00000000000284,-165.00000000000625,-174.00000000000747,563.0000000000024,-514.9999999999987,374.999999999992,-164.00000000000148,-183.99999999999528,-9.00000000000345,133.99999999998968,,197.9999999999702
2017.10.10,-39.00000000000014,-51.00000000000193,-124.99999999999733,473.99999999999665,-141.9999999999959,-157.00000000000713,522.9999999999845,-443.0000000000156,475.99999999998755,-137.00000000000045,-208.99999999999253,-4.999999999999449,175.99999999999838,,340.9999999999566
2017.10.10,-1.0000000000065512,13.999999999995794,-81.9999999999932,388.0000000000106,-111.99999999999477,-158.0000000000026,581.9999999999936,-443.0000000000156,466.9999999999952,-100.99999999999909,-135.99999999999167,1.0000000000065512,110.99999999999443,,529.9999999999927
2017.10.10,-18.0000000000069,-32.00000000001069,-89.99999999999008,379.0000000000182,-96.9999999999942,-146.00000000000168,798.9999999999942,-396.00000000001853,343.00000000000443,-63.99999999999295,-102.00000000000209,-34.99999999999615,60.99999999999994,,602.0000000000036
2017.10.10,-72.0000000000054,-206.00000000000307,-120.99999999999334,408.00000000000836,-25.000000000005684,-151.00000000000114,764.9999999999934,-459.0000000000094,377.9999999999894,-63.99999999999295,-117.99999999999588,-20.999999999993246,79.00000000000685,,392.99999999999795
2017.10.10,-73.00000000000084,-199.00000000001228,-132.99999999999423,417.0000000000007,12.000000000000455,-138.00000000000477,839.9999999999964,-474.0000000000189,419.9999999999982,-10.99999999999568,-88.99999999999464,-41.000000000002146,24.999999999986144,,555.9999999999583
2017.10.10,-107.99999999999699,-182.00000000000216,-106.99999999999044,390.0000000000015,-19.000000000005457,-107.00000000000153,916.99999999999,-470.00000000001484,458.00000000000284,1.0000000000047748,-71.99999999999429,-26.000000000003798,31.999999999987594,,706.9999999999773
2017.10.10,-206.00000000000617,-193.00000000001205,-142.99999999999312,385.99999999999744,-114.99999999999488,-108.00000000000809,983.9999999999849,-531.0000000000148,449.9999999999948,-34.99999999999659,-71.99999999999429,-36.0000000000027,28.000000000005798,,408.9999999999601
2017.10.10,-243.99999999999977,-287.00000000000614,-170.99999999999892,360.0000000000048,-112.99999999999955,-87.00000000000374,875.999999999988,-540.0000000000072,498.9999999999828,-28.999999999996362,-109.99999999999899,-29.999999999996696,82.00000000000429,,205.99999999997252
2017.10.10,-223.00000000000654,-222.0000000000084,-151.9999999999966,310.0000000000103,-105.99999999999454,-68.00000000000139,892.0000000000039,-501.0000000000181,500.9999999999959,-1.9999999999953388,-107.99999999999699,-24.999999999997247,82.00000000000429,,377.9999999999991
2017.10.10,-161.00000000000003,-160.0000000000108,-103.99999999999298,355.0000000000164,-112.99999999999955,-67.00000000000594,943.9999999999893,-490.0000000000126,504.9999999999999,-15.000000000000568,-78.00000000000028,-12.000000000000899,82.99999999998863,,686.9999999999707
2017.10.10,-173.00000000000094,-242.00000000000443,-101.99999999999099,421.0000000000047,-55.999999999997385,-68.00000000000139,1035.9999999999925,-478.0000000000006,593.9999999999834,7.000000000005002,-36.999999999998145,34.99999999999615,79.99999999999119,,1016.9999999999789
2017.10.10,-174.00000000000747,-234.00000000000887,-112.99999999999643,463.0000000000134,-54.000000000002046,-51.000000000001044,1000.0000000000009,-495.000000000001,678.0000000000008,46.999999999997044,-7.0000000000014495,73.99999999999629,102.99999999998644,,1236.9999999999766
2017.10.10,-151.9999999999966,-186.00000000000705,-63.99999999999739,402.0000000000135,-111.0000000000042,-35.00000000000725,1018.9999999999922,-474.0000000000189,764.9999999999934,46.00000000000648,25.00000000000835,129.00000000000134,112.99999999998533,,1476.999999999969
2017.10.10,-123.00000000000644,-203.00000000000296,-49.99999999999449,428.00000000000614,-84.99999999999375,-31.000000000003247,990.9999999999864,-426.9999999999996,693.9999999999947,84.99999999999375,75.9999999999983,172.00000000000549,104.99999999999955,,1631.9999999999836
2017.10.10,-236.00000000000287,-400.0000000000057,-98.99999999999353,436.00000000001415,-54.99999999999261,1.999999999990898,892.0000000000039,-442.00000000000904,827.0,126.00000000000477,69.00000000000794,178.00000000000037,129.00000000000134,,1427.0000000000198
2017.10.10,-360.0000000000048,-522.0000000000056,-187.9999999999993,355.0000000000164,1.9999999999953388,3.999999999992898,936.9999999999878,-554.00000000001,670.9999999999993,150.00000000000568,-2.000000000002,31.000000000003247,46.999999999997044,,570.9999999999762
2017.10.10,-451.0000000000014,-567.0000000000073,-251.99999999999667,316.0000000000052,-78.00000000000296,-31.000000000003247,827.9999999999843,-686.0000000000089,610.9999999999837,93.00000000000352,-70.99999999999883,-59.99999999999339,14.999999999987246,,-333.00000000004843
2017.10.10,-404.0000000000044,-549.0000000000066,-197.99999999999818,312.00000000000114,-79.9999999999983,9.999999999998899,1180.0000000000032,-676.0000000000099,748.9999999999997,143.00000000000068,-80.00000000000229,2.000000000002,69.9999999999923,,478.9999999999783
2017.10.10,-375.0000000000031,-447.00000000000273,-161.99999999999548,316.0000000000052,-75.9999999999934,50.99999999998994,1219.9999999999989,-619.9999999999983,722.9999999999848,140.00000000000057,-37.99999999999359,41.9999999999976,58.000000000002494,,831.9999999999928
2017.10.10,-368.9999999999971,-430.0000000000068,-148.99999999999915,290.9999999999968,-72.99999999999329,40.99999999999105,1201.999999999992,-507.000000000013,680.9999999999983,132.99999999999557,17.000000000000348,65.99999999999939,72.99999999998974,,975.999999999954
2017.10.10,-345.0000000000064,-413.0000000000109,-173.9999999999964,290.9999999999968,-66.0000000000025,-15.00000000000945,1139.0000000000011,-510.00000000001046,604.0000000000045,88.99999999999864,-13.999999999991797,41.9999999999976,48.99999999998794,,676.9999999999588
2017.10.10,-401.00000000000693,-391.00000000000534,-155.99999999998948,326.0000000000041,-162.9999999999967,15.999999999993797,1149.9999999999843,-656.0000000000122,702.0000000000026,94.99999999999886,-30.999999999992145,36.999999999998145,95.00000000000064,,622.9999999999797
2017.10.10,-423.0000000000067,-437.0000000000118,-199.9999999999891,277.00000000001614,-165.99999999999682,2.999999999997449,1110.9999999999952,-768.0000000000131,618.9999999999918,46.999999999997044,-70.99999999999883,1.0000000000065512,68.00000000000139,,60.999999999989214
2017.10.10,-322.00000000000006,-296.0000000000065,-112.99999999999643,385.00000000001313,-168.99999999999693,50.99999999998994,1173.9999999999861,-704.0000000000157,824.0000000000025,82.99999999999841,-63.00000000000195,58.000000000002494,126.0000000000039,,1033.999999999979
2017.10.10,-329.00000000000153,-265.00000000000057,-94.99999999998954,381.0000000000091,-218.00000000000352,73.99999999999629,1166.9999999999848,-729.0000000000018,880.9999999999984,72.99999999999329,-49.99999999999449,36.0000000000027,104.99999999999955,,1030.9999999999927
2017.10.10,-312.00000000000114,-204.00000000000773,-133.99999999998968,402.9999999999978,-231.99999999999932,39.00000000000014,1161.9999999999964,-764.0000000000091,835.9999999999923,7.000000000005002,-63.00000000000195,-15.999999999993797,34.99999999998504,,756.999999999974
2017.10.10,-331.0000000000035,-209.00000000000318,-133.99999999998968,425.0000000000087,-310.99999999999284,39.999999999995595,1225.9999999999939,-832.0000000000105,832.9999999999949,-12.000000000000455,-52.99999999999194,-17.999999999995797,24.999999999986144,,648.9999999999914
2017.10.10,-338.00000000000495,-157.0000000000107,-126.99999999999933,461.0000000000003,-319.0000000000026,62.99999999999084,1252.999999999993,-902.0000000000028,937.9999999999944,-21.000000000000796,-71.99999999999429,-19.999999999997797,21.00000000000435,,779.9999999999694
2017.10.10,-331.0000000000035,-158.00000000000125,-110.99999999999443,425.0000000000087,-299.99999999999716,57.99999999999139,1276.9999999999948,-872.0000000000061,869.999999999993,-18.000000000000682,-42.999999999993044,-20.999999999993246,-8.000000000008,,767.9999999999903
2017.10.11,-355.0000000000053,-145.00000000001023,-84.99999999999064,356.00000000000074,-295.0000000000017,79.99999999999119,1280.9999999999989,-860.0000000000163,759.999999999983,16.999999999995907,-39.00000000000014,-20.999999999993246,11.999999999989797,,705.9999999999419
2017.10.11,-339.0000000000004,-190.00000000001194,-89.99999999999008,367.0000000000062,-281.0000000000059,97.9999999999981,1238.99999999999,-841.0000000000028,889.9999999999908,4.0000000000048885,-52.99999999999194,-20.999999999993246,19.999999999997797,,802.9999999999915
2017.10.11,-329.00000000000153,-187.00000000001182,-101.99999999999099,408.00000000000836,-271.0000000000008,84.99999999999064,1258.999999999988,-836.0000000000146,910.9999999999951,22.00000000000557,-34.000000000000696,-14.000000000002899,18.0000000000069,,929.9999999999712
2017.10.11,-329.999999999997,-183.00000000000693,-97.9999999999981,426.00000000001523,-257.99999999999557,75.9999999999983,1258.999999999988,-821.000000000005,897.9999999999987,19.99999999999602,-46.00000000000159,-9.999999999998899,21.999999999988695,,954.999999999982
2017.10.11,-362.00000000000676,-203.00000000000296,-133.99999999998968,424.00000000000216,-301.00000000000193,57.99999999999139,1234.9999999999861,-883.0000000000116,881.9999999999828,-9.000000000000341,-76.99999999999375,-51.000000000001044,4.999999999988347,,583.9999999999427
2017.10.11,-365.99999999999966,-232.00000000001353,-128.99999999999022,429.00000000001273,-296.99999999999704,73.99999999999629,1173.0000000000018,-879.0000000000075,912.0000000000017,0.0,-102.99999999999754,-22.999999999995246,68.99999999998573,,627.9999999999975
2017.10.11,-434.9999999999965,-298.0000000000018,-273.9999999999965,421.0000000000047,-275.0000000000057,-23.00000000000635,956.0000000000013,-836.9999999999989,686.9999999999932,-96.00000000000364,-197.99999999999818,-132.99999999999423,55.99999999998939,,-449.00000000001313
2017.10.11,-441.0000000000025,-329.00000000000773,-373.99999999999653,436.9999999999985,-296.99999999999704,-110.00000000001009,863.9999999999981,-819.9999999999985,495.99999999998533,-203.00000000000296,-251.00000000000122,-217.99999999999596,-51.000000000001044,,-1297.0000000000318
2017.10.11,-406.00000000000637,-275.0000000000057,-352.9999999999922,446.9999999999974,-359.99999999999943,-117.00000000000044,983.0000000000006,-771.0000000000106,476.9999999999941,-206.99999999999363,-175.99999999999838,-197.99999999999818,-51.000000000001044,,-1007.000000000014
2017.10.11,-360.0000000000048,-160.0000000000108,-271.9999999999945,453.0000000000145,-341.99999999999875,-78.00000000000028,995.9999999999969,-762.0000000000182,585.9999999999976,-186.00000000000705,-105.99999999999498,-117.99999999999588,-41.000000000002146,,-390.0000000000183
