date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURJPY,EURNZD,CADJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2017.05.02,-323.99999999999096,-29.999999999996696,66.00000000001049,-804.0000000000047,-700.0000000000006,-326.0000000000041,-573.9999999999981,-178.99999999999582,-995.0000000000015,-812.0000000000016,-292.00000000000335,-2035.9999999999934,-777.000000000001,-1187.0000000000048,-542.0000000000016,-1298.0000000000018,1031.000000000004,183.99999999998417,,-9595.000000000004
2017.05.02,-307.99999999999716,-24.000000000001798,62.000000000006494,-805.0000000000001,-701.0000000000072,-319.999999999987,-566.9999999999931,-187.9999999999993,-1007.0000000000024,-824.999999999998,-275.000000000003,-1995.9999999999977,-759.0000000000003,-1205.999999999996,-549.9999999999972,-1296.999999999997,1079.999999999992,255.99999999998957,,-9429.999999999987
2017.05.02,-360.0000000000048,-8.999999999992347,42.999999999993044,-795.9999999999967,-729.9999999999973,-334.9999999999964,-565.9999999999883,-203.99999999999307,-994.000000000006,-860.0000000000052,-350.00000000000585,-2014.999999999989,-771.0000000000008,-1246.9999999999982,-552.9999999999973,-1332.9999999999984,987.9999999999889,140.99999999999113,,-9950.999999999996
2017.05.02,-434.000000000001,-38.99999999998904,9.999999999998899,-778.0000000000009,-785.0000000000024,-343.00000000000443,-509.00000000000034,-224.9999999999974,-989.0000000000066,-921.0000000000051,-426.9999999999996,-1968.9999999999986,-728.9999999999992,-1381.00000000001,-549.9999999999972,-1370.999999999995,978.9999999999966,99.00000000000463,,-10362.000000000005
2017.05.02,-306.00000000000625,-5.999999999994898,25.00000000000835,-780.9999999999984,-807.9999999999976,-343.00000000000443,-474.9999999999943,-221.99999999999997,-996.000000000008,-938.0000000000055,-337.0000000000095,-1964.9999999999945,-691.0000000000025,-1439.0000000000125,-507.99999999999557,-1360.99999999999,1018.9999999999922,85.99999999998609,,-10046.00000000003
2017.05.02,-275.000000000003,22.0000000000109,1.0000000000065512,-795.9999999999967,-746.0000000000023,-350.9999999999902,-516.9999999999959,-193.99999999999417,-975.0000000000036,-863.9999999999981,-302.0000000000023,-1937.9999999999952,-746.9999999999999,-1239.9999999999966,-519.999999999996,-1298.9999999999923,1021.9999999999895,126.0000000000039,,-9592.999999999958
2017.05.02,-286.99999999999284,48.000000000003595,-2.999999999997449,-792.9999999999993,-744.0000000000002,-356.00000000000074,-515.0000000000006,-207.00000000000162,-967.0000000000067,-831.9999999999994,-339.0000000000004,-1932.0000000000005,-743.9999999999998,-1168.0000000000134,-530.0000000000011,-1292.9999999999923,971.9999999999951,201.99999999999108,,-9488.000000000018
2017.05.02,-371.99999999999454,32.0000000000098,2.0000000000131024,-741.9999999999982,-685.0000000000023,-363.0000000000022,-518.0000000000007,-202.0000000000022,-929.000000000002,-792.9999999999993,-371.99999999999454,-1978.9999999999975,-748.9999999999952,-1063.0000000000139,-536.0000000000014,-1236.9999999999948,934.9999999999969,190.99999999998562,,-9379.999999999995
2017.05.02,-411.99999999999017,36.0000000000138,7.0000000000014495,-883.9999999999959,-723.0000000000069,-360.9999999999891,-529.9999999999869,-202.9999999999976,-1070.9999999999998,-831.000000000004,-436.9999999999985,-2263.9999999999995,-769.0000000000055,-1154.0000000000105,-533.0000000000013,-1289.999999999992,1009.9999999999998,229.99999999999687,,-10178.999999999967
2017.05.02,-414.9999999999876,32.0000000000098,66.00000000001049,-810.9999999999951,-636.9999999999986,-407.99999999998613,-660.9999999999872,-186.99999999999272,-1006.0000000000069,-758.0000000000031,-421.0000000000047,-2154.999999999996,-977.9999999999944,-978.9999999999966,-569.0000000000026,-1218.999999999994,1059.9999999999943,344.99999999999534,,-9700.999999999936
2017.05.02,-384.9999999999909,97.00000000001374,89.00000000000574,-756.0000000000011,-619.0000000000028,-425.99999999999307,-634.9999999999909,-156.00000000000057,-941.9999999999984,-719.000000000003,-331.999999999999,-1949.0000000000007,-956.9999999999936,-812.0000000000127,-560.0000000000023,-1238.99999999999,1018.9999999999922,295.0000000000008,,-8986.999999999967
2017.05.02,-563.0000000000024,46.999999999997044,158.99999999999804,-692.0000000000038,-590.0000000000016,-400.00000000000034,-762.999999999991,-117.00000000000044,-877.0000000000056,-687.9999999999998,-442.9999999999934,-1939.0000000000018,-1040.9999999999968,-831.000000000004,-573.9999999999981,-1251.9999999999955,954.9999999999948,205.99999999999508,,-9403.000000000011
2017.05.02,-635.0000000000077,-7.0000000000014495,178.00000000001148,-612.9999999999969,-587.9999999999997,-350.9999999999902,-930.9999999999974,-114.99999999999844,-814.0000000000036,-702.9999999999981,-510.00000000001046,-1987.0000000000055,-1102.9999999999945,-913.0000000000083,-608.0000000000041,-1298.9999999999923,909.9999999999886,158.99999999999804,,-9930.000000000011
2017.05.02,-685.0000000000023,-5.999999999994898,175.99999999999838,-632.9999999999947,-614.0000000000034,-322.9999999999844,-896.9999999999914,-87.99999999999919,-785.0000000000024,-672.0000000000059,-653.999999999999,-2027.000000000001,-1081.9999999999936,-883.0000000000116,-609.9999999999994,-1313.0000000000023,916.0000000000057,181.9999999999933,,-9997.999999999989
2017.05.02,-675.0000000000034,-17.000000000000348,182.99999999999983,-624.9999999999977,-658.0000000000031,-326.0000000000041,-865.9999999999997,-75.9999999999983,-763.9999999999981,-709.0000000000041,-629.0000000000128,-2061.000000000002,-1030.0000000000011,-1022.0000000000118,-638.9999999999958,-1348.9999999999895,926.0000000000045,48.000000000003595,,-10289.000000000015
2017.05.02,-682.9999999999892,-39.999999999995595,52.99999999999194,-663.0000000000025,-628.0000000000064,-235.99999999999176,-865.9999999999997,-125.99999999999278,-797.9999999999987,-695.0000000000011,-764.0000000000091,-2119.000000000004,-974.0000000000038,-1045.000000000007,-691.0000000000025,-1363.99999999999,910.9999999999951,158.99999999999804,,-10569.000000000007
2017.05.02,-506.9999999999908,1.0000000000065512,31.000000000003247,-661.0000000000005,-616.0000000000055,-297.9999999999983,-920.9999999999923,-115.99999999999389,-797.0000000000033,-661.9999999999959,-553.0000000000035,-1926.9999999999898,-1081.9999999999936,-985.999999999998,-703.9999999999935,-1334.9999999999936,902.0000000000028,202.9999999999976,,-10027.99999999994
2017.05.02,-489.0000000000061,-1.999999999990898,31.000000000003247,-646.0000000000022,-636.9999999999986,-319.999999999987,-1070.999999999998,-139.00000000000023,-811.0000000000061,-675.9999999999989,-486.999999999993,-1896.9999999999932,-1185.0000000000023,-964.9999999999936,-774.0000000000009,-1426.9999999999925,878.000000000001,158.99999999999804,,-10457.99999999996
2017.05.02,-462.9999999999912,68.00000000000139,-21.00000000000435,-644.9999999999956,-658.9999999999985,-227.99999999998377,-1112.9999999999995,-92.99999999999864,-709.9999999999995,-650.0000000000061,-527.9999999999951,-1851.0000000000027,-1186.9999999999977,-971.0000000000107,-795.9999999999923,-1456.0000000000032,834.0000000000014,93.99999999999409,,-10374.999999999984
2017.05.02,-303.9999999999932,2.0000000000131024,-41.99999999998649,-636.0000000000032,-690.9999999999972,-279.99999999999136,-1097.999999999999,-165.9999999999995,-726.0000000000044,-673.0000000000014,-351.0000000000124,-1608.9999999999939,-1177.9999999999973,-1036.0000000000148,-835.9999999999985,-1484.9999999999995,775.9999999999989,38.99999999998904,,-10293.999999999993
2017.05.02,-242.99999999999324,7.0000000000014495,8.999999999992347,-585.9999999999976,-600.0000000000006,-285.00000000000193,-990.9999999999997,-148.99999999999915,-722.0000000000005,-661.9999999999959,-214.00000000000307,-1419.999999999999,-1171.999999999997,-902.0000000000028,-820.999999999998,-1417.9999999999923,722.0000000000005,59.99999999999339,,-9386.999999999995
2017.05.02,-167.9999999999904,26.0000000000149,58.000000000002494,-532.9999999999945,-626.0000000000043,-312.9999999999855,-980.9999999999945,-120.99999999999334,-663.999999999998,-673.0000000000014,-65.00000000000395,-1188.9999999999957,-1144.0000000000055,-970.0000000000042,-759.0000000000003,-1403.9999999999964,733.9999999999902,-32.0000000000098,,-8823.999999999967
