date,NZDCHF,empty,sum
2017.04.03,-102.00000000000209,,-102.00000000000209
2017.04.03,-117.99999999999588,,-117.99999999999588
2017.04.03,-119.00000000000244,,-119.00000000000244
2017.04.03,-129.00000000000134,,-129.00000000000134
2017.04.03,-178.00000000000037,,-178.00000000000037
2017.04.03,-202.0000000000022,,-202.0000000000022
2017.04.04,-231.99999999999886,,-231.99999999999886
2017.04.04,-226.99999999999943,,-226.99999999999943
2017.04.04,-260.00000000000466,,-260.00000000000466
2017.04.04,-249.99999999999466,,-249.99999999999466
2017.04.04,-270.0000000000036,,-270.0000000000036
2017.04.04,-285.00000000000193,,-285.00000000000193
2017.04.04,-239.0000000000003,,-239.0000000000003
2017.04.04,-165.9999999999995,,-165.9999999999995
2017.04.04,-194.0000000000053,,-194.0000000000053
2017.04.04,-238.0000000000049,,-238.0000000000049
2017.04.04,-124.00000000000189,,-124.00000000000189
2017.04.04,-85.99999999999719,,-85.99999999999719
2017.04.04,-92.99999999999864,,-92.99999999999864
2017.04.04,-85.99999999999719,,-85.99999999999719
2017.04.04,-36.999999999998145,,-36.999999999998145
2017.04.04,29.000000000001247,,29.000000000001247
2017.04.04,14.000000000002899,,14.000000000002899
2017.04.04,21.00000000000435,,21.00000000000435
2017.04.04,27.999999999994696,,27.999999999994696
2017.04.04,19.00000000000235,,19.00000000000235
2017.04.04,24.000000000001798,,24.000000000001798
2017.04.04,-12.000000000000899,,-12.000000000000899
2017.04.04,27.999999999994696,,27.999999999994696
2017.04.04,34.99999999999615,,34.99999999999615
2017.04.04,49.99999999999449,,49.99999999999449
2017.04.04,56.0000000000005,,56.0000000000005
2017.04.04,63.00000000000195,,63.00000000000195
2017.04.04,26.999999999999247,,26.999999999999247
2017.04.04,43.00000000000415,,43.00000000000415
2017.04.04,16.0000000000049,,16.0000000000049
2017.04.04,49.99999999999449,,49.99999999999449
2017.04.04,78.00000000000028,,78.00000000000028
2017.04.04,126.0000000000039,,126.0000000000039
2017.04.04,75.00000000000284,,75.00000000000284
2017.04.04,114.99999999999844,,114.99999999999844
2017.04.04,110.99999999999443,,110.99999999999443
2017.04.04,134.0000000000008,,134.0000000000008
2017.04.04,112.99999999999643,,112.99999999999643
2017.04.04,134.99999999999625,,134.99999999999625
2017.04.04,134.99999999999625,,134.99999999999625
2017.04.04,92.99999999999864,,92.99999999999864
2017.04.04,90.99999999999665,,90.99999999999665
2017.04.04,105.99999999999498,,105.99999999999498
2017.04.04,129.9999999999968,,129.9999999999968
2017.04.04,153.00000000000313,,153.00000000000313
2017.04.04,165.9999999999995,,165.9999999999995
2017.04.04,163.00000000000205,,163.00000000000205
2017.04.04,168.99999999999693,,168.99999999999693
2017.04.05,161.99999999999548,,161.99999999999548
2017.04.05,168.00000000000148,,168.00000000000148
2017.04.05,153.99999999999858,,153.99999999999858
2017.04.05,136.99999999999824,,136.99999999999824
2017.04.05,156.99999999999602,,156.99999999999602
2017.04.05,155.00000000000514,,155.00000000000514
2017.04.05,127.99999999999478,,127.99999999999478
2017.04.05,92.99999999999864,,92.99999999999864
2017.04.05,112.99999999999643,,112.99999999999643
2017.04.05,100.00000000000009,,100.00000000000009
2017.04.05,112.99999999999643,,112.99999999999643
2017.04.05,102.00000000000209,,102.00000000000209
2017.04.05,104.99999999999955,,104.99999999999955
2017.04.05,149.99999999999457,,149.99999999999457
2017.04.05,168.99999999999693,,168.99999999999693
2017.04.05,156.00000000000057,,156.00000000000057
2017.04.05,155.00000000000514,,155.00000000000514
2017.04.05,151.9999999999966,,151.9999999999966
2017.04.05,121.99999999999989,,121.99999999999989
2017.04.05,72.0000000000054,,72.0000000000054
2017.04.05,78.99999999999574,,78.99999999999574
2017.04.05,99.00000000000463,,99.00000000000463
2017.04.05,68.99999999999685,,68.99999999999685
2017.04.05,100.00000000000009,,100.00000000000009
2017.04.05,117.99999999999588,,117.99999999999588
2017.04.05,138.00000000000477,,138.00000000000477
2017.04.05,143.9999999999997,,143.9999999999997
2017.04.05,94.00000000000519,,94.00000000000519
2017.04.05,41.9999999999976,,41.9999999999976
2017.04.05,34.000000000000696,,34.000000000000696
2017.04.05,19.999999999997797,,19.999999999997797
2017.04.05,75.9999999999983,,75.9999999999983
2017.04.05,136.99999999999824,,136.99999999999824
2017.04.05,143.9999999999997,,143.9999999999997
2017.04.05,104.99999999999955,,104.99999999999955
2017.04.05,139.99999999999568,,139.99999999999568
2017.04.05,173.9999999999964,,173.9999999999964
2017.04.05,131.00000000000333,,131.00000000000333
2017.04.05,112.000000000001,,112.000000000001
2017.04.05,92.99999999999864,,92.99999999999864
2017.04.05,90.99999999999665,,90.99999999999665
2017.04.05,75.00000000000284,,75.00000000000284
2017.04.05,11.00000000000545,,11.00000000000545
2017.04.05,60.00000000000449,,60.00000000000449
2017.04.05,36.999999999998145,,36.999999999998145
2017.04.05,12.000000000000899,,12.000000000000899
2017.04.05,26.000000000003798,,26.000000000003798
2017.04.05,60.99999999999994,,60.99999999999994
2017.04.06,55.000000000005045,,55.000000000005045
2017.04.06,29.999999999996696,,29.999999999996696
2017.04.06,-24.999999999997247,,-24.999999999997247
2017.04.06,-41.9999999999976,,-41.9999999999976
2017.04.06,-77.00000000000485,,-77.00000000000485
2017.04.06,-4.000000000004,,-4.000000000004
2017.04.06,24.999999999997247,,24.999999999997247
2017.04.06,43.999999999999595,,43.999999999999595
2017.04.06,36.999999999998145,,36.999999999998145
2017.04.06,43.00000000000415,,43.00000000000415
2017.04.06,94.00000000000519,,94.00000000000519
2017.04.06,92.00000000000318,,92.00000000000318
2017.04.06,75.00000000000284,,75.00000000000284
2017.04.06,77.00000000000485,,77.00000000000485
2017.04.06,53.00000000000304,,53.00000000000304
2017.04.06,56.0000000000005,,56.0000000000005
2017.04.06,61.999999999995396,,61.999999999995396
2017.04.06,22.999999999995246,,22.999999999995246
2017.04.06,16.0000000000049,,16.0000000000049
2017.04.06,12.999999999996348,,12.999999999996348
2017.04.06,-124.00000000000189,,-124.00000000000189
2017.04.06,-97.9999999999981,,-97.9999999999981
2017.04.06,-90.99999999999665,,-90.99999999999665
2017.04.06,-131.99999999999878,,-131.99999999999878
2017.04.06,-50.0000000000056,,-50.0000000000056
2017.04.06,14.999999999998348,,14.999999999998348
2017.04.06,14.999999999998348,,14.999999999998348
2017.04.06,0.0,,0.0
2017.04.06,19.999999999997797,,19.999999999997797
2017.04.06,-33.000000000005244,,-33.000000000005244
2017.04.06,-60.99999999999994,,-60.99999999999994
2017.04.06,-46.00000000000159,,-46.00000000000159
2017.04.06,-26.000000000003798,,-26.000000000003798
2017.04.06,-65.00000000000395,,-65.00000000000395
2017.04.06,-65.00000000000395,,-65.00000000000395
2017.04.06,-26.000000000003798,,-26.000000000003798
2017.04.06,-41.9999999999976,,-41.9999999999976
2017.04.06,-24.999999999997247,,-24.999999999997247
2017.04.06,-17.000000000000348,,-17.000000000000348
2017.04.06,2.000000000002,,2.000000000002
2017.04.06,-12.000000000000899,,-12.000000000000899
2017.04.06,-27.999999999994696,,-27.999999999994696
2017.04.06,-31.999999999998696,,-31.999999999998696
2017.04.06,-34.99999999999615,,-34.99999999999615
2017.04.06,-21.999999999999797,,-21.999999999999797
2017.04.06,-24.000000000001798,,-24.000000000001798
2017.04.06,-31.000000000003247,,-31.000000000003247
2017.04.06,-12.999999999996348,,-12.999999999996348
2017.04.07,-4.999999999999449,,-4.999999999999449
2017.04.07,-19.999999999997797,,-19.999999999997797
2017.04.07,-31.999999999998696,,-31.999999999998696
2017.04.07,-31.000000000003247,,-31.000000000003247
2017.04.07,-24.000000000001798,,-24.000000000001798
2017.04.07,-61.999999999995396,,-61.999999999995396
2017.04.07,-51.99999999999649,,-51.99999999999649
2017.04.07,-46.999999999997044,,-46.999999999997044
2017.04.07,-63.99999999999739,,-63.99999999999739
2017.04.07,27.999999999994696,,27.999999999994696
2017.04.07,75.00000000000284,,75.00000000000284
2017.04.07,44.99999999999504,,44.99999999999504
2017.04.07,34.000000000000696,,34.000000000000696
2017.04.07,-7.9999999999968985,,-7.9999999999968985
2017.04.07,-31.000000000003247,,-31.000000000003247
2017.04.07,-39.00000000000014,,-39.00000000000014
2017.04.07,-68.99999999999685,,-68.99999999999685
2017.04.07,-39.999999999995595,,-39.999999999995595
2017.04.07,-56.99999999999594,,-56.99999999999594
2017.04.07,-29.999999999996696,,-29.999999999996696
2017.04.07,-31.000000000003247,,-31.000000000003247
2017.04.07,-121.99999999999989,,-121.99999999999989
2017.04.07,-105.99999999999498,,-105.99999999999498
2017.04.07,-134.0000000000008,,-134.0000000000008
2017.04.07,-104.00000000000409,,-104.00000000000409
2017.04.07,-48.99999999999905,,-48.99999999999905
2017.04.07,-21.00000000000435,,-21.00000000000435
2017.04.07,-17.000000000000348,,-17.000000000000348
2017.04.07,-9.00000000000345,,-9.00000000000345
2017.04.07,-68.00000000000139,,-68.00000000000139
2017.04.07,-104.99999999999955,,-104.99999999999955
2017.04.07,-153.99999999999858,,-153.99999999999858
2017.04.07,-92.99999999999864,,-92.99999999999864
2017.04.07,11.00000000000545,,11.00000000000545
2017.04.07,-21.999999999999797,,-21.999999999999797
2017.04.07,-50.0000000000056,,-50.0000000000056
2017.04.07,-34.99999999999615,,-34.99999999999615
2017.04.07,-11.00000000000545,,-11.00000000000545
2017.04.07,-63.00000000000195,,-63.00000000000195
2017.04.07,-107.00000000000153,,-107.00000000000153
2017.04.07,-0.999999999995449,,-0.999999999995449
2017.04.07,4.999999999999449,,4.999999999999449
2017.04.07,19.00000000000235,,19.00000000000235
2017.04.07,17.999999999995797,,17.999999999995797
2017.04.07,51.99999999999649,,51.99999999999649
2017.04.07,58.000000000002494,,58.000000000002494
2017.04.07,61.999999999995396,,61.999999999995396
2017.04.07,41.000000000002146,,41.000000000002146
