date,AUDUSD,NZDCHF,EURGBP,GBPCAD,empty,sum
2016.12.12,5.999999999994898,31.999999999998696,-39.00000000000014,92.00000000000318,,90.99999999999663
2016.12.12,-15.00000000000945,39.00000000000014,-38.0000000000047,-12.999999999996348,,-27.000000000010353
2016.12.12,-98.0000000000092,4.999999999999449,-75.00000000000284,-439.99999999999596,,-608.0000000000085
2016.12.12,-117.00000000000044,-27.999999999994696,-46.00000000000159,-51.99999999998539,,-242.99999999998212
2016.12.12,-31.999999999998696,-58.000000000002494,25.999999999992696,-99.00000000000463,,-163.00000000001313
2016.12.12,-104.99999999999955,-95.99999999999609,-16.0000000000049,-117.99999999999588,,-334.99999999999636
2016.12.12,-236.00000000000287,-124.99999999999733,-109.00000000000354,-314.99999999999864,,-785.0000000000024
2016.12.12,-209.00000000000364,-137.9999999999937,-145.00000000000622,-225.99999999999287,,-717.9999999999964
2016.12.12,-195.00000000000074,-181.9999999999933,-161.00000000000003,-202.9999999999976,,-740.9999999999917
2016.12.12,-192.99999999999872,-156.99999999999602,-203.00000000000873,-211.99999999998997,,-764.9999999999935
2016.12.12,-156.00000000000057,-148.99999999999915,-236.99999999999832,-280.9999999999979,,-822.9999999999959
2016.12.12,-123.00000000000644,-187.9999999999993,-204.99999999999963,-245.99999999999068,,-761.999999999996
2016.12.12,-156.00000000000057,-247.99999999999267,-181.00000000000892,-245.0000000000063,,-830.0000000000084
2016.12.12,-168.00000000000148,-170.99999999999892,-173.00000000000094,-246.99999999999721,,-758.9999999999986
2016.12.12,-191.00000000000784,-195.9999999999962,-175.00000000000293,-205.99999999999508,,-768.000000000002
2016.12.12,-148.99999999999915,-224.000000000002,-202.0000000000022,-200.99999999998454,,-775.9999999999878
2016.12.12,-177.00000000000495,-215.99999999999397,-216.0000000000051,-272.99999999998994,,-881.9999999999939
2016.12.12,-186.00000000000838,-290.00000000000136,-230.000000000008,-289.9999999999903,,-996.000000000008
2016.12.12,-174.00000000000747,-249.99999999999466,-225.00000000000853,-299.99999999998914,,-948.9999999999998
2016.12.12,-201.00000000000674,-285.00000000000193,-175.99999999999838,-96.99999999999153,,-758.9999999999986
2016.12.12,-187.00000000000384,-292.00000000000335,-251.00000000000122,-150.99999999999002,,-880.9999999999984
2016.12.12,-179.00000000000693,-171.99999999999437,-258.0000000000027,-245.99999999999068,,-854.9999999999947
2016.12.12,-326.9999999999995,-246.00000000000176,-456.00000000000085,-303.9999999999932,,-1332.9999999999952
2016.12.12,-277.000000000005,-258.0000000000027,-499.000000000005,-225.99999999999287,,-1260.0000000000057
2016.12.12,-306.00000000000625,-193.99999999999417,-469.0000000000083,-70.99999999999883,,-1040.0000000000075
2016.12.12,-369.0000000000082,-214.99999999999852,-565.0000000000044,-130.99999999999224,,-1280.0000000000034
2016.12.12,-397.0000000000029,-214.99999999999852,-494.00000000000557,-26.999999999999247,,-1133.0000000000061
2016.12.12,-457.0000000000074,-239.99999999999577,-274.00000000000756,411.0000000000058,,-560.0000000000049
2016.12.12,-412.00000000000125,-258.0000000000027,-163.00000000000205,527.0000000000108,,-305.9999999999951
2016.12.12,-370.9999999999991,-302.9999999999977,-219.00000000000253,504.9999999999999,,-387.99999999999943
2016.12.12,-538.0000000000051,-425.99999999999307,-259.0000000000092,509.00000000000387,,-714.0000000000034
2016.12.12,-539.0000000000006,-534.0000000000011,-168.00000000000148,722.0000000000005,,-519.0000000000027
2016.12.12,-650.0000000000061,-532.9999999999945,-186.00000000000838,771.9999999999949,,-597.0000000000142
2016.12.12,-618.0000000000074,-512.9999999999968,-139.00000000000023,574.0000000000078,,-695.9999999999965
2016.12.12,-570.0000000000039,-534.9999999999966,-236.00000000000287,536.0000000000032,,-805.0000000000002
2016.12.12,-628.0000000000064,-622.0000000000003,-48.99999999999905,924.0000000000136,,-374.99999999999227
2016.12.12,-507.0000000000019,-495.000000000001,7.9999999999968985,1068.0000000000023,,73.99999999999625
2016.12.12,-500.00000000000045,-514.9999999999987,19.999999999997797,1099.0000000000055,,104.00000000000409
2016.12.12,-568.0000000000018,-478.9999999999961,-135.00000000000733,1370.0000000000045,,187.99999999999932
2016.12.12,-661.0000000000005,-461.99999999999574,-138.00000000000477,1144.999999999996,,-116.000000000005
2016.12.12,-640.0000000000073,-425.99999999999307,-150.00000000000568,1200.0000000000011,,-16.000000000005002
2016.12.12,-597.0000000000031,-441.0000000000025,-204.00000000000418,1103.0000000000095,,-139.0
2016.12.12,-559.0000000000094,-390.0000000000015,-206.00000000000617,1136.0000000000036,,-19.000000000013415
2016.12.12,-513.0000000000078,-358.0000000000028,-204.00000000000418,1053.9999999999993,,-21.00000000001546
2016.12.12,-550.000000000006,-339.99999999999585,-206.00000000000617,1156.0000000000014,,59.999999999993406
2016.12.12,-550.000000000006,-354.9999999999942,-206.00000000000617,1049.9999999999955,,-61.000000000010914
2016.12.12,-542.0000000000091,-310.9999999999946,-216.0000000000051,974.0000000000082,,-95.00000000000045
2016.12.12,-596.0000000000076,-292.9999999999988,-153.00000000000313,987.0000000000045,,-55.000000000005
2016.12.13,-609.000000000004,-346.9999999999973,-214.99999999999852,983.0000000000006,,-187.99999999999943
2016.12.13,-612.0000000000015,-414.00000000000324,-204.99999999999963,1019.0000000000143,,-211.99999999999
2016.12.13,-621.0000000000049,-386.9999999999929,-231.99999999999886,1007.0000000000024,,-232.9999999999942
2016.12.13,-609.9999999999994,-422.9999999999956,-260.00000000000466,968.9999999999976,,-324.00000000000193
2016.12.13,-603.0000000000091,-414.00000000000324,-255.00000000000523,948.0000000000155,,-324.00000000000205
2016.12.13,-652.0000000000082,-397.99999999999835,-228.00000000000597,975.0000000000148,,-302.9999999999977
2016.12.13,-577.0000000000052,-356.9999999999962,-201.00000000000674,919.0000000000032,,-216.000000000005
2016.12.13,-618.0000000000074,-414.00000000000324,-211.00000000000563,858.0000000000032,,-385.0000000000132
2016.12.13,-650.0000000000061,-492.0000000000035,-164.00000000000858,941.9999999999984,,-364.0000000000198
2016.12.13,-617.0000000000009,-473.99999999999665,-177.00000000000495,956.0000000000013,,-312.00000000000125
2016.12.13,-626.0000000000043,-456.00000000000085,-177.00000000000495,985.0000000000136,,-273.9999999999966
2016.12.13,-601.000000000007,-419.9999999999982,-187.9999999999993,924.9999999999981,,-284.0000000000065
2016.12.13,-585.0000000000022,-442.9999999999934,-209.00000000000364,988.0000000000111,,-248.99999999998795
2016.12.13,-567.0000000000064,-402.9999999999978,-217.0000000000005,997.0000000000034,,-190.00000000000114
2016.12.13,-524.0000000000023,-380.00000000000256,-220.00000000000907,998.00000000001,,-126.00000000000387
2016.12.13,-535.0000000000077,-347.9999999999928,-246.00000000000176,1001.0000000000074,,-127.99999999999488
2016.12.13,-526.0000000000042,-361.9999999999957,-214.00000000000307,1069.0000000000089,,-32.99999999999409
2016.12.13,-509.00000000000387,-353.99999999999875,-263.0000000000021,1072.0000000000064,,-53.99999999999841
2016.12.13,-507.0000000000019,-380.999999999998,-259.0000000000092,1022.9999999999961,,-124.00000000001296
2016.12.13,-514.9999999999987,-331.999999999999,-281.00000000000904,1032.0000000000107,,-95.99999999999613
2016.12.13,-569.0000000000084,-446.9999999999974,-33.000000000005244,1154.999999999995,,105.99999999998386
2016.12.13,-433.0000000000056,-298.9999999999937,-53.999999999998494,1185.0000000000139,,399.00000000001603
2016.12.13,-452.00000000000796,-302.9999999999977,135.99999999999167,1305.0000000000007,,685.9999999999867
2016.12.13,-462.0000000000068,-356.00000000000074,178.00000000000037,1331.9999999999998,,691.9999999999926
2016.12.13,-447.0000000000085,-300.99999999999574,180.99999999999784,1381.00000000001,,814.0000000000035
2016.12.13,-481.0000000000092,-322.00000000000006,125.99999999999278,1259.9999999999945,,582.999999999978
2016.12.13,-504.9999999999999,-378.00000000000057,123.99999999999079,1180.0000000000032,,420.9999999999935
2016.12.13,-459.0000000000094,-344.99999999999534,204.99999999999963,1344.0000000000118,,745.0000000000067
2016.12.13,-596.0000000000076,-456.9999999999963,226.99999999999943,1302.0000000000032,,475.99999999999875
2016.12.13,-578.0000000000007,-397.99999999999835,207.00000000000162,1251.000000000002,,482.00000000000455
2016.12.13,-697.9999999999986,-476.9999999999941,124.99999999999733,1285.0000000000027,,235.00000000000728
2016.12.13,-759.0000000000097,-595.0000000000011,134.99999999999625,1317.999999999997,,98.99999999998249
2016.12.13,-731.0000000000039,-527.9999999999951,187.9999999999993,1347.9999999999936,,276.99999999999386
2016.12.13,-803.0000000000092,-558.9999999999984,59.99999999999339,1414.000000000004,,111.99999999998977
2016.12.13,-575.9999999999987,-378.00000000000057,-175.00000000000293,1002.000000000014,,-126.99999999998829
2016.12.13,-587.9999999999997,-419.00000000000273,-191.00000000000784,1012.9999999999973,,-185.00000000001296
2016.12.13,-648.0000000000041,-397.0000000000029,-219.00000000000253,1046.0000000000136,,-217.9999999999959
2016.12.13,-577.0000000000052,-378.999999999996,-150.00000000000568,992.0000000000151,,-113.9999999999917
2016.12.13,-606.0000000000065,-473.99999999999665,-157.00000000000713,693.9999999999947,,-543.0000000000156
2016.12.13,-608.0000000000085,-463.0000000000023,-95.00000000000064,924.0000000000136,,-241.99999999999795
2016.12.13,-635.0000000000077,-442.9999999999934,-121.00000000000443,861.0000000000007,,-338.0000000000048
2016.12.13,-600.0000000000006,-434.000000000001,-109.00000000000354,883.9999999999959,,-259.0000000000093
2016.12.13,-587.9999999999997,-427.99999999999505,-148.99999999999915,767.0000000000066,,-397.99999999998727
2016.12.13,-618.0000000000074,-386.9999999999929,-195.00000000000074,714.999999999999,,-485.00000000000193
2016.12.13,-657.0000000000076,-422.9999999999956,-201.00000000000674,731.9999999999993,,-549.0000000000107
2016.12.13,-620.0000000000094,-431.99999999999903,-241.00000000000233,747.0000000000088,,-546.0000000000019
2016.12.13,-639.0000000000007,-404.99999999999983,-209.00000000000364,767.0000000000066,,-485.9999999999975
2016.12.13,-631.9999999999992,-351.99999999999676,-243.99999999999977,748.9999999999997,,-478.999999999996
2016.12.14,-553.0000000000035,-341.99999999999784,-229.00000000000142,870.0000000000152,,-253.9999999999875
2016.12.14,-575.0000000000033,-369.99999999999255,-236.99999999999832,832.9999999999949,,-348.99999999999943
2016.12.14,-573.0000000000013,-385.99999999999744,-251.00000000000122,841.0000000000028,,-368.99999999999693
2016.12.14,-575.9999999999987,-346.0000000000019,-250.00000000000577,870.0000000000152,,-301.99999999999113
2016.12.14,-592.0000000000036,-397.99999999999835,-329.00000000000153,802.0000000000139,,-516.9999999999898
2016.12.14,-514.9999999999987,-319.0000000000026,-333.0000000000055,795.0000000000124,,-371.99999999999443
2016.12.14,-482.00000000000466,-314.0000000000032,-395.0000000000009,626.9999999999998,,-564.0000000000089
2016.12.14,-479.0000000000072,-356.9999999999962,-370.9999999999991,709.0000000000041,,-497.9999999999984
2016.12.14,-526.0000000000042,-441.0000000000025,-387.99999999999943,703.0000000000092,,-651.9999999999969
2016.12.14,-507.0000000000019,-434.000000000001,-365.99999999999966,713.0000000000081,,-593.9999999999947
2016.12.14,-544.0,-437.999999999994,-348.9999999999993,757.0000000000076,,-573.9999999999856
2016.12.14,-565.0000000000044,-447.99999999999284,-348.00000000000387,842.9999999999937,,-518.0000000000074
2016.12.14,-574.0000000000078,-480.99999999999807,-340.00000000000693,868.000000000002,,-527.0000000000107
2016.12.14,-563.0000000000024,-439.0000000000005,-361.0000000000002,750.0000000000063,,-612.9999999999969
2016.12.14,-544.0,-392.00000000000347,-374.0000000000077,734.0000000000124,,-575.9999999999987
2016.12.14,-553.0000000000035,-439.99999999999596,-422.00000000000017,720.9999999999939,,-694.0000000000059
2016.12.14,-565.0000000000044,-475.0000000000032,-391.000000000008,748.9999999999997,,-682.000000000016
2016.12.14,-592.0000000000036,-458.00000000000284,-436.9999999999985,632.9999999999947,,-854.0000000000103
2016.12.14,-634.0000000000013,-509.9999999999993,-463.0000000000023,717.9999999999964,,-889.0000000000064
2016.12.14,-636.9999999999986,-510.99999999999477,-384.00000000000654,714.999999999999,,-817.000000000001
2016.12.14,-625.0000000000089,-463.9999999999977,-178.00000000000037,798.9999999999942,,-468.00000000001285
2016.12.14,-636.0000000000032,-425.99999999999307,-150.00000000000568,792.9999999999993,,-419.00000000000273
2016.12.14,-622.0000000000003,-400.9999999999958,-225.00000000000853,544.9999999999955,,-703.0000000000091
2016.12.14,-609.9999999999994,-392.9999999999989,-269.00000000000813,575.0000000000144,,-696.9999999999922
2016.12.14,-607.0000000000019,-375.0000000000031,-309.0000000000037,493.0000000000101,,-797.9999999999985
2016.12.14,-668.0000000000019,-430.9999999999925,-396.00000000000745,463.0000000000134,,-1031.9999999999886
2016.12.14,-820.0000000000097,-512.0000000000014,-409.0000000000038,426.00000000001523,,-1314.9999999999995
2016.12.14,-769.0000000000085,-451.0000000000014,-489.0000000000061,344.00000000001097,,-1365.0000000000052
2016.12.14,-758.0000000000031,-430.9999999999925,-330.0000000000081,578.9999999999961,,-940.0000000000075
2016.12.14,-770.9999999999994,-419.00000000000273,-230.000000000008,719.000000000003,,-701.0000000000073
2016.12.14,-757.0000000000076,-342.9999999999933,-180.0000000000024,834.0000000000014,,-446.0000000000018
2016.12.14,-786.0000000000089,-512.0000000000014,-85.00000000000173,1001.0000000000074,,-382.00000000000466
2016.12.14,-775.9999999999989,-492.0000000000035,-97.00000000000264,1045.000000000007,,-319.99999999999795
2016.12.14,-785.0000000000024,-442.9999999999934,-78.00000000000028,1173.0000000000018,,-132.99999999999432
2016.12.14,-777.0000000000055,-419.00000000000273,-160.00000000000458,1039.000000000012,,-317.0000000000007
2016.12.14,-816.0000000000056,-563.0000000000024,-163.00000000000205,937.00000000001,,-605.0
2016.12.14,-797.0000000000033,-527.9999999999951,-178.00000000000037,1059.9999999999943,,-443.00000000000455
2016.12.14,-748.9999999999997,-483.99999999999557,-125.00000000000844,1412.9999999999975,,54.99999999999386
2016.12.14,-760.0000000000051,-487.99999999999955,-209.9999999999991,1513.0000000000089,,55.00000000000523
2016.12.14,-726.9999999999999,-470.9999999999992,-225.00000000000853,1469.9999999999936,,46.9999999999859
2016.12.14,-670.000000000004,-487.99999999999955,-235.00000000000742,1486.0000000000095,,92.99999999999841
2016.12.14,-691.0000000000083,-256.0000000000007,3.999999999992898,1856.9999999999975,,913.9999999999815
2016.12.14,-167.00000000000603,-269.9999999999925,-174.00000000000747,1638.0000000000061,,1027.0
2016.12.14,134.99999999999625,-188.9999999999947,-104.00000000000409,1571.0000000000114,,1413.0000000000089
2016.12.14,220.99999999999343,-182.99999999999983,-69.00000000000794,1411.0000000000066,,1379.9999999999923
2016.12.14,268.99999999999704,-53.999999999998494,-207.00000000000162,1191.0000000000086,,1199.0000000000055
2016.12.14,313.99999999999204,-119.00000000000244,-258.0000000000027,1019.9999999999986,,956.9999999999856
