date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,NZDCAD,empty,sum
2016.05.30,-24.000000000001798,-19.00000000001345,-25.999999999992696,0.0,-25.00000000000835,-51.99999999999649,-24.000000000001798,-66.0000000000025,-4.000000000004,-7.9999999999968985,-41.000000000002146,-15.999999999991132,-134.99999999999625,-102.00000000000209,-2.999999999997449,-34.000000000006025,-33.999999999991815,-60.00000000000449,-83.9999999999952,,-757.0000000000045
2016.05.30,-36.0000000000027,-26.999999999999247,-22.999999999995246,9.000000000000341,-22.999999999995246,2.999999999997449,-43.00000000001525,-79.9999999999983,-28.000000000005798,19.999999999997797,43.999999999999595,18.000000000000682,-141.99999999999767,-281.99999999998226,25.00000000000835,1.9999999999953388,-89.9999999999892,-162.0000000000066,-124.99999999999733,,-939.9999999999854
2016.05.30,-65.99999999999939,-36.0000000000138,-27.999999999983594,-131.00000000000023,-4.000000000004,24.000000000001798,-63.000000000013046,-66.99999999999307,-28.000000000005798,56.99999999999594,26.000000000003798,-205.99999999998886,-425.99999999999307,-167.9999999999904,79.99999999999119,-42.00000000000159,-165.99999999999682,-250.00000000000577,-241.99999999999778,,-1735.9999999999943
2016.05.30,-74.00000000000739,-96.00000000000719,-24.000000000001798,-381.0000000000002,198.99999999999363,9.00000000000345,-57.00000000001815,10.000000000005116,78.99999999999574,80.00000000000229,-17.999999999995797,-620.9999999999809,-476.9999999999941,-221.99999999998886,153.00000000000313,-141.00000000000534,-322.9999999999933,-270.0000000000036,-292.9999999999988,,-2466.999999999992
2016.05.30,-68.99999999999685,-156.00000000000057,16.000000000016,-418.99999999999693,174.99999999999181,39.00000000000014,-23.00000000001745,180.99999999999739,48.99999999999905,94.00000000000519,-53.999999999998494,-730.9999999999945,-567.9999999999907,-89.00000000000574,208.99999999999253,-165.00000000000625,-360.99999999999,-289.0000000000059,-307.99999999999716,,-2468.9999999999986
2016.05.30,-70.99999999999883,-216.00000000001617,12.999999999996348,-433.00000000000693,187.00000000000384,4.000000000004,-19.999999999997797,299.0000000000066,60.99999999999994,45.000000000006146,-73.00000000000084,-818.9999999999884,-656.9999999999965,30.999999999981043,97.9999999999981,-190.00000000001194,-354.99999999998977,-256.0000000000007,-327.99999999999494,,-2680.000000000007
2016.05.30,-80.00000000000229,-179.00000000001802,42.0000000000087,-415.9999999999968,228.00000000000597,-36.999999999998145,-4.000000000004,261.0000000000099,80.00000000000229,-51.000000000001044,-70.0000000000034,-701.9999999999982,-626.9999999999998,-44.0000000000218,-53.999999999998494,-159.00000000000603,-317.99999999999784,-270.0000000000036,-292.00000000000335,,-2692.0000000000255
2016.05.30,-85.99999999999719,-72.0000000000054,76.0000000000094,-450.00000000000284,371.99999999999454,-136.99999999999824,38.99999999998904,254.0000000000049,158.0000000000026,-102.00000000000209,-51.99999999999649,-692.9999999999836,-760.0000000000051,117.00000000001154,-160.00000000000458,-91.99999999999875,-250.0,-296.0000000000074,-258.0000000000027,,-2391.9999999999923
2016.05.30,-90.99999999999665,-40.0000000000178,53.00000000001415,-454.9999999999983,479.99999999999153,-278.00000000000045,5.999999999994898,269.00000000000546,224.000000000002,-100.99999999999554,-26.000000000003798,-590.9999999999798,-895.0000000000014,152.0000000000188,-211.99999999998997,27.000000000001023,-210.99999999999852,-284.0000000000065,-309.99999999999915,,-2282.99999999996
2016.05.30,-97.9999999999981,-34.000000000000696,66.00000000001049,-456.00000000000307,529.0000000000017,-264.999999999993,34.000000000000696,352.00000000000387,283.99999999999534,-127.99999999999478,-36.0000000000027,-638.9999999999816,-883.9999999999959,416.9999999999785,-225.99999999999287,0.0,-147.99999999999613,-189.00000000000583,-312.00000000000114,,-1732.9999999999752
2016.05.30,-84.0000000000063,-55.000000000005045,78.00000000000028,-600.9999999999991,530.9999999999926,-191.99999999999218,42.999999999993044,411.00000000000136,251.99999999999667,-70.99999999999883,-63.00000000000195,-907.999999999987,-878.9999999999853,419.9999999999982,-70.99999999999883,-125.0,-244.99999999999034,-209.9999999999991,-364.9999999999931,,-2133.999999999975
2016.05.30,-75.00000000000284,-150.00000000000568,66.00000000001049,-596.0000000000036,466.9999999999952,-181.9999999999933,36.999999999998145,475.0000000000085,221.00000000000452,-2.999999999997449,-95.00000000000064,-949.9999999999886,-895.9999999999857,364.9999999999931,42.999999999993044,-146.0000000000008,-332.9999999999984,-255.00000000000523,-419.00000000000273,,-2425.999999999982
2016.05.30,-65.00000000000395,-140.0000000000068,72.0000000000054,-602.0000000000039,469.0000000000083,-91.99999999999208,41.000000000002146,495.00000000000455,226.99999999999943,2.999999999997449,-87.99999999999919,-976.9999999999754,-889.9999999999908,312.00000000000114,69.00000000000794,-168.00000000000637,-355.99999999999454,-258.0000000000027,-386.9999999999929,,-2334.9999999999422
2016.05.30,-67.00000000000594,-205.00000000001074,66.00000000001049,-585.9999999999985,446.9999999999974,-85.99999999999719,29.999999999996696,472.999999999999,219.00000000000253,33.000000000005244,-112.000000000001,-1054.9999999999784,-987.9999999999889,268.9999999999859,126.99999999998823,-145.00000000001023,-359.99999999999943,-277.000000000005,-375.9999999999986,,-2593.0000000000086
2016.05.30,-73.00000000000084,-242.00000000000887,53.999999999998494,-731.0000000000088,503.000000000009,-163.00000000000205,0.0,493.9999999999998,241.99999999999778,7.9999999999968985,-131.00000000000333,-1325.9999999999934,-1160.9999999999898,540.9999999999915,32.999999999994145,-207.00000000000784,-363.9999999999901,-250.00000000000577,-409.99999999999926,,-3183.0000000000227
2016.05.30,-75.00000000000284,-219.00000000001364,48.000000000003595,-734.0000000000089,560.0000000000049,-185.99999999999727,1.999999999990898,626.0000000000048,270.99999999999903,-27.999999999994696,-104.00000000000409,-1290.9999999999968,-1147.9999999999934,611.000000000006,-76.0000000000094,-207.00000000000784,-363.9999999999901,-224.000000000002,-378.00000000000057,,-2916.000000000012
2016.05.30,-101.00000000000664,-140.0000000000068,70.99999999999883,-769.0000000000055,621.0000000000049,-193.99999999999417,-9.000000000014552,632.000000000005,288.9999999999948,-26.999999999999247,-73.99999999999629,-1185.0000000000023,-1102.9999999999873,565.9999999999776,-86.0000000000083,-183.00000000000693,-364.9999999999949,-262.00000000000665,-383.0,,-2702.000000000048
2016.05.30,-128.00000000000588,-156.00000000000057,73.99999999999629,-906.0000000000059,645.0000000000067,-178.99999999999582,-32.0000000000098,632.000000000005,285.00000000000193,-19.999999999997797,-85.00000000000173,-1420.9999999999923,-1167.9999999999914,476.0000000000098,-110.99999999999443,-286.00000000000136,-506.0000000000002,-311.00000000000574,-385.99999999999744,,-3582.9999999999804
2016.05.30,-128.00000000000588,-207.00000000000162,-1.999999999990898,-963.0000000000081,446.9999999999974,-186.99999999999272,-93.00000000000975,743.0000000000092,170.99999999999892,-56.99999999999594,-73.00000000000084,-1578.9999999999793,-1019.9999999999986,475.0000000000032,-198.99999999999363,-457.00000000000784,-581.0000000000031,-260.00000000000466,-336.00000000000296,,-4305.999999999987
