date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,NZDJPY,empty,sum
2015.11.09,-60.99999999999994,0.0,-43.99999999999693,-89.00000000000574,0.0,0.0,0.0,-102.00000000000387,-114.99999999999844,0.0,-13.00000000000523,-28.000000000005798,,-452.0000000000159
2015.11.09,-140.0000000000068,2.999999999997449,-60.000000000002274,-123.99999999999079,11.00000000000545,56.99999999999594,48.000000000003595,-91.99999999998454,-134.0000000000341,7.0000000000014495,0.0,-31.00000000000591,,-455.00000000002046
2015.11.09,-156.00000000000057,-92.00000000000318,-78.99999999999352,-143.00000000000423,21.999999999999797,78.99999999999574,6.0000000000060005,-122.99999999999045,-113.00000000002974,2.9999999999752447,-84.00000000000318,9.000000000000341,,-671.0000000000477
2015.11.09,-136.00000000000279,-21.00000000000435,-34.000000000006025,-92.00000000000318,52.000000000007596,149.99999999999457,31.000000000003247,-57.999999999992724,-46.0000000000349,62.000000000006494,-98.00000000001319,75.9999999999934,,-114.0000000000519
2015.11.09,-131.00000000001444,-14.000000000002899,-25.000000000005684,-79.99999999999119,100.00000000000009,131.00000000000333,31.999999999998696,-129.99999999999545,-126.00000000002609,93.99999999999409,-103.00000000000864,36.000000000001364,,-216.00000000004684
2015.11.09,-153.00000000000313,9.999999999998899,-108.00000000000409,-161.99999999999548,58.99999999999794,102.99999999999754,9.999999999998899,-275.0000000000057,-275.00000000002524,-44.99999999998394,36.000000000001364,37.9999999999967,,-762.0000000000263
2015.11.09,-164.00000000000858,9.000000000014552,-102.99999999999443,-160.99999999998892,58.99999999999794,99.00000000000463,28.000000000005798,-218.9999999999941,-217.0000000000005,-4.000000000026205,68.9999999999884,59.99999999998806,,-544.0000000000133
2015.11.09,-140.0000000000068,83.9999999999952,-201.99999999999818,-72.0000000000054,85.00000000000173,178.00000000000037,53.999999999998494,-467.9999999999893,-177.00000000000495,29.00000000001235,145.99999999998658,149.0000000000009,,-334.000000000009
2015.11.09,-96.00000000000719,171.99999999999437,-218.00000000000352,17.000000000000348,161.00000000000003,278.00000000000045,86.0000000000083,-539.999999999992,-80.99999999999774,144.0000000000108,338.99999999999864,323.99999999999807,,586.0000000000105
2015.11.09,-29.00000000001235,195.00000000001182,-197.00000000000273,56.000000000011596,173.00000000000094,351.0000000000013,87.00000000000374,-564.9999999999977,-102.00000000000209,131.00000000001444,320.99999999999795,378.0000000000001,,799.0000000000271
